model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
KNN,kDN_importances_norm,0.9487179487179487,0.011992491624275481,0.9615384615384616,0.929272244928451,0.01666297986561894,0.9470588235294117,0.8974358974358975,0.018130943107347388,0.9230769230769231,0.8524992777451171,0.029261741904909867,0.8924302788844624,0.11692307692307691,0.00866689424674645
SVM-rbf,kDN_importances_norm,0.9038461538461539,0.013598207330510523,0.9166666666666666,0.84214162641372,0.02385560258847778,0.8674698795180724,0.8871794871794872,0.03440104580768907,0.9230769230769231,0.7999493848242042,0.0756724488483275,0.8826086956521739,0.11692307692307691,0.00866689424674645
