dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset20c,1,kDN_importances_norm,1,62,SVM-rbf,0.67,0.0
ArtificialDataset20c,1,kDN_importances_norm,1,62,KNN,0.58,0.33876221498371334
ArtificialDataset20c,1,kDN_importances_norm,2,62,SVM-rbf,0.73,0.5805490529899979
ArtificialDataset20c,1,kDN_importances_norm,2,62,KNN,0.69,0.544020464719676
ArtificialDataset20c,1,kDN_importances_norm,3,62,SVM-rbf,0.71,0.46533367956374966
ArtificialDataset20c,1,kDN_importances_norm,3,62,KNN,0.68,0.5160142348754448
ArtificialDataset20c,1,kDN_importances_norm,4,62,SVM-rbf,0.74,0.590289608177172
ArtificialDataset20c,1,kDN_importances_norm,4,62,KNN,0.69,0.5024424284717376
ArtificialDataset20c,1,kDN_importances_norm,5,62,SVM-rbf,0.75,0.6172688303735456
ArtificialDataset20c,1,kDN_importances_norm,5,62,KNN,0.73,0.6128461991750147
ArtificialDataset20c,1,kDN_importances_norm,6,62,SVM-rbf,0.77,0.6526769954893116
ArtificialDataset20c,1,kDN_importances_norm,6,62,KNN,0.71,0.5942857142857143
ArtificialDataset20c,1,kDN_importances_norm,7,62,SVM-rbf,0.8,0.7280761386811695
ArtificialDataset20c,1,kDN_importances_norm,7,62,KNN,0.75,0.6456246456246456
ArtificialDataset20c,1,kDN_importances_norm,8,62,SVM-rbf,0.78,0.6762264150943397
ArtificialDataset20c,1,kDN_importances_norm,8,62,KNN,0.78,0.6980999296270232
ArtificialDataset20c,1,kDN_importances_norm,9,62,SVM-rbf,0.81,0.7466666666666666
ArtificialDataset20c,1,kDN_importances_norm,9,62,KNN,0.8,0.7361477572559367
ArtificialDataset20c,1,kDN_importances_norm,10,62,SVM-rbf,0.82,0.7706650093225607
ArtificialDataset20c,1,kDN_importances_norm,10,62,KNN,0.78,0.6980999296270232
ArtificialDataset20c,1,kDN_importances_norm,11,62,SVM-rbf,0.84,0.8023529411764706
ArtificialDataset20c,1,kDN_importances_norm,11,62,KNN,0.82,0.7573964497041419
ArtificialDataset20c,1,kDN_importances_norm,12,62,SVM-rbf,0.88,0.8564437194127243
ArtificialDataset20c,1,kDN_importances_norm,12,62,KNN,0.87,0.8457236393397901
ArtificialDataset20c,1,kDN_importances_norm,13,62,SVM-rbf,0.87,0.8424571667363143
ArtificialDataset20c,1,kDN_importances_norm,13,62,KNN,0.83,0.7868258045021906
ArtificialDataset20c,1,kDN_importances_norm,14,62,SVM-rbf,0.88,0.8533333333333333
