feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.7889999999999995,0.00146382189239332,539.0,1.0,37.0,1,SVM-rbf
f1,0.03200000000000003,0.0007272727272727279,44.0,1.0,1.0,1,SVM-rbf
f10,0.013500000000000012,7.500000000000006e-05,180.0,1.0,1.0,1,SVM-rbf
f100,-0.006999999999999951,-4.022988505747098e-05,174.0,0.0,3.0,1,SVM-rbf
f101,-0.02399999999999991,-0.0007741935483870939,31.0,1.0,0.0,1,SVM-rbf
f102,0.7070000000000003,0.0011312000000000004,625.0,1.0,34.0,1,SVM-rbf
f103,,,,,,1,SVM-rbf
f104,0.004499999999999671,3.103448275861842e-05,145.0,0.0,0.0,1,SVM-rbf
f105,-0.020000000000000018,-0.0011111111111111122,18.0,1.0,0.0,1,SVM-rbf
f106,,,,,,1,SVM-rbf
f107,,,,,,1,SVM-rbf
f108,-0.01649999999999996,-0.00017934782608695609,92.0,1.0,0.0,1,SVM-rbf
f109,,,,,,1,SVM-rbf
f11,0.006000000000000116,0.00018750000000000364,32.0,1.0,0.0,1,SVM-rbf
f110,,,,,,1,SVM-rbf
f111,,,,,,1,SVM-rbf
f112,,,,,,1,SVM-rbf
f113,-0.030500000000000027,-0.0004236111111111115,72.0,1.0,0.0,1,SVM-rbf
f114,-0.0004999999999999449,-1.219512195121817e-05,41.0,1.0,0.0,1,SVM-rbf
f115,,,,,,1,SVM-rbf
f116,0.11650000000000021,0.0007018072289156639,166.0,0.0,2.0,1,SVM-rbf
f117,-0.01649999999999996,-0.00021999999999999947,75.0,0.0,0.0,1,SVM-rbf
f118,-0.02150000000000013,-0.0005243902439024422,41.0,1.0,0.0,1,SVM-rbf
f119,,,,,,1,SVM-rbf
f12,-0.014500000000000013,-0.0008055555555555563,18.0,1.0,0.0,1,SVM-rbf
f13,-0.039000000000000035,-0.001054054054054055,37.0,1.0,0.0,1,SVM-rbf
f14,0.023000000000000242,0.0002674418604651191,86.0,1.0,1.0,1,SVM-rbf
f15,-0.023500000000000243,-0.0004051724137931076,58.0,1.0,0.0,1,SVM-rbf
f16,1.5229999999999992,0.002394654088050313,636.0,0.0,52.0,1,SVM-rbf
f17,0.06450000000000011,0.0004358108108108116,148.0,1.0,3.0,1,SVM-rbf
f18,0.020999999999999908,0.00013636363636363577,154.0,1.0,1.0,1,SVM-rbf
f19,0.13200000000000017,0.0005156250000000007,256.0,1.0,5.0,1,SVM-rbf
f2,-0.0124999999999999,-0.00032051282051281796,39.0,1.0,0.0,1,SVM-rbf
f20,0.1550000000000002,0.0009226190476190487,168.0,1.0,5.0,1,SVM-rbf
f21,0.20949999999999985,0.0008313492063492057,252.0,1.0,8.0,1,SVM-rbf
f22,-0.017500000000000016,-0.0003431372549019611,51.0,1.0,0.0,1,SVM-rbf
f23,-0.03099999999999975,-0.0005344827586206853,58.0,1.0,1.0,1,SVM-rbf
f24,-0.01649999999999996,-0.0002462686567164173,67.0,1.0,0.0,1,SVM-rbf
f25,-0.01700000000000007,-0.0006800000000000029,25.0,1.0,0.0,1,SVM-rbf
f26,0.014999999999999958,0.0005172413793103433,29.0,1.0,1.0,1,SVM-rbf
f27,-0.015500000000000014,-0.00020666666666666685,75.0,1.0,0.0,1,SVM-rbf
f28,-0.010000000000000009,-0.0001470588235294119,68.0,1.0,1.0,1,SVM-rbf
f29,-0.027999999999999803,-0.0004590163934426197,61.0,1.0,0.0,1,SVM-rbf
f3,-0.008999999999999786,-0.00014285714285713945,63.0,1.0,0.0,1,SVM-rbf
f30,-0.009499999999999675,-0.00011309523809523423,84.0,1.0,0.0,1,SVM-rbf
f31,-0.01100000000000001,-0.001100000000000001,10.0,1.0,0.0,1,SVM-rbf
f32,0.02449999999999991,0.00039516129032257923,62.0,1.0,2.0,1,SVM-rbf
f33,0.00599999999999995,0.00019999999999999833,30.0,1.0,0.0,1,SVM-rbf
f34,-0.01899999999999996,-0.00949999999999998,2.0,1.0,0.0,1,SVM-rbf
f35,-0.02849999999999986,-0.0006477272727272695,44.0,1.0,0.0,1,SVM-rbf
f36,0.16949999999999948,0.00038965517241379194,435.0,1.0,10.0,1,SVM-rbf
f37,-0.0025000000000000022,-4.807692307692312e-05,52.0,1.0,0.0,1,SVM-rbf
f38,-0.01150000000000001,-0.0014375000000000013,8.0,1.0,0.0,1,SVM-rbf
f39,0.28950000000000053,0.0006811764705882366,425.0,1.0,9.0,1,SVM-rbf
f4,0.03449999999999975,0.00034499999999999754,100.0,1.0,0.0,1,SVM-rbf
