feature,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars,Hostility_removed_count,N1_removed_count,kDN_removed_count,fold,model
f0,0.03125,-0.005136904761904704,-0.0015000000000000013,0.0002920560747663551,-4.8008455718735547e-05,-1.4018691588785059e-05,107.0,1.0,1.0,1.0,1,SVM-rbf
f1,0.006250000000000033,0.030544642857142867,0.04674999999999996,3.033980582524288e-05,0.00014827496532593626,0.00022694174757281532,206.0,1.0,1.0,1.0,1,SVM-rbf
f10,-0.03375,-0.023086309523809523,-0.0025000000000000022,-0.0003154205607476636,-0.00021575990209167777,-2.336448598130843e-05,107.0,1.0,1.0,1.0,1,SVM-rbf
f100,0.12750000000000006,-0.0038173250360750144,0.009500000000000064,0.0009172661870503601,-2.746277004370514e-05,6.834532374100766e-05,139.0,1.0,1.0,1.0,1,SVM-rbf
f101,-0.016249999999999987,0.06158283730158731,-0.0032500000000000306,-0.0001400862068965516,0.0005308865284619596,-2.801724137931061e-05,116.0,1.0,1.0,1.0,1,SVM-rbf
f102,-0.012500000000000011,0.009581484487734548,-0.0015000000000000013,-0.00013157894736842116,0.00010085773144983736,-1.578947368421054e-05,95.0,1.0,1.0,1.0,1,SVM-rbf
f103,-0.0050000000000000044,0.005086895743145636,0.0015000000000000013,-4.6296296296296335e-05,4.710088651060774e-05,1.3888888888888901e-05,108.0,1.0,1.0,1.0,1,SVM-rbf
f104,-0.020000000000000018,0.03503670634920614,-0.0004999999999999449,-0.00015625000000000014,0.00027372426835317295,-3.90624999999957e-06,128.0,1.0,1.0,1.0,1,SVM-rbf
f105,-0.023749999999999993,-0.016982142857142835,-0.0017499999999999738,-0.0002139639639639639,-0.00015299227799227779,-1.5765765765765528e-05,111.0,1.0,1.0,1.0,1,SVM-rbf
f106,0.00874999999999998,-0.010395833333333326,-0.013500000000000012,0.0001902173913043474,-0.00022599637681159406,-0.0002934782608695655,46.0,1.0,1.0,1.0,1,SVM-rbf
f107,-0.0012499999999999734,-0.014711482961483002,-0.008500000000000063,-1.2755102040816054e-05,-0.00015011717307635716,-8.673469387755166e-05,98.0,1.0,1.0,1.0,1,SVM-rbf
f108,-0.030000000000000027,-0.002375000000000127,0.014999999999999958,-0.00019354838709677438,-1.532258064516211e-05,9.677419354838682e-05,155.0,1.0,1.0,1.0,1,SVM-rbf
f109,-0.02624999999999994,-0.04039682539682532,-0.009499999999999953,-0.00042338709677419256,-0.0006515616999487955,-0.00015322580645161214,62.0,1.0,1.0,1.0,1,SVM-rbf
f11,-0.01874999999999999,-0.021119047619047426,-0.007249999999999979,-0.0001499999999999999,-0.00016895238095237941,-5.799999999999983e-05,125.0,1.0,1.0,1.0,1,SVM-rbf
f110,-0.03749999999999998,-0.04279166666666667,-0.008500000000000008,-0.0002130681818181817,-0.00024313446969696973,-4.829545454545459e-05,176.0,1.0,1.0,1.0,1,SVM-rbf
f111,-0.02250000000000002,0.02093154761904753,-0.003999999999999948,-0.0002368421052631581,0.00022033208020050032,-4.210526315789419e-05,95.0,1.0,1.0,1.0,1,SVM-rbf
f112,-0.012499999999999956,0.03999255952380942,0.011750000000000094,-8.06451612903223e-05,0.000258016513056835,7.580645161290382e-05,155.0,1.0,1.0,1.0,1,SVM-rbf
f113,0.1412500000000001,-0.0420303932178932,-0.0012500000000000844,0.002140151515151517,-0.0006368241396650485,-1.8939393939395217e-05,66.0,1.0,1.0,1.0,1,SVM-rbf
f114,-0.0025000000000000022,0.08232242063492079,-0.0047499999999999765,-2.0661157024793407e-05,0.0006803505837596759,-3.9256198347107244e-05,121.0,1.0,1.0,1.0,1,SVM-rbf
f115,-0.025000000000000022,-0.006541666666666668,-0.006749999999999978,-0.0005102040816326535,-0.00013350340136054423,-0.00013775510204081589,49.0,1.0,1.0,1.0,1,SVM-rbf
f116,0.02250000000000002,-0.001465773809523896,-0.021750000000000158,0.00014516129032258077,-9.456605222734812e-06,-0.0001403225806451623,155.0,1.0,1.0,1.0,1,SVM-rbf
f117,-0.011249999999999982,0.05125000000000013,-0.0027499999999999747,-5.3066037735848974e-05,0.00024174528301886854,-1.2971698113207428e-05,212.0,1.0,1.0,1.0,1,SVM-rbf
f118,0.004999999999999949,-0.05191666666666672,-0.0010000000000000009,2.857142857142828e-05,-0.000296666666666667,-5.71428571428572e-06,175.0,1.0,1.0,1.0,1,SVM-rbf
f119,-0.011249999999999982,0.026396329365079463,-0.00874999999999998,-0.00012640449438202226,0.0002965879703941513,-9.83146067415728e-05,89.0,1.0,1.0,1.0,1,SVM-rbf
f12,-0.04500000000000004,-0.0035208333333333064,-0.0019999999999999463,-0.0006000000000000005,-4.694444444444409e-05,-2.666666666666595e-05,75.0,1.0,1.0,1.0,1,SVM-rbf
f120,0.0024999999999999467,0.12241544913419938,-0.0050000000000000044,1.9999999999999575e-05,0.000979323593073595,-4.000000000000004e-05,125.0,1.0,0.0,1.0,1,SVM-rbf
f121,-0.0012499999999999734,0.010229166666666789,-0.0010000000000000564,-1.7361111111110742e-05,0.00014207175925926095,-1.3888888888889672e-05,72.0,1.0,1.0,1.0,1,SVM-rbf
f122,0.02750000000000008,-0.016366470335220373,0.009500000000000008,0.00031250000000000093,-0.00018598261744568606,0.00010795454545454555,88.0,1.0,1.0,1.0,1,SVM-rbf
f123,0.11250000000000004,-0.01397916666666671,-0.0019999999999999463,0.001004464285714286,-0.00012481398809523848,-1.7857142857142377e-05,112.0,1.0,1.0,1.0,1,SVM-rbf
f124,-0.014999999999999958,-0.029706349206349125,-0.008750000000000091,-0.00017045454545454498,-0.00033757215007214917,-9.943181818181922e-05,88.0,1.0,1.0,1.0,1,SVM-rbf
f125,-0.03375,-0.008553571428571327,0.003500000000000003,-0.0002481617647058824,-6.289390756302447e-05,2.573529411764708e-05,136.0,1.0,1.0,1.0,1,SVM-rbf
f126,-0.04749999999999999,0.016971726190475933,-0.005249999999999977,-0.0010326086956521736,0.0003689505693581725,-0.0001141304347826082,46.0,1.0,1.0,1.0,1,SVM-rbf
f127,0.1987500000000001,-0.005529189560439407,0.08049999999999996,0.0009375000000000004,-2.6081082832261354e-05,0.00037971698113207526,212.0,1.0,1.0,1.0,1,SVM-rbf
f128,-0.03874999999999995,0.00970833333333343,-0.007249999999999923,-0.000774999999999999,0.0001941666666666686,-0.00014499999999999846,50.0,1.0,1.0,1.0,1,SVM-rbf
f129,0.07124999999999998,-0.02741815476190479,-0.010750000000000093,0.0005053191489361701,-0.0001944549983113815,-7.624113475177371e-05,141.0,1.0,1.0,1.0,1,SVM-rbf
f13,-0.01749999999999996,-0.019312003968254,0.0034999999999998366,-0.0005468749999999988,-0.0006035001240079375,0.00010937499999999489,32.0,1.0,1.0,1.0,1,SVM-rbf
f130,-0.004999999999999949,-0.009458333333333402,-0.0010000000000000564,-5.9523809523808914e-05,-0.00011259920634920717,-1.1904761904762576e-05,84.0,1.0,1.0,1.0,1,SVM-rbf
f131,-0.006250000000000033,-0.020139880952380895,-0.017000000000000015,-9.615384615384667e-05,-0.00030984432234432147,-0.00026153846153846176,65.0,1.0,1.0,1.0,1,SVM-rbf
f132,0.021250000000000047,-0.005020833333333363,-0.0030000000000000027,0.00035416666666666745,-8.368055555555605e-05,-5.000000000000004e-05,60.0,1.0,1.0,1.0,1,SVM-rbf
f133,0.0675,0.005514249639249513,-0.006500000000000061,0.0005921052631578948,4.8370610870609765e-05,-5.701754385964966e-05,114.0,1.0,1.0,1.0,1,SVM-rbf
f134,0.02749999999999997,-0.00010335497835495255,-0.004750000000000032,0.00023305084745762686,-8.758896470758691e-07,-4.025423728813586e-05,118.0,1.0,1.0,1.0,1,SVM-rbf
f135,-0.016249999999999987,0.0530491071428571,0.01150000000000001,-9.12921348314606e-05,0.00029802869181380393,6.460674157303376e-05,178.0,1.0,1.0,1.0,1,SVM-rbf
f136,0.016249999999999876,-0.01986259920634914,-0.0019999999999999463,0.00027083333333333126,-0.000331043320105819,-3.333333333333244e-05,60.0,1.0,1.0,1.0,1,SVM-rbf
f137,-0.0050000000000000044,-0.030270833333333358,0.002999999999999836,-4.545454545454549e-05,-0.00027518939393939414,2.7272727272725782e-05,110.0,1.0,1.0,1.0,1,SVM-rbf
f138,-0.01375000000000004,0.06236607142857137,-0.014249999999999985,-0.00014030612244898,0.000636388483965014,-0.00014540816326530598,98.0,1.0,1.0,1.0,1,SVM-rbf
f139,-0.02624999999999994,0.018370535714285707,0.015250000000000152,-0.0001553254437869819,0.00010870139475908702,9.023668639053345e-05,169.0,1.0,1.0,1.0,1,SVM-rbf
f14,0.28875000000000006,-0.01500595238095237,0.050749999999999906,0.0019122516556291395,-9.937716808577728e-05,0.00033609271523178744,151.0,0.0,1.0,1.0,1,SVM-rbf
f140,-0.0037500000000000866,-0.006379960317460243,0.014999999999999958,-2.9069767441861138e-05,-4.945705672449801e-05,0.00011627906976744153,129.0,1.0,1.0,1.0,1,SVM-rbf
f141,0.01874999999999999,-0.02727083333333341,0.11650000000000005,0.00011094674556213012,-0.00016136587771203203,0.0006893491124260358,169.0,1.0,1.0,0.0,1,SVM-rbf
f142,0.0012499999999998623,-0.030788194444444472,0.015749999999999986,1.016260162601514e-05,-0.00025031052393857293,0.00012804878048780477,123.0,1.0,1.0,1.0,1,SVM-rbf
f143,-0.0025000000000000022,-0.0020744047619047357,0.02475000000000005,-1.9841269841269858e-05,-1.646352985638679e-05,0.00019642857142857182,126.0,1.0,1.0,1.0,1,SVM-rbf
