model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
KNN,kDN_importances_norm,0.9013923959310295,0.029843672749726605,0.9341317365269461,0.9000134894209457,0.030375421588084983,0.9333022388059701,0.8271777003484321,0.07916622870261233,0.8809523809523809,0.8201449805908219,0.08807782931912803,0.8808757244043786,0.2161416925185773,0.01491839374885021
SVM-rbf,kDN_importances_norm,0.9435033547363105,0.005463122111419742,0.9461077844311377,0.9429592241610338,0.005486114245963637,0.9455797933409873,0.8176538908246226,0.06342888465000301,0.8780487804878049,0.8109843012789708,0.07261112701409042,0.875,0.2161416925185773,0.01491839374885021
