feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.022499999999999964,0.00017716535433070837,127.0,0.0,0.0,1,SVM-rbf
f1,0.20383333333333364,0.00014466524722025098,1409.0,0.0,2.0,1,SVM-rbf
f10,0.01424999999999993,0.0001410891089108904,101.0,0.0,0.0,1,SVM-rbf
f100,-0.005166666666666708,-5.5555555555556005e-05,93.0,0.0,0.0,1,SVM-rbf
f101,0.001583333333333381,1.862745098039272e-05,85.0,0.0,0.0,1,SVM-rbf
f102,-0.003083333333333216,-3.760162601625873e-05,82.0,0.0,0.0,1,SVM-rbf
f103,-0.029000000000000026,-5.234657039711196e-05,554.0,1.0,0.0,1,SVM-rbf
f104,-0.01433333333333342,-0.0003675213675213697,39.0,1.0,0.0,1,SVM-rbf
f105,0.010416666666666574,0.00032552083333333044,32.0,0.0,0.0,1,SVM-rbf
f106,-0.016750000000000098,-0.00018010752688172148,93.0,0.0,0.0,1,SVM-rbf
f107,-0.011333333333333251,-9.523809523809455e-05,119.0,0.0,0.0,1,SVM-rbf
f108,-0.012750000000000039,-0.00019615384615384677,65.0,0.0,0.0,1,SVM-rbf
f109,-0.011249999999999982,-0.0006617647058823519,17.0,1.0,0.0,1,SVM-rbf
f11,0.016249999999999987,0.00022569444444444427,72.0,0.0,0.0,1,SVM-rbf
f110,0.005916666666666737,4.586563307493594e-05,129.0,0.0,0.0,1,SVM-rbf
f111,-0.03500000000000014,-2.437325905292489e-05,1436.0,1.0,2.0,1,SVM-rbf
f112,0.002500000000000391,1.3586956521741254e-05,184.0,0.0,0.0,1,SVM-rbf
f113,-0.00808333333333322,-0.00011714975845410464,69.0,0.0,0.0,1,SVM-rbf
f114,0.0012499999999997513,2.2644927536227377e-06,552.0,1.0,2.0,1,SVM-rbf
f115,-0.021666666666666723,-0.0005158730158730172,42.0,0.0,0.0,1,SVM-rbf
f116,-0.0067500000000002,-6.308411214953458e-05,107.0,0.0,0.0,1,SVM-rbf
f117,0.014083333333333281,0.0001656862745098033,85.0,0.0,0.0,1,SVM-rbf
f118,8.333333333321313e-05,1.0683760683745273e-06,78.0,0.0,0.0,1,SVM-rbf
f119,-0.013166666666666604,-0.001012820512820508,13.0,1.0,0.0,1,SVM-rbf
f12,-0.0017500000000000293,-3.888888888888954e-05,45.0,0.0,0.0,1,SVM-rbf
f120,-0.00366666666666704,-2.4122807017546316e-05,152.0,0.0,0.0,1,SVM-rbf
f121,-0.00891666666666674,-6.858974358974414e-05,130.0,0.0,0.0,1,SVM-rbf
f122,-0.011583333333333334,-0.0005265151515151515,22.0,0.0,0.0,1,SVM-rbf
f123,-0.0014166666666666772,-0.00011805555555555643,12.0,0.0,0.0,1,SVM-rbf
f124,-0.0011666666666668157,-9.259259259260442e-06,126.0,0.0,0.0,1,SVM-rbf
f125,0.0030833333333333823,5.0546448087432495e-05,61.0,1.0,0.0,1,SVM-rbf
f126,0.003666666666666374,2.842377260981685e-05,129.0,0.0,0.0,1,SVM-rbf
f127,0.06041666666666584,4.587446216147748e-05,1317.0,0.0,2.0,1,SVM-rbf
f128,0.021166666666666667,6.784188034188034e-05,312.0,1.0,1.0,1,SVM-rbf
f129,-0.010250000000000037,-0.00041000000000000145,25.0,1.0,0.0,1,SVM-rbf
f13,0.021750000000000103,0.000118852459016394,183.0,0.0,0.0,1,SVM-rbf
f130,,,,,,1,SVM-rbf
f131,0.12525000000000014,0.00021410256410256433,585.0,0.0,4.0,1,SVM-rbf
f132,-0.006999999999999895,-4.1420118343194646e-05,169.0,0.0,0.0,1,SVM-rbf
f133,,,,,,1,SVM-rbf
f134,0.027166666666666894,0.00041161616161616507,66.0,0.0,0.0,1,SVM-rbf
f135,0.061833333333333296,9.411466260781324e-05,657.0,1.0,2.0,1,SVM-rbf
f136,0.014833333333333198,0.00012787356321838965,116.0,0.0,0.0,1,SVM-rbf
f137,0.009833333333333083,1.939513477974967e-05,507.0,1.0,0.0,1,SVM-rbf
f138,0.06483333333333324,4.575394024935303e-05,1417.0,0.0,4.0,1,SVM-rbf
f139,,,,,,1,SVM-rbf
f14,-0.010333333333333139,-6.581740976645312e-05,157.0,0.0,0.0,1,SVM-rbf
f140,,,,,,1,SVM-rbf
f141,,,,,,1,SVM-rbf
f142,-0.013916666666666744,-0.0001697154471544725,82.0,0.0,0.0,1,SVM-rbf
f143,0.07083333333333325,0.00015465793304221233,458.0,0.0,2.0,1,SVM-rbf
f144,-0.002499999999999891,-3.676470588235134e-05,68.0,0.0,0.0,1,SVM-rbf
f145,,,,,,1,SVM-rbf
f146,0.027416666666666645,0.0004283854166666663,64.0,0.0,0.0,1,SVM-rbf
f147,,,,,,1,SVM-rbf
f148,0.015499999999999903,0.00013362068965517158,116.0,0.0,0.0,1,SVM-rbf
f149,0.015249999999999764,0.00013738738738738526,111.0,0.0,0.0,1,SVM-rbf
f15,0.029833333333333434,0.00033901515151515266,88.0,0.0,0.0,1,SVM-rbf
f150,,,,,,1,SVM-rbf
f151,0.021750000000000158,0.0001066176470588243,204.0,0.0,0.0,1,SVM-rbf
f152,,,,,,1,SVM-rbf
