dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ionosphere,1,kDN_importances_norm,1,33,SVM-rbf,0.8169014084507042,0.7563025210084033
ionosphere,1,kDN_importances_norm,1,33,KNN,0.8169014084507042,0.7563025210084033
ionosphere,1,kDN_importances_norm,2,33,SVM-rbf,0.8450704225352113,0.8035714285714285
ionosphere,1,kDN_importances_norm,2,33,KNN,0.8591549295774648,0.8395581273014202
ionosphere,1,kDN_importances_norm,3,33,SVM-rbf,0.8732394366197183,0.8457711442786069
ionosphere,1,kDN_importances_norm,3,33,KNN,0.8732394366197183,0.8575803981623277
ionosphere,1,kDN_importances_norm,4,33,SVM-rbf,0.8732394366197183,0.8457711442786069
ionosphere,1,kDN_importances_norm,4,33,KNN,0.8873239436619719,0.8653846153846153
ionosphere,1,kDN_importances_norm,5,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,kDN_importances_norm,5,33,KNN,0.8591549295774648,0.8306496390893948
ionosphere,1,kDN_importances_norm,6,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,kDN_importances_norm,6,33,KNN,0.8591549295774648,0.8306496390893948
ionosphere,1,kDN_importances_norm,7,33,SVM-rbf,0.9014084507042254,0.8841778697001034
ionosphere,1,kDN_importances_norm,7,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,8,33,SVM-rbf,0.8732394366197183,0.8502415458937198
ionosphere,1,kDN_importances_norm,8,33,KNN,0.8169014084507042,0.7738452309538092
ionosphere,1,kDN_importances_norm,9,33,SVM-rbf,0.8732394366197183,0.8541557762676424
ionosphere,1,kDN_importances_norm,9,33,KNN,0.8732394366197183,0.8502415458937198
ionosphere,1,kDN_importances_norm,10,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,kDN_importances_norm,10,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,11,33,SVM-rbf,0.8732394366197183,0.8541557762676424
ionosphere,1,kDN_importances_norm,11,33,KNN,0.8450704225352113,0.8101265822784811
ionosphere,1,kDN_importances_norm,12,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,12,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,13,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,kDN_importances_norm,13,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,14,33,SVM-rbf,0.8732394366197183,0.8541557762676424
ionosphere,1,kDN_importances_norm,14,33,KNN,0.8028169014084507,0.7414128321451717
ionosphere,1,kDN_importances_norm,15,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,kDN_importances_norm,15,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,16,33,SVM-rbf,0.8873239436619719,0.872210953346856
ionosphere,1,kDN_importances_norm,16,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,17,33,SVM-rbf,0.8873239436619719,0.872210953346856
ionosphere,1,kDN_importances_norm,17,33,KNN,0.8450704225352113,0.8101265822784811
ionosphere,1,kDN_importances_norm,18,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,18,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,19,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,19,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,20,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,20,33,KNN,0.8028169014084507,0.7414128321451717
ionosphere,1,kDN_importances_norm,21,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,21,33,KNN,0.8028169014084507,0.7414128321451717
ionosphere,1,kDN_importances_norm,22,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,22,33,KNN,0.8028169014084507,0.7414128321451717
ionosphere,1,kDN_importances_norm,23,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,23,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,24,33,SVM-rbf,0.9014084507042254,0.8870967741935483
ionosphere,1,kDN_importances_norm,24,33,KNN,0.8028169014084507,0.7414128321451717
ionosphere,1,kDN_importances_norm,25,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,25,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,26,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,26,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,27,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,27,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,28,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,28,33,KNN,0.8309859154929577,0.7885304659498209
ionosphere,1,kDN_importances_norm,29,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,29,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,30,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,30,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,31,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,31,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,1,kDN_importances_norm,32,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,32,33,KNN,0.8028169014084507,0.7414128321451717
ionosphere,1,kDN_importances_norm,33,33,SVM-rbf,0.8873239436619719,0.8690228690228691
ionosphere,1,kDN_importances_norm,33,33,KNN,0.8169014084507042,0.7656929770043505
ionosphere,2,kDN_importances_norm,1,33,SVM-rbf,0.7857142857142857,0.7011952191235059
ionosphere,2,kDN_importances_norm,1,33,KNN,0.7857142857142857,0.7011952191235059
ionosphere,2,kDN_importances_norm,2,33,SVM-rbf,0.8428571428571429,0.8091737724198765
ionosphere,2,kDN_importances_norm,2,33,KNN,0.9142857142857143,0.9016393442622951
ionosphere,2,kDN_importances_norm,3,33,SVM-rbf,0.9142857142857143,0.9039039039039038
ionosphere,2,kDN_importances_norm,3,33,KNN,0.9,0.8834874504623514
ionosphere,2,kDN_importances_norm,4,33,SVM-rbf,0.9142857142857143,0.9016393442622951
ionosphere,2,kDN_importances_norm,4,33,KNN,0.8857142857142857,0.8605174353205849
ionosphere,2,kDN_importances_norm,5,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,5,33,KNN,0.8857142857142857,0.8605174353205849
ionosphere,2,kDN_importances_norm,6,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,6,33,KNN,0.8714285714285714,0.8398950131233596
ionosphere,2,kDN_importances_norm,7,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,7,33,KNN,0.8142857142857143,0.7646872022864402
ionosphere,2,kDN_importances_norm,8,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,8,33,KNN,0.8571428571428571,0.8243559718969556
ionosphere,2,kDN_importances_norm,9,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,9,33,KNN,0.8571428571428571,0.8243559718969556
ionosphere,2,kDN_importances_norm,10,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,10,33,KNN,0.8142857142857143,0.7553648068669527
ionosphere,2,kDN_importances_norm,11,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,11,33,KNN,0.8285714285714286,0.779746835443038
ionosphere,2,kDN_importances_norm,12,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,12,33,KNN,0.8285714285714286,0.779746835443038
ionosphere,2,kDN_importances_norm,13,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,13,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,14,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,14,33,KNN,0.8285714285714286,0.779746835443038
ionosphere,2,kDN_importances_norm,15,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,15,33,KNN,0.8142857142857143,0.7646872022864402
ionosphere,2,kDN_importances_norm,16,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,16,33,KNN,0.8142857142857143,0.7646872022864402
ionosphere,2,kDN_importances_norm,17,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,17,33,KNN,0.8285714285714286,0.7875457875457876
ionosphere,2,kDN_importances_norm,18,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,18,33,KNN,0.8142857142857143,0.7646872022864402
ionosphere,2,kDN_importances_norm,19,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,19,33,KNN,0.8571428571428571,0.8243559718969556
ionosphere,2,kDN_importances_norm,20,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,20,33,KNN,0.8285714285714286,0.7875457875457876
ionosphere,2,kDN_importances_norm,21,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,21,33,KNN,0.8285714285714286,0.7875457875457876
ionosphere,2,kDN_importances_norm,22,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,22,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,23,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,23,33,KNN,0.8571428571428571,0.8243559718969556
ionosphere,2,kDN_importances_norm,24,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,24,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,25,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,25,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,26,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,26,33,KNN,0.8571428571428571,0.8243559718969556
ionosphere,2,kDN_importances_norm,27,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,27,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,28,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,28,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,29,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,29,33,KNN,0.8571428571428571,0.8243559718969556
ionosphere,2,kDN_importances_norm,30,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,30,33,KNN,0.8142857142857143,0.7553648068669527
ionosphere,2,kDN_importances_norm,31,33,SVM-rbf,0.9571428571428572,0.9526947517062838
ionosphere,2,kDN_importances_norm,31,33,KNN,0.8285714285714286,0.779746835443038
ionosphere,2,kDN_importances_norm,32,33,SVM-rbf,0.9428571428571428,0.9361702127659574
ionosphere,2,kDN_importances_norm,32,33,KNN,0.8428571428571429,0.802675585284281
ionosphere,2,kDN_importances_norm,33,33,SVM-rbf,0.9285714285714286,0.9191743347426014
ionosphere,2,kDN_importances_norm,33,33,KNN,0.8285714285714286,0.779746835443038
ionosphere,3,kDN_importances_norm,1,33,SVM-rbf,0.8714285714285714,0.8398950131233596
ionosphere,3,kDN_importances_norm,1,33,KNN,0.8714285714285714,0.8398950131233596
ionosphere,3,kDN_importances_norm,2,33,SVM-rbf,0.9142857142857143,0.9058823529411765
ionosphere,3,kDN_importances_norm,2,33,KNN,0.9,0.888888888888889
ionosphere,3,kDN_importances_norm,3,33,SVM-rbf,0.8857142857142857,0.8764940239043825
ionosphere,3,kDN_importances_norm,3,33,KNN,0.9142857142857143,0.9039039039039038
ionosphere,3,kDN_importances_norm,4,33,SVM-rbf,0.9285714285714286,0.9224158510384342
