dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset2,1,kDN_importances_norm,1,13,SVM-rbf,0.69,0.683392539964476
ArtificialDataset2,1,kDN_importances_norm,1,13,KNN,0.575,0.574981520935693
ArtificialDataset2,1,kDN_importances_norm,2,13,SVM-rbf,0.705,0.704150218713325
ArtificialDataset2,1,kDN_importances_norm,2,13,KNN,0.64,0.639774859287055
ArtificialDataset2,1,kDN_importances_norm,3,13,SVM-rbf,0.785,0.780633631194151
ArtificialDataset2,1,kDN_importances_norm,3,13,KNN,0.745,0.741169658367111
ArtificialDataset2,1,kDN_importances_norm,4,13,SVM-rbf,0.825,0.823798627002288
ArtificialDataset2,1,kDN_importances_norm,4,13,KNN,0.815,0.814035953254602
ArtificialDataset2,1,kDN_importances_norm,5,13,SVM-rbf,0.875,0.874393500043065
ArtificialDataset2,1,kDN_importances_norm,5,13,KNN,0.81,0.808486809357889
ArtificialDataset2,1,kDN_importances_norm,6,13,SVM-rbf,0.91,0.909752066115703
ArtificialDataset2,1,kDN_importances_norm,6,13,KNN,0.835,0.833197130663761
ArtificialDataset2,1,kDN_importances_norm,7,13,SVM-rbf,0.935,0.934998261985615
ArtificialDataset2,1,kDN_importances_norm,7,13,KNN,0.895,0.894643908181283
ArtificialDataset2,1,kDN_importances_norm,8,13,SVM-rbf,0.93,0.92999247230885
ArtificialDataset2,1,kDN_importances_norm,8,13,KNN,0.9,0.899821905609973
ArtificialDataset2,1,kDN_importances_norm,9,13,SVM-rbf,0.945,0.944963600264725
ArtificialDataset2,1,kDN_importances_norm,9,13,KNN,0.915,0.914886049629285
ArtificialDataset2,1,kDN_importances_norm,10,13,SVM-rbf,0.935,0.934984354523816
ArtificialDataset2,1,kDN_importances_norm,10,13,KNN,0.895,0.894761891430331
ArtificialDataset2,1,kDN_importances_norm,11,13,SVM-rbf,0.965,0.964991837475059
ArtificialDataset2,1,kDN_importances_norm,11,13,KNN,0.93,0.929969879518072
ArtificialDataset2,1,kDN_importances_norm,12,13,SVM-rbf,0.955,0.954970530451866
ArtificialDataset2,1,kDN_importances_norm,12,13,KNN,0.9,0.899988887654184
ArtificialDataset2,1,kDN_importances_norm,13,13,SVM-rbf,0.95,0.949978938500421
ArtificialDataset2,1,kDN_importances_norm,13,13,KNN,0.935,0.934984354523816
ArtificialDataset2,2,kDN_importances_norm,1,13,SVM-rbf,0.59,0.588885112168593
ArtificialDataset2,2,kDN_importances_norm,1,13,KNN,0.565,0.56498075136068
ArtificialDataset2,2,kDN_importances_norm,2,13,SVM-rbf,0.595,0.594982982478255
ArtificialDataset2,2,kDN_importances_norm,2,13,KNN,0.63,0.627099664053752
ArtificialDataset2,2,kDN_importances_norm,3,13,SVM-rbf,0.755,0.754926964989566
ArtificialDataset2,2,kDN_importances_norm,3,13,KNN,0.775,0.774643791799942
ArtificialDataset2,2,kDN_importances_norm,4,13,SVM-rbf,0.86,0.86
ArtificialDataset2,2,kDN_importances_norm,4,13,KNN,0.855,0.854995760109945
ArtificialDataset2,2,kDN_importances_norm,5,13,SVM-rbf,0.89,0.889950539568345
ArtificialDataset2,2,kDN_importances_norm,5,13,KNN,0.88,0.879877147082243
ArtificialDataset2,2,kDN_importances_norm,6,13,SVM-rbf,0.92,0.919991303402544
ArtificialDataset2,2,kDN_importances_norm,6,13,KNN,0.93,0.929969879518072
ArtificialDataset2,2,kDN_importances_norm,7,13,SVM-rbf,0.945,0.944986901643248
ArtificialDataset2,2,kDN_importances_norm,7,13,KNN,0.945,0.944998544935051
ArtificialDataset2,2,kDN_importances_norm,8,13,SVM-rbf,0.975,0.974994229437563
ArtificialDataset2,2,kDN_importances_norm,8,13,KNN,0.95,0.94999473628803
ArtificialDataset2,2,kDN_importances_norm,9,13,SVM-rbf,0.955,0.954904378393977
ArtificialDataset2,2,kDN_importances_norm,9,13,KNN,0.955,0.954942203349847
ArtificialDataset2,2,kDN_importances_norm,10,13,SVM-rbf,0.99,0.989998989796949
ArtificialDataset2,2,kDN_importances_norm,10,13,KNN,0.98,0.98
ArtificialDataset2,2,kDN_importances_norm,11,13,SVM-rbf,0.985,0.984996572821203
ArtificialDataset2,2,kDN_importances_norm,11,13,KNN,0.97,0.969996906897618
ArtificialDataset2,2,kDN_importances_norm,12,13,SVM-rbf,0.98,0.979991833401388
ArtificialDataset2,2,kDN_importances_norm,12,13,KNN,0.95,0.94999473628803
ArtificialDataset2,2,kDN_importances_norm,13,13,SVM-rbf,0.97,0.969972139098132
ArtificialDataset2,2,kDN_importances_norm,13,13,KNN,0.955,0.954942203349847
ArtificialDataset2,3,kDN_importances_norm,1,13,SVM-rbf,0.67,0.668217286914766
ArtificialDataset2,3,kDN_importances_norm,1,13,KNN,0.59,0.589373620777457
ArtificialDataset2,3,kDN_importances_norm,2,13,SVM-rbf,0.725,0.722231897182265
ArtificialDataset2,3,kDN_importances_norm,2,13,KNN,0.725,0.723388019839756
ArtificialDataset2,3,kDN_importances_norm,3,13,SVM-rbf,0.8,0.799373040752351
ArtificialDataset2,3,kDN_importances_norm,3,13,KNN,0.77,0.769730854245222
ArtificialDataset2,3,kDN_importances_norm,4,13,SVM-rbf,0.885,0.88473626093604
ArtificialDataset2,3,kDN_importances_norm,4,13,KNN,0.87,0.869760479041916
ArtificialDataset2,3,kDN_importances_norm,5,13,SVM-rbf,0.91,0.909752066115703
ArtificialDataset2,3,kDN_importances_norm,5,13,KNN,0.87,0.869459833795014
ArtificialDataset2,3,kDN_importances_norm,6,13,SVM-rbf,0.91,0.909752066115703
ArtificialDataset2,3,kDN_importances_norm,6,13,KNN,0.865,0.862903935898565
ArtificialDataset2,3,kDN_importances_norm,7,13,SVM-rbf,0.94,0.939942498136514
ArtificialDataset2,3,kDN_importances_norm,7,13,KNN,0.895,0.894761891430331
ArtificialDataset2,3,kDN_importances_norm,8,13,SVM-rbf,0.92,0.919685726756875
ArtificialDataset2,3,kDN_importances_norm,8,13,KNN,0.875,0.874710043242934
ArtificialDataset2,3,kDN_importances_norm,9,13,SVM-rbf,0.955,0.954942203349847
