fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,20.0,"['V12', 'V47', 'V15', 'V13', 'V27', 'V10', 'V11', 'V9', 'V48', 'V26', 'V49', 'V22', 'V45', 'V44', 'V43', 'V2', 'V39', 'V31', 'V19', 'V58']",0.9457831325301205,0.9453109881178154,0.7142857142857143,0.689655172413793,0.22048192771084338,"['V36', 'V14', 'V57', 'V37', 'V1', 'V24', 'V33', 'V60', 'V49', 'V43', 'V25', 'V39', 'V53', 'V44', 'V10', 'V42', 'V34', 'V58', 'V31', 'V32', 'V22', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V11', 'V20', 'V2', 'V52', 'V5', 'V38', 'V54', 'V59', 'V4', 'V50', 'V8', 'V56', 'V23', 'V21', 'V45', 'V46', 'V9', 'V48', 'V13', 'V40', 'V29', 'V19', 'V55', 'V30', 'V26']","['V15', 'V27', 'V47', 'V12']",SVM-rbf
2,kDN_importances_norm,20.0,"['V9', 'V15', 'V36', 'V59', 'V10', 'V45', 'V12', 'V28', 'V37', 'V4', 'V30', 'V43', 'V49', 'V20', 'V46', 'V22', 'V48', 'V32', 'V31', 'V47']",0.9457831325301205,0.9451751833313933,0.8571428571428571,0.8556149732620322,0.22289156626506024,"['V14', 'V57', 'V37', 'V24', 'V33', 'V1', 'V49', 'V60', 'V43', 'V25', 'V39', 'V44', 'V53', 'V10', 'V42', 'V34', 'V17', 'V58', 'V31', 'V32', 'V22', 'V27', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V11', 'V20', 'V2', 'V52', 'V5', 'V47', 'V38', 'V54', 'V50', 'V4', 'V12', 'V8', 'V23', 'V45', 'V46', 'V19', 'V48', 'V13', 'V40', 'V29', 'V56', 'V55', 'V30', 'V26']","['V36', 'V15', 'V9', 'V59']",SVM-rbf
3,kDN_importances_norm,20.0,"['V12', 'V21', 'V9', 'V48', 'V27', 'V11', 'V23', 'V35', 'V28', 'V44', 'V45', 'V22', 'V24', 'V25', 'V15', 'V26', 'V10', 'V36', 'V37', 'V31']",0.9337349397590361,0.9331503626739855,0.8095238095238095,0.8073654390934845,0.23493975903614459,"['V36', 'V14', 'V57', 'V24', 'V15', 'V33', 'V60', 'V43', 'V37', 'V1', 'V25', 'V39', 'V53', 'V44', 'V10', 'V42', 'V34', 'V58', 'V31', 'V32', 'V22', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V2', 'V20', 'V11', 'V52', 'V5', 'V47', 'V38', 'V59', 'V54', 'V50', 'V4', 'V8', 'V56', 'V23', 'V45', 'V46', 'V13', 'V40', 'V29', 'V19', 'V55', 'V30', 'V26']","['V27', 'V12', 'V21', 'V9', 'V48']",SVM-rbf
4,kDN_importances_norm,20.0,"['V12', 'V9', 'V23', 'V20', 'V13', 'V46', 'V37', 'V11', 'V48', 'V36', 'V10', 'V45', 'V22', 'V43', 'V39', 'V41', 'V15', 'V8', 'V47', 'V44']",0.9461077844311377,0.9455797933409873,0.8292682926829268,0.8272859216255443,0.19760479041916168,"['V36', 'V14', 'V57', 'V24', 'V15', 'V60', 'V33', 'V1', 'V43', 'V37', 'V25', 'V39', 'V53', 'V44', 'V10', 'V42', 'V34', 'V17', 'V58', 'V31', 'V32', 'V22', 'V27', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V11', 'V2', 'V52', 'V5', 'V47', 'V38', 'V59', 'V54', 'V4', 'V50', 'V8', 'V45', 'V19', 'V48', 'V13', 'V40', 'V29', 'V56', 'V55', 'V30', 'V26']","['V12', 'V23', 'V46', 'V9', 'V20']",SVM-rbf
5,kDN_importances_norm,20.0,"['V10', 'V17', 'V12', 'V37', 'V47', 'V11', 'V9', 'V36', 'V27', 'V28', 'V20', 'V46', 'V48', 'V32', 'V4', 'V44', 'V39', 'V2', 'V22', 'V43']",0.9461077844311377,0.9455797933409873,0.8780487804878049,0.875,0.20479041916167662,"['V36', 'V14', 'V57', 'V24', 'V15', 'V33', 'V43', 'V49', 'V60', 'V1', 'V25', 'V39', 'V53', 'V44', 'V42', 'V34', 'V58', 'V31', 'V32', 'V22', 'V27', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V2', 'V20', 'V11', 'V52', 'V5', 'V38', 'V59', 'V54', 'V50', 'V4', 'V8', 'V56', 'V23', 'V45', 'V46', 'V9', 'V48', 'V13', 'V40', 'V29', 'V19', 'V55', 'V30', 'V26']","['V47', 'V37', 'V10', 'V12', 'V17']",SVM-rbf
1,kDN_importances_norm,20.0,"['V12', 'V47', 'V15', 'V13', 'V27', 'V10', 'V11', 'V9', 'V48', 'V26', 'V49', 'V22', 'V45', 'V44', 'V43', 'V2', 'V39', 'V31', 'V19', 'V58']",0.891566265060241,0.8893871449925262,0.6904761904761905,0.6684256816182939,0.22048192771084338,"['V36', 'V14', 'V57', 'V37', 'V1', 'V24', 'V33', 'V60', 'V49', 'V43', 'V25', 'V39', 'V53', 'V44', 'V10', 'V42', 'V34', 'V58', 'V31', 'V32', 'V22', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V11', 'V20', 'V2', 'V52', 'V5', 'V38', 'V54', 'V59', 'V4', 'V50', 'V8', 'V56', 'V23', 'V21', 'V45', 'V46', 'V9', 'V48', 'V13', 'V40', 'V29', 'V19', 'V55', 'V30', 'V26']","['V15', 'V27', 'V47', 'V12']",KNN
2,kDN_importances_norm,20.0,"['V9', 'V15', 'V36', 'V59', 'V10', 'V45', 'V12', 'V28', 'V37', 'V4', 'V30', 'V43', 'V49', 'V20', 'V46', 'V22', 'V48', 'V32', 'V31', 'V47']",0.9156626506024096,0.9143041237113402,0.8809523809523809,0.8808757244043786,0.22289156626506024,"['V14', 'V57', 'V37', 'V24', 'V33', 'V1', 'V49', 'V60', 'V43', 'V25', 'V39', 'V44', 'V53', 'V10', 'V42', 'V34', 'V17', 'V58', 'V31', 'V32', 'V22', 'V27', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V11', 'V20', 'V2', 'V52', 'V5', 'V47', 'V38', 'V54', 'V50', 'V4', 'V12', 'V8', 'V23', 'V45', 'V46', 'V19', 'V48', 'V13', 'V40', 'V29', 'V56', 'V55', 'V30', 'V26']","['V36', 'V15', 'V9', 'V59']",KNN
3,kDN_importances_norm,20.0,"['V12', 'V21', 'V9', 'V48', 'V27', 'V11', 'V23', 'V35', 'V28', 'V44', 'V45', 'V22', 'V24', 'V25', 'V15', 'V26', 'V10', 'V36', 'V37', 'V31']",0.8554216867469879,0.8534067446662078,0.8571428571428571,0.8536585365853658,0.23493975903614459,"['V36', 'V14', 'V57', 'V24', 'V15', 'V33', 'V60', 'V43', 'V37', 'V1', 'V25', 'V39', 'V53', 'V44', 'V10', 'V42', 'V34', 'V58', 'V31', 'V32', 'V22', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V2', 'V20', 'V11', 'V52', 'V5', 'V47', 'V38', 'V59', 'V54', 'V50', 'V4', 'V8', 'V56', 'V23', 'V45', 'V46', 'V13', 'V40', 'V29', 'V19', 'V55', 'V30', 'V26']","['V27', 'V12', 'V21', 'V9', 'V48']",KNN
4,kDN_importances_norm,20.0,"['V12', 'V9', 'V23', 'V20', 'V13', 'V46', 'V37', 'V11', 'V48', 'V36', 'V10', 'V45', 'V22', 'V43', 'V39', 'V41', 'V15', 'V8', 'V47', 'V44']",0.9341317365269461,0.9333022388059701,0.8780487804878049,0.8767123287671235,0.19760479041916168,"['V36', 'V14', 'V57', 'V24', 'V15', 'V60', 'V33', 'V1', 'V43', 'V37', 'V25', 'V39', 'V53', 'V44', 'V10', 'V42', 'V34', 'V17', 'V58', 'V31', 'V32', 'V22', 'V27', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V11', 'V2', 'V52', 'V5', 'V47', 'V38', 'V59', 'V54', 'V4', 'V50', 'V8', 'V45', 'V19', 'V48', 'V13', 'V40', 'V29', 'V56', 'V55', 'V30', 'V26']","['V12', 'V23', 'V46', 'V9', 'V20']",KNN
5,kDN_importances_norm,20.0,"['V10', 'V17', 'V12', 'V37', 'V47', 'V11', 'V9', 'V36', 'V27', 'V28', 'V20', 'V46', 'V48', 'V32', 'V4', 'V44', 'V39', 'V2', 'V22', 'V43']",0.9101796407185628,0.9096671949286846,0.8292682926829268,0.8210526315789474,0.20479041916167662,"['V36', 'V14', 'V57', 'V24', 'V15', 'V33', 'V43', 'V49', 'V60', 'V1', 'V25', 'V39', 'V53', 'V44', 'V42', 'V34', 'V58', 'V31', 'V32', 'V22', 'V27', 'V7', 'V51', 'V28', 'V41', 'V35', 'V6', 'V3', 'V2', 'V20', 'V11', 'V52', 'V5', 'V38', 'V59', 'V54', 'V50', 'V4', 'V8', 'V56', 'V23', 'V45', 'V46', 'V9', 'V48', 'V13', 'V40', 'V29', 'V19', 'V55', 'V30', 'V26']","['V47', 'V37', 'V10', 'V12', 'V17']",KNN
