dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset21,1,kDN_importances_norm,1,13,SVM-rbf,0.595,0.0
ArtificialDataset21,1,kDN_importances_norm,1,13,KNN,0.55,0.4302486187845304
ArtificialDataset21,1,kDN_importances_norm,2,13,SVM-rbf,0.595,0.0
ArtificialDataset21,1,kDN_importances_norm,2,13,KNN,0.51,0.428277282086479
ArtificialDataset21,1,kDN_importances_norm,3,13,SVM-rbf,0.59,0.0
ArtificialDataset21,1,kDN_importances_norm,3,13,KNN,0.47,0.40278110764804603
ArtificialDataset21,1,kDN_importances_norm,4,13,SVM-rbf,0.575,0.0
ArtificialDataset21,1,kDN_importances_norm,4,13,KNN,0.515,0.4510137919665915
ArtificialDataset21,1,kDN_importances_norm,5,13,SVM-rbf,0.585,0.12347684809098293
ArtificialDataset21,1,kDN_importances_norm,5,13,KNN,0.505,0.38395662620910603
ArtificialDataset21,1,kDN_importances_norm,6,13,SVM-rbf,0.58,0.045080360642885134
ArtificialDataset21,1,kDN_importances_norm,6,13,KNN,0.52,0.42739160357880246
ArtificialDataset21,1,kDN_importances_norm,7,13,SVM-rbf,0.595,0.2692745053445531
ArtificialDataset21,1,kDN_importances_norm,7,13,KNN,0.52,0.38278931750741846
ArtificialDataset21,1,kDN_importances_norm,8,13,SVM-rbf,0.56,0.20516129032258065
ArtificialDataset21,1,kDN_importances_norm,8,13,KNN,0.495,0.38727863226913417
ArtificialDataset21,1,kDN_importances_norm,9,13,SVM-rbf,0.59,0.389757820383451
ArtificialDataset21,1,kDN_importances_norm,9,13,KNN,0.55,0.43890274314214467
ArtificialDataset21,1,kDN_importances_norm,10,13,SVM-rbf,0.595,0.37889039242219213
ArtificialDataset21,1,kDN_importances_norm,10,13,KNN,0.445,0.2857349432434387
ArtificialDataset21,1,kDN_importances_norm,11,13,SVM-rbf,0.595,0.37889039242219213
ArtificialDataset21,1,kDN_importances_norm,11,13,KNN,0.52,0.42739160357880246
ArtificialDataset21,1,kDN_importances_norm,12,13,SVM-rbf,0.585,0.372633891078235
ArtificialDataset21,1,kDN_importances_norm,12,13,KNN,0.525,0.44506258692628653
ArtificialDataset21,1,kDN_importances_norm,13,13,SVM-rbf,0.615,0.465247586245836
ArtificialDataset21,1,kDN_importances_norm,13,13,KNN,0.59,0.5162
ArtificialDataset21,2,kDN_importances_norm,1,13,SVM-rbf,0.595,0.0
ArtificialDataset21,2,kDN_importances_norm,1,13,KNN,0.525,0.4516519157825298
ArtificialDataset21,2,kDN_importances_norm,2,13,SVM-rbf,0.58,0.045080360642885134
ArtificialDataset21,2,kDN_importances_norm,2,13,KNN,0.53,0.4612889273356401
ArtificialDataset21,2,kDN_importances_norm,3,13,SVM-rbf,0.58,0.045080360642885134
ArtificialDataset21,2,kDN_importances_norm,3,13,KNN,0.535,0.4814756917304987
ArtificialDataset21,2,kDN_importances_norm,4,13,SVM-rbf,0.585,0.0
ArtificialDataset21,2,kDN_importances_norm,4,13,KNN,0.555,0.5103345724907064
ArtificialDataset21,2,kDN_importances_norm,5,13,SVM-rbf,0.595,0.24547945205479454
ArtificialDataset21,2,kDN_importances_norm,5,13,KNN,0.555,0.4787082475858794
ArtificialDataset21,2,kDN_importances_norm,6,13,SVM-rbf,0.56,0.2524271844660194
ArtificialDataset21,2,kDN_importances_norm,6,13,KNN,0.545,0.47769996314043495
ArtificialDataset21,2,kDN_importances_norm,7,13,SVM-rbf,0.565,0.2758011049723757
ArtificialDataset21,2,kDN_importances_norm,7,13,KNN,0.54,0.44041450777202074
ArtificialDataset21,2,kDN_importances_norm,8,13,SVM-rbf,0.585,0.30591094274891
ArtificialDataset21,2,kDN_importances_norm,8,13,KNN,0.565,0.49196423957418217
ArtificialDataset21,2,kDN_importances_norm,9,13,SVM-rbf,0.585,0.3416717510677243
ArtificialDataset21,2,kDN_importances_norm,9,13,KNN,0.525,0.44506258692628653
ArtificialDataset21,2,kDN_importances_norm,10,13,SVM-rbf,0.59,0.36072938689217754
ArtificialDataset21,2,kDN_importances_norm,10,13,KNN,0.605,0.5485714285714285
ArtificialDataset21,2,kDN_importances_norm,11,13,SVM-rbf,0.575,0.3005366726296959
ArtificialDataset21,2,kDN_importances_norm,11,13,KNN,0.56,0.4883720930232558
ArtificialDataset21,2,kDN_importances_norm,12,13,SVM-rbf,0.59,0.3446220536439989
ArtificialDataset21,2,kDN_importances_norm,12,13,KNN,0.55,0.4751908396946565
ArtificialDataset21,2,kDN_importances_norm,13,13,SVM-rbf,0.59,0.3446220536439989
ArtificialDataset21,2,kDN_importances_norm,13,13,KNN,0.525,0.40536512667660207
ArtificialDataset21,3,kDN_importances_norm,1,13,SVM-rbf,0.595,0.0
ArtificialDataset21,3,kDN_importances_norm,1,13,KNN,0.55,0.4751908396946565
ArtificialDataset21,3,kDN_importances_norm,2,13,SVM-rbf,0.595,0.046681831668479876
ArtificialDataset21,3,kDN_importances_norm,2,13,KNN,0.485,0.39780603941896203
ArtificialDataset21,3,kDN_importances_norm,3,13,SVM-rbf,0.585,0.0456019656019656
ArtificialDataset21,3,kDN_importances_norm,3,13,KNN,0.535,0.47623559134691296
ArtificialDataset21,3,kDN_importances_norm,4,13,SVM-rbf,0.6,0.12758996728462374
ArtificialDataset21,3,kDN_importances_norm,4,13,KNN,0.475,0.36670687575392036
ArtificialDataset21,3,kDN_importances_norm,5,13,SVM-rbf,0.56,0.17839279759919974
ArtificialDataset21,3,kDN_importances_norm,5,13,KNN,0.545,0.4936960849369609
ArtificialDataset21,3,kDN_importances_norm,6,13,SVM-rbf,0.585,0.3416717510677243
ArtificialDataset21,3,kDN_importances_norm,6,13,KNN,0.495,0.42531179952870857
ArtificialDataset21,3,kDN_importances_norm,7,13,SVM-rbf,0.585,0.3416717510677243
ArtificialDataset21,3,kDN_importances_norm,7,13,KNN,0.5,0.4408409751733393
ArtificialDataset21,3,kDN_importances_norm,8,13,SVM-rbf,0.59,0.3273081201334816
ArtificialDataset21,3,kDN_importances_norm,8,13,KNN,0.485,0.41225954467909876
ArtificialDataset21,3,kDN_importances_norm,9,13,SVM-rbf,0.59,0.3446220536439989
ArtificialDataset21,3,kDN_importances_norm,9,13,KNN,0.545,0.4833585082556383
ArtificialDataset21,3,kDN_importances_norm,10,13,SVM-rbf,0.585,0.3416717510677243
ArtificialDataset21,3,kDN_importances_norm,10,13,KNN,0.51,0.40499999999999997
ArtificialDataset21,3,kDN_importances_norm,11,13,SVM-rbf,0.565,0.2758011049723757
ArtificialDataset21,3,kDN_importances_norm,11,13,KNN,0.54,0.45514367185786353
ArtificialDataset21,3,kDN_importances_norm,12,13,SVM-rbf,0.55,0.2479489516864175
ArtificialDataset21,3,kDN_importances_norm,12,13,KNN,0.525,0.42270964754904794
ArtificialDataset21,3,kDN_importances_norm,13,13,SVM-rbf,0.56,0.2524271844660194
ArtificialDataset21,3,kDN_importances_norm,13,13,KNN,0.585,0.47899565427329793
ArtificialDataset21,4,kDN_importances_norm,1,13,SVM-rbf,0.595,0.0
ArtificialDataset21,4,kDN_importances_norm,1,13,KNN,0.515,0.4671750839955202
ArtificialDataset21,4,kDN_importances_norm,2,13,SVM-rbf,0.6,0.04724096863834855
ArtificialDataset21,4,kDN_importances_norm,2,13,KNN,0.54,0.4850746268656716
ArtificialDataset21,4,kDN_importances_norm,3,13,SVM-rbf,0.595,0.0
ArtificialDataset21,4,kDN_importances_norm,3,13,KNN,0.545,0.47769996314043495
ArtificialDataset21,4,kDN_importances_norm,4,13,SVM-rbf,0.6,0.04724096863834855
ArtificialDataset21,4,kDN_importances_norm,4,13,KNN,0.575,0.5208098436197852
ArtificialDataset21,4,kDN_importances_norm,5,13,SVM-rbf,0.615,0.2553659878921299
ArtificialDataset21,4,kDN_importances_norm,5,13,KNN,0.6,0.564902102973169
ArtificialDataset21,4,kDN_importances_norm,6,13,SVM-rbf,0.6,0.19327731092436973
ArtificialDataset21,4,kDN_importances_norm,6,13,KNN,0.575,0.5254624010874314
ArtificialDataset21,4,kDN_importances_norm,7,13,SVM-rbf,0.61,0.299469964664311
ArtificialDataset21,4,kDN_importances_norm,7,13,KNN,0.515,0.4804742343091883
ArtificialDataset21,4,kDN_importances_norm,8,13,SVM-rbf,0.615,0.34224598930481287
ArtificialDataset21,4,kDN_importances_norm,8,13,KNN,0.52,0.49514563106796117
ArtificialDataset21,4,kDN_importances_norm,9,13,SVM-rbf,0.64,0.4937376400791036
ArtificialDataset21,4,kDN_importances_norm,9,13,KNN,0.54,0.4850746268656716
ArtificialDataset21,4,kDN_importances_norm,10,13,SVM-rbf,0.645,0.48772302701493375
ArtificialDataset21,4,kDN_importances_norm,10,13,KNN,0.565,0.5084254212710636
ArtificialDataset21,4,kDN_importances_norm,11,13,SVM-rbf,0.645,0.48772302701493375
ArtificialDataset21,4,kDN_importances_norm,11,13,KNN,0.605,0.5386360345576525
ArtificialDataset21,4,kDN_importances_norm,12,13,SVM-rbf,0.615,0.4549064748201439
ArtificialDataset21,4,kDN_importances_norm,12,13,KNN,0.63,0.572998717713867
ArtificialDataset21,4,kDN_importances_norm,13,13,SVM-rbf,0.63,0.47629746124466404
ArtificialDataset21,4,kDN_importances_norm,13,13,KNN,0.54,0.45514367185786353
ArtificialDataset21,5,kDN_importances_norm,1,13,SVM-rbf,0.6,0.0
ArtificialDataset21,5,kDN_importances_norm,1,13,KNN,0.535,0.4647410037114733
ArtificialDataset21,5,kDN_importances_norm,2,13,SVM-rbf,0.605,0.04781352724374938
ArtificialDataset21,5,kDN_importances_norm,2,13,KNN,0.48,0.36953776206112654
ArtificialDataset21,5,kDN_importances_norm,3,13,SVM-rbf,0.595,0.0
ArtificialDataset21,5,kDN_importances_norm,3,13,KNN,0.56,0.49414904537056037
ArtificialDataset21,5,kDN_importances_norm,4,13,SVM-rbf,0.605,0.04781352724374938
ArtificialDataset21,5,kDN_importances_norm,4,13,KNN,0.48,0.36953776206112654
ArtificialDataset21,5,kDN_importances_norm,5,13,SVM-rbf,0.6,0.12758996728462377
ArtificialDataset21,5,kDN_importances_norm,5,13,KNN,0.59,0.5321988010056082
ArtificialDataset21,5,kDN_importances_norm,6,13,SVM-rbf,0.6,0.24788467565026637
ArtificialDataset21,5,kDN_importances_norm,6,13,KNN,0.515,0.4449136063114617
ArtificialDataset21,5,kDN_importances_norm,7,13,SVM-rbf,0.59,0.24311639549436792
ArtificialDataset21,5,kDN_importances_norm,7,13,KNN,0.47,0.38871165644171785
ArtificialDataset21,5,kDN_importances_norm,8,13,SVM-rbf,0.635,0.4800628119567046
ArtificialDataset21,5,kDN_importances_norm,8,13,KNN,0.57,0.5069402534701267
ArtificialDataset21,5,kDN_importances_norm,9,13,SVM-rbf,0.615,0.43216020145092626
ArtificialDataset21,5,kDN_importances_norm,9,13,KNN,0.535,0.4814756917304987
ArtificialDataset21,5,kDN_importances_norm,10,13,SVM-rbf,0.615,0.465247586245836
ArtificialDataset21,5,kDN_importances_norm,10,13,KNN,0.525,0.4516519157825298
ArtificialDataset21,5,kDN_importances_norm,11,13,SVM-rbf,0.635,0.4695920819268838
ArtificialDataset21,5,kDN_importances_norm,11,13,KNN,0.535,0.4446676711870081
ArtificialDataset21,5,kDN_importances_norm,12,13,SVM-rbf,0.62,0.43568862275449105
ArtificialDataset21,5,kDN_importances_norm,12,13,KNN,0.555,0.47870824758587943
ArtificialDataset21,5,kDN_importances_norm,13,13,SVM-rbf,0.62,0.46889089269612266
ArtificialDataset21,5,kDN_importances_norm,13,13,KNN,0.53,0.42590458631020967
