dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset12,1,kDN_importances_norm,1,83,SVM-rbf,0.6416666666666667,0.59637505546643
ArtificialDataset12,1,kDN_importances_norm,1,83,KNN,0.5783333333333334,0.5608671511962345
ArtificialDataset12,1,kDN_importances_norm,2,83,SVM-rbf,0.62,0.5707692307692308
ArtificialDataset12,1,kDN_importances_norm,2,83,KNN,0.565,0.543901521204592
ArtificialDataset12,1,kDN_importances_norm,3,83,SVM-rbf,0.655,0.6232337126422409
ArtificialDataset12,1,kDN_importances_norm,3,83,KNN,0.5783333333333334,0.5518100459977844
ArtificialDataset12,1,kDN_importances_norm,4,83,SVM-rbf,0.735,0.695631036353771
ArtificialDataset12,1,kDN_importances_norm,4,83,KNN,0.6783333333333333,0.6555853221146047
ArtificialDataset12,1,kDN_importances_norm,5,83,SVM-rbf,0.755,0.7325651910248636
ArtificialDataset12,1,kDN_importances_norm,5,83,KNN,0.73,0.7148941641620726
ArtificialDataset12,1,kDN_importances_norm,6,83,SVM-rbf,0.7533333333333333,0.7329117158553725
ArtificialDataset12,1,kDN_importances_norm,6,83,KNN,0.7183333333333334,0.702589920420071
ArtificialDataset12,1,kDN_importances_norm,7,83,SVM-rbf,0.7833333333333333,0.7685991728651285
ArtificialDataset12,1,kDN_importances_norm,7,83,KNN,0.7566666666666667,0.7466052969600587
ArtificialDataset12,1,kDN_importances_norm,8,83,SVM-rbf,0.8016666666666666,0.7878709266170306
ArtificialDataset12,1,kDN_importances_norm,8,83,KNN,0.7666666666666667,0.7547077823145836
ArtificialDataset12,1,kDN_importances_norm,9,83,SVM-rbf,0.8216666666666667,0.8117212456500402
ArtificialDataset12,1,kDN_importances_norm,9,83,KNN,0.785,0.7732526244686687
ArtificialDataset12,1,kDN_importances_norm,10,83,SVM-rbf,0.8233333333333334,0.8136671601002048
ArtificialDataset12,1,kDN_importances_norm,10,83,KNN,0.7866666666666666,0.7767793804681958
ArtificialDataset12,1,kDN_importances_norm,11,83,SVM-rbf,0.8283333333333334,0.8197747492421815
ArtificialDataset12,1,kDN_importances_norm,11,83,KNN,0.795,0.7843287175735834
ArtificialDataset12,1,kDN_importances_norm,12,83,SVM-rbf,0.835,0.8268427134573156
ArtificialDataset12,1,kDN_importances_norm,12,83,KNN,0.7983333333333333,0.7896370123294582
