feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,-0.014000000000000123,-0.0006666666666666725,21.0,1.0,0.0,1,SVM-rbf
f1,0.0029999999999998916,5.172413793103261e-05,58.0,1.0,0.0,1,SVM-rbf
f10,-0.002999999999999947,-7.317073170731578e-05,41.0,1.0,0.0,1,SVM-rbf
f100,-0.010500000000000065,-0.0001666666666666677,63.0,1.0,0.0,1,SVM-rbf
f101,0.16799999999999948,0.0007029288702928849,239.0,1.0,9.0,1,SVM-rbf
f102,0.02550000000000019,0.00029651162790697897,86.0,1.0,2.0,1,SVM-rbf
f103,-0.005499999999999894,-4.1044776119402194e-05,134.0,0.0,0.0,1,SVM-rbf
f104,-0.04199999999999998,-0.0005384615384615382,78.0,1.0,0.0,1,SVM-rbf
f105,-0.01849999999999985,-0.00027205882352940953,68.0,1.0,0.0,1,SVM-rbf
f106,-0.022999999999999854,-0.00029113924050632725,79.0,1.0,0.0,1,SVM-rbf
f107,-0.014999999999999958,-0.0006521739130434765,23.0,1.0,0.0,1,SVM-rbf
f108,-0.014500000000000013,-0.014500000000000013,1.0,1.0,0.0,1,SVM-rbf
f109,-0.014000000000000012,-0.001272727272727274,11.0,1.0,0.0,1,SVM-rbf
f11,-0.006500000000000061,-6.435643564356497e-05,101.0,1.0,0.0,1,SVM-rbf
f110,-0.0019999999999998352,-1.6949152542371485e-05,118.0,1.0,1.0,1,SVM-rbf
f111,0.008500000000000174,0.00012318840579710397,69.0,1.0,0.0,1,SVM-rbf
f112,-0.01100000000000012,-0.0006875000000000075,16.0,1.0,0.0,1,SVM-rbf
f113,0.08500000000000008,0.000534591194968554,159.0,1.0,4.0,1,SVM-rbf
f114,0.08599999999999997,0.0004914285714285713,175.0,1.0,5.0,1,SVM-rbf
f115,0.006000000000000116,8.450704225352277e-05,71.0,1.0,1.0,1,SVM-rbf
f116,-0.018000000000000016,-0.0007500000000000007,24.0,1.0,0.0,1,SVM-rbf
f117,-0.004500000000000004,-3.2608695652173944e-05,138.0,0.0,0.0,1,SVM-rbf
f118,-0.012999999999999956,-0.0011818181818181778,11.0,1.0,0.0,1,SVM-rbf
f119,-0.014000000000000012,-0.0010000000000000009,14.0,1.0,0.0,1,SVM-rbf
f12,-0.010500000000000065,-6.953642384106003e-05,151.0,1.0,0.0,1,SVM-rbf
f120,-0.030500000000000138,-0.00022101449275362418,138.0,1.0,0.0,1,SVM-rbf
f121,0.12049999999999966,0.0006478494623655895,186.0,1.0,5.0,1,SVM-rbf
f122,-0.008499999999999897,-0.00020238095238094993,42.0,1.0,0.0,1,SVM-rbf
f123,0.24050000000000027,0.0002754868270332191,873.0,1.0,13.0,1,SVM-rbf
f124,0.18650000000000033,0.0005534124629080129,337.0,1.0,7.0,1,SVM-rbf
f125,-0.015000000000000013,-0.0007500000000000007,20.0,1.0,0.0,1,SVM-rbf
f126,-0.025499999999999967,-0.001342105263157893,19.0,1.0,0.0,1,SVM-rbf
f127,-0.019999999999999962,-0.0005714285714285704,35.0,1.0,0.0,1,SVM-rbf
f128,-0.012499999999999956,-0.012499999999999956,1.0,1.0,0.0,1,SVM-rbf
f129,-0.013500000000000123,-0.0004354838709677459,31.0,1.0,0.0,1,SVM-rbf
f13,-0.006999999999999895,-5.69105691056902e-05,123.0,0.0,0.0,1,SVM-rbf
f130,-0.0019999999999998908,-9.61538461538409e-06,208.0,1.0,1.0,1,SVM-rbf
f131,-0.006499999999999839,-0.00013265306122448652,49.0,1.0,0.0,1,SVM-rbf
f132,0.039999999999999925,0.00019512195121951183,205.0,1.0,2.0,1,SVM-rbf
f133,-0.00950000000000023,-7.983193277311118e-05,119.0,1.0,1.0,1,SVM-rbf
f134,-0.01100000000000001,-0.00013924050632911405,79.0,1.0,0.0,1,SVM-rbf
