model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
KNN,kDN_importances_norm,0.877,0.014186260959111041,0.8925,0.8335240731336585,0.023891692272319052,0.8586138613861385,0.812,0.020493901531919177,0.83,0.7179861186124934,0.030468710086966465,0.752412703983155,0.26670000000000005,0.017387495506829012
SVM-rbf,kDN_importances_norm,0.9720000000000001,0.005968668193156664,0.98,0.966634863638707,0.007331012999618573,0.9764359351988217,0.782,0.014832396974191328,0.8,0.6295822379426722,0.037221499262481916,0.6710526315789473,0.26670000000000005,0.017387495506829012
