fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_Hostility,complexity_N1,complexity_kDN,model
1,Hostility_importances_norm,25,"['f6', 'f84', 'f15', 'f22', 'f60', 'f64', 'f21', 'f27', 'f5', 'f13', 'f113', 'f101', 'f8', 'f98', 'f81', 'f25', 'f1', 'f69', 'f102', 'f9', 'f18', 'f55', 'f19', 'f48', 'f40']",0.8770833333333333,0.8713371837041257,0.84,0.8322772085026137,0.18375,0.27249027477152477,0.29133333333333333,SVM-rbf
1,N1_importances_norm,25,"['f84', 'f18', 'f9', 'f6', 'f20', 'f62', 'f15', 'f59', 'f72', 'f21', 'f55', 'f22', 'f69', 'f33', 'f8', 'f7', 'f95', 'f1', 'f23', 'f41', 'f5', 'f52', 'f66', 'f11', 'f4']",0.8854166666666666,0.8803435866721951,0.845,0.8371627198602011,0.1825,0.2534421677859178,0.2764166666666667,SVM-rbf
1,kDN_importances_norm,25,"['f84', 'f18', 'f1', 'f20', 'f8', 'f22', 'f15', 'f6', 'f61', 'f69', 'f80', 'f23', 'f16', 'f12', 'f72', 'f58', 'f9', 'f65', 'f0', 'f2', 'f24', 'f81', 'f45', 'f19', 'f62']",0.8875,0.8825980554269462,0.875,0.8697188574302438,0.16333333333333333,0.2334652777777778,0.2551666666666667,SVM-rbf
2,Hostility_importances_norm,25,"['f15', 'f9', 'f6', 'f18', 'f22', 'f20', 'f85', 'f37', 'f41', 'f101', 'f21', 'f95', 'f84', 'f1', 'f65', 'f50', 'f55', 'f52', 'f19', 'f102', 'f24', 'f5', 'f3', 'f17', 'f81']",0.8779166666666667,0.8718571743779525,0.8583333333333333,0.8528823630234816,0.19916666666666666,0.28780844155844154,0.29775000000000007,SVM-rbf
2,N1_importances_norm,25,"['f84', 'f55', 'f62', 'f8', 'f69', 'f61', 'f6', 'f22', 'f72', 'f20', 'f9', 'f15', 'f1', 'f12', 'f18', 'f36', 'f49', 'f23', 'f14', 'f13', 'f81', 'f56', 'f64', 'f7', 'f19']",0.8841666666666667,0.8786780190852255,0.8633333333333333,0.8571486224709427,0.17375,0.23961026936026936,0.26458333333333334,SVM-rbf
2,kDN_importances_norm,25,"['f84', 'f72', 'f69', 'f9', 'f6', 'f18', 'f59', 'f22', 'f20', 'f7', 'f8', 'f15', 'f60', 'f13', 'f21', 'f2', 'f16', 'f3', 'f1', 'f28', 'f14', 'f68', 'f34', 'f65', 'f45']",0.8920833333333333,0.8870833707503212,0.885,0.8803737768505185,0.16875,0.23327077205202207,0.25149999999999995,SVM-rbf
3,Hostility_importances_norm,25,"['f93', 'f6', 'f14', 'f88', 'f84', 'f60', 'f102', 'f16', 'f31', 'f62', 'f86', 'f55', 'f18', 'f17', 'f47', 'f9', 'f7', 'f66', 'f90', 'f43', 'f8', 'f22', 'f10', 'f101', 'f85']",0.8595833333333334,0.8520215546792372,0.8316666666666667,0.8193266917845787,0.2225,0.32318981481481485,0.33508333333333334,SVM-rbf
3,N1_importances_norm,25,"['f62', 'f84', 'f20', 'f22', 'f1', 'f7', 'f18', 'f59', 'f81', 'f9', 'f19', 'f61', 'f55', 'f8', 'f17', 'f0', 'f16', 'f58', 'f21', 'f27', 'f56', 'f10', 'f69', 'f34', 'f30']",0.8870833333333333,0.8822272832026821,0.8633333333333333,0.8557279495679583,0.19833333333333333,0.26747202103452106,0.2836666666666667,SVM-rbf
3,kDN_importances_norm,25,"['f15', 'f84', 'f20', 'f72', 'f22', 'f69', 'f8', 'f18', 'f61', 'f1', 'f13', 'f9', 'f55', 'f12', 'f64', 'f59', 'f56', 'f17', 'f2', 'f40', 'f3', 'f21', 'f58', 'f6', 'f5']",0.8870833333333333,0.8820938513806933,0.86,0.8516510596352883,0.165,0.23957261604136604,0.25916666666666666,SVM-rbf
4,Hostility_importances_norm,25,"['f93', 'f1', 'f84', 'f69', 'f22', 'f99', 'f68', 'f20', 'f59', 'f23', 'f81', 'f56', 'f17', 'f35', 'f21', 'f24', 'f61', 'f95', 'f66', 'f6', 'f8', 'f19', 'f58', 'f5', 'f64']",0.8929166666666667,0.8882172123869108,0.8433333333333334,0.8349755745531252,0.16291666666666665,0.2344000975875976,0.25933333333333336,SVM-rbf
4,N1_importances_norm,25,"['f8', 'f15', 'f72', 'f6', 'f18', 'f84', 'f62', 'f20', 'f55', 'f23', 'f19', 'f58', 'f60', 'f31', 'f50', 'f1', 'f9', 'f12', 'f0', 'f22', 'f65', 'f69', 'f4', 'f81', 'f27']",0.88375,0.8784057932003212,0.835,0.8262555566064504,0.17958333333333334,0.25375942460317463,0.26416666666666666,SVM-rbf
