feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
age,-0.0009259259259258856,-3.8580246913578566e-05,24.0,1.0,0.0,1,LogReg
sex,6.277777777777793,0.015274398486077355,411.0,0.0,88.0,1,LogReg
chest,0.9398148148148147,0.017087542087542085,55.0,1.0,16.0,1,LogReg
resting_blood_pressure,-0.012037037037037068,-0.006018518518518534,2.0,1.0,0.0,1,LogReg
serum_cholestoral,-0.01759259259259255,-0.0015993265993265954,11.0,1.0,0.0,1,LogReg
fasting_blood_sugar,-0.012037037037037013,-0.003009259259259253,4.0,1.0,0.0,1,LogReg
resting_electrocardiographic_results,-0.012962962962962954,-0.012962962962962954,1.0,1.0,0.0,1,LogReg
maximum_heart_rate_achieved,0.09166666666666679,0.003395061728395066,27.0,1.0,2.0,1,LogReg
exercise_induced_angina,-0.01481481481481478,-0.01481481481481478,1.0,1.0,0.0,1,LogReg
oldpeak,0.4231481481481482,0.007423651721897337,57.0,1.0,12.0,1,LogReg
slope,-0.005555555555555591,-0.000617283950617288,9.0,1.0,0.0,1,LogReg
number_of_major_vessels,14.997222222222204,0.032673686758654036,459.0,0.0,162.0,1,LogReg
thal,14.805555555555536,0.034673432214415774,427.0,0.0,177.0,1,LogReg
age,-0.012037037037037068,-0.003009259259259267,4.0,1.0,0.0,2,LogReg
sex,9.372222222222222,0.021594982078853044,434.0,0.0,159.0,2,LogReg
chest,0.15185185185185196,0.0056241426611797025,27.0,1.0,3.0,2,LogReg
resting_blood_pressure,0.004629629629629539,0.00042087542087541267,11.0,1.0,0.0,2,LogReg
serum_cholestoral,-0.03148148148148158,-0.00524691358024693,6.0,1.0,0.0,2,LogReg
fasting_blood_sugar,0.04629629629629631,0.001596424010217114,29.0,1.0,1.0,2,LogReg
resting_electrocardiographic_results,-0.0444444444444444,-0.004040404040404036,11.0,1.0,0.0,2,LogReg
maximum_heart_rate_achieved,-0.010185185185185186,-0.003395061728395062,3.0,1.0,0.0,2,LogReg
exercise_induced_angina,-0.02685185185185196,-0.002441077441077451,11.0,1.0,0.0,2,LogReg
oldpeak,0.5361111111111112,0.010722222222222223,50.0,1.0,8.0,2,LogReg
slope,0.05740740740740735,0.005218855218855214,11.0,1.0,0.0,2,LogReg
number_of_major_vessels,18.752777777777816,0.04281456113647903,438.0,0.0,163.0,2,LogReg
thal,10.195370370370393,0.023765432098765485,429.0,0.0,177.0,2,LogReg
age,0.07870370370370364,0.002314814814814813,34.0,1.0,1.0,3,LogReg
sex,0.05370370370370381,0.007671957671957687,7.0,1.0,1.0,3,LogReg
chest,5.802777777777776,0.00929932336182336,624.0,0.0,136.0,3,LogReg
resting_blood_pressure,0.18148148148148144,0.003558460421205518,51.0,1.0,3.0,3,LogReg
serum_cholestoral,0.0527777777777777,0.004059829059829054,13.0,1.0,0.0,3,LogReg
