feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.1735000000000001,0.0009971264367816097,174.0,1.0,9.0,1,SVM-rbf
f1,-0.016499999999999904,-0.003299999999999981,5.0,1.0,0.0,1,SVM-rbf
f10,-0.02449999999999991,-0.002041666666666659,12.0,1.0,0.0,1,SVM-rbf
f100,-0.020999999999999963,-0.0006774193548387085,31.0,1.0,0.0,1,SVM-rbf
f101,-0.007500000000000173,-0.00015306122448979946,49.0,1.0,0.0,1,SVM-rbf
f102,,,,,,1,SVM-rbf
f103,,,,,,1,SVM-rbf
f104,-0.0004999999999999449,-3.571428571428178e-05,14.0,1.0,0.0,1,SVM-rbf
f105,-0.020999999999999908,-0.0013124999999999942,16.0,1.0,0.0,1,SVM-rbf
f106,,,,,,1,SVM-rbf
f107,0.15150000000000002,0.0008911764705882354,170.0,1.0,8.0,1,SVM-rbf
f108,,,,,,1,SVM-rbf
f109,-0.019999999999999907,-0.0006451612903225776,31.0,1.0,0.0,1,SVM-rbf
f11,0.009499999999999897,7.916666666666581e-05,120.0,1.0,2.0,1,SVM-rbf
f110,,,,,,1,SVM-rbf
f111,-0.055499999999999994,-0.0005549999999999999,100.0,0.0,0.0,1,SVM-rbf
f112,-0.032000000000000084,-0.0008000000000000021,40.0,1.0,0.0,1,SVM-rbf
f113,,,,,,1,SVM-rbf
f114,,,,,,1,SVM-rbf
f115,-0.0004999999999999449,-8.474576271185507e-06,59.0,0.0,0.0,1,SVM-rbf
f116,-0.008999999999999897,-0.0001999999999999977,45.0,1.0,0.0,1,SVM-rbf
f117,0.06649999999999995,0.0004374999999999997,152.0,0.0,5.0,1,SVM-rbf
f118,,,,,,1,SVM-rbf
f119,,,,,,1,SVM-rbf
f12,-0.01899999999999996,-0.00949999999999998,2.0,1.0,0.0,1,SVM-rbf
f120,-0.018999999999999906,-0.00022619047619047507,84.0,1.0,0.0,1,SVM-rbf
f121,0.04100000000000009,0.00042708333333333427,96.0,0.0,0.0,1,SVM-rbf
f122,,,,,,1,SVM-rbf
f123,,,,,,1,SVM-rbf
f124,0.11250000000000054,0.000740131578947372,152.0,0.0,3.0,1,SVM-rbf
f125,,,,,,1,SVM-rbf
f126,,,,,,1,SVM-rbf
f127,,,,,,1,SVM-rbf
f128,0.2554999999999999,0.0022412280701754376,114.0,1.0,13.0,1,SVM-rbf
f129,,,,,,1,SVM-rbf
f13,0.001000000000000112,4.3478260869570086e-05,23.0,1.0,0.0,1,SVM-rbf
f130,0.056500000000000106,0.0003869863013698637,146.0,0.0,4.0,1,SVM-rbf
f131,,,,,,1,SVM-rbf
f132,0.06649999999999989,0.000645631067961164,103.0,1.0,5.0,1,SVM-rbf
f133,,,,,,1,SVM-rbf
f134,0.045500000000000096,0.0003991228070175447,114.0,1.0,2.0,1,SVM-rbf
f135,,,,,,1,SVM-rbf
f136,,,,,,1,SVM-rbf
f137,,,,,,1,SVM-rbf
f138,-0.01600000000000007,-0.0006400000000000028,25.0,1.0,0.0,1,SVM-rbf
f139,,,,,,1,SVM-rbf
f14,-0.00550000000000006,-0.0002619047619047648,21.0,1.0,0.0,1,SVM-rbf
f15,0.37749999999999967,0.0031458333333333308,120.0,0.0,13.0,1,SVM-rbf
f16,-0.01649999999999996,-0.0009705882352941152,17.0,1.0,0.0,1,SVM-rbf
f17,-0.03399999999999992,-0.0016190476190476152,21.0,1.0,0.0,1,SVM-rbf
f18,0.019499999999999962,0.00029999999999999943,65.0,1.0,0.0,1,SVM-rbf
f19,0.08499999999999991,0.0009444444444444434,90.0,1.0,6.0,1,SVM-rbf
f2,-0.026000000000000023,-0.0020000000000000018,13.0,1.0,0.0,1,SVM-rbf
f20,0.06800000000000006,0.0012142857142857153,56.0,1.0,4.0,1,SVM-rbf
f21,0.003500000000000003,9.722222222222231e-05,36.0,1.0,0.0,1,SVM-rbf
f22,0.03399999999999992,0.000424999999999999,80.0,1.0,1.0,1,SVM-rbf
f23,0.0005000000000003335,2.6315789473701762e-05,19.0,1.0,0.0,1,SVM-rbf
f24,0.007000000000000006,0.0003181818181818185,22.0,1.0,0.0,1,SVM-rbf
f25,-0.01850000000000024,-0.000685185185185194,27.0,1.0,0.0,1,SVM-rbf
f26,0.03049999999999986,0.0008714285714285675,35.0,1.0,1.0,1,SVM-rbf
f27,-0.018999999999999906,-0.0010555555555555503,18.0,1.0,0.0,1,SVM-rbf
f28,0.14499999999999974,0.0010283687943262393,141.0,1.0,6.0,1,SVM-rbf
f29,-0.02700000000000008,-0.0006923076923076943,39.0,1.0,0.0,1,SVM-rbf
f3,0.0515000000000001,0.0007357142857142871,70.0,1.0,4.0,1,SVM-rbf
f30,-0.014499999999999957,-0.007249999999999979,2.0,1.0,0.0,1,SVM-rbf
f31,0.3404999999999998,0.0011387959866220728,299.0,1.0,18.0,1,SVM-rbf
f32,-0.012000000000000066,-0.012000000000000066,1.0,1.0,0.0,1,SVM-rbf
f33,0.10899999999999999,0.0007956204379562043,137.0,1.0,4.0,1,SVM-rbf
f34,0.08649999999999991,0.0009829545454545445,88.0,1.0,5.0,1,SVM-rbf
f35,-0.010000000000000009,-0.003333333333333336,3.0,1.0,0.0,1,SVM-rbf
f36,-0.01150000000000001,-0.0028750000000000026,4.0,1.0,0.0,1,SVM-rbf
f37,-0.01749999999999996,-0.0012499999999999972,14.0,1.0,0.0,1,SVM-rbf
f38,0.025000000000000022,0.0006756756756756763,37.0,1.0,1.0,1,SVM-rbf
f39,-0.006500000000000006,-0.0003611111111111114,18.0,1.0,0.0,1,SVM-rbf
f4,0.032500000000000084,0.0005000000000000013,65.0,1.0,2.0,1,SVM-rbf
f40,0.12800000000000006,0.0010000000000000005,128.0,1.0,6.0,1,SVM-rbf
f41,-0.018500000000000016,-0.0020555555555555574,9.0,1.0,0.0,1,SVM-rbf
f42,-0.005500000000000005,-0.00017187500000000015,32.0,1.0,0.0,1,SVM-rbf
f43,-0.01150000000000001,-0.001277777777777779,9.0,1.0,0.0,1,SVM-rbf
f44,-0.025999999999999968,-0.0004999999999999994,52.0,1.0,0.0,1,SVM-rbf
f45,0.31100000000000044,0.0008271276595744692,376.0,1.0,14.0,1,SVM-rbf
f46,0.0010000000000000564,5.847953216374599e-06,171.0,1.0,2.0,1,SVM-rbf
f47,2.220446049250313e-16,7.93016446160826e-18,28.0,1.0,0.0,1,SVM-rbf
f48,-0.009500000000000064,-0.0003166666666666688,30.0,1.0,0.0,1,SVM-rbf
f49,-0.005999999999999839,-0.00042857142857141706,14.0,1.0,0.0,1,SVM-rbf
f5,0.014500000000000235,0.0005370370370370457,27.0,1.0,1.0,1,SVM-rbf
f50,0.04599999999999976,0.0005974025974025943,77.0,1.0,3.0,1,SVM-rbf
f51,0.039000000000000035,0.00041052631578947403,95.0,1.0,2.0,1,SVM-rbf
f52,-0.015000000000000069,-0.0006000000000000028,25.0,1.0,0.0,1,SVM-rbf
f53,-0.012999999999999956,-0.0010833333333333296,12.0,1.0,0.0,1,SVM-rbf
f54,-0.012999999999999956,-0.0014444444444444396,9.0,1.0,0.0,1,SVM-rbf
f55,-0.015000000000000069,-0.005000000000000023,3.0,1.0,0.0,1,SVM-rbf
f56,0.000500000000000056,1.2195121951220877e-05,41.0,1.0,0.0,1,SVM-rbf
f57,-0.010000000000000009,-0.000833333333333334,12.0,1.0,0.0,1,SVM-rbf
f58,-0.023999999999999966,-0.0015999999999999977,15.0,1.0,0.0,1,SVM-rbf
f59,-0.014499999999999957,-0.0024166666666666594,6.0,1.0,0.0,1,SVM-rbf
f6,0.02199999999999991,0.00031428571428571296,70.0,1.0,0.0,1,SVM-rbf
f60,-0.01650000000000007,-0.0004459459459459478,37.0,1.0,0.0,1,SVM-rbf
f61,-0.018499999999999905,-0.0018499999999999905,10.0,1.0,0.0,1,SVM-rbf
f62,-0.027000000000000135,-0.0011739130434782667,23.0,1.0,0.0,1,SVM-rbf
f63,0.05449999999999988,0.0006898734177215175,79.0,1.0,3.0,1,SVM-rbf
f64,-0.022499999999999964,-0.000459183673469387,49.0,1.0,0.0,1,SVM-rbf
f65,-0.010500000000000065,-0.00014383561643835705,73.0,1.0,0.0,1,SVM-rbf
f66,-0.014499999999999957,-0.0028999999999999916,5.0,1.0,0.0,1,SVM-rbf
f67,-0.0020000000000000018,-8.333333333333341e-05,24.0,1.0,0.0,1,SVM-rbf
f68,-0.03549999999999992,-0.0006120689655172401,58.0,1.0,0.0,1,SVM-rbf
f69,0.07850000000000001,0.0007008928571428573,112.0,1.0,4.0,1,SVM-rbf
f7,-0.019999999999999962,-0.0024999999999999953,8.0,1.0,0.0,1,SVM-rbf
f70,-0.0019999999999999463,-7.142857142856951e-05,28.0,1.0,0.0,1,SVM-rbf
f71,-0.013999999999999957,-0.002333333333333326,6.0,1.0,0.0,1,SVM-rbf
f72,-0.013999999999999846,-0.000999999999999989,14.0,1.0,0.0,1,SVM-rbf
f73,-0.021499999999999964,-0.002388888888888885,9.0,1.0,0.0,1,SVM-rbf
f74,-0.0020000000000000573,-5.128205128205275e-05,39.0,1.0,0.0,1,SVM-rbf
f75,-0.0124999999999999,-0.0006944444444444389,18.0,1.0,0.0,1,SVM-rbf
