feature,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars,Hostility_removed_count,N1_removed_count,kDN_removed_count,fold,model
f140,0.09500000000000003,-0.03141666666666665,-0.0010000000000000564,0.002375000000000001,-0.0007854166666666663,-2.500000000000141e-05,40.0,1.0,1.0,1.0,1,SVM-rbf
f141,0.0025000000000000022,0.06572023809523797,0.006000000000000005,2.500000000000002e-05,0.0006572023809523797,6.0000000000000056e-05,100.0,1.0,1.0,1.0,1,SVM-rbf
f142,,,,,,,,,,,1,SVM-rbf
f143,-0.02999999999999997,0.03441071428571418,-0.01100000000000001,-0.00037499999999999963,0.0004301339285714273,-0.00013750000000000012,80.0,1.0,1.0,1.0,1,SVM-rbf
f144,,,,,,,,,,,1,SVM-rbf
f145,0.15249999999999997,-0.00716666666666671,0.04949999999999993,0.0021478873239436616,-0.00010093896713615084,0.0006971830985915483,71.0,1.0,1.0,1.0,1,SVM-rbf
f146,,,,,,,,,,,1,SVM-rbf
f147,-0.019999999999999962,-0.015041666666666675,-0.0020000000000000018,-0.0004347826086956514,-0.0003269927536231886,-4.3478260869565254e-05,46.0,1.0,1.0,1.0,1,SVM-rbf
f148,0.08999999999999991,0.019333333333333425,-0.016500000000000015,0.0012857142857142846,0.0002761904761904775,-0.00023571428571428593,70.0,1.0,1.0,1.0,1,SVM-rbf
f149,,,,,,,,,,,1,SVM-rbf
f15,-0.0050000000000000044,0.0861785714285715,-0.004500000000000004,-0.00011363636363636373,0.0019586038961038974,-0.00010227272727272736,44.0,1.0,1.0,1.0,1,SVM-rbf
f150,,,,,,,,,,,1,SVM-rbf
f151,-0.034999999999999976,0.04816666666666669,-0.0025000000000000022,-0.0004794520547945202,0.0006598173515981738,-3.4246575342465785e-05,73.0,1.0,1.0,1.0,1,SVM-rbf
f152,,,,,,,,,,,1,SVM-rbf
f153,,,,,,,,,,,1,SVM-rbf
f154,0.09999999999999998,0.008500000000000008,0.009500000000000008,0.0009090909090909089,7.727272727272734e-05,8.636363636363644e-05,110.0,1.0,1.0,1.0,1,SVM-rbf
f155,0.012500000000000067,-0.007500000000000007,-0.0010000000000000564,0.00012254901960784379,-7.352941176470594e-05,-9.803921568628004e-06,102.0,1.0,1.0,1.0,1,SVM-rbf
f156,,,,,,,,,,,1,SVM-rbf
f157,,,,,,,,,,,1,SVM-rbf
f158,,,,,,,,,,,1,SVM-rbf
f159,-0.007500000000000007,0.0012499999999999734,-0.0005000000000000004,-0.00013157894736842116,2.1929824561403043e-05,-8.771929824561411e-06,57.0,1.0,1.0,1.0,1,SVM-rbf
f16,-0.07750000000000001,-0.031041666666666634,-0.044000000000000095,-0.0010064935064935067,-0.0004031385281385277,-0.0005714285714285727,77.0,1.0,1.0,1.0,1,SVM-rbf
f160,-0.034999999999999976,-0.02083333333333337,-0.0004999999999999449,-0.0005147058823529408,-0.0003063725490196084,-7.352941176469779e-06,68.0,1.0,1.0,1.0,1,SVM-rbf
f161,-0.01749999999999996,0.009958333333333347,0.0004999999999999449,-0.00023648648648648594,0.00013457207207207225,6.756756756756013e-06,74.0,1.0,0.0,1.0,1,SVM-rbf
f162,,,,,,,,,,,1,SVM-rbf
f163,-0.015000000000000013,-0.012499999999999956,0.008499999999999952,-0.0002631578947368423,-0.0002192982456140343,0.00014912280701754303,57.0,1.0,1.0,1.0,1,SVM-rbf
f164,,,,,,,,,,,1,SVM-rbf
f165,,,,,,,,,,,1,SVM-rbf
f166,,,,,,,,,,,1,SVM-rbf
f167,,,,,,,,,,,1,SVM-rbf
f168,,,,,,,,,,,1,SVM-rbf
f169,,,,,,,,,,,1,SVM-rbf
f17,-0.03749999999999998,-0.014255952380952397,-0.005500000000000005,-0.002205882352941175,-0.0008385854341736704,-0.0003235294117647062,17.0,1.0,1.0,1.0,1,SVM-rbf
f170,0.0050000000000000044,0.0012500000000000844,-0.0010000000000000009,9.090909090909098e-05,2.272727272727426e-05,-1.81818181818182e-05,55.0,1.0,1.0,1.0,1,SVM-rbf
f171,0.1225,0.11237499999999995,0.009500000000000064,0.0026063829787234044,0.0023909574468085094,0.00020212765957446945,47.0,1.0,1.0,1.0,1,SVM-rbf
f172,0.0675,0.008166666666666711,-0.0034999999999999476,0.0010074626865671642,0.00012189054726368225,-5.2238805970148474e-05,67.0,1.0,1.0,1.0,1,SVM-rbf
f173,,,,,,,,,,,1,SVM-rbf
f174,-0.004999999999999949,-0.01874999999999999,0.026500000000000135,-6.666666666666599e-05,-0.00024999999999999984,0.0003533333333333351,75.0,1.0,1.0,1.0,1,SVM-rbf
f175,-0.022500000000000075,-0.0020833333333332704,0.008500000000000008,-0.000255681818181819,-2.367424242424171e-05,9.659090909090918e-05,88.0,1.0,1.0,1.0,1,SVM-rbf
f176,0.019999999999999962,-0.002375000000000016,-0.013000000000000012,0.00021978021978021937,-2.6098901098901276e-05,-0.00014285714285714298,91.0,1.0,1.0,1.0,1,SVM-rbf
f177,,,,,,,,,,,1,SVM-rbf
f178,,,,,,,,,,,1,SVM-rbf
f179,,,,,,,,,,,1,SVM-rbf
f18,-0.04249999999999998,0.015595238095238217,-0.021999999999999964,-0.0009659090909090905,0.0003544372294372322,-0.0004999999999999991,44.0,1.0,1.0,1.0,1,SVM-rbf
f180,-0.01749999999999996,-0.005416666666666625,-0.0019999999999999463,-0.0004729729729729719,-0.00014639639639639528,-5.4054054054052603e-05,37.0,1.0,1.0,1.0,1,SVM-rbf
f181,-0.015000000000000013,-0.00945833333333329,-0.0034999999999999476,-0.0003191489361702131,-0.00020124113475177214,-7.446808510638187e-05,47.0,1.0,1.0,1.0,1,SVM-rbf
f182,,,,,,,,,,,1,SVM-rbf
f183,,,,,,,,,,,1,SVM-rbf
f184,,,,,,,,,,,1,SVM-rbf
f185,0.0050000000000000044,-0.023333333333333317,-0.007999999999999952,0.0001250000000000001,-0.000583333333333333,-0.0001999999999999988,40.0,1.0,1.0,1.0,1,SVM-rbf
f186,-0.015000000000000013,-0.028958333333333364,-0.033999999999999975,-0.00018750000000000017,-0.000361979166666667,-0.0004249999999999997,80.0,1.0,1.0,1.0,1,SVM-rbf
f187,,,,,,,,,,,1,SVM-rbf
f188,,,,,,,,,,,1,SVM-rbf
f189,0.012500000000000011,-0.027220238095238047,-0.009000000000000008,0.0002358490566037738,-0.0005135893980233593,-0.00016981132075471713,53.0,1.0,1.0,1.0,1,SVM-rbf
f19,-0.017500000000000016,-0.028791666666666493,0.02749999999999997,-0.0003301886792452833,-0.0005432389937106885,0.0005188679245283013,53.0,1.0,1.0,1.0,1,SVM-rbf
f2,0.065,0.06962500000000005,0.008000000000000007,0.001015625,0.0010878906250000007,0.0001250000000000001,64.0,1.0,1.0,1.0,1,SVM-rbf
f20,-0.02749999999999997,-0.03749999999999998,0.008499999999999897,-0.0007857142857142849,-0.0010714285714285708,0.0002428571428571399,35.0,1.0,1.0,1.0,1,SVM-rbf
f21,-0.05499999999999999,-0.028833333333333433,-0.02150000000000002,-0.0018965517241379308,-0.000994252873563222,-0.0007413793103448282,29.0,1.0,1.0,1.0,1,SVM-rbf
f22,-0.012499999999999956,-0.009583333333333388,-0.00649999999999995,-0.00021186440677966025,-0.00016242937853107436,-0.00011016949152542288,59.0,1.0,1.0,1.0,1,SVM-rbf
f23,0.007500000000000007,-0.009296626984127032,0.013499999999999845,0.00010869565217391314,-0.00013473372440763815,0.00019565217391304124,69.0,1.0,1.0,1.0,1,SVM-rbf
f24,-0.03249999999999997,0.027666666666666617,-0.015499999999999903,-0.0007926829268292677,0.0006747967479674785,-0.0003780487804878025,41.0,1.0,1.0,1.0,1,SVM-rbf
f25,-0.030000000000000027,-0.01020833333333332,-0.0020000000000000018,-0.0006521739130434789,-0.00022192028985507217,-4.3478260869565254e-05,46.0,1.0,1.0,1.0,1,SVM-rbf
f26,-0.057499999999999996,-0.01911309523809518,-0.007500000000000062,-0.0011979166666666666,-0.0003981894841269829,-0.0001562500000000013,48.0,1.0,1.0,1.0,1,SVM-rbf
f27,-0.010000000000000009,-0.011267857142857163,0.007999999999999952,-0.0005882352941176475,-0.0006628151260504214,0.0004705882352941148,17.0,1.0,1.0,1.0,1,SVM-rbf
f28,-0.0050000000000000044,-0.01729166666666665,-0.02100000000000002,-0.00017241379310344843,-0.0005962643678160914,-0.0007241379310344834,29.0,1.0,1.0,1.0,1,SVM-rbf
f29,-0.03749999999999998,0.024154761904761846,0.00599999999999995,-0.0007653061224489791,0.0004929543245869764,0.0001224489795918357,49.0,1.0,1.0,1.0,1,SVM-rbf
f3,-0.0050000000000000044,0.012904761904762085,-0.0024999999999999467,-9.80392156862746e-05,0.00025303454715219775,-4.901960784313621e-05,51.0,1.0,1.0,1.0,1,SVM-rbf
f30,-0.06,0.021416666666666695,-0.015499999999999958,-0.0010714285714285715,0.0003824404761904767,-0.0002767857142857135,56.0,1.0,1.0,1.0,1,SVM-rbf
f31,0.010000000000000009,0.06058333333333338,-0.011999999999999955,0.00013157894736842116,0.0007971491228070182,-0.00015789473684210467,76.0,1.0,1.0,1.0,1,SVM-rbf
f32,-0.020000000000000018,-0.00045833333333333837,0.018000000000000183,-0.0002666666666666669,-6.111111111111178e-06,0.00024000000000000245,75.0,1.0,1.0,1.0,1,SVM-rbf
f33,-0.0025000000000000022,0.17420833333333346,-0.0015000000000000568,-2.1551724137931053e-05,0.0015017959770114954,-1.293103448275911e-05,116.0,1.0,1.0,1.0,1,SVM-rbf
f34,-0.07500000000000001,-0.021458333333333357,-0.02700000000000008,-0.0025000000000000005,-0.0007152777777777785,-0.0009000000000000027,30.0,1.0,1.0,1.0,1,SVM-rbf
f35,-0.025000000000000022,-0.012499999999999956,-0.008000000000000063,-0.0019230769230769247,-0.0009615384615384581,-0.0006153846153846202,13.0,1.0,1.0,1.0,1,SVM-rbf
f36,0.024999999999999967,-0.013928571428571457,-0.019999999999999962,0.00048076923076923015,-0.0002678571428571434,-0.0003846153846153839,52.0,1.0,1.0,1.0,1,SVM-rbf
f37,0.08499999999999996,0.1660416666666668,-0.010999999999999954,0.001931818181818181,0.0037736742424242455,-0.000249999999999999,44.0,1.0,1.0,1.0,1,SVM-rbf
f38,-0.0675,0.018833333333333258,-0.011000000000000065,-0.001205357142857143,0.00033630952380952247,-0.0001964285714285726,56.0,1.0,1.0,1.0,1,SVM-rbf
f39,0.009999999999999953,0.05475595238095221,-0.006000000000000005,0.0001075268817204296,0.0005887736815156152,-6.451612903225812e-05,93.0,1.0,1.0,1.0,1,SVM-rbf
f4,-0.05499999999999999,0.1229761904761904,0.0010000000000001674,-0.0008870967741935483,0.0019834869431643613,1.6129032258067217e-05,62.0,1.0,1.0,1.0,1,SVM-rbf
f40,-0.07250000000000001,-0.014785714285714291,-0.01700000000000007,-0.003452380952380953,-0.0007040816326530615,-0.0008095238095238129,21.0,1.0,1.0,1.0,1,SVM-rbf
f41,-0.022499999999999964,-0.031374999999999986,-0.00500000000000006,-0.00036290322580645104,-0.000506048387096774,-8.064516129032354e-05,62.0,1.0,1.0,1.0,1,SVM-rbf
f42,-0.017500000000000016,-0.04408333333333336,-0.011499999999999955,-0.0003181818181818185,-0.000801515151515152,-0.00020909090909090826,55.0,1.0,1.0,1.0,1,SVM-rbf
f43,-0.034999999999999976,-0.015517857142857139,-0.0010000000000000009,-0.0014583333333333323,-0.0006465773809523808,-4.1666666666666706e-05,24.0,1.0,1.0,1.0,1,SVM-rbf
f44,0.01749999999999996,0.02508333333333329,-0.007500000000000007,0.0003301886792452823,0.0004732704402515715,-0.00014150943396226427,53.0,1.0,1.0,1.0,1,SVM-rbf
f45,0.25999999999999995,0.04658333333333342,0.0020000000000000018,0.004062499999999999,0.0007278645833333347,3.125000000000003e-05,64.0,0.0,1.0,1.0,1,SVM-rbf
f46,-0.0050000000000000044,0.18981547619047623,-0.0025000000000000022,-0.00013513513513513525,0.005130148005148006,-6.756756756756762e-05,37.0,1.0,1.0,1.0,1,SVM-rbf
f47,0.02250000000000002,-0.017250000000000043,-0.020000000000000018,0.00033582089552238836,-0.0002574626865671648,-0.00029850746268656744,67.0,1.0,1.0,1.0,1,SVM-rbf
f48,0.07249999999999995,-0.0042142857142857815,-0.013500000000000123,0.0015104166666666658,-8.779761904762044e-05,-0.0002812500000000026,48.0,1.0,1.0,1.0,1,SVM-rbf
f49,-0.03999999999999998,-0.007083333333333275,0.007000000000000006,-0.0003603603603603602,-6.381381381381329e-05,6.306306306306312e-05,111.0,1.0,1.0,1.0,1,SVM-rbf
f5,0.019999999999999962,0.017833333333333312,0.09449999999999997,0.0002150537634408598,0.00019175627240143345,0.0010161290322580642,93.0,1.0,0.0,0.0,1,SVM-rbf
f50,-0.012500000000000011,-0.02851785714285715,-0.003999999999999948,-0.00029761904761904786,-0.000678996598639456,-9.523809523809401e-05,42.0,1.0,1.0,1.0,1,SVM-rbf
f51,-0.0675,-0.009041666666666615,-0.010499999999999954,-0.0025,-0.0003348765432098746,-0.0003888888888888872,27.0,1.0,1.0,1.0,1,SVM-rbf
f52,-0.017500000000000016,-0.00875892857142857,-0.010999999999999954,-0.0005468750000000005,-0.0002737165178571428,-0.00034374999999999857,32.0,1.0,1.0,1.0,1,SVM-rbf
f53,-0.0025000000000000022,0.014053571428571332,0.18299999999999966,-2.450980392156865e-05,0.00013778011204481697,0.0017941176470588202,102.0,1.0,1.0,1.0,1,SVM-rbf
f54,-0.08500000000000002,-0.023958333333333248,-0.016499999999999904,-0.0015454545454545458,-0.0004356060606060591,-0.00029999999999999824,55.0,1.0,1.0,1.0,1,SVM-rbf
f55,-0.009999999999999953,-0.055416666666666614,-0.010000000000000009,-0.00043478260869565013,-0.0024094202898550703,-0.00043478260869565257,23.0,1.0,1.0,1.0,1,SVM-rbf
f56,0.010000000000000064,0.10487499999999994,-0.023999999999999966,0.00022222222222222364,0.002330555555555554,-0.0005333333333333326,45.0,1.0,1.0,1.0,1,SVM-rbf
f57,-0.010000000000000009,-0.0060833333333333295,-0.005499999999999894,-0.0002631578947368423,-0.0001600877192982455,-0.00014473684210526035,38.0,1.0,1.0,1.0,1,SVM-rbf
f58,-0.014999999999999958,-0.006500000000000006,-0.006000000000000005,-0.0006818181818181799,-0.00029545454545454574,-0.00027272727272727295,22.0,1.0,1.0,1.0,1,SVM-rbf
f59,-0.030000000000000027,-0.011999999999999955,-0.0010000000000000564,-0.0004838709677419359,-0.00019354838709677348,-1.6129032258065425e-05,62.0,1.0,1.0,1.0,1,SVM-rbf
f6,-0.07,-0.037904761904761886,-0.002999999999999947,-0.001707317073170732,-0.0009245063879210215,-7.317073170731578e-05,41.0,1.0,1.0,1.0,1,SVM-rbf
f60,0.010000000000000009,-0.004973214285714289,-0.029500000000000026,0.00027777777777777805,-0.00013814484126984137,-0.0008194444444444451,36.0,1.0,1.0,1.0,1,SVM-rbf
f61,0.04250000000000004,-0.014708333333333323,-0.004500000000000004,0.0008018867924528309,-0.00027751572327044006,-8.490566037735856e-05,53.0,1.0,1.0,1.0,1,SVM-rbf
f62,0.012500000000000011,0.015166666666666662,-0.030999999999999972,0.00014367816091954036,0.00017432950191570876,-0.00035632183908045946,87.0,1.0,1.0,1.0,1,SVM-rbf
f63,-0.065,-0.004351190476190536,0.02900000000000008,-0.0012037037037037038,-8.057760141093586e-05,0.0005370370370370386,54.0,1.0,1.0,1.0,1,SVM-rbf
f64,-0.0025000000000000022,-0.022440476190476233,-0.009999999999999953,-8.620689655172421e-05,-0.0007738095238095252,-0.00034482758620689495,29.0,1.0,1.0,1.0,1,SVM-rbf
f65,-0.022499999999999964,0.014565476190476101,-0.006000000000000005,-0.0008035714285714273,0.0005201955782312893,-0.00021428571428571446,28.0,1.0,1.0,1.0,1,SVM-rbf
f66,-0.007500000000000007,0.05874999999999991,-0.0009999999999999454,-0.00012711864406779672,0.0009957627118644054,-1.6949152542371956e-05,59.0,1.0,1.0,1.0,1,SVM-rbf
f67,-0.030000000000000027,-0.006041666666666612,0.06200000000000011,-0.0007500000000000007,-0.0001510416666666653,0.0015500000000000028,40.0,1.0,1.0,1.0,1,SVM-rbf
f68,-0.03249999999999997,0.049440476190476035,-0.025499999999999967,-0.00042207792207792175,0.0006420841063698187,-0.00033116883116883077,77.0,1.0,1.0,1.0,1,SVM-rbf
f69,-0.015000000000000013,-0.0264166666666667,0.03450000000000003,-0.0002678571428571431,-0.0004717261904761911,0.0006160714285714291,56.0,1.0,1.0,1.0,1,SVM-rbf
f7,-0.0025000000000000022,0.0360833333333333,0.09200000000000008,-2.5510204081632674e-05,0.00036819727891156427,0.0009387755102040824,98.0,1.0,1.0,1.0,1,SVM-rbf
f70,-0.019999999999999962,-0.031130952380952426,0.021499999999999908,-0.00031746031746031686,-0.0004941421012849592,0.0003412698412698398,63.0,1.0,1.0,1.0,1,SVM-rbf
f71,-0.02250000000000002,-0.026666666666666672,-0.008500000000000063,-0.0006081081081081086,-0.0007207207207207208,-0.00022972972972973144,37.0,1.0,1.0,1.0,1,SVM-rbf
f72,0.004999999999999949,-0.006500000000000006,-0.01550000000000007,0.00011363636363636247,-0.00014772727272727287,-0.00035227272727272885,44.0,1.0,1.0,1.0,1,SVM-rbf
f73,0.027500000000000024,-0.01108333333333339,-0.014500000000000068,0.00031609195402298876,-0.0001273946360153263,-0.00016666666666666745,87.0,1.0,1.0,1.0,1,SVM-rbf
f74,-0.019999999999999962,0.005672619047618788,-0.015499999999999958,-0.0003333333333333327,9.454365079364646e-05,-0.00025833333333333264,60.0,1.0,1.0,1.0,1,SVM-rbf
f75,0.06499999999999995,-0.03512500000000007,-0.007500000000000007,0.0012037037037037027,-0.0006504629629629643,-0.00013888888888888902,54.0,1.0,1.0,1.0,1,SVM-rbf
f76,-0.040000000000000036,-0.005616071428571401,-0.007000000000000062,-0.0030769230769230795,-0.0004320054945054924,-0.0005384615384615432,13.0,1.0,1.0,1.0,1,SVM-rbf
f77,-0.05499999999999999,0.030166666666666564,0.012000000000000122,-0.0008333333333333333,0.0004570707070707055,0.00018181818181818365,66.0,1.0,1.0,1.0,1,SVM-rbf
f78,0.11000000000000004,-0.017583333333333395,-0.0030000000000000027,0.0018965517241379317,-0.000303160919540231,-5.172413793103453e-05,58.0,1.0,1.0,1.0,1,SVM-rbf
f79,-0.044999999999999984,0.024000000000000132,0.011000000000000065,-0.00044117647058823515,0.00023529411764706013,0.0001078431372549026,102.0,1.0,1.0,1.0,1,SVM-rbf
f8,-0.0025000000000000022,-0.05995833333333328,0.0030000000000000027,-0.00011363636363636373,-0.0027253787878787853,0.00013636363636363648,22.0,1.0,1.0,1.0,1,SVM-rbf
f80,-0.030000000000000027,0.026458333333333306,0.0034999999999999476,-0.00043478260869565257,0.00038345410628019285,5.072463768115866e-05,69.0,1.0,1.0,1.0,1,SVM-rbf
f81,-0.0050000000000000044,-0.037833333333333385,-0.023999999999999966,-0.0002083333333333335,-0.001576388888888891,-0.0009999999999999985,24.0,1.0,1.0,1.0,1,SVM-rbf
f82,-0.07250000000000001,-0.011458333333333237,0.04400000000000004,-0.0013181818181818184,-0.00020833333333333158,0.0008000000000000007,55.0,1.0,1.0,0.0,1,SVM-rbf
f83,0.15999999999999998,0.010101190476190514,-0.030000000000000027,0.0017021276595744679,0.00010745947315096291,-0.0003191489361702131,94.0,1.0,1.0,1.0,1,SVM-rbf
f84,0.03749999999999998,0.02987499999999993,-0.0010000000000000009,0.0007075471698113204,0.0005636792452830175,-1.8867924528301905e-05,53.0,1.0,1.0,1.0,1,SVM-rbf
f85,0.034999999999999976,-0.0010714285714285565,-0.009499999999999953,0.0016666666666666655,-5.1020408163264597e-05,-0.00045238095238095015,21.0,1.0,1.0,1.0,1,SVM-rbf
f86,-0.040000000000000036,0.043250000000000066,0.03699999999999998,-0.0004819277108433739,0.0005210843373493984,0.00044578313253012023,83.0,1.0,1.0,1.0,1,SVM-rbf
f87,0.10749999999999998,-0.045000000000000095,-0.00599999999999995,0.0019545454545454545,-0.0008181818181818199,-0.00010909090909090818,55.0,1.0,1.0,1.0,1,SVM-rbf
f88,-0.03749999999999998,-0.02321726190476192,-0.006500000000000006,-0.001041666666666666,-0.0006449239417989423,-0.0001805555555555557,36.0,1.0,1.0,1.0,1,SVM-rbf
f89,0.015000000000000013,0.05912500000000004,-0.0015000000000000568,0.00021428571428571446,0.0008446428571428577,-2.142857142857224e-05,70.0,1.0,1.0,1.0,1,SVM-rbf
f9,-0.022499999999999964,-0.014124999999999943,-0.014500000000000013,-0.0006818181818181808,-0.0004280303030303013,-0.0004393939393939398,33.0,1.0,1.0,1.0,1,SVM-rbf
f90,-0.027500000000000024,-0.01325000000000004,-0.006500000000000061,-0.0005729166666666672,-0.0002760416666666675,-0.00013541666666666793,48.0,1.0,1.0,1.0,1,SVM-rbf
f91,0.010000000000000009,-0.027279761904762,-0.0034999999999999476,0.00014084507042253533,-0.00038422199865861974,-4.929577464788658e-05,71.0,1.0,1.0,1.0,1,SVM-rbf
f92,-0.02250000000000002,-0.021023809523809556,-0.005500000000000005,-0.000833333333333334,-0.0007786596119929465,-0.00020370370370370388,27.0,1.0,1.0,1.0,1,SVM-rbf
