dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
parkinsons,1,kDN_importances_norm,1,11,SVM-rbf,0.8205128205128205,0.7358490566037736
parkinsons,1,kDN_importances_norm,1,11,KNN,0.7948717948717948,0.6770833333333334
parkinsons,1,kDN_importances_norm,2,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,1,kDN_importances_norm,2,11,KNN,0.8461538461538461,0.7861771058315334
parkinsons,1,kDN_importances_norm,3,11,SVM-rbf,0.8461538461538461,0.7387862796833773
parkinsons,1,kDN_importances_norm,3,11,KNN,0.8205128205128205,0.7358490566037736
parkinsons,1,kDN_importances_norm,4,11,SVM-rbf,0.8461538461538461,0.7387862796833773
parkinsons,1,kDN_importances_norm,4,11,KNN,0.8717948717948718,0.7980997624703089
parkinsons,1,kDN_importances_norm,5,11,SVM-rbf,0.8717948717948718,0.7980997624703089
parkinsons,1,kDN_importances_norm,5,11,KNN,0.8974358974358975,0.8484848484848485
parkinsons,1,kDN_importances_norm,6,11,SVM-rbf,0.8461538461538461,0.7387862796833773
parkinsons,1,kDN_importances_norm,6,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,1,kDN_importances_norm,7,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,1,kDN_importances_norm,7,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,1,kDN_importances_norm,8,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,1,kDN_importances_norm,8,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,1,kDN_importances_norm,9,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,1,kDN_importances_norm,9,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,1,kDN_importances_norm,10,11,SVM-rbf,0.8461538461538461,0.7387862796833773
parkinsons,1,kDN_importances_norm,10,11,KNN,0.8974358974358975,0.8484848484848485
parkinsons,1,kDN_importances_norm,11,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,1,kDN_importances_norm,11,11,KNN,0.8974358974358975,0.8484848484848485
parkinsons,2,kDN_importances_norm,1,11,SVM-rbf,0.8205128205128205,0.5172413793103448
parkinsons,2,kDN_importances_norm,1,11,KNN,0.8461538461538461,0.7009063444108761
parkinsons,2,kDN_importances_norm,2,11,SVM-rbf,0.8461538461538461,0.7387862796833773
parkinsons,2,kDN_importances_norm,2,11,KNN,0.8974358974358975,0.8605577689243028
parkinsons,2,kDN_importances_norm,3,11,SVM-rbf,0.8461538461538461,0.7387862796833773
parkinsons,2,kDN_importances_norm,3,11,KNN,0.8461538461538461,0.7861771058315334
parkinsons,2,kDN_importances_norm,4,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,2,kDN_importances_norm,4,11,KNN,0.8461538461538461,0.7861771058315334
parkinsons,2,kDN_importances_norm,5,11,SVM-rbf,0.8974358974358975,0.832535885167464
parkinsons,2,kDN_importances_norm,5,11,KNN,0.8974358974358975,0.8605577689243028
parkinsons,2,kDN_importances_norm,6,11,SVM-rbf,0.8974358974358975,0.832535885167464
parkinsons,2,kDN_importances_norm,6,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,2,kDN_importances_norm,7,11,SVM-rbf,0.9230769230769231,0.8695652173913043
parkinsons,2,kDN_importances_norm,7,11,KNN,0.9230769230769231,0.8924302788844624
parkinsons,2,kDN_importances_norm,8,11,SVM-rbf,0.9230769230769231,0.8695652173913043
parkinsons,2,kDN_importances_norm,8,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,2,kDN_importances_norm,9,11,SVM-rbf,0.9230769230769231,0.8695652173913043
parkinsons,2,kDN_importances_norm,9,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,2,kDN_importances_norm,10,11,SVM-rbf,0.9230769230769231,0.8695652173913043
parkinsons,2,kDN_importances_norm,10,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,2,kDN_importances_norm,11,11,SVM-rbf,0.9230769230769231,0.8695652173913043
parkinsons,2,kDN_importances_norm,11,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,3,kDN_importances_norm,1,11,SVM-rbf,0.9230769230769231,0.8826086956521739
parkinsons,3,kDN_importances_norm,1,11,KNN,0.8717948717948718,0.8303393213572855
parkinsons,3,kDN_importances_norm,2,11,SVM-rbf,0.8974358974358975,0.8484848484848485
parkinsons,3,kDN_importances_norm,2,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,3,kDN_importances_norm,3,11,SVM-rbf,0.8717948717948718,0.8164146868250538
parkinsons,3,kDN_importances_norm,3,11,KNN,0.8974358974358975,0.8771929824561404
parkinsons,3,kDN_importances_norm,4,11,SVM-rbf,0.8717948717948718,0.8164146868250538
parkinsons,3,kDN_importances_norm,4,11,KNN,0.8974358974358975,0.8771929824561404
parkinsons,3,kDN_importances_norm,5,11,SVM-rbf,0.8717948717948718,0.8164146868250538
parkinsons,3,kDN_importances_norm,5,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,3,kDN_importances_norm,6,11,SVM-rbf,0.8974358974358975,0.8484848484848485
parkinsons,3,kDN_importances_norm,6,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,3,kDN_importances_norm,7,11,SVM-rbf,0.9230769230769231,0.8826086956521739
parkinsons,3,kDN_importances_norm,7,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,3,kDN_importances_norm,8,11,SVM-rbf,0.9230769230769231,0.8826086956521739
parkinsons,3,kDN_importances_norm,8,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,3,kDN_importances_norm,9,11,SVM-rbf,0.8974358974358975,0.8484848484848485
parkinsons,3,kDN_importances_norm,9,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,3,kDN_importances_norm,10,11,SVM-rbf,0.8974358974358975,0.8484848484848485
parkinsons,3,kDN_importances_norm,10,11,KNN,0.8717948717948718,0.8303393213572855
parkinsons,3,kDN_importances_norm,11,11,SVM-rbf,0.8974358974358975,0.8484848484848485
parkinsons,3,kDN_importances_norm,11,11,KNN,0.9230769230769231,0.8924302788844624
parkinsons,4,kDN_importances_norm,1,11,SVM-rbf,0.7948717948717948,0.5753424657534246
parkinsons,4,kDN_importances_norm,1,11,KNN,0.7692307692307693,0.6064139941690962
parkinsons,4,kDN_importances_norm,2,11,SVM-rbf,0.8205128205128205,0.6083916083916083
parkinsons,4,kDN_importances_norm,2,11,KNN,0.9487179487179487,0.9261477045908183
parkinsons,4,kDN_importances_norm,3,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,3,11,KNN,0.9230769230769231,0.8826086956521739
parkinsons,4,kDN_importances_norm,4,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,4,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,4,kDN_importances_norm,5,11,SVM-rbf,0.8205128205128205,0.6083916083916083
parkinsons,4,kDN_importances_norm,5,11,KNN,0.9487179487179487,0.9316081330868762
parkinsons,4,kDN_importances_norm,6,11,SVM-rbf,0.8205128205128205,0.6083916083916083
parkinsons,4,kDN_importances_norm,6,11,KNN,0.8461538461538461,0.7659574468085106
parkinsons,4,kDN_importances_norm,7,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,7,11,KNN,0.8974358974358975,0.832535885167464
parkinsons,4,kDN_importances_norm,8,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,8,11,KNN,0.8717948717948718,0.7980997624703087
parkinsons,4,kDN_importances_norm,9,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,9,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,4,kDN_importances_norm,10,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,10,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,4,kDN_importances_norm,11,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,4,kDN_importances_norm,11,11,KNN,0.8974358974358975,0.8484848484848485
parkinsons,5,kDN_importances_norm,1,11,SVM-rbf,0.7435897435897436,0.4268774703557313
parkinsons,5,kDN_importances_norm,1,11,KNN,0.717948717948718,0.6315789473684211
parkinsons,5,kDN_importances_norm,2,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,5,kDN_importances_norm,2,11,KNN,0.8461538461538461,0.7861771058315334
parkinsons,5,kDN_importances_norm,3,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,5,kDN_importances_norm,3,11,KNN,0.7948717948717948,0.6770833333333334
parkinsons,5,kDN_importances_norm,4,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,5,kDN_importances_norm,4,11,KNN,0.8717948717948718,0.7980997624703087
parkinsons,5,kDN_importances_norm,5,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,5,kDN_importances_norm,5,11,KNN,0.8461538461538461,0.7659574468085106
parkinsons,5,kDN_importances_norm,6,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,5,kDN_importances_norm,6,11,KNN,0.8974358974358975,0.8484848484848485
parkinsons,5,kDN_importances_norm,7,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,5,kDN_importances_norm,7,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,5,kDN_importances_norm,8,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,5,kDN_importances_norm,8,11,KNN,0.8974358974358975,0.8605577689243029
parkinsons,5,kDN_importances_norm,9,11,SVM-rbf,0.8461538461538461,0.7009063444108761
parkinsons,5,kDN_importances_norm,9,11,KNN,0.8717948717948718,0.8164146868250538
parkinsons,5,kDN_importances_norm,10,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,5,kDN_importances_norm,10,11,KNN,0.8974358974358975,0.8484848484848485
parkinsons,5,kDN_importances_norm,11,11,SVM-rbf,0.8717948717948718,0.7733333333333333
parkinsons,5,kDN_importances_norm,11,11,KNN,0.9230769230769231,0.8924302788844624
