fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_Hostility,complexity_N1,complexity_kDN,model
1,Hostility_importances_norm,30,"['f5', 'f30', 'f113', 'f4', 'f6', 'f92', 'f44', 'f78', 'f93', 'f63', 'f132', 'f99', 'f36', 'f50', 'f38', 'f96', 'f51', 'f49', 'f14', 'f24', 'f8', 'f87', 'f7', 'f19', 'f26', 'f59', 'f46', 'f75', 'f133', 'f12']",0.86,0.8205061309679103,0.76,0.6576505182373673,0.25916666666666666,0.3581873496873497,0.3735,SVM-rbf
1,N1_importances_norm,30,"['f68', 'f25', 'f69', 'f11', 'f133', 'f98', 'f0', 'f27', 'f87', 'f4', 'f17', 'f50', 'f58', 'f123', 'f28', 'f2', 'f126', 'f75', 'f35', 'f21', 'f19', 'f6', 'f39', 'f72', 'f9', 'f33', 'f14', 'f124', 'f8', 'f7']",0.8716666666666667,0.8402247193240171,0.7566666666666667,0.6583298969072164,0.2679166666666667,0.31797165661136245,0.36125,SVM-rbf
1,kDN_importances_norm,30,"['f0', 'f24', 'f8', 'f75', 'f10', 'f90', 'f89', 'f14', 'f7', 'f85', 'f78', 'f65', 'f9', 'f23', 'f92', 'f12', 'f41', 'f11', 'f83', 'f84', 'f96', 'f20', 'f99', 'f28', 'f29', 'f72', 'f27', 'f70', 'f21', 'f94']",0.8916666666666667,0.8709508629871119,0.83,0.7902343943573564,0.21541666666666667,0.29627392694415716,0.32425000000000004,SVM-rbf
2,Hostility_importances_norm,30,"['f78', 'f1', 'f51', 'f34', 'f109', 'f104', 'f90', 'f9', 'f31', 'f10', 'f75', 'f106', 'f57', 'f38', 'f4', 'f93', 'f28', 'f0', 'f58', 'f89', 'f46', 'f115', 'f74', 'f60', 'f62', 'f68', 'f132', 'f44', 'f54', 'f70']",0.8183333333333334,0.7524560592044404,0.7016666666666667,0.512652702239525,0.30875,0.41269220478595475,0.41316666666666674,SVM-rbf
2,N1_importances_norm,30,"['f29', 'f72', 'f13', 'f0', 'f7', 'f2', 'f85', 'f90', 'f67', 'f31', 'f132', 'f8', 'f17', 'f58', 'f19', 'f40', 'f92', 'f11', 'f113', 'f98', 'f14', 'f118', 'f12', 'f75', 'f84', 'f54', 'f21', 'f6', 'f96', 'f41']",0.8641666666666666,0.8308632895559724,0.77,0.6810860561435803,0.2679166666666667,0.34174270483737396,0.36491666666666667,SVM-rbf
2,kDN_importances_norm,30,"['f75', 'f24', 'f14', 'f37', 'f0', 'f3', 'f70', 'f89', 'f87', 'f22', 'f15', 'f126', 'f5', 'f12', 'f20', 'f11', 'f27', 'f17', 'f23', 'f133', 'f4', 'f64', 'f6', 'f85', 'f74', 'f68', 'f99', 'f78', 'f9', 'f19']",0.8845833333333334,0.8611688127424088,0.8283333333333334,0.7804610271255494,0.2225,0.29925804057054056,0.329,SVM-rbf
3,Hostility_importances_norm,30,"['f113', 'f0', 'f48', 'f14', 'f29', 'f94', 'f47', 'f5', 'f118', 'f20', 'f87', 'f92', 'f32', 'f132', 'f43', 'f133', 'f79', 'f83', 'f67', 'f25', 'f3', 'f90', 'f55', 'f104', 'f53', 'f35', 'f1', 'f23', 'f57', 'f75']",0.8179166666666666,0.7516814736700113,0.7566666666666667,0.6501351237226586,0.2841666666666667,0.3823615192677693,0.39666666666666667,SVM-rbf
3,N1_importances_norm,30,"['f24', 'f40', 'f7', 'f85', 'f1', 'f25', 'f78', 'f27', 'f89', 'f70', 'f37', 'f28', 'f99', 'f30', 'f34', 'f123', 'f26', 'f29', 'f6', 'f20', 'f75', 'f132', 'f32', 'f46', 'f0', 'f72', 'f16', 'f87', 'f96', 'f92']",0.8629166666666667,0.8288204000879315,0.7783333333333333,0.6995971154822764,0.26625,0.3506096368908869,0.3725833333333334,SVM-rbf
3,kDN_importances_norm,30,"['f24', 'f8', 'f10', 'f0', 'f26', 'f75', 'f92', 'f13', 'f19', 'f85', 'f84', 'f83', 'f56', 'f79', 'f11', 'f34', 'f20', 'f23', 'f17', 'f53', 'f70', 'f118', 'f52', 'f41', 'f96', 'f87', 'f44', 'f58', 'f93', 'f48']",0.8541666666666666,0.817705369192995,0.7783333333333333,0.7099663321674893,0.27291666666666664,0.3571282756595256,0.3826666666666667,SVM-rbf
4,Hostility_importances_norm,30,"['f106', 'f104', 'f57', 'f51', 'f119', 'f72', 'f26', 'f61', 'f16', 'f19', 'f41', 'f22', 'f44', 'f137', 'f69', 'f78', 'f20', 'f53', 'f92', 'f50', 'f3', 'f64', 'f0', 'f15', 'f21', 'f4', 'f46', 'f34', 'f39', 'f84']",0.83375,0.7853026808425159,0.7333333333333333,0.6295048837992591,0.30083333333333334,0.3848150579676315,0.39166666666666666,SVM-rbf
4,N1_importances_norm,30,"['f15', 'f96', 'f9', 'f97', 'f27', 'f60', 'f63', 'f133', 'f0', 'f1', 'f49', 'f24', 'f93', 'f57', 'f84', 'f21', 'f18', 'f55', 'f28', 'f70', 'f10', 'f65', 'f8', 'f30', 'f69', 'f23', 'f67', 'f13', 'f16', 'f83']",0.87625,0.8490958303605877,0.7683333333333333,0.6926357091121886,0.26458333333333334,0.36022952136371256,0.377,SVM-rbf
4,kDN_importances_norm,30,"['f24', 'f0', 'f85', 'f14', 'f5', 'f12', 'f83', 'f109', 'f75', 'f28', 'f89', 'f87', 'f19', 'f22', 'f99', 'f84', 'f123', 'f98', 'f96', 'f25', 'f33', 'f126', 'f21', 'f17', 'f65', 'f3', 'f13', 'f18', 'f2', 'f56']",0.8679166666666667,0.8367454361553758,0.7766666666666666,0.6979003386550556,0.26666666666666666,0.3214761604136604,0.33775,SVM-rbf
5,Hostility_importances_norm,30,"['f75', 'f41', 'f14', 'f22', 'f70', 'f54', 'f79', 'f36', 'f132', 'f68', 'f90', 'f104', 'f58', 'f126', 'f55', 'f34', 'f24', 'f124', 'f30', 'f60', 'f7', 'f21', 'f23', 'f49', 'f74', 'f63', 'f0', 'f26', 'f37', 'f5']",0.85,0.8080925169669837,0.7383333333333333,0.629967173692135,0.28958333333333336,0.371952543983794,0.39208333333333334,SVM-rbf
5,N1_importances_norm,30,"['f2', 'f5', 'f24', 'f98', 'f87', 'f99', 'f132', 'f14', 'f96', 'f9', 'f74', 'f11', 'f27', 'f7', 'f15', 'f4', 'f79', 'f60', 'f85', 'f84', 'f29', 'f13', 'f21', 'f6', 'f8', 'f22', 'f20', 'f32', 'f72', 'f126']",0.8766666666666667,0.8505079212674029,0.815,0.7644130399871527,0.23583333333333334,0.3183005686443186,0.35,SVM-rbf
5,kDN_importances_norm,30,"['f0', 'f24', 'f12', 'f72', 'f27', 'f78', 'f51', 'f83', 'f23', 'f10', 'f79', 'f8', 'f13', 'f7', 'f98', 'f90', 'f33', 'f1', 'f16', 'f75', 'f25', 'f4', 'f3', 'f64', 'f14', 'f56', 'f92', 'f50', 'f59', 'f5']",0.8895833333333333,0.8666341841260322,0.8233333333333334,0.7807202680067001,0.21125,0.3149250389989554,0.33275,SVM-rbf
1,Hostility_importances_norm,30,"['f5', 'f30', 'f113', 'f4', 'f6', 'f92', 'f44', 'f78', 'f93', 'f63', 'f132', 'f99', 'f36', 'f50', 'f38', 'f96', 'f51', 'f49', 'f14', 'f24', 'f8', 'f87', 'f7', 'f19', 'f26', 'f59', 'f46', 'f75', 'f133', 'f12']",0.81125,0.7545442477469743,0.725,0.6195113417691994,0.25916666666666666,0.3581873496873497,0.3735,KNN
1,N1_importances_norm,30,"['f68', 'f25', 'f69', 'f11', 'f133', 'f98', 'f0', 'f27', 'f87', 'f4', 'f17', 'f50', 'f58', 'f123', 'f28', 'f2', 'f126', 'f75', 'f35', 'f21', 'f19', 'f6', 'f39', 'f72', 'f9', 'f33', 'f14', 'f124', 'f8', 'f7']",0.8304166666666667,0.7922911602412251,0.7066666666666667,0.6111307972902553,0.2679166666666667,0.31797165661136245,0.36125,KNN
1,kDN_importances_norm,30,"['f0', 'f24', 'f8', 'f75', 'f10', 'f90', 'f89', 'f14', 'f7', 'f85', 'f78', 'f65', 'f9', 'f23', 'f92', 'f12', 'f41', 'f11', 'f83', 'f84', 'f96', 'f20', 'f99', 'f28', 'f29', 'f72', 'f27', 'f70', 'f21', 'f94']",0.8545833333333334,0.8269190360551993,0.7583333333333333,0.7056776662993679,0.21541666666666667,0.29627392694415716,0.32425000000000004,KNN
