feature,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars,Hostility_removed_count,N1_removed_count,kDN_removed_count,fold,model
f0,-0.0050000000000000044,0.03645833333333326,0.03524999999999984,-0.00013157894736842116,0.0009594298245614016,0.0009276315789473642,38.0,1.0,1.0,1.0,1,LogReg
f1,0.010000000000000009,-0.008854166666666607,0.03124999999999989,0.0007692307692307699,-0.000681089743589739,0.0024038461538461453,13.0,1.0,1.0,1.0,1,LogReg
f10,-0.02124999999999999,0.032687500000000036,0.008999999999999952,-0.0010119047619047614,0.0015565476190476208,0.0004285714285714263,21.0,1.0,1.0,1.0,1,LogReg
f11,-0.017500000000000016,-0.00010416666666668295,-0.0004999999999998894,-0.0017500000000000016,-1.0416666666668294e-05,-4.9999999999988944e-05,10.0,1.0,1.0,1.0,1,LogReg
f12,,,,,,,,,,,1,LogReg
f13,,,,,,,,,,,1,LogReg
f14,0.07750000000000001,0.19483333333333352,0.15024999999999983,0.0017222222222222224,0.004329629629629634,0.003338888888888885,45.0,1.0,1.0,1.0,1,LogReg
f15,,,,,,,,,,,1,LogReg
f16,,,,,,,,,,,1,LogReg
f17,,,,,,,,,,,1,LogReg
f2,0.22999999999999995,2.507916666666668,1.4642499999999998,0.001026785714285714,0.011196056547619054,0.0065368303571428565,224.0,0.0,0.0,0.0,1,LogReg
f3,-0.08374999999999999,0.046458333333333324,-0.006500000000000006,-0.0055833333333333325,0.0030972222222222217,-0.0004333333333333337,15.0,1.0,1.0,1.0,1,LogReg
f4,-0.0037499999999999756,0.012395833333333273,1.2250000000000005,-2.6041666666666496e-05,8.60821759259255e-05,0.008506944444444449,144.0,1.0,1.0,0.0,1,LogReg
f5,0.03999999999999998,0.016270833333333456,0.10625000000000018,0.0004301075268817202,0.00017495519713261781,0.0011424731182795719,93.0,0.0,1.0,1.0,1,LogReg
f6,-0.025000000000000022,1.8281250000000018,1.8282500000000015,-9.398496240601512e-05,0.006872650375939857,0.006873120300751885,266.0,1.0,0.0,0.0,1,LogReg
f7,0.22999999999999998,-0.011250000000000038,1.20675,0.00219047619047619,-0.0001071428571428575,0.011492857142857143,105.0,1.0,1.0,0.0,1,LogReg
