dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
spambase,1,kDN_importances_norm,1,56,SVM-rbf,0.8097826086956522,0.7771028412869652
spambase,1,kDN_importances_norm,1,56,KNN,0.3869565217391304,0.08707987778262768
spambase,1,kDN_importances_norm,2,56,SVM-rbf,0.8065217391304348,0.7708462013588635
spambase,1,kDN_importances_norm,2,56,KNN,0.4217391304347826,0.2124412429033637
spambase,1,kDN_importances_norm,3,56,SVM-rbf,0.8336956521739131,0.8220377152476057
spambase,1,kDN_importances_norm,3,56,KNN,0.48043478260869565,0.4445893227058118
spambase,1,kDN_importances_norm,4,56,SVM-rbf,0.8804347826086957,0.8719673063990481
spambase,1,kDN_importances_norm,4,56,KNN,0.5228260869565218,0.4915445647070156
spambase,1,kDN_importances_norm,5,56,SVM-rbf,0.8815217391304347,0.872897720328687
spambase,1,kDN_importances_norm,5,56,KNN,0.5456521739130434,0.5242935906271537
spambase,1,kDN_importances_norm,6,56,SVM-rbf,0.8847826086956522,0.8766659614977788
spambase,1,kDN_importances_norm,6,56,KNN,0.55,0.5308056872037915
spambase,1,kDN_importances_norm,7,56,SVM-rbf,0.8826086956521739,0.8744761250429406
spambase,1,kDN_importances_norm,7,56,KNN,0.5630434782608695,0.5494287692574
spambase,1,kDN_importances_norm,8,56,SVM-rbf,0.8913043478260869,0.8835597764347707
spambase,1,kDN_importances_norm,8,56,KNN,0.5652173913043478,0.5526342957431434
spambase,1,kDN_importances_norm,9,56,SVM-rbf,0.8891304347826087,0.8815098841172461
spambase,1,kDN_importances_norm,9,56,KNN,0.591304347826087,0.583637311099531
spambase,1,kDN_importances_norm,10,56,SVM-rbf,0.8891304347826087,0.8812102781384542
spambase,1,kDN_importances_norm,10,56,KNN,0.591304347826087,0.5842736821566777
spambase,1,kDN_importances_norm,11,56,SVM-rbf,0.8869565217391304,0.8788598574821853
spambase,1,kDN_importances_norm,11,56,KNN,0.6130434782608696,0.6095641081484708
spambase,1,kDN_importances_norm,12,56,SVM-rbf,0.8934782608695652,0.886474328620713
spambase,1,kDN_importances_norm,12,56,KNN,0.6826086956521739,0.6825735334847394
spambase,1,kDN_importances_norm,13,56,SVM-rbf,0.9,0.8933461768939117
spambase,1,kDN_importances_norm,13,56,KNN,0.6804347826086956,0.6804148057594932
spambase,1,kDN_importances_norm,14,56,SVM-rbf,0.8945652173913043,0.8871536588020598
spambase,1,kDN_importances_norm,14,56,KNN,0.675,0.6749038345376266
spambase,1,kDN_importances_norm,15,56,SVM-rbf,0.8934782608695652,0.8861946202531646
spambase,1,kDN_importances_norm,15,56,KNN,0.691304347826087,0.6908901727773061
spambase,1,kDN_importances_norm,16,56,SVM-rbf,0.8913043478260869,0.8837070779843316
spambase,1,kDN_importances_norm,16,56,KNN,0.8923913043478261,0.8849519943267953
spambase,1,kDN_importances_norm,17,56,SVM-rbf,0.8978260869565218,0.89087587137396
spambase,1,kDN_importances_norm,17,56,KNN,0.8945652173913043,0.887573214509535
spambase,1,kDN_importances_norm,18,56,SVM-rbf,0.9010869565217391,0.8944494269775954
spambase,1,kDN_importances_norm,18,56,KNN,0.8956521739130435,0.8888089240734077
spambase,1,kDN_importances_norm,19,56,SVM-rbf,0.8978260869565218,0.89087587137396
spambase,1,kDN_importances_norm,19,56,KNN,0.8902173913043478,0.8823100070427045
spambase,1,kDN_importances_norm,20,56,SVM-rbf,0.8978260869565218,0.89087587137396
spambase,1,kDN_importances_norm,20,56,KNN,0.8913043478260869,0.8835597764347707
spambase,1,kDN_importances_norm,21,56,SVM-rbf,0.908695652173913,0.9029148763209849
spambase,1,kDN_importances_norm,21,56,KNN,0.8978260869565218,0.8912737843847848
spambase,1,kDN_importances_norm,22,56,SVM-rbf,0.9195652173913044,0.9144361346191694
spambase,1,kDN_importances_norm,22,56,KNN,0.8978260869565218,0.891531390573049
spambase,1,kDN_importances_norm,23,56,SVM-rbf,0.9184782608695652,0.9133244435326701
spambase,1,kDN_importances_norm,23,56,KNN,0.9,0.893730050668512
spambase,1,kDN_importances_norm,24,56,SVM-rbf,0.9152173913043479,0.9094568735903473
spambase,1,kDN_importances_norm,24,56,KNN,0.8967391304347826,0.8900424397600926
spambase,1,kDN_importances_norm,25,56,SVM-rbf,0.9152173913043479,0.9092326318058942
spambase,1,kDN_importances_norm,25,56,KNN,0.9021739130434783,0.8961779013203613
spambase,1,kDN_importances_norm,26,56,SVM-rbf,0.9130434782608695,0.9071202295457184
spambase,1,kDN_importances_norm,26,56,KNN,0.9032608695652173,0.8973987256516366
spambase,1,kDN_importances_norm,27,56,SVM-rbf,0.907608695652174,0.900965715091025
spambase,1,kDN_importances_norm,27,56,KNN,0.9043478260869565,0.8986175115207373
spambase,1,kDN_importances_norm,28,56,SVM-rbf,0.9141304347826087,0.9080035613847307
spambase,1,kDN_importances_norm,28,56,KNN,0.908695652173913,0.9032535378918132
spambase,1,kDN_importances_norm,29,56,SVM-rbf,0.9119565217391304,0.9056584914854009
spambase,1,kDN_importances_norm,29,56,KNN,0.907608695652174,0.9021508207750454
spambase,1,kDN_importances_norm,30,56,SVM-rbf,0.9184782608695652,0.9131181634105113
spambase,1,kDN_importances_norm,30,56,KNN,0.9010869565217391,0.8944494269775954
spambase,1,kDN_importances_norm,31,56,SVM-rbf,0.9239130434782609,0.918795276751156
spambase,1,kDN_importances_norm,31,56,KNN,0.8967391304347826,0.8900424397600926
spambase,1,kDN_importances_norm,32,56,SVM-rbf,0.9271739130434783,0.9226157189571246
spambase,1,kDN_importances_norm,32,56,KNN,0.8978260869565218,0.8911426905044978
spambase,1,kDN_importances_norm,33,56,SVM-rbf,0.9304347826086956,0.9261396422388921
spambase,1,kDN_importances_norm,33,56,KNN,0.8989130434782608,0.8923742154866606
spambase,1,kDN_importances_norm,34,56,SVM-rbf,0.9293478260869565,0.9250233732803945
spambase,1,kDN_importances_norm,34,56,KNN,0.907608695652174,0.901924748403643
spambase,1,kDN_importances_norm,35,56,SVM-rbf,0.9293478260869565,0.9250233732803945
spambase,1,kDN_importances_norm,35,56,KNN,0.907608695652174,0.901924748403643
spambase,1,kDN_importances_norm,36,56,SVM-rbf,0.9304347826086956,0.9261396422388921
spambase,1,kDN_importances_norm,36,56,KNN,0.8989130434782608,0.8922439338088494
spambase,1,kDN_importances_norm,37,56,SVM-rbf,0.9315217391304348,0.9274235501445722
spambase,1,kDN_importances_norm,37,56,KNN,0.9010869565217391,0.8949550169252212
spambase,1,kDN_importances_norm,38,56,SVM-rbf,0.9326086956521739,0.9285399561535487
spambase,1,kDN_importances_norm,38,56,KNN,0.9010869565217391,0.8949550169252212
spambase,1,kDN_importances_norm,39,56,SVM-rbf,0.9315217391304348,0.9272569269012348
spambase,1,kDN_importances_norm,39,56,KNN,0.9021739130434783,0.8961779013203613
spambase,1,kDN_importances_norm,40,56,SVM-rbf,0.9304347826086956,0.9261396422388921
spambase,1,kDN_importances_norm,40,56,KNN,0.9032608695652173,0.8971578986888707
spambase,1,kDN_importances_norm,41,56,SVM-rbf,0.9304347826086956,0.9261396422388921
spambase,1,kDN_importances_norm,41,56,KNN,0.9097826086956522,0.9040210551038594
spambase,1,kDN_importances_norm,42,56,SVM-rbf,0.9271739130434783,0.9227053074760174
spambase,1,kDN_importances_norm,42,56,KNN,0.9043478260869565,0.8985000138630881
spambase,1,kDN_importances_norm,43,56,SVM-rbf,0.9304347826086956,0.9263081434451588
spambase,1,kDN_importances_norm,43,56,KNN,0.9119565217391304,0.906567458435243
spambase,1,kDN_importances_norm,44,56,SVM-rbf,0.9293478260869565,0.9251937290606378
spambase,1,kDN_importances_norm,44,56,KNN,0.9119565217391304,0.9064584018686572
spambase,1,kDN_importances_norm,45,56,SVM-rbf,0.9315217391304348,0.9275054077896339
spambase,1,kDN_importances_norm,45,56,KNN,0.9119565217391304,0.9064584018686572
spambase,1,kDN_importances_norm,46,56,SVM-rbf,0.9347826086956522,0.930854827297871
spambase,1,kDN_importances_norm,46,56,KNN,0.9065217391304348,0.9003495629074298
spambase,1,kDN_importances_norm,47,56,SVM-rbf,0.9304347826086956,0.9262243864601063
spambase,1,kDN_importances_norm,47,56,KNN,0.908695652173913,0.9024444456792936
spambase,1,kDN_importances_norm,48,56,SVM-rbf,0.9326086956521739,0.9285399561535487
spambase,1,kDN_importances_norm,48,56,KNN,0.908695652173913,0.9025641025641026
spambase,1,kDN_importances_norm,49,56,SVM-rbf,0.9326086956521739,0.9286208839867964
spambase,1,kDN_importances_norm,49,56,KNN,0.9097826086956522,0.90367291136011
spambase,1,kDN_importances_norm,50,56,SVM-rbf,0.9326086956521739,0.9286208839867964
spambase,1,kDN_importances_norm,50,56,KNN,0.907608695652174,0.9013357725419436
spambase,1,kDN_importances_norm,51,56,SVM-rbf,0.933695652173913,0.9297373548291071
spambase,1,kDN_importances_norm,51,56,KNN,0.907608695652174,0.9013357725419436
spambase,1,kDN_importances_norm,52,56,SVM-rbf,0.9326086956521739,0.9287008642319486
spambase,1,kDN_importances_norm,52,56,KNN,0.9043478260869565,0.8980159238685305
spambase,1,kDN_importances_norm,53,56,SVM-rbf,0.9315217391304348,0.9275054077896339
spambase,1,kDN_importances_norm,53,56,KNN,0.9043478260869565,0.8980159238685305
