model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
KNN,kDN_importances_norm,0.9666069018700597,0.004238175092062843,0.9714285714285714,0.9640367054383958,0.004565422286491633,0.9693032598591774,0.9648501785437043,0.013870334008514288,0.9824561403508771,0.9618969186634667,0.015039361330431177,0.9811257162116616,0.07179294389820705,0.004896196761789973
SVM-rbf,kDN_importances_norm,0.9731983805668015,0.005690045833069308,0.9802197802197802,0.9710766582267851,0.0061927654695969,0.9786541590887335,0.968390001552554,0.014641250536565896,0.9824561403508771,0.9657031556353542,0.016147981061303225,0.9813084112149533,0.07179294389820705,0.004896196761789973
