model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
DecisionTree,kDN_importances_norm,1.0,0.0,1.0,1.0,0.0,1.0,0.8340904678703165,0.040398611595558936,0.8811881188118812,0.8268280212483561,0.04145940970625283,0.8750584932147872,0.16709375381982644,0.007385858545093206
KNN,kDN_importances_norm,0.9080992543698814,0.015875712677907022,0.9259259259259259,0.9037148993777973,0.016780271427194397,0.9229166952160388,0.8814210832847991,0.012137370787746734,0.8910891089108911,0.8751739464036282,0.013671120570458807,0.8893360160965794,0.16709375381982644,0.007385858545093206
LogReg,kDN_importances_norm,0.8680796968585748,0.008547647737781673,0.8765432098765432,0.8626391398213386,0.008858502947573652,0.872057318321392,0.8597942147155893,0.04038713488933217,0.9108910891089109,0.8539262055497646,0.04004876944479278,0.9050022946305645,0.16709375381982644,0.007385858545093206
NaiveBayes,kDN_importances_norm,0.8389218921892189,0.027273910305067522,0.8617283950617284,0.835386208442731,0.027115211053199403,0.8574679113185532,0.8302271403610948,0.06056376241969837,0.900990099009901,0.8265555368127713,0.0594050914752904,0.8959999999999999,0.16709375381982644,0.007385858545093206
RandomForest,kDN_importances_norm,1.0,0.0,1.0,1.0,0.0,1.0,0.8794408852649971,0.02366840509751441,0.9108910891089109,0.8745523103645091,0.022857916356329444,0.9050022946305645,0.16709375381982644,0.007385858545093206
SVM-linear,kDN_importances_norm,0.8754956606771789,0.007892758232449053,0.8814814814814815,0.8699006250685768,0.008492727542547667,0.8758476786645801,0.8578140166957873,0.030929573867009827,0.8811881188118812,0.8515556652940495,0.03011224019629528,0.8723098995695838,0.16709375381982644,0.007385858545093206
SVM-rbf,kDN_importances_norm,0.8893264882043759,0.010111679302304794,0.9012345679012346,0.8833534986056698,0.011178984671506357,0.8961593172119487,0.8715395068918657,0.018531651060242446,0.8910891089108911,0.8635906086962338,0.021084036932313074,0.8893360160965794,0.16709375381982644,0.007385858545093206
XGBoost,kDN_importances_norm,0.9990111233345557,0.0013540768647427894,1.0,0.9989800604032364,0.0013966134135676889,1.0,0.8754416618132401,0.019626383111097934,0.9019607843137255,0.8699487146927695,0.02043101811304083,0.8975957257346393,0.16709375381982644,0.007385858545093206
