feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,1.1511666666666671,0.0008841525857654893,1302.0,0.0,60.0,1,SVM-rbf
f1,0.30549999999999944,0.0002777272727272722,1100.0,0.0,9.0,1,SVM-rbf
f10,0.0068333333333335244,6.902356902357096e-05,99.0,0.0,0.0,1,SVM-rbf
f100,,,,,,1,SVM-rbf
f101,,,,,,1,SVM-rbf
f102,,,,,,1,SVM-rbf
f103,,,,,,1,SVM-rbf
f104,0.0005833333333332136,3.41130604288429e-06,171.0,0.0,0.0,1,SVM-rbf
f105,,,,,,1,SVM-rbf
f106,0.0021666666666668166,5.7017543859653066e-05,38.0,0.0,0.0,1,SVM-rbf
f107,,,,,,1,SVM-rbf
f108,,,,,,1,SVM-rbf
f109,0.0031666666666665955,2.0299145299144844e-05,156.0,1.0,0.0,1,SVM-rbf
f11,0.024916666666666754,0.0001528629856850721,163.0,0.0,0.0,1,SVM-rbf
f110,,,,,,1,SVM-rbf
f111,,,,,,1,SVM-rbf
f112,,,,,,1,SVM-rbf
f113,0.0012500000000000289,1.126126126126152e-05,111.0,0.0,0.0,1,SVM-rbf
f114,-0.000250000000000028,-1.2755102040817754e-06,196.0,0.0,0.0,1,SVM-rbf
f115,-0.0032500000000000306,-1.4705882352941316e-05,221.0,0.0,0.0,1,SVM-rbf
f116,,,,,,1,SVM-rbf
f117,,,,,,1,SVM-rbf
f118,-0.0178333333333332,-0.00011286919831223545,158.0,0.0,0.0,1,SVM-rbf
f119,0.0011666666666666492,2.011494252873533e-05,58.0,0.0,0.0,1,SVM-rbf
f12,0.05149999999999988,0.0004256198347107428,121.0,0.0,0.0,1,SVM-rbf
f120,,,,,,1,SVM-rbf
f121,,,,,,1,SVM-rbf
f122,,,,,,1,SVM-rbf
f123,-0.0014999999999999458,-1.1773940345368492e-06,1274.0,0.0,2.0,1,SVM-rbf
f124,0.0011666666666664272,1.5765765765762528e-06,740.0,0.0,2.0,1,SVM-rbf
f125,,,,,,1,SVM-rbf
f126,-0.0020833333333329374,-1.4671361502344629e-05,142.0,0.0,0.0,1,SVM-rbf
f127,,,,,,1,SVM-rbf
f128,,,,,,1,SVM-rbf
f129,,,,,,1,SVM-rbf
f13,0.01424999999999993,9.895833333333284e-05,144.0,0.0,0.0,1,SVM-rbf
f130,-0.0004166666666666208,-5.868544600938321e-06,71.0,0.0,0.0,1,SVM-rbf
f131,,,,,,1,SVM-rbf
f132,0.02074999999999988,0.00016599999999999905,125.0,0.0,0.0,1,SVM-rbf
