fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,4.666666666666667,"['Thigh', 'Weight', 'Knee', 'Neck']",0.736318407960199,0.736318407960199,0.7058823529411765,0.705240174672489,0.3442786069651742,"['Wrist', 'Ankle', 'Height', 'Biceps', 'Neck', 'Forearm', 'Age', 'Thigh', 'Weight', 'Knee']",[],LogReg
2,kDN_importances_norm,4.666666666666667,"['Density', 'Knee', 'Chest', 'Weight']",0.9900497512437811,0.9900435282933907,0.9803921568627451,0.9803613511390417,0.05970149253731343,"['Wrist', 'Ankle', 'Height', 'Chest', 'Biceps', 'Forearm', 'Age', 'Neck', 'Weight', 'Knee']",['Density'],LogReg
3,kDN_importances_norm,4.666666666666667,"['Density', 'Weight', 'Knee', 'Ankle']",0.9900990099009901,0.9900901793677533,1.0,1.0,0.06930693069306931,"['Wrist', 'Height', 'Ankle', 'Biceps', 'Neck', 'Forearm', 'Age', 'Weight', 'Knee']",['Density'],LogReg
4,kDN_importances_norm,4.666666666666667,"['Density', 'Knee', 'Height', 'Neck']",0.9801980198019802,0.9801662826805569,0.98,0.9799918334013884,0.07920792079207921,"['Wrist', 'Ankle', 'Height', 'Chest', 'Biceps', 'Neck', 'Forearm', 'Age', 'Thigh', 'Weight', 'Knee']",['Density'],LogReg
5,kDN_importances_norm,4.666666666666667,"['Density', 'Thigh', 'Knee', 'Neck']",0.9900990099009901,0.9900980295078721,1.0,1.0,0.07227722772277227,"['Wrist', 'Ankle', 'Height', 'Chest', 'Neck', 'Biceps', 'Forearm', 'Age', 'Thigh', 'Weight', 'Knee']",['Density'],LogReg
1,kDN_importances_norm,4.666666666666667,"['Thigh', 'Weight', 'Knee', 'Neck']",0.7164179104477612,0.7163787145818937,0.7254901960784313,0.7253446447507953,0.3442786069651742,"['Wrist', 'Ankle', 'Height', 'Biceps', 'Neck', 'Forearm', 'Age', 'Thigh', 'Weight', 'Knee']",[],SVM-linear
2,kDN_importances_norm,4.666666666666667,"['Density', 'Knee', 'Chest', 'Weight']",0.9950248756218906,0.9950243805353766,0.9803921568627451,0.9803613511390417,0.05970149253731343,"['Wrist', 'Ankle', 'Height', 'Chest', 'Biceps', 'Forearm', 'Age', 'Neck', 'Weight', 'Knee']",['Density'],SVM-linear
3,kDN_importances_norm,4.666666666666667,"['Density', 'Weight', 'Knee', 'Ankle']",0.995049504950495,0.9950464548882372,1.0,1.0,0.06930693069306931,"['Wrist', 'Height', 'Ankle', 'Biceps', 'Neck', 'Forearm', 'Age', 'Weight', 'Knee']",['Density'],SVM-linear
4,kDN_importances_norm,4.666666666666667,"['Density', 'Knee', 'Height', 'Neck']",0.9851485148514851,0.985130389299858,1.0,1.0,0.07920792079207921,"['Wrist', 'Ankle', 'Height', 'Chest', 'Biceps', 'Neck', 'Forearm', 'Age', 'Thigh', 'Weight', 'Knee']",['Density'],SVM-linear
5,kDN_importances_norm,4.666666666666667,"['Density', 'Thigh', 'Knee', 'Neck']",0.9851485148514851,0.9851481453839839,0.98,0.9799918334013884,0.07227722772277227,"['Wrist', 'Ankle', 'Height', 'Chest', 'Neck', 'Biceps', 'Forearm', 'Age', 'Thigh', 'Weight', 'Knee']",['Density'],SVM-linear
