dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset20a,1,kDN_importances_norm,1,232,SVM-rbf,0.68,0.0
ArtificialDataset20a,1,kDN_importances_norm,1,232,KNN,0.58,0.1553398058252427
ArtificialDataset20a,1,kDN_importances_norm,2,232,SVM-rbf,0.67,0.1904064445258147
ArtificialDataset20a,1,kDN_importances_norm,2,232,KNN,0.69,0.4771449523343925
ArtificialDataset20a,1,kDN_importances_norm,3,232,SVM-rbf,0.68,0.1952662721893491
ArtificialDataset20a,1,kDN_importances_norm,3,232,KNN,0.66,0.42402464065708423
ArtificialDataset20a,1,kDN_importances_norm,4,232,SVM-rbf,0.7,0.45652173913043487
ArtificialDataset20a,1,kDN_importances_norm,4,232,KNN,0.68,0.5160142348754448
ArtificialDataset20a,1,kDN_importances_norm,5,232,SVM-rbf,0.7,0.33460076045627374
ArtificialDataset20a,1,kDN_importances_norm,5,232,KNN,0.66,0.42402464065708423
ArtificialDataset20a,1,kDN_importances_norm,6,232,SVM-rbf,0.71,0.43105830339872897
ArtificialDataset20a,1,kDN_importances_norm,6,232,KNN,0.65,0.3453237410071943
ArtificialDataset20a,1,kDN_importances_norm,7,232,SVM-rbf,0.7,0.45652173913043487
ArtificialDataset20a,1,kDN_importances_norm,7,232,KNN,0.63,0.43021266194084573
ArtificialDataset20a,1,kDN_importances_norm,8,232,SVM-rbf,0.73,0.5389473684210526
ArtificialDataset20a,1,kDN_importances_norm,8,232,KNN,0.69,0.544020464719676
ArtificialDataset20a,1,kDN_importances_norm,9,232,SVM-rbf,0.7,0.45652173913043487
ArtificialDataset20a,1,kDN_importances_norm,9,232,KNN,0.64,0.40923076923076923
ArtificialDataset20a,1,kDN_importances_norm,10,232,SVM-rbf,0.72,0.4744525547445256
ArtificialDataset20a,1,kDN_importances_norm,10,232,KNN,0.63,0.28824427480916026
ArtificialDataset20a,1,kDN_importances_norm,11,232,SVM-rbf,0.73,0.48389630793401417
ArtificialDataset20a,1,kDN_importances_norm,11,232,KNN,0.68,0.4397528321318229
ArtificialDataset20a,1,kDN_importances_norm,12,232,SVM-rbf,0.7,0.4224422442244224
ArtificialDataset20a,1,kDN_importances_norm,12,232,KNN,0.65,0.3453237410071943
ArtificialDataset20a,1,kDN_importances_norm,13,232,SVM-rbf,0.72,0.5039370078740159
ArtificialDataset20a,1,kDN_importances_norm,13,232,KNN,0.67,0.39836734693877557
ArtificialDataset20a,1,kDN_importances_norm,14,232,SVM-rbf,0.72,0.5039370078740159
ArtificialDataset20a,1,kDN_importances_norm,14,232,KNN,0.65,0.2464392182842001
ArtificialDataset20a,1,kDN_importances_norm,15,232,SVM-rbf,0.72,0.5039370078740159
ArtificialDataset20a,1,kDN_importances_norm,15,232,KNN,0.73,0.44928751047778703
ArtificialDataset20a,1,kDN_importances_norm,16,232,SVM-rbf,0.74,0.4589426321709786
ArtificialDataset20a,1,kDN_importances_norm,16,232,KNN,0.69,0.3743784732377889
ArtificialDataset20a,1,kDN_importances_norm,17,232,SVM-rbf,0.74,0.4589426321709786
ArtificialDataset20a,1,kDN_importances_norm,17,232,KNN,0.66,0.18577648766328012
ArtificialDataset20a,1,kDN_importances_norm,18,232,SVM-rbf,0.73,0.408285800060042
ArtificialDataset20a,1,kDN_importances_norm,18,232,KNN,0.66,0.18577648766328012
ArtificialDataset20a,1,kDN_importances_norm,19,232,SVM-rbf,0.73,0.408285800060042
ArtificialDataset20a,1,kDN_importances_norm,19,232,KNN,0.67,0.1904064445258147
ArtificialDataset20a,1,kDN_importances_norm,20,232,SVM-rbf,0.73,0.408285800060042
ArtificialDataset20a,1,kDN_importances_norm,20,232,KNN,0.65,0.181360201511335
ArtificialDataset20a,1,kDN_importances_norm,21,232,SVM-rbf,0.73,0.48389630793401417
ArtificialDataset20a,1,kDN_importances_norm,21,232,KNN,0.69,0.27021494370522003
ArtificialDataset20a,1,kDN_importances_norm,22,232,SVM-rbf,0.75,0.600298443828608
ArtificialDataset20a,1,kDN_importances_norm,22,232,KNN,0.72,0.35051546391752575
ArtificialDataset20a,1,kDN_importances_norm,23,232,SVM-rbf,0.77,0.6526769954893117
ArtificialDataset20a,1,kDN_importances_norm,23,232,KNN,0.73,0.48389630793401417
ArtificialDataset20a,1,kDN_importances_norm,24,232,SVM-rbf,0.75,0.6172688303735456
ArtificialDataset20a,1,kDN_importances_norm,24,232,KNN,0.72,0.39928486293206195
ArtificialDataset20a,1,kDN_importances_norm,25,232,SVM-rbf,0.8,0.6852871754523997
ArtificialDataset20a,1,kDN_importances_norm,25,232,KNN,0.73,0.48389630793401417
ArtificialDataset20a,1,kDN_importances_norm,26,232,SVM-rbf,0.8,0.6852871754523997
ArtificialDataset20a,1,kDN_importances_norm,26,232,KNN,0.7,0.48579823702252695
ArtificialDataset20a,1,kDN_importances_norm,27,232,SVM-rbf,0.78,0.6320754716981133
ArtificialDataset20a,1,kDN_importances_norm,27,232,KNN,0.71,0.4947239263803681
ArtificialDataset20a,1,kDN_importances_norm,28,232,SVM-rbf,0.81,0.7091287091287091
ArtificialDataset20a,1,kDN_importances_norm,28,232,KNN,0.71,0.46533367956374966
ArtificialDataset20a,1,kDN_importances_norm,29,232,SVM-rbf,0.82,0.7314410480349344
ArtificialDataset20a,1,kDN_importances_norm,29,232,KNN,0.71,0.43105830339872897
ArtificialDataset20a,1,kDN_importances_norm,30,232,SVM-rbf,0.8,0.7090909090909091
ArtificialDataset20a,1,kDN_importances_norm,30,232,KNN,0.73,0.561122244488978
