dataset,fold,measure,k,n_available_features,model,acc_test,gps_test
ArtificialDataset18,1,kDN_importances_norm,1,148,SVM-rbf,0.65,0.0
ArtificialDataset18,1,kDN_importances_norm,1,148,KNN,0.69,0.6023424428332403
ArtificialDataset18,1,kDN_importances_norm,2,148,SVM-rbf,0.6,0.38208032955715754
ArtificialDataset18,1,kDN_importances_norm,2,148,KNN,0.6,0.4094488188976378
ArtificialDataset18,1,kDN_importances_norm,3,148,SVM-rbf,0.63,0.09616130283055448
ArtificialDataset18,1,kDN_importances_norm,3,148,KNN,0.58,0.42
ArtificialDataset18,1,kDN_importances_norm,4,148,SVM-rbf,0.64,0.0
ArtificialDataset18,1,kDN_importances_norm,4,148,KNN,0.62,0.4878260869565217
ArtificialDataset18,1,kDN_importances_norm,5,148,SVM-rbf,0.65,0.0
ArtificialDataset18,1,kDN_importances_norm,5,148,KNN,0.62,0.4878260869565217
ArtificialDataset18,1,kDN_importances_norm,6,148,SVM-rbf,0.64,0.09859154929577464
ArtificialDataset18,1,kDN_importances_norm,6,148,KNN,0.63,0.512241054613936
ArtificialDataset18,1,kDN_importances_norm,7,148,SVM-rbf,0.65,0.10114579217700513
ArtificialDataset18,1,kDN_importances_norm,7,148,KNN,0.59,0.4661222688148312
ArtificialDataset18,1,kDN_importances_norm,8,148,SVM-rbf,0.64,0.0
ArtificialDataset18,1,kDN_importances_norm,8,148,KNN,0.58,0.3032036613272311
ArtificialDataset18,1,kDN_importances_norm,9,148,SVM-rbf,0.6,0.1620111731843575
ArtificialDataset18,1,kDN_importances_norm,9,148,KNN,0.55,0.3221035332785538
ArtificialDataset18,1,kDN_importances_norm,10,148,SVM-rbf,0.62,0.16925246826516216
ArtificialDataset18,1,kDN_importances_norm,10,148,KNN,0.59,0.30865961703343814
ArtificialDataset18,1,kDN_importances_norm,11,148,SVM-rbf,0.62,0.23107049608355093
ArtificialDataset18,1,kDN_importances_norm,11,148,KNN,0.56,0.3576642335766424
ArtificialDataset18,1,kDN_importances_norm,12,148,SVM-rbf,0.62,0.32608695652173914
ArtificialDataset18,1,kDN_importances_norm,12,148,KNN,0.63,0.45473684210526316
ArtificialDataset18,1,kDN_importances_norm,13,148,SVM-rbf,0.64,0.33869115958668194
ArtificialDataset18,1,kDN_importances_norm,13,148,KNN,0.62,0.4688908926961226
ArtificialDataset18,1,kDN_importances_norm,14,148,SVM-rbf,0.64,0.29411764705882354
ArtificialDataset18,1,kDN_importances_norm,14,148,KNN,0.59,0.4661222688148312
ArtificialDataset18,1,kDN_importances_norm,15,148,SVM-rbf,0.63,0.23598820058997044
ArtificialDataset18,1,kDN_importances_norm,15,148,KNN,0.65,0.5108578800258009
