fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,19.0,"['Char_freq5', 'Word_freq_conference', 'Char_freq4', 'Word_freq_remove', 'Word_freq_business', 'Word_freq_000', 'Word_freq_address', 'Word_freq_credit', 'Word_freq_meeting', 'Word_freq_font', 'Word_freq_direct', 'Word_freq_your', 'Word_freq_money', 'Word_freq_order', 'Word_freq_technology', 'Capital_run_length_average', 'Word_freq_you', 'Word_freq_original', 'Word_freq_mail']",0.9110688060919228,0.9044765608527341,0.8978260869565218,0.89087587137396,0.15414740277400052,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_email', 'Word_freq_edu', 'Capital_run_length_total', 'Word_freq_meeting', 'Word_freq_report', 'Word_freq_3d', 'Word_freq_order', 'Capital_run_length_longest', 'Word_freq_857', 'Word_freq_technology', 'Word_freq_free', 'Word_freq_re', 'Word_freq_money', 'Word_freq_remove', 'Word_freq_direct', 'Word_freq_conference', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_you', 'Char_freq1', 'Word_freq_1999', 'Char_freq2', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_receive', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_project', 'Word_freq_credit', 'Word_freq_address', 'Char_freq5', 'Word_freq_business']",SVM-rbf
2,kDN_importances_norm,19.0,"['Word_freq_money', 'Word_freq_remove', 'Word_freq_000', 'Char_freq2', 'Word_freq_business', 'Char_freq4', 'Word_freq_receive', 'Char_freq5', 'Word_freq_your', 'Word_freq_mail', 'Word_freq_hp', 'Word_freq_free', 'Capital_run_length_average', 'Word_freq_addresses', 'Word_freq_over', 'Word_freq_pm', 'Word_freq_650', 'Word_freq_order', 'Word_freq_internet']",0.9194995920587435,0.9142679154199465,0.9108695652173913,0.9040552691691194,0.13288006527060103,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_edu', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Word_freq_order', 'Capital_run_length_longest', 'Word_freq_free', 'Word_freq_technology', 'Word_freq_credit', 'Word_freq_re', 'Word_freq_remove', 'Word_freq_address', 'Word_freq_conference', 'Char_freq5', 'Word_freq_direct', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Word_freq_make', 'Char_freq6', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_1999', 'Word_freq_you', 'Char_freq2', 'Char_freq1', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_project', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_money', 'Word_freq_000', 'Word_freq_receive', 'Word_freq_business']",SVM-rbf
3,kDN_importances_norm,19.0,"['Word_freq_telnet', 'Word_freq_remove', 'Word_freq_free', 'Word_freq_internet', 'Char_freq5', 'Word_freq_you', 'Word_freq_re', 'Word_freq_money', 'Char_freq4', 'Word_freq_over', 'Word_freq_order', 'Word_freq_our', 'Word_freq_hpl', 'Word_freq_addresses', 'Capital_run_length_average', 'Word_freq_credit', 'Word_freq_technology', 'Word_freq_lab', 'Capital_run_length_longest']",0.9197933659597607,0.91445730185189,0.8955386289445049,0.8876092498179169,0.14002175095160413,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_edu', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Word_freq_order', 'Capital_run_length_longest', 'Word_freq_technology', 'Word_freq_re', 'Word_freq_credit', 'Word_freq_money', 'Word_freq_direct', 'Word_freq_address', 'Char_freq5', 'Word_freq_conference', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_business', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_you', 'Word_freq_1999', 'Char_freq2', 'Char_freq1', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_project', 'Word_freq_receive', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table']","['Word_freq_internet', 'Word_freq_free', 'Word_freq_remove', 'Word_freq_lab']",SVM-rbf
4,kDN_importances_norm,19.0,"['Word_freq_free', 'Word_freq_telnet', 'Char_freq4', 'Word_freq_remove', 'Capital_run_length_longest', 'Capital_run_length_average', 'Word_freq_hpl', 'Word_freq_1999', 'Word_freq_hp', 'Word_freq_our', 'Word_freq_order', 'Word_freq_people', 'Word_freq_internet', 'Capital_run_length_total', 'Word_freq_george', 'Word_freq_credit', 'Word_freq_data', 'Word_freq_over', 'Word_freq_lab']",0.911636759108211,0.9057592596516277,0.9096844396082698,0.9046186836751525,0.12697117998912452,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Word_freq_edu', 'Capital_run_length_total', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Capital_run_length_longest', 'Word_freq_order', 'Word_freq_technology', 'Word_freq_credit', 'Word_freq_money', 'Word_freq_re', 'Word_freq_remove', 'Word_freq_direct', 'Word_freq_address', 'Char_freq5', 'Word_freq_conference', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_business', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_you', 'Word_freq_1999', 'Char_freq2', 'Char_freq1', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_project', 'Word_freq_receive', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_george', 'Word_freq_857', 'Word_freq_free']",SVM-rbf
5,kDN_importances_norm,19.0,"['Word_freq_remove', 'Word_freq_free', 'Char_freq4', 'Capital_run_length_average', 'Word_freq_hp', 'Char_freq5', 'Word_freq_000', 'Word_freq_email', 'Capital_run_length_longest', 'Word_freq_george', 'Word_freq_project', 'Word_freq_edu', 'Word_freq_parts', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_re', 'Word_freq_over', 'Word_freq_lab', 'Word_freq_font']",0.9203371397498641,0.915611209409158,0.9064200217627857,0.9007572252253251,0.10679717237629145,"['Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Capital_run_length_longest', 'Word_freq_order', 'Word_freq_857', 'Word_freq_technology', 'Word_freq_credit', 'Word_freq_re', 'Word_freq_money', 'Word_freq_address', 'Word_freq_conference', 'Char_freq5', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_business', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Char_freq1', 'Word_freq_you', 'Char_freq2', 'Word_freq_1999', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_project', 'Word_freq_receive', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_font', 'Word_freq_edu', 'Word_freq_free', 'Word_freq_remove', 'Word_freq_direct']",SVM-rbf
1,kDN_importances_norm,19.0,"['Char_freq5', 'Word_freq_conference', 'Char_freq4', 'Word_freq_remove', 'Word_freq_business', 'Word_freq_000', 'Word_freq_address', 'Word_freq_credit', 'Word_freq_meeting', 'Word_freq_font', 'Word_freq_direct', 'Word_freq_your', 'Word_freq_money', 'Word_freq_order', 'Word_freq_technology', 'Capital_run_length_average', 'Word_freq_you', 'Word_freq_original', 'Word_freq_mail']",0.9186837095458255,0.9129296633554796,0.8902173913043478,0.8823100070427045,0.15414740277400052,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_email', 'Word_freq_edu', 'Capital_run_length_total', 'Word_freq_meeting', 'Word_freq_report', 'Word_freq_3d', 'Word_freq_order', 'Capital_run_length_longest', 'Word_freq_857', 'Word_freq_technology', 'Word_freq_free', 'Word_freq_re', 'Word_freq_money', 'Word_freq_remove', 'Word_freq_direct', 'Word_freq_conference', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_you', 'Char_freq1', 'Word_freq_1999', 'Char_freq2', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_receive', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_project', 'Word_freq_credit', 'Word_freq_address', 'Char_freq5', 'Word_freq_business']",KNN
2,kDN_importances_norm,19.0,"['Word_freq_money', 'Word_freq_remove', 'Word_freq_000', 'Char_freq2', 'Word_freq_business', 'Char_freq4', 'Word_freq_receive', 'Char_freq5', 'Word_freq_your', 'Word_freq_mail', 'Word_freq_hp', 'Word_freq_free', 'Capital_run_length_average', 'Word_freq_addresses', 'Word_freq_over', 'Word_freq_pm', 'Word_freq_650', 'Word_freq_order', 'Word_freq_internet']",0.9273864563502856,0.9229464618946909,0.9010869565217391,0.8936458772428202,0.13288006527060103,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_edu', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Word_freq_order', 'Capital_run_length_longest', 'Word_freq_free', 'Word_freq_technology', 'Word_freq_credit', 'Word_freq_re', 'Word_freq_remove', 'Word_freq_address', 'Word_freq_conference', 'Char_freq5', 'Word_freq_direct', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Word_freq_make', 'Char_freq6', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_1999', 'Word_freq_you', 'Char_freq2', 'Char_freq1', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_project', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_money', 'Word_freq_000', 'Word_freq_receive', 'Word_freq_business']",KNN
3,kDN_importances_norm,19.0,"['Word_freq_telnet', 'Word_freq_remove', 'Word_freq_free', 'Word_freq_internet', 'Char_freq5', 'Word_freq_you', 'Word_freq_re', 'Word_freq_money', 'Char_freq4', 'Word_freq_over', 'Word_freq_order', 'Word_freq_our', 'Word_freq_hpl', 'Word_freq_addresses', 'Capital_run_length_average', 'Word_freq_credit', 'Word_freq_technology', 'Word_freq_lab', 'Capital_run_length_longest']",0.9260467645459489,0.9214066768762065,0.9042437431991295,0.8986675239446611,0.14002175095160413,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_edu', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Word_freq_order', 'Capital_run_length_longest', 'Word_freq_technology', 'Word_freq_re', 'Word_freq_credit', 'Word_freq_money', 'Word_freq_direct', 'Word_freq_address', 'Char_freq5', 'Word_freq_conference', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_business', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_you', 'Word_freq_1999', 'Char_freq2', 'Char_freq1', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_project', 'Word_freq_receive', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table']","['Word_freq_internet', 'Word_freq_free', 'Word_freq_remove', 'Word_freq_lab']",KNN
4,kDN_importances_norm,19.0,"['Word_freq_free', 'Word_freq_telnet', 'Char_freq4', 'Word_freq_remove', 'Capital_run_length_longest', 'Capital_run_length_average', 'Word_freq_hpl', 'Word_freq_1999', 'Word_freq_hp', 'Word_freq_our', 'Word_freq_order', 'Word_freq_people', 'Word_freq_internet', 'Capital_run_length_total', 'Word_freq_george', 'Word_freq_credit', 'Word_freq_data', 'Word_freq_over', 'Word_freq_lab']",0.924415443175639,0.9206122832250025,0.9009793253536452,0.8954852884876798,0.12697117998912452,"['Word_freq_font', 'Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Word_freq_edu', 'Capital_run_length_total', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Capital_run_length_longest', 'Word_freq_order', 'Word_freq_technology', 'Word_freq_credit', 'Word_freq_money', 'Word_freq_re', 'Word_freq_remove', 'Word_freq_direct', 'Word_freq_address', 'Char_freq5', 'Word_freq_conference', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_business', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Word_freq_you', 'Word_freq_1999', 'Char_freq2', 'Char_freq1', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_project', 'Word_freq_receive', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_george', 'Word_freq_857', 'Word_freq_free']",KNN
5,kDN_importances_norm,19.0,"['Word_freq_remove', 'Word_freq_free', 'Char_freq4', 'Capital_run_length_average', 'Word_freq_hp', 'Char_freq5', 'Word_freq_000', 'Word_freq_email', 'Capital_run_length_longest', 'Word_freq_george', 'Word_freq_project', 'Word_freq_edu', 'Word_freq_parts', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_re', 'Word_freq_over', 'Word_freq_lab', 'Word_freq_font']",0.9361065796628603,0.9328383550968866,0.9042437431991295,0.8987819732034106,0.10679717237629145,"['Word_freq_hpl', 'Word_freq_650', 'Word_freq_meeting', 'Capital_run_length_total', 'Word_freq_email', 'Word_freq_report', 'Word_freq_3d', 'Capital_run_length_longest', 'Word_freq_order', 'Word_freq_857', 'Word_freq_technology', 'Word_freq_credit', 'Word_freq_re', 'Word_freq_money', 'Word_freq_address', 'Word_freq_conference', 'Char_freq5', 'Word_freq_mail', 'Word_freq_will', 'Word_freq_pm', 'Char_freq3', 'Word_freq_cs', 'Word_freq_business', 'Word_freq_make', 'Char_freq6', 'Word_freq_parts', 'Capital_run_length_average', 'Word_freq_over', 'Char_freq1', 'Word_freq_you', 'Char_freq2', 'Word_freq_1999', 'Word_freq_000', 'Word_freq_your', 'Char_freq4', 'Word_freq_george', 'Word_freq_addresses', 'Word_freq_internet', 'Word_freq_project', 'Word_freq_receive', 'Word_freq_data', 'Word_freq_our', 'Word_freq_labs', 'Word_freq_telnet', 'Word_freq_hp', 'Word_freq_all', 'Word_freq_people', 'Word_freq_85', 'Word_freq_original', 'Word_freq_table', 'Word_freq_lab']","['Word_freq_font', 'Word_freq_edu', 'Word_freq_free', 'Word_freq_remove', 'Word_freq_direct']",KNN
