model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
DecisionTree,kDN_importances_norm,1.0,0.0,1.0,1.0,0.0,1.0,0.9539018447615731,0.012822277714659935,0.9704142011834319,0.9395826598290193,0.016631414823622213,0.9603097773475314,0.05862865233845804,0.00483596902936766
KNN,kDN_importances_norm,0.976063034794997,0.0026522594614116777,0.9793205317577548,0.9683373819796705,0.0035611226870277115,0.9724263722944751,0.9491820396797772,0.01700554611946551,0.9704142011834319,0.9315920191241036,0.024927589346877124,0.9615312441358603,0.05862865233845804,0.00483596902936766
LogReg,kDN_importances_norm,0.8812058070324177,0.0066517515038773236,0.8906942392909897,0.8288107371382584,0.0133869549772939,0.8471587600616542,0.8747093630351548,0.02340951706318525,0.9053254437869822,0.8183405266695157,0.035592094704746904,0.863514719000892,0.05862865233845804,0.00483596902936766
NaiveBayes,kDN_importances_norm,0.7748245391695,0.01113505197587535,0.7828655834564254,0.583041353126012,0.018573981642157886,0.6063750478531563,0.7659798120431605,0.0354451184899461,0.8165680473372781,0.5638640826617352,0.09050087916996677,0.6788770454886653,0.05862865233845804,0.00483596902936766
RandomForest,kDN_importances_norm,1.0,0.0,1.0,1.0,0.0,1.0,0.9669126348764359,0.010702562957271268,0.9763313609467456,0.9557257223638598,0.01538412768800553,0.9695065607096656,0.05862865233845804,0.00483596902936766
SVM-linear,kDN_importances_norm,0.8856388697088617,0.013755632206348229,0.9084194977843427,0.843154898368167,0.022583955149242555,0.879765395894428,0.8841628959276019,0.02975057002131959,0.9112426035502958,0.8425094103304869,0.041720580507015215,0.8803232825613927,0.05862865233845804,0.00483596902936766
SVM-rbf,kDN_importances_norm,0.9742900719323853,0.004629408618451893,0.982274741506647,0.9662589432698592,0.0062395588437638965,0.9770137456648732,0.9657292029237731,0.020218713443392357,0.9881656804733728,0.9539510331049851,0.02901496516944842,0.9843442392425238,0.05862865233845804,0.00483596902936766
XGBoost,kDN_importances_norm,1.0,0.0,1.0,1.0,0.0,1.0,0.9728297946397493,0.013559113608104169,0.9881656804733728,0.9638161350235354,0.018721824405798854,0.9845812944326471,0.05862865233845804,0.00483596902936766
