model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_Hostility_mean,complexity_Hostility_std,complexity_N1_mean,complexity_N1_std,complexity_kDN_mean,complexity_kDN_std
KNN,Hostility_importances_norm,0.8508333333333333,0.011531960419248352,0.8704166666666666,0.8427571945100981,0.01249198403055288,0.8639823332525897,0.7873333333333333,0.029097537123726945,0.8183333333333334,0.7733258084288053,0.03078922898613461,0.8051863904571581,0.19633333333333333,0.023752558341740327,0.28363054260554266,0.03319189603883955,0.30155000000000004,0.029752485890538066
KNN,N1_importances_norm,0.8644166666666667,0.003301935459359823,0.86875,0.8579227462906263,0.0033743520816080915,0.8626071618115373,0.8106666666666668,0.018165902124584986,0.8383333333333334,0.800526663916342,0.019651745266479927,0.8311911179077677,0.18666666666666668,0.011475366128267018,0.2535441368816369,0.009851483244113255,0.27426666666666666,0.009441229027809651
KNN,kDN_importances_norm,0.87375,0.004197800349918716,0.8804166666666666,0.8677842865365454,0.004569363660717749,0.8751385419834457,0.8293333333333333,0.007321960878829575,0.84,0.8202026434476828,0.006793234428905334,0.8302172814552805,0.16441666666666666,0.007543853274171109,0.23675705544455544,0.0032940921950645346,0.2559166666666667,0.0032776600732162
SVM-rbf,Hostility_importances_norm,0.87475,0.012725739445880712,0.8929166666666667,0.8685785349072302,0.013796075205343305,0.8882172123869108,0.8416666666666666,0.010341394704992348,0.8583333333333333,0.8330213262363845,0.012656913433045163,0.8528823630234816,0.19633333333333333,0.023752558341740327,0.28363054260554266,0.03319189603883955,0.30155000000000004,0.029752485890538066
SVM-rbf,N1_importances_norm,0.8852499999999999,0.0013372338779901003,0.8870833333333333,0.8800551232533429,0.0015603154668599266,0.8822272832026821,0.8546666666666667,0.013914420976494543,0.8666666666666667,0.8470149851266713,0.014534826696098882,0.858780077127804,0.18666666666666668,0.011475366128267018,0.2535441368816369,0.009851483244113255,0.27426666666666666,0.009441229027809651
SVM-rbf,kDN_importances_norm,0.889,0.0035428919449135357,0.8933333333333333,0.8840639713801007,0.0037495901081299314,0.8888001951442471,0.8693333333333333,0.011995369476964375,0.885,0.8626981250730058,0.013388305808208826,0.8803737768505185,0.16441666666666666,0.007543853274171109,0.23675705544455544,0.0032940921950645346,0.2559166666666667,0.0032776600732162
