feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,-0.015833333333333366,-0.0012179487179487204,13.0,1.0,0.0,1,SVM-rbf
f1,0.5043333333333333,0.00026840518006031577,1879.0,0.0,12.0,1,SVM-rbf
f10,0.50925,0.00024483173076923076,2080.0,0.0,20.0,1,SVM-rbf
f100,,,,,,1,SVM-rbf
f101,,,,,,1,SVM-rbf
f102,,,,,,1,SVM-rbf
f103,,,,,,1,SVM-rbf
f104,0.383083333333334,0.0001912547844899321,2003.0,0.0,14.0,1,SVM-rbf
f105,,,,,,1,SVM-rbf
f106,0.15150000000000002,0.000188667496886675,803.0,0.0,5.0,1,SVM-rbf
f107,0.16916666666666652,9.080336375022358e-05,1863.0,0.0,10.0,1,SVM-rbf
f108,,,,,,1,SVM-rbf
f109,,,,,,1,SVM-rbf
f11,0.9132500000000001,0.0006187330623306234,1476.0,0.0,49.0,1,SVM-rbf
f110,,,,,,1,SVM-rbf
f111,,,,,,1,SVM-rbf
f112,1.0389166666666676,0.0005366305096418738,1936.0,0.0,44.0,1,SVM-rbf
f113,,,,,,1,SVM-rbf
f114,,,,,,1,SVM-rbf
f115,0.014166666666666772,0.00019144144144144287,74.0,0.0,0.0,1,SVM-rbf
f116,,,,,,1,SVM-rbf
f117,0.4740833333333335,0.0002381131759584799,1991.0,0.0,13.0,1,SVM-rbf
f118,,,,,,1,SVM-rbf
f119,0.44283333333333375,0.00023680926916221055,1870.0,0.0,18.0,1,SVM-rbf
f12,0.013916666666666577,0.0001078811369509037,129.0,0.0,0.0,1,SVM-rbf
f120,,,,,,1,SVM-rbf
f121,,,,,,1,SVM-rbf
f122,,,,,,1,SVM-rbf
f123,0.37858333333333294,0.00018919706813260017,2001.0,0.0,13.0,1,SVM-rbf
f124,,,,,,1,SVM-rbf
f125,,,,,,1,SVM-rbf
f126,1.4548333333333328,0.0006491893499925626,2241.0,0.0,57.0,1,SVM-rbf
f127,-0.010166666666666824,-4.2897327707454956e-05,237.0,0.0,0.0,1,SVM-rbf
f128,0.0035000000000000586,4.929577464788815e-05,71.0,0.0,0.0,1,SVM-rbf
f129,,,,,,1,SVM-rbf
f13,0.8491666666666666,0.0004462252583639867,1903.0,0.0,34.0,1,SVM-rbf
f130,-0.0030833333333333823,-3.6274509803922146e-05,85.0,0.0,0.0,1,SVM-rbf
f131,,,,,,1,SVM-rbf
f132,0.1242499999999998,6.771117166212523e-05,1835.0,0.0,5.0,1,SVM-rbf
f133,,,,,,1,SVM-rbf
f134,0.39658333333333273,0.0002643888888888885,1500.0,0.0,13.0,1,SVM-rbf
f135,,,,,,1,SVM-rbf
f136,0.018666666666666665,0.00011522633744855965,162.0,0.0,0.0,1,SVM-rbf
f137,1.1633333333333344,0.0006247762262799862,1862.0,0.0,56.0,1,SVM-rbf
f138,0.20708333333333334,9.758875274897895e-05,2122.0,0.0,6.0,1,SVM-rbf
f139,,,,,,1,SVM-rbf
f14,0.012416666666666465,9.854497354497194e-05,126.0,0.0,0.0,1,SVM-rbf
f140,,,,,,1,SVM-rbf
f141,,,,,,1,SVM-rbf
