feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.004083333333333217,2.083333333333274e-05,196.0,0.0,0.0,1,SVM-rbf
f1,0.8489166666666662,0.0005850562830232021,1451.0,0.0,36.0,1,SVM-rbf
f10,0.04008333333333336,0.00019363929146537856,207.0,0.0,2.0,1,SVM-rbf
f100,,,,,,1,SVM-rbf
f101,0.006416666666666515,4.6836982968368726e-05,137.0,0.0,0.0,1,SVM-rbf
f102,-0.0007499999999998619,-4.385964912279894e-06,171.0,0.0,0.0,1,SVM-rbf
f103,,,,,,1,SVM-rbf
f104,,,,,,1,SVM-rbf
f105,,,,,,1,SVM-rbf
f106,,,,,,1,SVM-rbf
f107,,,,,,1,SVM-rbf
f108,,,,,,1,SVM-rbf
f109,,,,,,1,SVM-rbf
f11,0.12066666666666703,0.00030318257956449,398.0,0.0,3.0,1,SVM-rbf
f110,,,,,,1,SVM-rbf
f111,,,,,,1,SVM-rbf
f112,-0.0014166666666668437,-1.1243386243387648e-05,126.0,0.0,0.0,1,SVM-rbf
f113,0.0001666666666665928,1.4880952380945785e-06,112.0,0.0,0.0,1,SVM-rbf
f114,,,,,,1,SVM-rbf
f12,0.43799999999999994,0.0004332344213649851,1011.0,0.0,14.0,1,SVM-rbf
f13,0.9658333333333328,0.0007060185185185181,1368.0,0.0,40.0,1,SVM-rbf
f14,0.4651666666666668,0.0003962237365133448,1174.0,0.0,15.0,1,SVM-rbf
f15,1.93025,0.0013846843615494978,1394.0,0.0,60.0,1,SVM-rbf
f16,0.47324999999999967,0.0003904702970297027,1212.0,0.0,20.0,1,SVM-rbf
f17,-0.027416666666666478,-0.00023234463276835998,118.0,0.0,0.0,1,SVM-rbf
f18,1.2889999999999997,0.0009464023494860497,1362.0,0.0,58.0,1,SVM-rbf
f19,0.2992500000000001,0.00041390041493775953,723.0,0.0,8.0,1,SVM-rbf
f2,0.030916666666666592,0.00020075757575757527,154.0,0.0,0.0,1,SVM-rbf
f20,1.51625,0.0011374718679669918,1333.0,0.0,70.0,1,SVM-rbf
f21,0.015083333333333365,0.00014229559748427703,106.0,0.0,0.0,1,SVM-rbf
f22,1.1550000000000002,0.0010312500000000003,1120.0,0.0,49.0,1,SVM-rbf
f23,0.012916666666666687,0.00016559829059829086,78.0,1.0,0.0,1,SVM-rbf
f24,0.9509999999999996,0.0006469387755102038,1470.0,0.0,44.0,1,SVM-rbf
f25,-0.009166666666666545,-0.00019503546099290523,47.0,1.0,0.0,1,SVM-rbf
f26,-0.011499999999999955,-0.00012637362637362586,91.0,0.0,0.0,1,SVM-rbf
f27,-0.013416666666666688,-0.001677083333333336,8.0,1.0,0.0,1,SVM-rbf
f28,-0.06508333333333344,-0.00040677083333333396,160.0,0.0,0.0,1,SVM-rbf
f29,-0.05133333333333323,-0.0002121212121212117,242.0,0.0,0.0,1,SVM-rbf
f3,0.2750833333333336,0.0002184935133704,1259.0,0.0,11.0,1,SVM-rbf
f30,-0.04383333333333328,-0.000319951338199513,137.0,0.0,0.0,1,SVM-rbf
f31,-0.029916666666666647,-0.0007872807017543854,38.0,1.0,0.0,1,SVM-rbf
f32,-0.020916666666666694,-0.0009094202898550736,23.0,1.0,0.0,1,SVM-rbf
f33,-0.03483333333333338,-0.00018528368794326267,188.0,0.0,0.0,1,SVM-rbf
f34,-0.0421666666666668,-0.0003170426065162917,133.0,0.0,0.0,1,SVM-rbf
f35,-0.024833333333333263,-0.0001419047619047615,175.0,0.0,0.0,1,SVM-rbf
f36,-0.04133333333333361,-0.0003532763532763556,117.0,0.0,0.0,1,SVM-rbf
f37,-0.016499999999999848,-0.0001422413793103435,116.0,0.0,0.0,1,SVM-rbf
f38,-0.014583333333333448,-0.00011574074074074165,126.0,0.0,0.0,1,SVM-rbf
f39,-0.026999999999999746,-0.00020149253731343095,134.0,0.0,0.0,1,SVM-rbf
f4,0.018499999999999683,9.024390243902285e-05,205.0,0.0,0.0,1,SVM-rbf
f40,-0.03899999999999976,-0.00035454545454545233,110.0,1.0,0.0,1,SVM-rbf
f41,-0.02699999999999997,-0.00032530120481927673,83.0,1.0,0.0,1,SVM-rbf
