feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
airborne,-0.035,-0.0175,2.0,1.0,0.0,1,LogReg
aquatic,0.6875,0.020833333333333332,33.0,1.0,4.0,1,LogReg
backbone,8.359999999999992,0.01514492753623187,552.0,0.0,68.0,1,LogReg
breathes,0.3000000000000001,0.011538461538461543,26.0,1.0,1.0,1,LogReg
catsize,0.03499999999999999,0.004999999999999998,7.0,1.0,0.0,1,LogReg
domestic,-0.017499999999999905,-0.002499999999999986,7.0,1.0,0.0,1,LogReg
eggs,60.49000000000009,0.10520000000000015,575.0,0.0,195.0,1,LogReg
feathers,9.144999999999998,0.01587673611111111,576.0,0.0,54.0,1,LogReg
fins,-0.04250000000000009,-0.005312500000000012,8.0,1.0,0.0,1,LogReg
hair,0.7375,0.018437500000000002,40.0,1.0,7.0,1,LogReg
legs,-0.02,-0.01,2.0,1.0,0.0,1,LogReg
milk,,,,,,1,LogReg
predator,-0.007500000000000007,-0.0005357142857142862,14.0,1.0,0.0,1,LogReg
tail,-0.020000000000000004,-0.0018181818181818186,11.0,1.0,0.0,1,LogReg
toothed,0.24250000000000005,0.0075781250000000015,32.0,1.0,4.0,1,LogReg
venomous,2.207499999999996,0.0037929553264604743,582.0,0.0,68.0,1,LogReg
airborne,0.12592592592592583,0.006627680311890833,19.0,1.0,2.0,2,LogReg
aquatic,0.02222222222222226,0.0013888888888888913,16.0,1.0,1.0,2,LogReg
backbone,7.219753086419748,0.012666233484946925,570.0,0.0,58.0,2,LogReg
breathes,7.358024691358011,0.013525780682643403,544.0,0.0,68.0,2,LogReg
catsize,-0.04197530864197531,-0.010493827160493827,4.0,1.0,0.0,2,LogReg
domestic,0.08888888888888863,0.0007797270955165669,114.0,1.0,4.0,2,LogReg
eggs,63.14074074074069,0.10848924525900462,582.0,0.0,195.0,2,LogReg
feathers,0.09382716049382711,0.005864197530864194,16.0,1.0,0.0,2,LogReg
fins,1.360493827160492,0.002433799333024136,559.0,0.0,31.0,2,LogReg
hair,-0.03209876543209876,-0.010699588477366254,3.0,1.0,0.0,2,LogReg
legs,-0.019753086419753083,-0.004938271604938271,4.0,1.0,0.0,2,LogReg
milk,,,,,,2,LogReg
predator,-0.01728395061728394,-0.00864197530864197,2.0,1.0,0.0,2,LogReg
tail,-0.019753086419753096,-0.003950617283950619,5.0,1.0,0.0,2,LogReg
toothed,-0.01728395061728394,-0.004320987654320985,4.0,1.0,0.0,2,LogReg
venomous,-0.007407407407407425,-0.000673400673400675,11.0,1.0,0.0,2,LogReg
