fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,60,"['f16', 'f7', 'f0', 'f45', 'f102', 'f41', 'f8', 'f54', 'f20', 'f5', 'f21', 'f91', 'f58', 'f1', 'f52', 'f116', 'f39', 'f99', 'f96', 'f53', 'f26', 'f19', 'f17', 'f66', 'f55', 'f48', 'f32', 'f36', 'f49', 'f72', 'f4', 'f14', 'f33', 'f11', 'f81', 'f56', 'f18', 'f10', 'f104', 'f43', 'f86', 'f114', 'f100', 'f59', 'f37', 'f97', 'f67', 'f68', 'f30', 'f3', 'f28', 'f44', 'f6', 'f74', 'f108', 'f27', 'f117', 'f24', 'f40', 'f2']",0.9525,0.941860558504871,0.84,0.7795275590551181,0.2635,"['f51', 'f14', 'f97', 'f21', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f31', 'f74', 'f71', 'f108', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f113', 'f22', 'f1', 'f57', 'f20', 'f42', 'f13', 'f61', 'f63', 'f33', 'f81', 'f5', 'f79', 'f118', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f85', 'f43', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f88', 'f64', 'f29', 'f19', 'f50', 'f89', 'f77', 'f26']","['f7', 'f100', 'f16', 'f116']",SVM-rbf
2,kDN_importances_norm,60,"['f8', 'f46', 'f47', 'f96', 'f19', 'f91', 'f53', 'f57', 'f18', 'f3', 'f15', 'f26', 'f12', 'f48', 'f6', 'f54', 'f24', 'f42', 'f20', 'f32', 'f97', 'f30', 'f39', 'f85', 'f7', 'f102', 'f51', 'f16', 'f4', 'f66', 'f95', 'f17', 'f1', 'f25', 'f56', 'f74', 'f79', 'f35', 'f116', 'f104', 'f76', 'f59', 'f105', 'f90', 'f31', 'f99', 'f113', 'f38', 'f11', 'f21', 'f33', 'f43', 'f100', 'f118', 'f50', 'f108', 'f88', 'f27', 'f49', 'f68']",0.9475,0.936008040201005,0.82,0.7496607869742197,0.2685,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f35', 'f24', 'f76', 'f65', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f22', 'f1', 'f57', 'f20', 'f42', 'f13', 'f61', 'f33', 'f63', 'f81', 'f5', 'f79', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f43', 'f85', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f29', 'f64', 'f16', 'f88', 'f50', 'f77', 'f89', 'f26']","['f19', 'f104', 'f8', 'f46', 'f116']",SVM-rbf
3,kDN_importances_norm,60,"['f42', 'f105', 'f80', 'f2', 'f60', 'f96', 'f32', 'f57', 'f56', 'f39', 'f91', 'f16', 'f95', 'f59', 'f89', 'f1', 'f102', 'f116', 'f76', 'f33', 'f20', 'f44', 'f47', 'f58', 'f53', 'f81', 'f4', 'f8', 'f51', 'f7', 'f41', 'f48', 'f3', 'f45', 'f88', 'f6', 'f21', 'f22', 'f38', 'f13', 'f14', 'f28', 'f97', 'f55', 'f113', 'f50', 'f101', 'f34', 'f35', 'f117', 'f100', 'f46', 'f19', 'f85', 'f9', 'f40', 'f17', 'f90', 'f29', 'f64']",0.965,0.9580434782608696,0.82,0.7410526315789474,0.2735,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f108', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f22', 'f1', 'f57', 'f104', 'f20', 'f42', 'f13', 'f61', 'f63', 'f33', 'f81', 'f5', 'f79', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f85', 'f43', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f64', 'f29', 'f88', 'f16', 'f19', 'f50', 'f77', 'f89', 'f26']","['f100', 'f116']",SVM-rbf
4,kDN_importances_norm,60,"['f89', 'f8', 'f4', 'f57', 'f2', 'f55', 'f45', 'f52', 'f6', 'f56', 'f28', 'f19', 'f40', 'f96', 'f20', 'f49', 'f68', 'f1', 'f23', 'f76', 'f116', 'f50', 'f13', 'f43', 'f11', 'f95', 'f15', 'f47', 'f31', 'f54', 'f44', 'f12', 'f51', 'f104', 'f38', 'f46', 'f10', 'f91', 'f86', 'f27', 'f34', 'f70', 'f69', 'f37', 'f88', 'f36', 'f7', 'f101', 'f5', 'f41', 'f99', 'f102', 'f0', 'f74', 'f117', 'f14', 'f25', 'f113', 'f17', 'f78']",0.9375,0.9232255898322018,0.82,0.7314410480349345,0.2785,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f100', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f113', 'f22', 'f1', 'f57', 'f20', 'f42', 'f13', 'f61', 'f63', 'f33', 'f81', 'f5', 'f79', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f85', 'f43', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f29', 'f64', 'f16', 'f88', 'f19', 'f50', 'f77', 'f26']",['f89'],SVM-rbf
5,kDN_importances_norm,60,"['f3', 'f42', 'f20', 'f89', 'f53', 'f44', 'f95', 'f2', 'f56', 'f16', 'f51', 'f8', 'f4', 'f113', 'f19', 'f6', 'f31', 'f46', 'f0', 'f12', 'f23', 'f52', 'f59', 'f10', 'f90', 'f1', 'f34', 'f75', 'f21', 'f99', 'f117', 'f71', 'f80', 'f17', 'f35', 'f58', 'f28', 'f60', 'f74', 'f24', 'f37', 'f116', 'f104', 'f29', 'f72', 'f67', 'f81', 'f108', 'f7', 'f48', 'f55', 'f78', 'f77', 'f18', 'f26', 'f105', 'f41', 'f88', 'f45', 'f118']",0.945,0.9323770491803279,0.85,0.7973295183595613,0.28950000000000004,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f116', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f108', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f22', 'f1', 'f57', 'f42', 'f13', 'f61', 'f33', 'f63', 'f81', 'f5', 'f79', 'f118', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f43', 'f85', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f64', 'f88', 'f16', 'f29', 'f19', 'f50', 'f89', 'f77', 'f26']","['f20', 'f113']",SVM-rbf
1,kDN_importances_norm,60,"['f16', 'f7', 'f0', 'f45', 'f102', 'f41', 'f8', 'f54', 'f20', 'f5', 'f21', 'f91', 'f58', 'f1', 'f52', 'f116', 'f39', 'f99', 'f96', 'f53', 'f26', 'f19', 'f17', 'f66', 'f55', 'f48', 'f32', 'f36', 'f49', 'f72', 'f4', 'f14', 'f33', 'f11', 'f81', 'f56', 'f18', 'f10', 'f104', 'f43', 'f86', 'f114', 'f100', 'f59', 'f37', 'f97', 'f67', 'f68', 'f30', 'f3', 'f28', 'f44', 'f6', 'f74', 'f108', 'f27', 'f117', 'f24', 'f40', 'f2']",0.9,0.8748913987836664,0.84,0.7974683544303799,0.2635,"['f51', 'f14', 'f97', 'f21', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f31', 'f74', 'f71', 'f108', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f113', 'f22', 'f1', 'f57', 'f20', 'f42', 'f13', 'f61', 'f63', 'f33', 'f81', 'f5', 'f79', 'f118', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f85', 'f43', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f88', 'f64', 'f29', 'f19', 'f50', 'f89', 'f77', 'f26']","['f7', 'f100', 'f16', 'f116']",KNN
2,kDN_importances_norm,60,"['f8', 'f46', 'f47', 'f96', 'f19', 'f91', 'f53', 'f57', 'f18', 'f3', 'f15', 'f26', 'f12', 'f48', 'f6', 'f54', 'f24', 'f42', 'f20', 'f32', 'f97', 'f30', 'f39', 'f85', 'f7', 'f102', 'f51', 'f16', 'f4', 'f66', 'f95', 'f17', 'f1', 'f25', 'f56', 'f74', 'f79', 'f35', 'f116', 'f104', 'f76', 'f59', 'f105', 'f90', 'f31', 'f99', 'f113', 'f38', 'f11', 'f21', 'f33', 'f43', 'f100', 'f118', 'f50', 'f108', 'f88', 'f27', 'f49', 'f68']",0.8875,0.8537610194161426,0.82,0.764367816091954,0.2685,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f35', 'f24', 'f76', 'f65', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f22', 'f1', 'f57', 'f20', 'f42', 'f13', 'f61', 'f33', 'f63', 'f81', 'f5', 'f79', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f43', 'f85', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f29', 'f64', 'f16', 'f88', 'f50', 'f77', 'f89', 'f26']","['f19', 'f104', 'f8', 'f46', 'f116']",KNN
3,kDN_importances_norm,60,"['f42', 'f105', 'f80', 'f2', 'f60', 'f96', 'f32', 'f57', 'f56', 'f39', 'f91', 'f16', 'f95', 'f59', 'f89', 'f1', 'f102', 'f116', 'f76', 'f33', 'f20', 'f44', 'f47', 'f58', 'f53', 'f81', 'f4', 'f8', 'f51', 'f7', 'f41', 'f48', 'f3', 'f45', 'f88', 'f6', 'f21', 'f22', 'f38', 'f13', 'f14', 'f28', 'f97', 'f55', 'f113', 'f50', 'f101', 'f34', 'f35', 'f117', 'f100', 'f46', 'f19', 'f85', 'f9', 'f40', 'f17', 'f90', 'f29', 'f64']",0.8975,0.8680608467268441,0.8,0.7361477572559367,0.2735,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f108', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f22', 'f1', 'f57', 'f104', 'f20', 'f42', 'f13', 'f61', 'f63', 'f33', 'f81', 'f5', 'f79', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f85', 'f43', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f64', 'f29', 'f88', 'f16', 'f19', 'f50', 'f77', 'f89', 'f26']","['f100', 'f116']",KNN
4,kDN_importances_norm,60,"['f89', 'f8', 'f4', 'f57', 'f2', 'f55', 'f45', 'f52', 'f6', 'f56', 'f28', 'f19', 'f40', 'f96', 'f20', 'f49', 'f68', 'f1', 'f23', 'f76', 'f116', 'f50', 'f13', 'f43', 'f11', 'f95', 'f15', 'f47', 'f31', 'f54', 'f44', 'f12', 'f51', 'f104', 'f38', 'f46', 'f10', 'f91', 'f86', 'f27', 'f34', 'f70', 'f69', 'f37', 'f88', 'f36', 'f7', 'f101', 'f5', 'f41', 'f99', 'f102', 'f0', 'f74', 'f117', 'f14', 'f25', 'f113', 'f17', 'f78']",0.8925,0.8631513260530421,0.83,0.7608069164265129,0.2785,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f100', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f113', 'f22', 'f1', 'f57', 'f20', 'f42', 'f13', 'f61', 'f63', 'f33', 'f81', 'f5', 'f79', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f85', 'f43', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f29', 'f64', 'f16', 'f88', 'f19', 'f50', 'f77', 'f26']",['f89'],KNN
5,kDN_importances_norm,60,"['f3', 'f42', 'f20', 'f89', 'f53', 'f44', 'f95', 'f2', 'f56', 'f16', 'f51', 'f8', 'f4', 'f113', 'f19', 'f6', 'f31', 'f46', 'f0', 'f12', 'f23', 'f52', 'f59', 'f10', 'f90', 'f1', 'f34', 'f75', 'f21', 'f99', 'f117', 'f71', 'f80', 'f17', 'f35', 'f58', 'f28', 'f60', 'f74', 'f24', 'f37', 'f116', 'f104', 'f29', 'f72', 'f67', 'f81', 'f108', 'f7', 'f48', 'f55', 'f78', 'f77', 'f18', 'f26', 'f105', 'f41', 'f88', 'f45', 'f118']",0.885,0.8618642054901428,0.82,0.7706650093225607,0.28950000000000004,"['f51', 'f14', 'f97', 'f21', 'f7', 'f68', 'f38', 'f0', 'f52', 'f30', 'f116', 'f44', 'f41', 'f9', 'f55', 'f45', 'f32', 'f40', 'f11', 'f3', 'f48', 'f105', 'f39', 'f60', 'f74', 'f31', 'f71', 'f108', 'f35', 'f24', 'f76', 'f65', 'f46', 'f70', 'f101', 'f90', 'f6', 'f58', 'f37', 'f22', 'f1', 'f57', 'f42', 'f13', 'f61', 'f33', 'f63', 'f81', 'f5', 'f79', 'f118', 'f17', 'f27', 'f53', 'f49', 'f34', 'f28', 'f12', 'f96', 'f18', 'f4', 'f36', 'f69', 'f62', 'f75', 'f78', 'f2', 'f25', 'f43', 'f85', 'f59', 'f114', 'f54', 'f102', 'f73', 'f23', 'f66', 'f117', 'f8', 'f95', 'f67', 'f15', 'f10', 'f86', 'f91', 'f99', 'f56', 'f80', 'f72', 'f47', 'f64', 'f88', 'f16', 'f29', 'f19', 'f50', 'f89', 'f77', 'f26']","['f20', 'f113']",KNN
