fold,measure,n_features,top_features,acc_train,gps_train,acc_test,gps_test,complexity_kDN,removed_features,fixed_features,model
1,kDN_importances_norm,40,"['f0', 'f33', 'f45', 'f36', 'f37', 'f7', 'f53', 'f68', 'f75', 'f86', 'f60', 'f54', 'f56', 'f10', 'f9', 'f51', 'f76', 'f71', 'f32', 'f80', 'f1', 'f15', 'f26', 'f57', 'f62', 'f19', 'f8', 'f39', 'f5', 'f93', 'f18', 'f29', 'f12', 'f40', 'f24', 'f20', 'f85', 'f78', 'f84', 'f4']",0.84,0.7741081558048657,0.73,0.5134534682794372,0.435,"['f35', 'f18', 'f24', 'f14', 'f4', 'f51', 'f76', 'f21', 'f36', 'f93', 'f8', 'f46', 'f70', 'f87', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f57', 'f62', 'f75', 'f20', 'f78', 'f15', 'f2', 'f52', 'f30', 'f25', 'f44', 'f10', 'f86', 'f41', 'f43', 'f85', 'f42', 'f13', 'f56', 'f59', 'f55', 'f9', 'f98', 'f45', 'f80', 'f32', 'f47', 'f61', 'f40', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f50', 'f54', 'f39', 'f53', 'f49', 'f34', 'f73', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f33', 'f7', 'f0']",SVM-rbf
2,kDN_importances_norm,40,"['f85', 'f36', 'f34', 'f0', 'f70', 'f10', 'f32', 'f53', 'f84', 'f45', 'f41', 'f16', 'f61', 'f40', 'f12', 'f19', 'f48', 'f47', 'f33', 'f18', 'f46', 'f9', 'f86', 'f13', 'f60', 'f31', 'f30', 'f6', 'f37', 'f93', 'f35', 'f5', 'f51', 'f80', 'f87', 'f56', 'f17', 'f14', 'f98', 'f27']",0.82,0.7339461944031365,0.66,0.10383386581469649,0.42300000000000004,"['f35', 'f24', 'f18', 'f14', 'f4', 'f51', 'f76', 'f21', 'f8', 'f7', 'f36', 'f46', 'f70', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f20', 'f78', 'f15', 'f2', 'f52', 'f25', 'f30', 'f10', 'f44', 'f86', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f9', 'f55', 'f98', 'f45', 'f80', 'f32', 'f40', 'f61', 'f33', 'f29', 'f47', 'f16', 'f11', 'f3', 'f5', 'f48', 'f17', 'f19', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f85', 'f84']",SVM-rbf
3,kDN_importances_norm,40,"['f20', 'f4', 'f10', 'f33', 'f52', 'f36', 'f50', 'f53', 'f5', 'f14', 'f29', 'f59', 'f42', 'f25', 'f45', 'f37', 'f86', 'f0', 'f23', 'f19', 'f15', 'f93', 'f30', 'f43', 'f2', 'f75', 'f87', 'f61', 'f98', 'f80', 'f41', 'f3', 'f68', 'f62', 'f76', 'f84', 'f35', 'f60', 'f9', 'f13']",0.835,0.7664731556421882,0.63,0.28824427480916026,0.405,"['f35', 'f24', 'f18', 'f51', 'f14', 'f76', 'f21', 'f8', 'f7', 'f36', 'f46', 'f70', 'f6', 'f58', 'f68', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f78', 'f2', 'f52', 'f30', 'f25', 'f44', 'f41', 'f85', 'f43', 'f84', 'f42', 'f56', 'f13', 'f59', 'f55', 'f9', 'f98', 'f45', 'f80', 'f32', 'f47', 'f61', 'f40', 'f29', 'f33', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f4', 'f20', 'f15', 'f10', 'f86']",SVM-rbf
4,kDN_importances_norm,40,"['f29', 'f86', 'f37', 'f52', 'f36', 'f55', 'f53', 'f14', 'f7', 'f13', 'f48', 'f31', 'f50', 'f10', 'f80', 'f23', 'f71', 'f20', 'f49', 'f46', 'f56', 'f61', 'f16', 'f57', 'f62', 'f22', 'f3', 'f34', 'f93', 'f24', 'f75', 'f9', 'f30', 'f54', 'f58', 'f98', 'f45', 'f27', 'f39', 'f87']",0.85,0.7942220787604906,0.66,0.10383386581469649,0.3905000000000001,"['f35', 'f24', 'f51', 'f4', 'f18', 'f14', 'f76', 'f21', 'f36', 'f8', 'f7', 'f46', 'f70', 'f87', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f20', 'f15', 'f78', 'f2', 'f52', 'f30', 'f25', 'f44', 'f10', 'f41', 'f85', 'f43', 'f84', 'f42', 'f13', 'f56', 'f59', 'f9', 'f55', 'f98', 'f45', 'f80', 'f32', 'f47', 'f61', 'f33', 'f40', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f73', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f29', 'f86']",SVM-rbf
5,kDN_importances_norm,40,"['f36', 'f30', 'f32', 'f78', 'f53', 'f14', 'f80', 'f86', 'f68', 'f43', 'f37', 'f33', 'f35', 'f7', 'f20', 'f75', 'f58', 'f26', 'f48', 'f40', 'f19', 'f56', 'f98', 'f8', 'f34', 'f0', 'f31', 'f87', 'f84', 'f11', 'f62', 'f5', 'f93', 'f16', 'f47', 'f60', 'f57', 'f22', 'f9', 'f28']",0.855,0.8030188679245283,0.67,0.257804632426989,0.425,"['f35', 'f24', 'f51', 'f18', 'f14', 'f4', 'f76', 'f21', 'f8', 'f7', 'f93', 'f46', 'f70', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f20', 'f78', 'f15', 'f2', 'f52', 'f25', 'f10', 'f44', 'f41', 'f43', 'f85', 'f42', 'f13', 'f56', 'f59', 'f9', 'f55', 'f98', 'f45', 'f80', 'f32', 'f40', 'f61', 'f33', 'f29', 'f47', 'f16', 'f11', 'f3', 'f5', 'f48', 'f17', 'f19', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f30', 'f36']",SVM-rbf
1,kDN_importances_norm,40,"['f0', 'f33', 'f45', 'f36', 'f37', 'f7', 'f53', 'f68', 'f75', 'f86', 'f60', 'f54', 'f56', 'f10', 'f9', 'f51', 'f76', 'f71', 'f32', 'f80', 'f1', 'f15', 'f26', 'f57', 'f62', 'f19', 'f8', 'f39', 'f5', 'f93', 'f18', 'f29', 'f12', 'f40', 'f24', 'f20', 'f85', 'f78', 'f84', 'f4']",0.755,0.6931912423287444,0.58,0.44077134986225897,0.435,"['f35', 'f18', 'f24', 'f14', 'f4', 'f51', 'f76', 'f21', 'f36', 'f93', 'f8', 'f46', 'f70', 'f87', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f57', 'f62', 'f75', 'f20', 'f78', 'f15', 'f2', 'f52', 'f30', 'f25', 'f44', 'f10', 'f86', 'f41', 'f43', 'f85', 'f42', 'f13', 'f56', 'f59', 'f55', 'f9', 'f98', 'f45', 'f80', 'f32', 'f47', 'f61', 'f40', 'f29', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f50', 'f54', 'f39', 'f53', 'f49', 'f34', 'f73', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f33', 'f7', 'f0']",KNN
2,kDN_importances_norm,40,"['f85', 'f36', 'f34', 'f0', 'f70', 'f10', 'f32', 'f53', 'f84', 'f45', 'f41', 'f16', 'f61', 'f40', 'f12', 'f19', 'f48', 'f47', 'f33', 'f18', 'f46', 'f9', 'f86', 'f13', 'f60', 'f31', 'f30', 'f6', 'f37', 'f93', 'f35', 'f5', 'f51', 'f80', 'f87', 'f56', 'f17', 'f14', 'f98', 'f27']",0.765,0.687768659632669,0.65,0.5430809399477806,0.42300000000000004,"['f35', 'f24', 'f18', 'f14', 'f4', 'f51', 'f76', 'f21', 'f8', 'f7', 'f36', 'f46', 'f70', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f20', 'f78', 'f15', 'f2', 'f52', 'f25', 'f30', 'f10', 'f44', 'f86', 'f41', 'f43', 'f42', 'f13', 'f56', 'f59', 'f9', 'f55', 'f98', 'f45', 'f80', 'f32', 'f40', 'f61', 'f33', 'f29', 'f47', 'f16', 'f11', 'f3', 'f5', 'f48', 'f17', 'f19', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f85', 'f84']",KNN
3,kDN_importances_norm,40,"['f20', 'f4', 'f10', 'f33', 'f52', 'f36', 'f50', 'f53', 'f5', 'f14', 'f29', 'f59', 'f42', 'f25', 'f45', 'f37', 'f86', 'f0', 'f23', 'f19', 'f15', 'f93', 'f30', 'f43', 'f2', 'f75', 'f87', 'f61', 'f98', 'f80', 'f41', 'f3', 'f68', 'f62', 'f76', 'f84', 'f35', 'f60', 'f9', 'f13']",0.77,0.6927480916030535,0.61,0.3885890516576715,0.405,"['f35', 'f24', 'f18', 'f51', 'f14', 'f76', 'f21', 'f8', 'f7', 'f36', 'f46', 'f70', 'f6', 'f58', 'f68', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f78', 'f2', 'f52', 'f30', 'f25', 'f44', 'f41', 'f85', 'f43', 'f84', 'f42', 'f56', 'f13', 'f59', 'f55', 'f9', 'f98', 'f45', 'f80', 'f32', 'f47', 'f61', 'f40', 'f29', 'f33', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f4', 'f20', 'f15', 'f10', 'f86']",KNN
4,kDN_importances_norm,40,"['f29', 'f86', 'f37', 'f52', 'f36', 'f55', 'f53', 'f14', 'f7', 'f13', 'f48', 'f31', 'f50', 'f10', 'f80', 'f23', 'f71', 'f20', 'f49', 'f46', 'f56', 'f61', 'f16', 'f57', 'f62', 'f22', 'f3', 'f34', 'f93', 'f24', 'f75', 'f9', 'f30', 'f54', 'f58', 'f98', 'f45', 'f27', 'f39', 'f87']",0.7575,0.6561611623907627,0.56,0.0,0.3905000000000001,"['f35', 'f24', 'f51', 'f4', 'f18', 'f14', 'f76', 'f21', 'f36', 'f8', 'f7', 'f46', 'f70', 'f87', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f20', 'f15', 'f78', 'f2', 'f52', 'f30', 'f25', 'f44', 'f10', 'f41', 'f85', 'f43', 'f84', 'f42', 'f13', 'f56', 'f59', 'f9', 'f55', 'f98', 'f45', 'f80', 'f32', 'f47', 'f61', 'f33', 'f40', 'f16', 'f11', 'f3', 'f5', 'f48', 'f19', 'f17', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f73', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f29', 'f86']",KNN
5,kDN_importances_norm,40,"['f36', 'f30', 'f32', 'f78', 'f53', 'f14', 'f80', 'f86', 'f68', 'f43', 'f37', 'f33', 'f35', 'f7', 'f20', 'f75', 'f58', 'f26', 'f48', 'f40', 'f19', 'f56', 'f98', 'f8', 'f34', 'f0', 'f31', 'f87', 'f84', 'f11', 'f62', 'f5', 'f93', 'f16', 'f47', 'f60', 'f57', 'f22', 'f9', 'f28']",0.7775,0.7207498057890012,0.67,0.5852560495216658,0.425,"['f35', 'f24', 'f51', 'f18', 'f14', 'f4', 'f76', 'f21', 'f8', 'f7', 'f93', 'f46', 'f70', 'f6', 'f68', 'f58', 'f37', 'f38', 'f22', 'f1', 'f0', 'f57', 'f62', 'f75', 'f20', 'f78', 'f15', 'f2', 'f52', 'f25', 'f10', 'f44', 'f41', 'f43', 'f85', 'f42', 'f13', 'f56', 'f59', 'f9', 'f55', 'f98', 'f45', 'f80', 'f32', 'f40', 'f61', 'f33', 'f29', 'f47', 'f16', 'f11', 'f3', 'f5', 'f48', 'f17', 'f19', 'f27', 'f54', 'f50', 'f39', 'f53', 'f49', 'f34', 'f60', 'f31', 'f23', 'f28', 'f26', 'f12', 'f71']","['f30', 'f36']",KNN
