feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
V20,4.630769230769222,0.006711259754738004,690.0,0.0,166.0,4,SVM-rbf
V21,5.6474358974358845,0.008010547372249481,705.0,0.0,196.0,4,SVM-rbf
V22,,,,,,4,SVM-rbf
V3,0.3871794871794873,0.013351016799292665,29.0,1.0,5.0,4,SVM-rbf
V4,2.9756410256410213,0.00414434683236911,718.0,0.0,88.0,4,SVM-rbf
V5,,,,,,4,SVM-rbf
V6,,,,,,4,SVM-rbf
V7,,,,,,4,SVM-rbf
V8,,,,,,4,SVM-rbf
V9,0.017948717948717968,0.0029914529914529947,6.0,1.0,1.0,4,SVM-rbf
V1,11.63589743589744,0.01975534369422316,589.0,0.0,196.0,5,SVM-rbf
V10,,,,,,5,SVM-rbf
V11,,,,,,5,SVM-rbf
V12,,,,,,5,SVM-rbf
V13,,,,,,5,SVM-rbf
V14,,,,,,5,SVM-rbf
V15,,,,,,5,SVM-rbf
V16,-0.029487179487179396,-0.0011341222879684384,26.0,1.0,0.0,5,SVM-rbf
V17,-0.01794871794871794,-0.004487179487179485,4.0,1.0,0.0,5,SVM-rbf
V18,0.16410256410256416,0.004207758053911902,39.0,1.0,6.0,5,SVM-rbf
V19,7.7474358974358815,0.011828146408299055,655.0,0.0,117.0,5,SVM-rbf
V2,5.253846153846152,0.008058046248230295,652.0,0.0,74.0,5,SVM-rbf
V20,0.9717948717948713,0.004100400302931947,237.0,1.0,35.0,5,SVM-rbf
V21,-0.01666666666666669,-0.0015151515151515173,11.0,1.0,0.0,5,SVM-rbf
V22,,,,,,5,SVM-rbf
V3,0.6628205128205129,0.00697705802968961,95.0,1.0,10.0,5,SVM-rbf
V4,3.878205128205125,0.0061074096507167325,635.0,0.0,73.0,5,SVM-rbf
V5,,,,,,5,SVM-rbf
V6,,,,,,5,SVM-rbf
V7,,,,,,5,SVM-rbf
V8,,,,,,5,SVM-rbf
V9,0.446153846153846,0.002335884011276681,191.0,1.0,11.0,5,SVM-rbf
V1,11.992307692307714,0.020928983756208924,573.0,0.0,175.0,1,KNN
V10,,,,,,1,KNN
V11,,,,,,1,KNN
V12,,,,,,1,KNN
V13,,,,,,1,KNN
V14,,,,,,1,KNN
V15,,,,,,1,KNN
V16,0.04102564102564099,0.0024132730015082936,17.0,1.0,0.0,1,KNN
V17,-0.023076923076923078,-0.007692307692307693,3.0,1.0,0.0,1,KNN
V18,5.006410256410245,0.0077981468168383875,642.0,0.0,159.0,1,KNN
V19,13.020512820512833,0.02141531713900137,608.0,0.0,192.0,1,KNN
V2,1.956410256410256,0.008289873967840068,236.0,1.0,34.0,1,KNN
V20,10.16538461538463,0.016343062082611944,622.0,0.0,187.0,1,KNN
V21,-0.03205128205128205,-0.00641025641025641,5.0,1.0,0.0,1,KNN
V22,,,,,,1,KNN
V3,0.02435897435897441,0.000624589086127549,39.0,1.0,1.0,1,KNN
V4,0.17692307692307685,0.001565690946221919,113.0,1.0,5.0,1,KNN
V5,,,,,,1,KNN
V6,,,,,,1,KNN
V7,,,,,,1,KNN
V8,,,,,,1,KNN
V9,0.1884615384615385,0.005710955710955713,33.0,1.0,4.0,1,KNN
V1,15.79358974358975,0.027090205392092198,583.0,0.0,193.0,2,KNN
V10,,,,,,2,KNN
V11,,,,,,2,KNN
V12,,,,,,2,KNN
V13,,,,,,2,KNN
V14,,,,,,2,KNN
V15,,,,,,2,KNN
V16,0.039743589743589755,0.0012820512820512825,31.0,1.0,1.0,2,KNN
V17,0.01282051282051283,0.0010683760683760691,12.0,1.0,0.0,2,KNN
V18,-0.0038461538461538047,-0.0012820512820512682,3.0,1.0,0.0,2,KNN
V19,8.58461538461537,0.013801632451150113,622.0,0.0,172.0,2,KNN
V2,0.046153846153846184,0.009230769230769237,5.0,1.0,0.0,2,KNN
V20,3.852564102564095,0.0064857981524648065,594.0,0.0,131.0,2,KNN
V21,0.1974358974358972,0.0033463711429813085,59.0,1.0,7.0,2,KNN
V22,,,,,,2,KNN
V3,2.023076923076922,0.0128858402743753,157.0,1.0,31.0,2,KNN
V4,2.591025641025638,0.0043693518398408735,593.0,0.0,75.0,2,KNN
V5,,,,,,2,KNN
V6,,,,,,2,KNN
V7,,,,,,2,KNN
V8,,,,,,2,KNN
V9,0.08205128205128212,0.0024132730015082975,34.0,1.0,1.0,2,KNN
V1,17.25769230769231,0.029703429101019467,581.0,0.0,198.0,3,KNN
V10,,,,,,3,KNN
V11,,,,,,3,KNN
V12,,,,,,3,KNN
V13,,,,,,3,KNN
V14,,,,,,3,KNN
V15,,,,,,3,KNN
V16,0.023076923076923134,0.0012820512820512853,18.0,1.0,0.0,3,KNN
V17,0.01794871794871794,0.002564102564102563,7.0,1.0,0.0,3,KNN
V18,8.002564102564088,0.013404629987544537,597.0,0.0,179.0,3,KNN
V19,0.1448717948717949,0.004995579133510169,29.0,1.0,2.0,3,KNN
V2,1.3346153846153848,0.00808857808857809,165.0,1.0,24.0,3,KNN
V20,9.132051282051268,0.015069391554540047,606.0,0.0,174.0,3,KNN
V21,-0.019230769230769246,-0.006410256410256415,3.0,1.0,0.0,3,KNN
V22,,,,,,3,KNN
V3,-0.010256410256410248,-0.010256410256410248,1.0,1.0,0.0,3,KNN
V4,0.05897435897435915,0.002808302808302817,21.0,1.0,2.0,3,KNN
V5,,,,,,3,KNN
V6,,,,,,3,KNN
V7,,,,,,3,KNN
V8,,,,,,3,KNN
V9,5.271794871794868,0.00861404390816155,612.0,0.0,155.0,3,KNN
V1,15.401282051282054,0.02225618793537869,692.0,0.0,197.0,4,KNN
V10,,,,,,4,KNN
V11,,,,,,4,KNN
V12,,,,,,4,KNN
V13,,,,,,4,KNN
V14,,,,,,4,KNN
V15,,,,,,4,KNN
V16,-0.015384615384615385,-0.0013986013986013986,11.0,1.0,0.0,4,KNN
V17,-0.01282051282051283,-0.006410256410256415,2.0,1.0,0.0,4,KNN
V18,0.12435897435897433,0.009566074950690333,13.0,1.0,1.0,4,KNN
V19,12.265384615384622,0.01701162914755149,721.0,0.0,205.0,4,KNN
V2,0.34615384615384615,0.008241758241758242,42.0,1.0,9.0,4,KNN
V20,4.630769230769222,0.006711259754738004,690.0,0.0,166.0,4,KNN
V21,5.6474358974358845,0.008010547372249481,705.0,0.0,196.0,4,KNN
V22,,,,,,4,KNN
V3,0.3871794871794873,0.013351016799292665,29.0,1.0,5.0,4,KNN
V4,2.9756410256410213,0.00414434683236911,718.0,0.0,88.0,4,KNN
V5,,,,,,4,KNN
V6,,,,,,4,KNN
V7,,,,,,4,KNN
V8,,,,,,4,KNN
V9,0.017948717948717968,0.0029914529914529947,6.0,1.0,1.0,4,KNN
V1,11.63589743589744,0.01975534369422316,589.0,0.0,196.0,5,KNN
V10,,,,,,5,KNN
V11,,,,,,5,KNN
V12,,,,,,5,KNN
V13,,,,,,5,KNN
V14,,,,,,5,KNN
V15,,,,,,5,KNN
V16,-0.029487179487179396,-0.0011341222879684384,26.0,1.0,0.0,5,KNN
V17,-0.01794871794871794,-0.004487179487179485,4.0,1.0,0.0,5,KNN
V18,0.16410256410256416,0.004207758053911902,39.0,1.0,6.0,5,KNN
V19,7.7474358974358815,0.011828146408299055,655.0,0.0,117.0,5,KNN
V2,5.253846153846152,0.008058046248230295,652.0,0.0,74.0,5,KNN
V20,0.9717948717948713,0.004100400302931947,237.0,1.0,35.0,5,KNN
V21,-0.01666666666666669,-0.0015151515151515173,11.0,1.0,0.0,5,KNN
V22,,,,,,5,KNN
V3,0.6628205128205129,0.00697705802968961,95.0,1.0,10.0,5,KNN
V4,3.878205128205125,0.0061074096507167325,635.0,0.0,73.0,5,KNN
V5,,,,,,5,KNN
V6,,,,,,5,KNN
V7,,,,,,5,KNN
V8,,,,,,5,KNN
V9,0.446153846153846,0.002335884011276681,191.0,1.0,11.0,5,KNN
