model,measure,acc_train_mean,acc_train_std,acc_train_max,gps_train_mean,gps_train_std,gps_train_max,acc_test_mean,acc_test_std,acc_test_max,gps_test_mean,gps_test_std,gps_test_max,complexity_kDN_mean,complexity_kDN_std
KNN,kDN_importances_norm,0.9067005592272496,0.012635799327543783,0.9181494661921709,0.8905463612926434,0.016281183034085288,0.9056507774986485,0.8605633802816902,0.0385811938110271,0.9,0.8265772020303871,0.058061230226523465,0.8863694923988664,0.10696644636502288,0.012983507861371734
SVM-rbf,kDN_importances_norm,0.9651093035078799,0.008083367705501644,0.9785714285714285,0.9613988249383014,0.009005825721949598,0.9762852691708499,0.9375050301810866,0.03915345099683351,0.9714285714285714,0.9287748320560254,0.04743541315772327,0.9681945743685687,0.10696644636502288,0.012983507861371734
