subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps
1,SVM-rbf,f0,0.7053999999999998,0.0009165151389911689,0.0,0.0
1,KNN,f0,0.6354,0.013085870242364484,0.31751644397718615,0.04030821218494969
2,SVM-rbf,"f0,f1",0.7053999999999998,0.0009165151389911689,0.0,0.0
2,KNN,"f0,f1",0.6432,0.020575713839378715,0.32318830090846606,0.06153959297611824
3,SVM-rbf,"f0,f1,f2",0.7053999999999998,0.0009165151389911689,0.0,0.0
3,KNN,"f0,f1,f2",0.6520000000000001,0.012712198865656575,0.3430889921956716,0.032029905536266626
4,SVM-rbf,"f0,f1,f2,f3",0.7053999999999998,0.0009165151389911689,0.002641700594757875,0.007925101784273626
4,KNN,"f0,f1,f2,f3",0.6534000000000001,0.017018813119603834,0.33528994271750595,0.050221408294995315
5,SVM-rbf,"f0,f1,f2,f3,f4",0.7047999999999999,0.001326649916142161,0.0,0.0
5,KNN,"f0,f1,f2,f3,f4",0.6448,0.008255906976220126,0.32829043895468185,0.03909076618347609
6,SVM-rbf,"f0,f1,f2,f3,f4,f5",0.7066000000000001,0.001280624847486571,0.01592073733536478,0.012999387064191523
6,KNN,"f0,f1,f2,f3,f4,f5",0.6648000000000001,0.015803797012110744,0.3878245999906355,0.04753676677179184
7,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6",0.7074,0.002200000000000002,0.033751645635149936,0.02297571266406755
7,KNN,"f0,f1,f2,f3,f4,f5,f6",0.6566000000000001,0.016026228502052518,0.3555355086397881,0.03550994770079407
8,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7",0.7071999999999999,0.0028565713714171427,0.03590820330621279,0.030369300803740264
8,KNN,"f0,f1,f2,f3,f4,f5,f6,f7",0.6518,0.016209873534361718,0.34616729029216825,0.05205266195993506
9,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7093999999999999,0.0035832945734337865,0.06328327615883916,0.029839580274866127
9,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6602,0.0066603303221386915,0.3670331861880166,0.0287582658686287
10,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7098000000000001,0.004237924020083422,0.06049160192576427,0.038140518939000244
10,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.666,0.014560219778561048,0.3660874651767558,0.03664037770939807
11,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7093999999999999,0.0033526109228480447,0.05575071392271454,0.034875438990992956
11,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6600000000000001,0.014886235252742729,0.36539443594810467,0.040121261334066266
12,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7085999999999999,0.003583294573433787,0.058582008305614254,0.024987511861097725
12,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.6706000000000001,0.014506550244630866,0.36918144217268556,0.039039694926108204
13,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7091999999999999,0.003709447398198285,0.07252658514303409,0.0314470449557196
13,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6664000000000001,0.017223240113288785,0.36005181702719413,0.04795146582303442
14,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7088000000000001,0.004664761515876244,0.08153953552972427,0.03415755296343955
14,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.6719999999999999,0.009077444574328181,0.3743992563461573,0.0386877077358276
15,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.7098,0.0038418745424597125,0.09750851727852652,0.030950577466575903
15,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.6698,0.013189389675038049,0.36717372932922016,0.04489809445509584
16,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.7129999999999999,0.006403124237432854,0.13385102876773064,0.059743630719458755
16,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.6748000000000001,0.01908297670700248,0.3899948168075545,0.045313481301001476
17,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16",0.7194,0.006264183905346336,0.20843474217383187,0.05755068027443981
17,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16",0.6728000000000001,0.010888526071052954,0.380896794606101,0.036412579424296224
18,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17",0.7196,0.006621178142898745,0.24744637219723392,0.04875521082958814
18,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17",0.6772000000000001,0.013862178760930741,0.3809074592842961,0.03848923922873786
19,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18",0.7224,0.007578918128598573,0.2797206210092934,0.060631844821628415
19,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18",0.6874,0.015285287043428372,0.4112095913578223,0.053357795000457335
20,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19",0.724,0.006633249580710805,0.29469704085655096,0.05556958227041462
20,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19",0.6874,0.016710475756243414,0.428144917899727,0.04810733656434818
21,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20",0.722,0.007536577472566716,0.2915528090467684,0.05863843062200607
21,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20",0.6952,0.014005713120009257,0.43327726583346704,0.04495111554830942
22,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21",0.7310000000000001,0.007602631123499292,0.3679799283411852,0.037469597640703914
22,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21",0.7002,0.0176963273025789,0.454501404640531,0.051826117069793794
23,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22",0.7346,0.01043264108459599,0.4013289272950886,0.03687777890680087
23,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22",0.6954,0.011525623627379097,0.44461429303706146,0.030291525582505266
24,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23",0.741,0.010630145812734658,0.43394411882379985,0.03673185839054054
24,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23",0.693,0.009643650760992923,0.42219162608768457,0.035669091964179694
25,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24",0.7422,0.006225752966509357,0.4469765526306103,0.026749060630567357
25,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24",0.7,0.012806248474865676,0.44088879439931994,0.0474087935202222
26,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25",0.7462,0.009053176238205028,0.46518330741101693,0.03499976133926667
26,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25",0.6969999999999998,0.013423859355639858,0.4362504629761757,0.03485555964044166
27,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26",0.7492,0.008255906976220124,0.48080978603096847,0.03251842435169109
27,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26",0.6981999999999999,0.011779643458101747,0.4374968900776775,0.02751844334217865
28,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27",0.755,0.00840238061504001,0.5054729726361533,0.028552658566519243
28,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27",0.7051999999999999,0.01121427661510096,0.4451247070077017,0.030912417495463213
