subset_k,model,fold,variables_incluidas,acc,gps
3,SVM-rbf,5,"f0,f1,f2",0.6166666666666667,0.4525077845544147
3,SVM-rbf,6,"f0,f1,f2",0.6133333333333333,0.4427154046997389
3,SVM-rbf,7,"f0,f1,f2",0.6333333333333333,0.42367085815133465
3,SVM-rbf,8,"f0,f1,f2",0.63,0.46222860218912615
3,SVM-rbf,9,"f0,f1,f2",0.6266666666666667,0.480406672589083
3,SVM-rbf,10,"f0,f1,f2",0.6166666666666667,0.42924211938296447
3,KNN,1,"f0,f1,f2",0.62,0.5810810810810811
3,KNN,2,"f0,f1,f2",0.55,0.5051209704294506
3,KNN,3,"f0,f1,f2",0.57,0.5287646066095576
3,KNN,4,"f0,f1,f2",0.6,0.5492111194590534
3,KNN,5,"f0,f1,f2",0.5633333333333334,0.5180783212520951
3,KNN,6,"f0,f1,f2",0.5733333333333334,0.5339937346541359
3,KNN,7,"f0,f1,f2",0.6166666666666667,0.5623418567813869
3,KNN,8,"f0,f1,f2",0.5733333333333334,0.54572466160449
3,KNN,9,"f0,f1,f2",0.5666666666666667,0.5424051681298658
3,KNN,10,"f0,f1,f2",0.6033333333333334,0.5627398038937047
4,SVM-rbf,1,"f0,f1,f2,f3",0.6533333333333333,0.5549733647716357
4,SVM-rbf,2,"f0,f1,f2,f3",0.6433333333333333,0.5594453333333332
4,SVM-rbf,3,"f0,f1,f2,f3",0.6533333333333333,0.5358411512888243
4,SVM-rbf,4,"f0,f1,f2,f3",0.63,0.46222860218912615
4,SVM-rbf,5,"f0,f1,f2,f3",0.65,0.5430809399477807
4,SVM-rbf,6,"f0,f1,f2,f3",0.64,0.5442637362637363
4,SVM-rbf,7,"f0,f1,f2,f3",0.65,0.5430809399477807
4,SVM-rbf,8,"f0,f1,f2,f3",0.6666666666666666,0.5785569790964261
4,SVM-rbf,9,"f0,f1,f2,f3",0.64,0.5810909090909091
4,SVM-rbf,10,"f0,f1,f2,f3",0.6633333333333333,0.5834490476881309
4,KNN,1,"f0,f1,f2,f3",0.6166666666666667,0.5759502501445057
4,KNN,2,"f0,f1,f2,f3",0.56,0.5155540020971688
4,KNN,3,"f0,f1,f2,f3",0.5833333333333334,0.5271190471043473
4,KNN,4,"f0,f1,f2,f3",0.6166666666666667,0.5806972939947574
4,KNN,5,"f0,f1,f2,f3",0.5833333333333334,0.5578575037897928
4,KNN,6,"f0,f1,f2,f3",0.59,0.549618320610687
4,KNN,7,"f0,f1,f2,f3",0.6166666666666667,0.559295701708959
4,KNN,8,"f0,f1,f2,f3",0.5833333333333334,0.5417792580489746
4,KNN,9,"f0,f1,f2,f3",0.5733333333333334,0.5497382198952879
4,KNN,10,"f0,f1,f2,f3",0.5966666666666667,0.5574286356484602
5,SVM-rbf,1,"f0,f1,f2,f3,f4",0.6233333333333333,0.5435970539320504
5,SVM-rbf,2,"f0,f1,f2,f3,f4",0.6866666666666666,0.6261776061776061
5,SVM-rbf,3,"f0,f1,f2,f3,f4",0.66,0.5647788983708302
5,SVM-rbf,4,"f0,f1,f2,f3,f4",0.6133333333333333,0.46404178384893535
5,SVM-rbf,5,"f0,f1,f2,f3,f4",0.6566666666666666,0.5662369866820582
5,SVM-rbf,6,"f0,f1,f2,f3,f4",0.67,0.5995451892696867
5,SVM-rbf,7,"f0,f1,f2,f3,f4",0.6866666666666666,0.6032292435046308
5,SVM-rbf,8,"f0,f1,f2,f3,f4",0.6866666666666666,0.6232391625807456
5,SVM-rbf,9,"f0,f1,f2,f3,f4",0.6433333333333333,0.5868064587126592
5,SVM-rbf,10,"f0,f1,f2,f3,f4",0.6766666666666666,0.6084587699588395
5,KNN,1,"f0,f1,f2,f3,f4",0.58,0.5442374854481956
5,KNN,2,"f0,f1,f2,f3,f4",0.59,0.5568785491848324
5,KNN,3,"f0,f1,f2,f3,f4",0.6233333333333333,0.5946557710383458
5,KNN,4,"f0,f1,f2,f3,f4",0.5866666666666667,0.5469943540352041
5,KNN,5,"f0,f1,f2,f3,f4",0.62,0.5990469707283866
5,KNN,6,"f0,f1,f2,f3,f4",0.62,0.583418467583497
5,KNN,7,"f0,f1,f2,f3,f4",0.6566666666666666,0.6137916595291117
5,KNN,8,"f0,f1,f2,f3,f4",0.5866666666666667,0.5542119454203775
5,KNN,9,"f0,f1,f2,f3,f4",0.63,0.6040129107759677
5,KNN,10,"f0,f1,f2,f3,f4",0.6066666666666667,0.5702737313910677
6,SVM-rbf,1,"f0,f1,f2,f3,f4,f5",0.6466666666666666,0.5768375998024527
6,SVM-rbf,2,"f0,f1,f2,f3,f4,f5",0.6833333333333333,0.6203629700384024
6,SVM-rbf,3,"f0,f1,f2,f3,f4,f5",0.6566666666666666,0.5484768241393889
6,SVM-rbf,4,"f0,f1,f2,f3,f4,f5",0.63,0.4892513694461352
6,SVM-rbf,5,"f0,f1,f2,f3,f4,f5",0.66,0.5730232558139534
6,SVM-rbf,6,"f0,f1,f2,f3,f4,f5",0.64,0.5747682716758264
6,SVM-rbf,7,"f0,f1,f2,f3,f4,f5",0.6866666666666666,0.6032292435046308
6,SVM-rbf,8,"f0,f1,f2,f3,f4,f5",0.6766666666666666,0.6175836553960886
6,SVM-rbf,9,"f0,f1,f2,f3,f4,f5",0.6333333333333333,0.5786630110474962
6,SVM-rbf,10,"f0,f1,f2,f3,f4,f5",0.7,0.6557377049180327
6,KNN,1,"f0,f1,f2,f3,f4,f5",0.6033333333333334,0.5698652021967049
6,KNN,2,"f0,f1,f2,f3,f4,f5",0.6433333333333333,0.6133567991612214
6,KNN,3,"f0,f1,f2,f3,f4,f5",0.5766666666666667,0.5391504981646565
6,KNN,4,"f0,f1,f2,f3,f4,f5",0.5633333333333334,0.5055057961626946
6,KNN,5,"f0,f1,f2,f3,f4,f5",0.5966666666666667,0.5598748247343074
6,KNN,6,"f0,f1,f2,f3,f4,f5",0.63,0.6002096236303002
6,KNN,7,"f0,f1,f2,f3,f4,f5",0.6366666666666667,0.5870147388466803
6,KNN,8,"f0,f1,f2,f3,f4,f5",0.5533333333333333,0.5276881263801597
6,KNN,9,"f0,f1,f2,f3,f4,f5",0.6233333333333333,0.6050206545916746
6,KNN,10,"f0,f1,f2,f3,f4,f5",0.6366666666666667,0.5994112100979392
7,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6",0.6333333333333333,0.5943637916310844
7,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6",0.7166666666666667,0.6863145608403852
7,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6",0.6933333333333334,0.6375482991135691
7,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6",0.6566666666666666,0.6035287911057269
7,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6",0.6766666666666666,0.6257815617932685
7,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6",0.6933333333333334,0.6520980292342375
7,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6",0.7,0.657955697118865
7,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6",0.69,0.6553643996491166
7,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6",0.6866666666666666,0.6484131018955624
7,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6",0.6733333333333333,0.6427746499206004
7,KNN,1,"f0,f1,f2,f3,f4,f5,f6",0.6166666666666667,0.5734335839598999
7,KNN,2,"f0,f1,f2,f3,f4,f5,f6",0.6233333333333333,0.6001778585078806
7,KNN,3,"f0,f1,f2,f3,f4,f5,f6",0.6,0.5520902455209025
7,KNN,4,"f0,f1,f2,f3,f4,f5,f6",0.5766666666666667,0.5339103502407773
7,KNN,5,"f0,f1,f2,f3,f4,f5,f6",0.5966666666666667,0.5598748247343074
7,KNN,6,"f0,f1,f2,f3,f4,f5,f6",0.6633333333333333,0.6424874152866469
7,KNN,7,"f0,f1,f2,f3,f4,f5,f6",0.68,0.6466512702078522
7,KNN,8,"f0,f1,f2,f3,f4,f5,f6",0.6066666666666667,0.5861723446893787
7,KNN,9,"f0,f1,f2,f3,f4,f5,f6",0.6833333333333333,0.66148685056752
7,KNN,10,"f0,f1,f2,f3,f4,f5,f6",0.6233333333333333,0.5946557710383458
8,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.6633333333333333,0.6359602253174186
8,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.7166666666666667,0.6911493806087441
8,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.7266666666666667,0.6953439225577749
8,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.6733333333333333,0.6279227125780017
8,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.6833333333333333,0.6550594236525621
8,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.7033333333333334,0.677663536964246
8,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.6966666666666667,0.6649874055415618
8,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.7066666666666667,0.6738461538461539
8,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.7166666666666667,0.6911493806087441
8,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.73,0.7126403265782185
8,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.6133333333333333,0.5979202772963605
8,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.6333333333333333,0.6191968515414329
8,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.63,0.6075096817646067
8,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.6,0.560081466395112
8,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.6266666666666667,0.6093506493506494
8,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.65,0.6262253783384143
8,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.6633333333333333,0.6393569108754552
8,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.6366666666666667,0.6193897511837511
8,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.6433333333333333,0.6236719817767653
8,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.6266666666666667,0.6063121681250466
9,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7166666666666667,0.6968063044379925
9,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7466666666666667,0.7323270440251572
9,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7366666666666667,0.7149969800355866
9,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.73,0.7032172792825953
9,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.76,0.7493128092358439
9,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7,0.687603305785124
9,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.72,0.6970951585976628
9,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.73,0.7075619446413558
9,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.77,0.7578358832555949
9,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7266666666666667,0.7128999100603881
9,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6533333333333333,0.6379396092362344
9,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6933333333333334,0.6771058315334773
9,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6766666666666666,0.6456605063792266
9,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.63,0.5981881212771254
9,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7033333333333334,0.6884446287847368
9,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6566666666666666,0.6421277271204078
9,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.6613873711874957
9,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6966666666666667,0.6775292900863019
9,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6966666666666667,0.6824397655741263
9,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6833333333333333,0.6693492249443963
10,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.74,0.7153097461528344
10,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7566666666666667,0.7360086664223925
10,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7866666666666666,0.7708042488619119
10,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7666666666666667,0.7356321839080461
10,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.8066666666666666,0.789955704537292
10,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.73,0.7089056269384137
10,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.76,0.7277611940298507
10,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.8066666666666666,0.790894463977117
10,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7566666666666667,0.7347579031612645
10,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7966666666666666,0.7847514432091656
10,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6933333333333334,0.6794425087108015
10,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.72,0.7057602490918526
10,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7266666666666667,0.707162047048031
10,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.74,0.7180539273153576
10,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7733333333333333,0.7626384207992296
10,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7166666666666667,0.6993204889846822
10,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7466666666666667,0.7323270440251572
10,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.72,0.7096774193548387
10,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7266666666666667,0.7031353793011824
10,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7366666666666667,0.7220745315907607
11,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.75,0.7310285468368958
11,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7633333333333333,0.7467879335316379
11,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7966666666666666,0.7862912091939197
11,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7966666666666666,0.7750536174414837
11,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.8166666666666667,0.8023353038682138
11,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.75,0.7343816404589886
11,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.79,0.7686515130386278
11,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.8266666666666667,0.8144460431654678
11,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7666666666666667,0.7499067975643098
11,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7966666666666666,0.783086101977355
11,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7266666666666667,0.7139107611548557
11,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7333333333333333,0.7200305421226777
11,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.73,0.7114436762911753
11,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7266666666666667,0.7016888058207061
11,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7433333333333333,0.7248722180384868
11,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7,0.6777163904235727
11,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6933333333333334,0.6717892425905598
11,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.74,0.7229617304492513
11,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7333333333333333,0.7077577045696068
11,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.71,0.6907944135756119
12,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7866666666666666,0.7744190214469203
12,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7766666666666666,0.7622992006090599
12,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7966666666666666,0.7847514432091656
12,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7966666666666666,0.780340811498998
12,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.8233333333333334,0.8126511627906977
12,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7733333333333333,0.7600827300930715
12,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.8033333333333333,0.7885933481021128
12,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.8233333333333334,0.8126511627906977
12,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.77,0.7550672301190934
12,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.8,0.7879359095193211
12,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.74,0.724074192109121
12,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7166666666666667,0.6980885827096859
12,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7433333333333333,0.7197715218278253
12,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.75,0.7245302731027278
12,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7166666666666667,0.7005031219784001
12,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7233333333333334,0.7118193891102257
12,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7366666666666667,0.713650751996851
12,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7566666666666667,0.7444757983685681
12,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7466666666666667,0.7302231237322515
12,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.77,0.750840224476716
13,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.8033333333333333,0.794079738164545
13,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7833333333333333,0.772079559527895
13,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.8266666666666667,0.8190390660080826
13,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.82,0.8094227017100885
13,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.8233333333333334,0.8169065301612611
13,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.8,0.7901975639606038
13,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.84,0.8289108910891088
13,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.8466666666666667,0.8390633608815428
13,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7766666666666666,0.7649618332103766
13,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.84,0.8314287306984782
13,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7633333333333333,0.7540204844248779
13,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7233333333333334,0.7108571061630091
13,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.76,0.737864077669903
13,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7366666666666667,0.7108048566364645
13,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.73,0.7197586059811373
13,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.75,0.7399805852170296
13,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.75,0.7298227637330088
13,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7566666666666667,0.7477739387205286
13,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.74,0.726168638117528
13,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.78,0.768926925608953
14,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.84,0.8314287306984782
14,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.79,0.7784027664405825
14,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.85,0.8423308921529563
14,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.8566666666666667,0.8483567753001715
14,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.8266666666666667,0.8190390660080826
14,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.8133333333333334,0.8043416003207515
14,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.85,0.839418407758295
14,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.8566666666666667,0.8498892948831145
14,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.8133333333333334,0.8029874848607187
14,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.83,0.8216908409272806
14,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7766666666666666,0.7680351862583396
14,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7566666666666667,0.7477739387205286
14,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7766666666666666,0.7657799582901983
14,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7966666666666666,0.782204693825722
14,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.74,0.7298595943837753
14,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7733333333333333,0.7626384207992296
14,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.76,0.7436762225969646
14,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.79,0.7813621121377633
14,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7766666666666666,0.7665644859813086
14,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7933333333333333,0.7831148215650537
15,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.8466666666666667,0.8395848206930638
