subset_k,model,fold,variables_incluidas,acc,gps
5,SVM-rbf,9,"f0,f1,f2,f3,f4",0.6,0.08952959028831561
5,SVM-rbf,10,"f0,f1,f2,f3,f4",0.57,0.2570475901788421
5,KNN,1,"f0,f1,f2,f3,f4",0.54,0.5273972602739725
5,KNN,2,"f0,f1,f2,f3,f4",0.54,0.48507462686567165
5,KNN,3,"f0,f1,f2,f3,f4",0.51,0.42827728208647897
5,KNN,4,"f0,f1,f2,f3,f4",0.46,0.3053691275167785
5,KNN,5,"f0,f1,f2,f3,f4",0.55,0.48124083001467194
5,KNN,6,"f0,f1,f2,f3,f4",0.55,0.5183887915936953
5,KNN,7,"f0,f1,f2,f3,f4",0.54,0.4741744284504657
5,KNN,8,"f0,f1,f2,f3,f4",0.58,0.47545219638242897
5,KNN,9,"f0,f1,f2,f3,f4",0.57,0.4955752212389381
5,KNN,10,"f0,f1,f2,f3,f4",0.51,0.3962309736651365
6,SVM-rbf,1,"f0,f1,f2,f3,f4,f5",0.61,0.22634146341463415
6,SVM-rbf,2,"f0,f1,f2,f3,f4,f5",0.61,0.35685320356853206
6,SVM-rbf,3,"f0,f1,f2,f3,f4,f5",0.6,0.3142857142857143
6,SVM-rbf,4,"f0,f1,f2,f3,f4,f5",0.57,0.1521964718090626
6,SVM-rbf,5,"f0,f1,f2,f3,f4,f5",0.62,0.2825822168087699
6,SVM-rbf,6,"f0,f1,f2,f3,f4,f5",0.58,0.2618181818181819
6,SVM-rbf,7,"f0,f1,f2,f3,f4,f5",0.59,0.15860869565217392
6,SVM-rbf,8,"f0,f1,f2,f3,f4,f5",0.56,0.0819672131147541
6,SVM-rbf,9,"f0,f1,f2,f3,f4,f5",0.62,0.2825822168087699
6,SVM-rbf,10,"f0,f1,f2,f3,f4,f5",0.56,0.25242718446601936
6,KNN,1,"f0,f1,f2,f3,f4,f5",0.55,0.48124083001467205
6,KNN,2,"f0,f1,f2,f3,f4,f5",0.47,0.40278110764804603
6,KNN,3,"f0,f1,f2,f3,f4,f5",0.49,0.428277282086479
6,KNN,4,"f0,f1,f2,f3,f4,f5",0.51,0.4415642458100559
6,KNN,5,"f0,f1,f2,f3,f4,f5",0.57,0.468445022771633
6,KNN,6,"f0,f1,f2,f3,f4,f5",0.52,0.41953488372093023
6,KNN,7,"f0,f1,f2,f3,f4,f5",0.58,0.5028571428571429
6,KNN,8,"f0,f1,f2,f3,f4,f5",0.56,0.5329795299469294
6,KNN,9,"f0,f1,f2,f3,f4,f5",0.48,0.3389830508474576
6,KNN,10,"f0,f1,f2,f3,f4,f5",0.56,0.5183737294761532
7,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6",0.55,0.20135527589545016
7,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6",0.59,0.3446220536439989
7,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6",0.58,0.33876221498371334
7,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6",0.59,0.30865961703343814
7,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6",0.63,0.33228301346319106
7,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6",0.6,0.38208032955715754
7,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6",0.59,0.3446220536439989
7,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6",0.58,0.15533980582524273
7,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6",0.58,0.3387622149837134
7,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6",0.58,0.3387622149837134
7,KNN,1,"f0,f1,f2,f3,f4,f5,f6",0.54,0.44799999999999995
7,KNN,2,"f0,f1,f2,f3,f4,f5,f6",0.56,0.5095541401273885
7,KNN,3,"f0,f1,f2,f3,f4,f5,f6",0.44,0.35564853556485354
7,KNN,4,"f0,f1,f2,f3,f4,f5,f6",0.47,0.4151209204038507
7,KNN,5,"f0,f1,f2,f3,f4,f5,f6",0.56,0.4615384615384615
7,KNN,6,"f0,f1,f2,f3,f4,f5,f6",0.6,0.5294117647058824
7,KNN,7,"f0,f1,f2,f3,f4,f5,f6",0.53,0.4413545638035434
7,KNN,8,"f0,f1,f2,f3,f4,f5,f6",0.54,0.4618717504332756
7,KNN,9,"f0,f1,f2,f3,f4,f5,f6",0.52,0.41953488372093023
7,KNN,10,"f0,f1,f2,f3,f4,f5,f6",0.6,0.5294117647058824
8,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.53,0.0770655798443868
8,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.58,0.30320366132723114
8,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.55,0.32210353327855373
8,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.64,0.4375
8,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.64,0.3766233766233766
8,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.57,0.29790890862217134
8,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.58,0.2618181818181819
8,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.58,0.21317829457364337
8,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.57,0.2570475901788421
8,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.58,0.36956521739130427
8,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.45,0.3436754176610979
8,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.58,0.548888888888889
8,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.44,0.35564853556485354
8,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.54,0.4947111472742067
8,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.63,0.5406896551724137
8,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.54,0.4618717504332756
8,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.53,0.42590458631020967
8,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.61,0.5476326297775242
8,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.56,0.4883720930232558
8,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.53,0.4873430747067298
9,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.54,0.19767441860465113
9,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6,0.45454545454545453
9,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.57,0.36354193715917943
9,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.61,0.3885890516576715
9,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.63,0.33228301346319106
9,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.62,0.36324324324324325
9,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6,0.31428571428571433
9,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.56,0.20516129032258065
9,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.62,0.42311459353574926
9,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.58,0.42000000000000004
9,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.52,0.43478260869565216
9,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.55,0.5107728800158133
9,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.47,0.4259045863102097
9,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.55,0.5021122510561256
9,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.58,0.48994974874371855
9,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.56,0.4615384615384615
9,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.56,0.4275092936802974
9,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.54,0.4618717504332756
9,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.49,0.41543859649122805
9,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.57,0.5069402534701267
10,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.53,0.19411193788417988
10,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6,0.45454545454545453
10,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6,0.43342776203966005
10,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6,0.3506493506493506
10,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.62,0.3260869565217391
10,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.59,0.3446220536439989
10,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.57,0.2090997095837367
10,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.58,0.3387622149837134
10,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.59,0.3446220536439989
10,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.57,0.39014680268723556
10,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.47,0.40278110764804603
10,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.5,0.4464127546501329
10,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.51,0.42827728208647897
10,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.59,0.549618320610687
10,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.59,0.5321988010056082
10,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.55,0.4547257105089227
10,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.53,0.3887116564417178
10,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.65,0.6127659574468084
10,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.58,0.48994974874371855
10,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.55,0.43890274314214467
11,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.54,0.24360535931790503
11,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.61,0.416196319018405
11,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.58,0.3695652173913044
11,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6,0.38208032955715754
11,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.62,0.3260869565217391
11,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.59,0.30865961703343814
11,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.55,0.2013552758954501
11,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.57,0.3330612244897959
11,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.61,0.41619631901840487
11,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.55,0.3519245875883739
11,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.56,0.5261538461538462
11,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.53,0.48734307470672983
11,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.56,0.4757446808510639
11,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.63,0.5815831987075929
11,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.62,0.5649926144756278
11,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.54,0.4323583180987203
11,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.51,0.4132425451984034
11,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.64,0.5714285714285714
11,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.54,0.414703110273327
11,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.58,0.4591474245115452
12,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.54,0.24360535931790503
12,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.59,0.375741935483871
12,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.59,0.40286349049617376
12,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.61,0.416196319018405
12,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.65,0.4165170556552962
12,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.6,0.35064935064935066
12,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.54,0.28290993071593534
12,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.57,0.3330612244897959
12,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.62,0.5046257359125316
12,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.59,0.40286349049617376
12,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.55,0.48124083001467205
12,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.56,0.4883720930232558
12,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.55,0.48124083001467205
12,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.55,0.5021122510561256
12,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.62,0.5937931034482758
12,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.58,0.48994974874371855
12,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.56,0.44554455445544555
12,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.64,0.5974842767295597
12,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.54,0.4618717504332756
12,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.58,0.44077134986225897
13,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.59,0.3446220536439989
13,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.58,0.3695652173913044
13,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.58,0.30320366132723114
13,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.61,0.44036697247706424
13,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.69,0.5245610135585684
13,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.61,0.356853203568532
13,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.58,0.36956521739130427
13,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.57,0.36354193715917943
13,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.62,0.46889089269612266
13,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.57,0.29790890862217134
13,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.57,0.4684450227716331
13,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.55,0.46877012234385057
13,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.54,0.4741744284504657
13,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.5,0.45652173913043476
13,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.63,0.5526770293609672
13,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.56,0.40712223291626565
13,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.55,0.4547257105089227
13,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.57,0.468445022771633
13,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.55,0.46877012234385057
13,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.48,0.3389830508474576
14,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.56,0.2927669345579793
14,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.58,0.3695652173913044
14,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.58,0.30320366132723114
14,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.57,0.36354193715917943
14,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.68,0.4687500000000001
14,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.56,0.32751091703056767
14,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.56,0.35766423357664234
14,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.61,0.3885890516576715
14,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.61,0.46164290563475907
14,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.57,0.3330612244897959
14,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.56,0.44554455445544555
14,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.54,0.4618717504332756
14,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.52,0.48810500410172275
14,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.6,0.5575221238938054
14,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.63,0.5526770293609672
14,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.54,0.448
14,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.56,0.4883720930232558
14,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.57,0.48280227896180633
14,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.5,0.40702087286527516
14,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.58,0.48994974874371855
15,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.58,0.39643211100099107
15,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.65,0.5279103548454036
15,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.55,0.24794895168641748
15,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.59,0.40286349049617376
15,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.66,0.4995539696699375
15,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.57,0.36354193715917943
15,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.54,0.3463157894736842
15,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.61,0.32009145470134326
15,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.58,0.4591474245115452
15,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.55,0.28776978417266186
15,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.63,0.5122410546139361
15,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.49,0.4008631023735315
15,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.49,0.4008631023735315
15,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.55,0.4923076923076923
