subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps
1,SVM-rbf,f0,0.51,0.03741657386773942,0.4868540929646802,0.08653368757083309
1,KNN,f0,0.504,0.0326190128606002,0.5023142633975952,0.03288316709209718
2,SVM-rbf,"f0,f1",0.6089999999999999,0.04657252408878006,0.6032552665607439,0.04674183800886576
2,KNN,"f0,f1",0.5860000000000001,0.043863424398922615,0.5785913866442223,0.05381702209016165
3,SVM-rbf,"f0,f1,f2",0.64,0.04427188724235733,0.6314750303298545,0.046755869459132474
3,KNN,"f0,f1,f2",0.617,0.03689173349139344,0.6149894506934241,0.03690554624386525
4,SVM-rbf,"f0,f1,f2,f3",0.6359999999999999,0.045869379764718866,0.6304995142385402,0.04816347550886909
4,KNN,"f0,f1,f2,f3",0.6190000000000001,0.049689032995219394,0.6166328342917404,0.05156666224740147
5,SVM-rbf,"f0,f1,f2,f3,f4",0.6700000000000002,0.06308724118235003,0.6635699333586066,0.06631942147596404
5,KNN,"f0,f1,f2,f3,f4",0.616,0.05083306010855533,0.6142065378522794,0.051708283057091596
6,SVM-rbf,"f0,f1,f2,f3,f4,f5",0.6849999999999999,0.04904079934095691,0.6819533495714054,0.05067969812806492
6,KNN,"f0,f1,f2,f3,f4,f5",0.641,0.05088221693283419,0.6389193288423429,0.052602506061274604
7,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6",0.716,0.044766058571198794,0.7149213640668644,0.04495190143672703
7,KNN,"f0,f1,f2,f3,f4,f5,f6",0.6859999999999999,0.03611094017053556,0.6849384195716411,0.0358122146364333
8,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7",0.7380000000000001,0.04308131845707604,0.7369302324367204,0.04349816839842461
8,KNN,"f0,f1,f2,f3,f4,f5,f6,f7",0.6849999999999999,0.050249378105604446,0.6834873631014102,0.050537422560667705
9,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.798,0.0373630833845388,0.7975459355436968,0.037431723648313264
