subset_k,model,fold,variables_incluidas,acc,gps
3,SVM-rbf,2,"f0,f1,f2",0.68,0.0
3,SVM-rbf,3,"f0,f1,f2",0.68,0.0
3,SVM-rbf,4,"f0,f1,f2",0.68,0.0
3,SVM-rbf,5,"f0,f1,f2",0.68,0.0
3,SVM-rbf,6,"f0,f1,f2",0.68,0.0
3,SVM-rbf,7,"f0,f1,f2",0.68,0.0
3,SVM-rbf,8,"f0,f1,f2",0.68,0.0
3,SVM-rbf,9,"f0,f1,f2",0.68,0.0
3,SVM-rbf,10,"f0,f1,f2",0.7,0.0
3,KNN,1,"f0,f1,f2",0.68,0.4687499999999999
3,KNN,2,"f0,f1,f2",0.64,0.37662337662337664
3,KNN,3,"f0,f1,f2",0.6,0.40944881889763785
3,KNN,4,"f0,f1,f2",0.6,0.27184466019417475
3,KNN,5,"f0,f1,f2",0.62,0.4231145935357492
3,KNN,6,"f0,f1,f2",0.66,0.18577648766328012
3,KNN,7,"f0,f1,f2",0.54,0.31683168316831684
3,KNN,8,"f0,f1,f2",0.66,0.4526829268292683
3,KNN,9,"f0,f1,f2",0.62,0.3632432432432433
3,KNN,10,"f0,f1,f2",0.56,0.25242718446601936
4,SVM-rbf,1,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,2,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,3,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,4,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,5,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,6,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,7,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,8,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,9,"f0,f1,f2,f3",0.68,0.0
4,SVM-rbf,10,"f0,f1,f2,f3",0.7,0.0
4,KNN,1,"f0,f1,f2,f3",0.64,0.43749999999999994
4,KNN,2,"f0,f1,f2,f3",0.58,0.3387622149837134
4,KNN,3,"f0,f1,f2,f3",0.58,0.3387622149837134
4,KNN,4,"f0,f1,f2,f3",0.54,0.31683168316831684
4,KNN,5,"f0,f1,f2,f3",0.66,0.4995539696699375
4,KNN,6,"f0,f1,f2,f3",0.52,0.13812154696132597
4,KNN,7,"f0,f1,f2,f3",0.56,0.2524271844660194
4,KNN,8,"f0,f1,f2,f3",0.62,0.46889089269612266
4,KNN,9,"f0,f1,f2,f3",0.64,0.43749999999999994
4,KNN,10,"f0,f1,f2,f3",0.46,0.12411847672778559
5,SVM-rbf,1,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,2,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,3,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,4,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,5,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,6,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,7,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,8,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,9,"f0,f1,f2,f3,f4",0.68,0.0
5,SVM-rbf,10,"f0,f1,f2,f3,f4",0.7,0.0
5,KNN,1,"f0,f1,f2,f3,f4",0.62,0.3632432432432433
5,KNN,2,"f0,f1,f2,f3,f4",0.6,0.16201117318435754
5,KNN,3,"f0,f1,f2,f3,f4",0.54,0.0
5,KNN,4,"f0,f1,f2,f3,f4",0.58,0.2618181818181818
5,KNN,5,"f0,f1,f2,f3,f4",0.62,0.46889089269612266
5,KNN,6,"f0,f1,f2,f3,f4",0.48,0.0
5,KNN,7,"f0,f1,f2,f3,f4",0.52,0.23529411764705885
5,KNN,8,"f0,f1,f2,f3,f4",0.62,0.5046257359125316
5,KNN,9,"f0,f1,f2,f3,f4",0.64,0.0
5,KNN,10,"f0,f1,f2,f3,f4",0.52,0.23529411764705885
6,SVM-rbf,1,"f0,f1,f2,f3,f4,f5",0.68,0.0
6,SVM-rbf,2,"f0,f1,f2,f3,f4,f5",0.66,0.0
6,SVM-rbf,3,"f0,f1,f2,f3,f4,f5",0.68,0.0
6,SVM-rbf,4,"f0,f1,f2,f3,f4,f5",0.68,0.0
6,SVM-rbf,5,"f0,f1,f2,f3,f4,f5",0.68,0.0
6,SVM-rbf,6,"f0,f1,f2,f3,f4,f5",0.66,0.0
6,SVM-rbf,7,"f0,f1,f2,f3,f4,f5",0.68,0.0
6,SVM-rbf,8,"f0,f1,f2,f3,f4,f5",0.7,0.20574886535552192
6,SVM-rbf,9,"f0,f1,f2,f3,f4,f5",0.66,0.0
6,SVM-rbf,10,"f0,f1,f2,f3,f4,f5",0.7,0.0
6,KNN,1,"f0,f1,f2,f3,f4,f5",0.7,0.4224422442244224
6,KNN,2,"f0,f1,f2,f3,f4,f5",0.62,0.3632432432432433
6,KNN,3,"f0,f1,f2,f3,f4,f5",0.64,0.43749999999999994
6,KNN,4,"f0,f1,f2,f3,f4,f5",0.6,0.27184466019417475
6,KNN,5,"f0,f1,f2,f3,f4,f5",0.58,0.39643211100099107
6,KNN,6,"f0,f1,f2,f3,f4,f5",0.56,0.384
6,KNN,7,"f0,f1,f2,f3,f4,f5",0.56,0.14917127071823202
6,KNN,8,"f0,f1,f2,f3,f4,f5",0.68,0.4687499999999999
6,KNN,9,"f0,f1,f2,f3,f4,f5",0.58,0.2618181818181818
6,KNN,10,"f0,f1,f2,f3,f4,f5",0.54,0.14344827586206899
7,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6",0.7,0.20574886535552192
7,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6",0.7,0.20574886535552192
7,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6",0.68,0.0
7,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6",0.7,0.0
7,KNN,1,"f0,f1,f2,f3,f4,f5,f6",0.58,0.2618181818181818
7,KNN,2,"f0,f1,f2,f3,f4,f5,f6",0.6,0.27184466019417475
7,KNN,3,"f0,f1,f2,f3,f4,f5,f6",0.58,0.2618181818181818
7,KNN,4,"f0,f1,f2,f3,f4,f5,f6",0.62,0.3632432432432433
7,KNN,5,"f0,f1,f2,f3,f4,f5,f6",0.62,0.5046257359125316
7,KNN,6,"f0,f1,f2,f3,f4,f5,f6",0.56,0.2524271844660194
7,KNN,7,"f0,f1,f2,f3,f4,f5,f6",0.46,0.21292775665399244
7,KNN,8,"f0,f1,f2,f3,f4,f5,f6",0.6,0.40944881889763785
7,KNN,9,"f0,f1,f2,f3,f4,f5,f6",0.56,0.14917127071823202
7,KNN,10,"f0,f1,f2,f3,f4,f5,f6",0.48,0.12849162011173187
8,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.7,0.20574886535552192
8,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.0
8,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.72,0.21739130434782608
8,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7",0.6,0.3506493506493506
8,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7",0.7,0.5333333333333333
8,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7",0.54,0.243605359317905
8,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7",0.7,0.5700245700245701
8,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7",0.68,0.5526315789473685
8,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7",0.56,0.32751091703056767
8,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7",0.64,0.37662337662337664
8,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7",0.6,0.27184466019417475
8,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7",0.56,0.0
8,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7",0.56,0.384
9,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7,0.20574886535552192
9,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.66,0.0
9,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.0
9,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7,0.0
9,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.54,0.243605359317905
9,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.66,0.4995539696699375
9,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.58,0.2618181818181818
9,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.64,0.48387096774193555
9,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.68,0.4687499999999999
9,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.58,0.39643211100099107
9,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.64,0.37662337662337664
9,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.58,0.2618181818181818
9,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.54,0.14344827586206899
9,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6,0.3506493506493506
10,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.68,0.0
10,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.58,0.2618181818181818
10,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.58,0.3387622149837134
10,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6,0.3506493506493506
10,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6,0.40944881889763785
10,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7,0.5333333333333333
10,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.62,0.46889089269612266
10,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.56,0.32751091703056767
10,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.54,0.31683168316831684
10,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.58,0.2618181818181818
10,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.66,0.4526829268292683
11,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.0
11,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6,0.27184466019417475
11,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.58,0.1553398058252427
11,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.68,0.4687499999999999
11,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.62,0.4231145935357492
11,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.62,0.3632432432432433
11,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.64,0.43749999999999994
11,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6,0.4545454545454546
11,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6,0.3506493506493506
11,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.62,0.4231145935357492
11,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6,0.4094488188976378
12,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.0
12,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.58,0.2618181818181818
12,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.58,0.3387622149837134
12,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.72,0.5516014234875445
12,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.54,0.243605359317905
12,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.68,0.406113537117904
12,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.66,0.4526829268292683
12,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.6,0.40944881889763785
12,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.7,0.48579823702252695
12,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.56,0.2524271844660194
12,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.54,0.243605359317905
13,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.68,0.0
13,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.68,0.1952662721893491
13,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.66,0.0
13,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7,0.20574886535552192
13,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7,0.20574886535552192
13,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.64,0.17714285714285719
13,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.7,0.20574886535552192
13,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.66,0.0
13,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.68,0.0
13,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.72,0.21739130434782608
13,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6,0.27184466019417475
13,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6,0.3506493506493506
13,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.64,0.37662337662337664
13,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6,0.40944881889763785
13,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.66,0.4526829268292683
13,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6,0.27184466019417475
13,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.62,0.4231145935357492
13,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.62,0.3632432432432433
13,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.58,0.3387622149837134
13,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6,0.27184466019417475
14,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.68,0.0
14,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.68,0.1952662721893491
14,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.64,0.0
14,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.72,0.35051546391752575
14,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7,0.20574886535552192
14,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.64,0.17714285714285719
14,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7,0.20574886535552192
14,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.66,0.0
14,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7,0.20574886535552192
14,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7,0.20574886535552192
14,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.54,0.243605359317905
14,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.7,0.48579823702252695
14,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.66,0.39087947882736146
14,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.56,0.384
14,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.62,0.3632432432432433
14,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.62,0.3632432432432433
14,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.6,0.3506493506493506
14,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.54,0.31683168316831684
14,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.62,0.28258221680876977
14,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.62,0.2825822168087699
15,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.68,0.0
15,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.7,0.33460076045627374
15,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.66,0.0
15,SVM-rbf,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.7,0.20574886535552192
15,SVM-rbf,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.68,0.0
15,SVM-rbf,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.62,0.0
15,SVM-rbf,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.7,0.20574886535552192
15,SVM-rbf,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.66,0.0
15,SVM-rbf,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.7,0.20574886535552192
15,SVM-rbf,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.68,0.19526627218934908
15,KNN,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.56,0.32751091703056767
15,KNN,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.6,0.40944881889763785
15,KNN,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.6,0.3506493506493506
15,KNN,4,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.6,0.48979591836734687
15,KNN,5,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.64,0.37662337662337664
15,KNN,6,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.68,0.406113537117904
15,KNN,7,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.66,0.39087947882736146
15,KNN,8,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.6,0.3506493506493506
15,KNN,9,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.62,0.28258221680876977
15,KNN,10,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.62,0.3632432432432432
16,SVM-rbf,1,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.68,0.0
16,SVM-rbf,2,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.7,0.20574886535552192
16,SVM-rbf,3,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.66,0.0
