subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps
1,SVM-rbf,f0,0.5809999999999998,0.001527525231651982,0.0,0.0
1,KNN,f0,0.5216666666666667,0.025873624493766713,0.46402249341157764,0.03188104328324296
2,SVM-rbf,"f0,f1",0.604,0.01624807680927191,0.3887124118865592,0.04952479336471946
2,KNN,"f0,f1",0.5519999999999999,0.021919042963698114,0.509548364934515,0.03264041213278112
3,SVM-rbf,"f0,f1,f2",0.6196666666666667,0.013860415257527861,0.4234972079594965,0.06545908914496534
3,KNN,"f0,f1,f2",0.5836666666666666,0.02301931556082606,0.5429461323894822,0.021447453938990724
4,SVM-rbf,"f0,f1,f2,f3",0.6489999999999999,0.01054619467970424,0.5486011003617682,0.033208894482610926
4,KNN,"f0,f1,f2,f3",0.592,0.018571184369578823,0.5515038233042941,0.01890586983627958
5,SVM-rbf,"f0,f1,f2,f3,f4",0.6603333333333333,0.02514181996417745,0.5786111153038043,0.04577459227224858
5,KNN,"f0,f1,f2,f3,f4",0.61,0.02314207327694637,0.5767521845134987,0.024217418076815368
6,SVM-rbf,"f0,f1,f2,f3,f4,f5",0.6613333333333332,0.023055488621054103,0.5837933905782406,0.04300053360298614
6,KNN,"f0,f1,f2,f3,f4,f5",0.6063333333333333,0.031143039172323705,0.5707097473966339,0.034888950874342274
7,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6",0.682,0.022320892057044284,0.6404142882302416,0.02558832297333726
7,KNN,"f0,f1,f2,f3,f4,f5,f6",0.627,0.03468749374374319,0.595094051475351,0.04089041202077653
8,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7",0.7016666666666668,0.02130466824169973,0.6725722468253426,0.025573450929659874
8,KNN,"f0,f1,f2,f3,f4,f5,f6,f7",0.6323333333333334,0.017000000000000008,0.6109015116647594,0.020333813267082158
9,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.7336666666666666,0.019689252567496495,0.7159656619357302,0.02214480416824106
9,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6769999999999999,0.022283526551144368,0.6580172076123528,0.02606712877463982
10,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.7706666666666667,0.025768197453450235,0.7494781181198288,0.029879441508776337
10,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.73,0.020110804171997804,0.7139592016221894,0.021081452256359573
11,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7853333333333333,0.02535087112244205,0.7691968707076899,0.026848757891001968
11,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.7236666666666667,0.016017351702311944,0.7042965485036504,0.017683714490185784
12,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.795,0.0179040653359944,0.7818792020179137,0.01902421034536417
12,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.74,0.016465452046971293,0.7217976979412373,0.01620810801579246
