subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps
1,SVM-rbf,f0,0.682,0.005999999999999972,0.0,0.0
1,KNN,f0,0.6479999999999999,0.06273754856543248,0.46106765974026587,0.13227284051750943
2,SVM-rbf,"f0,f1",0.682,0.005999999999999972,0.0,0.0
2,KNN,"f0,f1",0.614,0.062000000000000006,0.32113658168267883,0.1416448153334551
3,SVM-rbf,"f0,f1,f2",0.682,0.005999999999999972,0.0,0.0
3,KNN,"f0,f1,f2",0.618,0.04237924020083418,0.3520742974621066,0.08835418672044443
4,SVM-rbf,"f0,f1,f2,f3",0.682,0.005999999999999972,0.0,0.0
4,KNN,"f0,f1,f2,f3",0.58,0.059329587896765304,0.3352468183656934,0.12507017196015457
5,SVM-rbf,"f0,f1,f2,f3,f4",0.682,0.005999999999999972,0.0,0.0
5,KNN,"f0,f1,f2,f3,f4",0.5740000000000001,0.05219195340279955,0.22311774621485547,0.1772453648946287
6,SVM-rbf,"f0,f1,f2,f3,f4,f5",0.678,0.013999999999999978,0.020574886535552193,0.06172465960665657
6,KNN,"f0,f1,f2,f3,f4,f5",0.606,0.05063595560468864,0.3298649987061314,0.11104905058042364
7,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6",0.686,0.009165151389911636,0.04114977307110439,0.08229954614220877
7,KNN,"f0,f1,f2,f3,f4,f5,f6",0.5660000000000001,0.05219195340279955,0.28158166538339274,0.10962467650943017
8,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7",0.686,0.012806248474865667,0.0423140169703348,0.08466806628208538
8,KNN,"f0,f1,f2,f3,f4,f5,f6,f7",0.6140000000000001,0.05868560300448481,0.36102231461206463,0.16253172813828579
9,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.6819999999999999,0.01077032961426898,0.020574886535552193,0.06172465960665657
9,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.604,0.046303347611160915,0.34865697745019286,0.11259308080407822
10,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.6799999999999999,1.1102230246251565e-16,0.0,0.0
10,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.602,0.0451220566907139,0.3721746501224674,0.08613455845680996
11,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6799999999999999,1.1102230246251565e-16,0.0,0.0
11,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10",0.6159999999999999,0.026532998322843223,0.37575505204266024,0.09190029414382625
12,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.6799999999999999,1.1102230246251565e-16,0.0,0.0
12,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11",0.6159999999999999,0.06437390775772431,0.3645863243258606,0.10688581546143812
13,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6819999999999999,0.02271563338320107,0.12070470297465982,0.09902980444328587
13,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12",0.6119999999999999,0.022271057451320107,0.3530058505344863,0.062184408421524846
14,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.682,0.025999999999999975,0.15459200546718196,0.110775945120529
14,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13",0.608,0.048332183894378274,0.34634150290894866,0.06557126457953551
15,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.678,0.024413111231467388,0.11471136287121886,0.12062230515960605
15,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14",0.6180000000000001,0.03280243893371346,0.3747496208214908,0.05263784923387792
16,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.688,0.01599999999999997,0.1029904172603741,0.10310937036534001
16,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15",0.6359999999999999,0.06858571279792898,0.4119168600999168,0.11538042579549261
17,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16",0.688,0.01599999999999997,0.1029904172603741,0.10310937036534001
17,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16",0.6300000000000001,0.06148170459575759,0.3825213386969787,0.12577064679607355
18,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17",0.682,0.02088061301782108,0.10099317949114991,0.10127673364703865
18,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17",0.624,0.03773592452822643,0.39054603064577287,0.07812443270669212
19,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18",0.682,0.02088061301782108,0.10099317949114991,0.10127673364703865
19,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18",0.6279999999999999,0.04995998398718717,0.3829347184883633,0.11795941136910383
20,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19",0.6839999999999999,0.02154065922853799,0.1011780757557249,0.10162004117875856
20,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19",0.6220000000000001,0.05173006862551025,0.36819994737318384,0.13680086980488892
21,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20",0.6900000000000001,0.025690465157330235,0.15214754727459262,0.13720809015262642
21,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20",0.638,0.05249761899362675,0.35844958064638976,0.17224007895875884
22,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21",0.692,0.02039607805437111,0.15861685018767888,0.11224362674638841
22,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21",0.65,0.04219004621945799,0.37729540526282523,0.09668694282985883
23,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22",0.696,0.021540659228537994,0.16945956701302417,0.13348451960535454
23,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22",0.6519999999999999,0.04214261501141096,0.3816827506619579,0.14511115871713573
24,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23",0.694,0.017999999999999967,0.13909022296874396,0.12082613573923365
24,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23",0.6599999999999999,0.07042726744663605,0.42000792973822476,0.14786340162190065
25,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24",0.694,0.017999999999999967,0.17109022296874396,0.12211953491426382
25,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24",0.6439999999999999,0.0798999374217527,0.43234278721714664,0.15025452257334063
26,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25",0.692,0.020396078054371106,0.18957464017697273,0.11172643744529023
