subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps
1,SVM-rbf,f0,0.5330000000000001,0.03377869150810907,0.5083105595124364,0.04652157188596468
1,KNN,f0,0.51,0.060332412515993424,0.5037102419703212,0.06430564971242714
2,SVM-rbf,"f0,f1",0.654,0.04737087712930804,0.6457042470578507,0.052490691687780075
2,KNN,"f0,f1",0.598,0.0373630833845388,0.5953927726950848,0.03904526301619608
3,SVM-rbf,"f0,f1,f2",0.7040000000000001,0.035832945734337825,0.7017332334019086,0.03670129479567712
3,KNN,"f0,f1,f2",0.643,0.0525452186216786,0.6392158572170628,0.05498904571614932
4,SVM-rbf,"f0,f1,f2,f3",0.7020000000000001,0.03091924966748061,0.6990931136081119,0.0351534620514467
4,KNN,"f0,f1,f2,f3",0.6649999999999999,0.026172504656604798,0.6622728379855768,0.028965246569040693
5,SVM-rbf,"f0,f1,f2,f3,f4",0.752,0.031240998703626646,0.7494796849663282,0.035322865938804945
5,KNN,"f0,f1,f2,f3,f4",0.734,0.03469870314579496,0.7326020533663948,0.03637443340233707
6,SVM-rbf,"f0,f1,f2,f3,f4,f5",0.788,0.026381811916545834,0.7862333490116418,0.026450390024398016
6,KNN,"f0,f1,f2,f3,f4,f5",0.748,0.02925747767665561,0.7464117156761352,0.029156060733825866
7,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6",0.852,0.027129319932501075,0.8517166597411464,0.02716538768614896
7,KNN,"f0,f1,f2,f3,f4,f5,f6",0.8140000000000001,0.02289104628451917,0.8132958400762341,0.023425430920619085
8,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7",0.9029999999999999,0.025709920264364885,0.902828438652446,0.025848282758450396
8,KNN,"f0,f1,f2,f3,f4,f5,f6,f7",0.874,0.03168595903550975,0.8737202215659667,0.03181117448098336
9,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.923,0.018999999999999975,0.9229095009691349,0.01906154353168192
9,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8",0.906,0.01200000000000001,0.9058870203511573,0.011977209094845702
10,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.974,0.016248076809271934,0.9739866884486611,0.01626952540384615
10,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9",0.952,0.014696938456699083,0.9519489534954906,0.014729493160336333
11,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13",0.9720000000000001,0.015362291495737231,0.9719848200386405,0.015384150152943804
11,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13",0.9489999999999998,0.012206555615733678,0.9489648046954844,0.012210867859780133
12,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14",0.9730000000000001,0.016155494421403526,0.9729847190183355,0.01617711340708053
12,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14",0.9480000000000001,0.01399999999999997,0.9479709541281389,0.014007577267013543
13,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12",0.9710000000000001,0.015779733838059515,0.9709809283325,0.015804533854366126
13,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12",0.9470000000000001,0.01899999999999998,0.9469682751647369,0.019016366712048968
14,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17",0.9700000000000001,0.01483239697419134,0.9699842014181641,0.014852990905281605
14,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17",0.9469999999999998,0.016155494421403495,0.9469560400894593,0.01616957847528231
15,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16",0.9690000000000001,0.013747727084867531,0.9689834857786079,0.013768296969761224
15,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16",0.944,0.012806248474865663,0.9439556597336146,0.01280486872642433
16,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16,f11",0.966,0.016248076809271934,0.9659846029776817,0.016263739727660525
16,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16,f11",0.943,0.018466185312619354,0.9429604832748726,0.018482676388422933
17,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16,f11,f15",0.967,0.016155494421403526,0.9669842936674435,0.016172141461427827
17,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16,f11,f15",0.943,0.02147091055358386,0.9429632135280392,0.021487447683824618
18,SVM-rbf,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16,f11,f15,f10",0.9640000000000001,0.01743559577416271,0.9639795702813376,0.017450882809250008
18,KNN,"f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f13,f14,f12,f17,f16,f11,f15,f10",0.9350000000000002,0.01746424919657295,0.9349234563252056,0.01749431808365429
