feature,level,Hostility,N1,kDN
f25,dataset,0.34,0.4959666666666666,0.50156
f26,0,0.3132,0.5036,0.50232
f26,1,0.3484,0.5034,0.50576
f26,dataset,0.3308,0.5035,0.50404
f27,0,0.3544,0.5044,0.49608
f27,1,0.3256,0.5042,0.50392
f27,dataset,0.34,0.5043,0.5
f28,0,0.3148,0.4932,0.49976000000000004
f28,1,0.3648,0.4934,0.50832
f28,dataset,0.3398,0.4933,0.5040399999999999
f29,0,0.3392,0.5096,0.50416
f29,1,0.3436,0.5096,0.512
f29,dataset,0.3414,0.5096,0.5080800000000001
f3,0,0.338,0.5032,0.498
f3,1,0.3264,0.5032,0.49648000000000003
f3,dataset,0.3322,0.5032,0.49723999999999996
f30,0,0.3552,0.4948,0.49976000000000004
f30,1,0.3136,0.495,0.49623999999999996
f30,dataset,0.3344,0.4949,0.498
f31,0,0.3144,0.5061333333333333,0.49623999999999996
f31,1,0.3592,0.5064,0.49992
f31,dataset,0.3368,0.5062666666666666,0.49808
f32,0,0.3384,0.4894,0.49976000000000004
f32,1,0.3272,0.4894,0.49872
f32,dataset,0.3328,0.4894,0.49923999999999996
f33,0,0.3228,0.4936,0.5004
f33,1,0.3424,0.494,0.4928
f33,dataset,0.3326,0.4938,0.4966
f34,0,0.3496,0.505,0.5042399999999999
f34,1,0.332,0.5052,0.50856
f34,dataset,0.3408,0.5051,0.5064
f35,0,0.318,0.5002,0.49736
f35,1,0.3672,0.5,0.50168
f35,dataset,0.3426,0.5001,0.49951999999999996
f36,0,0.3312,0.508,0.50808
f36,1,0.3644,0.5079333333333333,0.5084
f36,dataset,0.3478,0.5079666666666667,0.5082399999999999
f37,0,0.2976,0.518,0.51368
f37,1,0.3932,0.5178,0.50776
f37,dataset,0.3454,0.5179,0.5107200000000001
f38,0,0.3108,0.495,0.49551999999999996
f38,1,0.3448,0.4952,0.492
f38,dataset,0.3278,0.4951,0.49376000000000003
f39,0,0.34,0.5014,0.49591999999999997
f39,1,0.3272,0.5008666666666667,0.5016
f39,dataset,0.3336,0.5011333333333333,0.49876000000000004
f4,0,0.3716,0.5036,0.50008
f4,1,0.3084,0.5033333333333333,0.49983999999999995
f4,dataset,0.34,0.5034666666666667,0.49996
f40,0,0.3308,0.4676666666666667,0.47312
f40,1,0.3548,0.4678,0.46912
f40,dataset,0.3428,0.4677333333333334,0.47112
f41,0,0.2668,0.4289333333333333,0.44151999999999997
f41,1,0.3312,0.429,0.43536
f41,dataset,0.299,0.4289666666666667,0.43844000000000005
f42,0,0.3644,0.4916666666666667,0.48936
f42,1,0.2972,0.4916666666666667,0.49432
f42,dataset,0.3308,0.4916666666666667,0.49183999999999994
f43,0,0.3548,0.461,0.46416
f43,1,0.3044,0.4610666666666667,0.46016
f43,dataset,0.3296,0.4610333333333333,0.46216
f44,0,0.2632,0.4712,0.4748
f44,1,0.394,0.4712,0.474
f44,dataset,0.3286,0.4712,0.4744
f45,0,0.3176,0.5052,0.49551999999999996
f45,1,0.3652,0.5052,0.49624000000000007
f45,dataset,0.3414,0.5052,0.49588000000000004
f46,0,0.3256,0.494,0.49504000000000004
f46,1,0.342,0.4941333333333333,0.49432
f46,dataset,0.3338,0.4940666666666667,0.49467999999999995
f47,0,0.2928,0.4808,0.48544000000000004
f47,1,0.3696,0.4808,0.48728
f47,dataset,0.3312,0.4808,0.48636
f48,0,0.3612,0.497,0.5009600000000001
f48,1,0.312,0.4976,0.50168
f48,dataset,0.3366,0.4973,0.5013200000000001
f49,0,0.3164,0.5071333333333333,0.50176
f49,1,0.3656,0.5072,0.50648
f49,dataset,0.341,0.5071666666666667,0.50412
f5,0,0.3884,0.442,0.43144
f5,1,0.2276,0.442,0.43536
f5,dataset,0.308,0.442,0.4334
f50,0,0.2904,0.4962666666666667,0.49808
f50,1,0.3856,0.4962,0.49351999999999996
f50,dataset,0.338,0.4962333333333333,0.4958
f51,0,0.3764,0.4732,0.48463999999999996
f51,1,0.4456,0.4729333333333333,0.48408
f51,dataset,0.411,0.4730666666666666,0.48436
f52,0,0.3412,0.441,0.43751999999999996
f52,1,0.3028,0.4406,0.44448000000000004
f52,dataset,0.322,0.4408,0.441
f53,0,0.278,0.4672666666666667,0.47424000000000005
f53,1,0.3904,0.4674,0.47256000000000004
f53,dataset,0.3342,0.4673333333333333,0.4734
f54,0,0.3192,0.4454,0.43992
f54,1,0.3288,0.4454,0.44088
f54,dataset,0.324,0.4454,0.4404
f6,0,0.3308,0.4396666666666667,0.4444
f6,1,0.374,0.4398,0.43944000000000005
f6,dataset,0.3524,0.4397333333333334,0.44192
f7,0,0.3344,0.455,0.4528
f7,1,0.3224,0.455,0.44944000000000006
f7,dataset,0.3284,0.455,0.4511200000000001
f8,0,0.3808,0.4886,0.49688000000000004
f8,1,0.2964,0.4884,0.49456000000000006
f8,dataset,0.3386,0.4885,0.49572000000000005
f9,0,0.3664,0.4366,0.44184000000000007
f9,1,0.2856,0.4366,0.4496
f9,dataset,0.326,0.4366,0.44572
