method,informative_total,caught_informative,recall_informative,extended_recall_informative,caught_redundant_linear,caught_redundant_nonlinear,caught_noise,redundant_f,redundant_f_%
mutual_info,30.0,5.0,0.16666666666666666,0.7666666666666667,10.0,4.0,11.0,0.0,0.0
f_classif,30.0,4.0,0.13333333333333333,0.4666666666666667,4.0,6.0,16.0,2.0,0.06666666666666667
rf,30.0,0.0,0.0,0.2,1.0,3.0,26.0,0.0,0.0
relief,30.0,0.0,0.0,0.13333333333333333,0.0,2.0,28.0,0.0,0.0
xgb,30.0,1.0,0.03333333333333333,0.6333333333333333,4.0,8.0,17.0,0.0,0.0
complexity_Hostility,30.0,7.0,0.23333333333333334,0.8,3.0,14.0,6.0,0.0,0.0
complexity_N1,30.0,8.0,0.26666666666666666,0.7333333333333333,10.0,8.0,4.0,0.0,0.0
complexity_kDN,30.0,7.0,0.23333333333333334,0.8333333333333334,9.0,11.0,3.0,0.0,0.0
