feature,level,Hostility,N1,kDN
f0,0,0.5644028103044496,0.5772833723653396,0.5887587822014052
f0,1,0.28970331588132636,0.43019197207678883,0.4453752181500873
f0,dataset,0.407,0.493,0.5066
f1,0,0.594847775175644,0.5971896955503513,0.5915690866510539
f1,1,0.28097731239092494,0.44502617801047123,0.4397905759162304
f1,dataset,0.415,0.51,0.5046
f10,0,0.5550351288056206,0.6100702576112412,0.5868852459016394
f10,1,0.2949389179755672,0.4537521815008726,0.4324607329842932
f10,dataset,0.406,0.5205,0.49840000000000007
f100,0,0.5152224824355972,0.550351288056206,0.5573770491803278
f100,1,0.2705061082024433,0.40924956369982546,0.41326352530541016
f100,dataset,0.375,0.4695,0.47479999999999994
f101,0,0.4918032786885246,0.550351288056206,0.5718969555035129
f101,1,0.2844677137870855,0.41012216404886565,0.4212914485165794
f101,dataset,0.373,0.47,0.48560000000000003
f102,0,0.5409836065573771,0.5901639344262295,0.5695550351288057
f102,1,0.2949389179755672,0.4389179755671902,0.42757417102966844
f102,dataset,0.4,0.5035,0.4882
f103,0,0.5105386416861827,0.5761124121779859,0.5629976580796253
f103,1,0.2547993019197208,0.4293193717277487,0.42024432809773127
f103,dataset,0.364,0.492,0.48119999999999996
f104,0,0.5292740046838408,0.5714285714285714,0.5765807962529275
f104,1,0.2774869109947644,0.42757417102966844,0.41710296684118675
f104,dataset,0.385,0.489,0.48519999999999996
f105,0,0.5878220140515222,0.5690866510538641,0.5714285714285714
f105,1,0.268760907504363,0.4232111692844677,0.43699825479930193
f105,dataset,0.405,0.4855,0.49440000000000006
f106,0,0.5105386416861827,0.5831381733021077,0.5779859484777518
f106,1,0.27225130890052357,0.43600930773705643,0.4178010471204189
f106,dataset,0.374,0.4988333333333333,0.4862
f107,0,0.5433255269320844,0.5714285714285714,0.5798594847775176
f107,1,0.28272251308900526,0.4258289703315881,0.42198952879581153
f107,dataset,0.394,0.488,0.4894
f108,0,0.5526932084309133,0.5960187353629977,0.5807962529274004
f108,1,0.30017452006980805,0.44415357766143104,0.4527050610820244
f108,dataset,0.408,0.509,0.5074
f109,0,0.5199063231850117,0.5655737704918032,0.5526932084309133
f109,1,0.2844677137870855,0.4214659685863874,0.4279232111692845
f109,dataset,0.385,0.483,0.48119999999999996
f11,0,0.6065573770491803,0.563231850117096,0.5681498829039813
f11,1,0.2757417102966841,0.4205933682373473,0.4383944153577662
f11,dataset,0.417,0.4815,0.49379999999999996
f110,0,0.531615925058548,0.5573770491803278,0.5648711943793912
f110,1,0.2705061082024433,0.41535776614310643,0.4223385689354276
f110,dataset,0.382,0.476,0.4832
f111,0,0.4964871194379391,0.5761124121779859,0.5690866510538641
f111,1,0.27399650959860383,0.4293193717277487,0.4268760907504363
f111,dataset,0.369,0.492,0.48760000000000003
f112,0,0.5878220140515222,0.594847775175644,0.5770491803278689
f112,1,0.3106457242582897,0.4432809773123909,0.4279232111692845
f112,dataset,0.429,0.508,0.49160000000000004
f113,0,0.5925058548009368,0.5983606557377049,0.5868852459016394
f113,1,0.24607329842931938,0.44502617801047123,0.43909249563699826
f113,dataset,0.394,0.5105,0.5022
f114,0,0.5667447306791569,0.5644028103044496,0.5868852459016394
f114,1,0.2547993019197208,0.4205933682373473,0.4237347294938918
f114,dataset,0.388,0.482,0.49339999999999995
f115,0,0.45433255269320844,0.5761124121779859,0.565807962529274
f115,1,0.30017452006980805,0.4293193717277487,0.4167539267015707
f115,dataset,0.366,0.492,0.48040000000000005
f116,0,0.48009367681498827,0.5690866510538641,0.5601873536299766
f116,1,0.268760907504363,0.4223385689354276,0.4017452006980803
f116,dataset,0.359,0.485,0.4694
f117,0,0.5433255269320844,0.5702576112412178,0.5822014051522248
f117,1,0.3089005235602094,0.424956369982548,0.4268760907504363
f117,dataset,0.409,0.487,0.49319999999999997
f118,0,0.5058548009367682,0.5491803278688525,0.565807962529274
f118,1,0.2530541012216405,0.4083769633507853,0.4324607329842932
f118,dataset,0.361,0.4685,0.48940000000000006
f119,0,0.5714285714285714,0.5878220140515222,0.5896955503512881
f119,1,0.2617801047120419,0.4363001745200698,0.43734729493891794
f119,dataset,0.394,0.501,0.5024000000000001
