feature,level,Hostility,N1,kDN
f0,0,0.6514285714285715,0.64,0.648
f0,1,0.13846153846153847,0.34615384615384615,0.3390769230769231
f0,dataset,0.318,0.449,0.44720000000000004
f1,0,0.6342857142857142,0.68,0.6605714285714286
f1,1,0.15384615384615385,0.36615384615384616,0.3606153846153846
f1,dataset,0.322,0.476,0.4656
f10,0,0.6057142857142858,0.6457142857142857,0.6525714285714286
f10,1,0.19076923076923077,0.34923076923076923,0.3476923076923077
f10,dataset,0.336,0.453,0.45439999999999997
f100,0,0.7828571428571428,0.66,0.694857142857143
f100,1,0.17846153846153845,0.3553846153846154,0.3686153846153846
f100,dataset,0.39,0.462,0.4828
f101,0,0.6914285714285714,0.6485714285714286,0.656
f101,1,0.13230769230769232,0.34923076923076923,0.3507692307692308
f101,dataset,0.328,0.454,0.4576
f102,0,0.5885714285714285,0.64,0.6297142857142858
f102,1,0.13230769230769232,0.34615384615384615,0.34092307692307694
f102,dataset,0.292,0.449,0.442
f103,0,0.7085714285714285,0.6742857142857143,0.6662857142857143
f103,1,0.1723076923076923,0.3630769230769231,0.3636923076923077
f103,dataset,0.36,0.472,0.4696
f104,0,0.7028571428571428,0.68,0.6491428571428572
f104,1,0.1076923076923077,0.3676923076923077,0.35261538461538466
f104,dataset,0.316,0.477,0.4564
f105,0,0.7028571428571428,0.6285714285714286,0.6548571428571429
f105,1,0.16923076923076924,0.34,0.34707692307692306
f105,dataset,0.356,0.441,0.45480000000000004
f106,0,0.7371428571428571,0.68,0.6388571428571428
f106,1,0.19076923076923077,0.36615384615384616,0.35384615384615387
f106,dataset,0.382,0.476,0.4536
f107,0,0.7771428571428571,0.6371428571428571,0.672
f107,1,0.19692307692307692,0.3415384615384615,0.3667692307692308
f107,dataset,0.4,0.445,0.4736
f108,0,0.6,0.6457142857142857,0.6342857142857142
f108,1,0.15384615384615385,0.3476923076923077,0.35261538461538466
f108,dataset,0.31,0.452,0.45120000000000005
f109,0,0.7771428571428571,0.6457142857142857,0.6685714285714286
f109,1,0.17846153846153845,0.3476923076923077,0.3673846153846154
f109,dataset,0.388,0.452,0.47280000000000005
f11,0,0.7428571428571429,0.6485714285714286,0.6434285714285715
f11,1,0.18153846153846154,0.34923076923076923,0.35507692307692307
f11,dataset,0.378,0.454,0.45600000000000007
f110,0,0.7085714285714285,0.6685714285714286,0.6594285714285715
f110,1,0.17846153846153845,0.36,0.36923076923076925
f110,dataset,0.364,0.468,0.4708
f111,0,0.6685714285714286,0.66,0.6594285714285715
f111,1,0.20615384615384616,0.35384615384615387,0.35507692307692307
f111,dataset,0.368,0.461,0.4616
f112,0,0.6857142857142857,0.66,0.6491428571428572
f112,1,0.14461538461538462,0.3553846153846154,0.36246153846153845
f112,dataset,0.334,0.462,0.46280000000000004
f113,0,0.6857142857142857,0.6685714285714286,0.6468571428571429
f113,1,0.16923076923076924,0.36,0.35015384615384615
f113,dataset,0.35,0.468,0.45400000000000007
f114,0,0.6514285714285715,0.6857142857142857,0.6251428571428572
f114,1,0.16615384615384615,0.36923076923076925,0.34215384615384614
f114,dataset,0.336,0.48,0.44120000000000004
f115,0,0.6685714285714286,0.6485714285714286,0.6445714285714286
f115,1,0.13538461538461538,0.3476923076923077,0.35323076923076924
f115,dataset,0.322,0.453,0.45520000000000005
f116,0,0.7314285714285714,0.6742857142857143,0.6697142857142857
f116,1,0.19076923076923077,0.36615384615384616,0.3673846153846154
f116,dataset,0.38,0.474,0.47320000000000007
f117,0,0.7257142857142858,0.6171428571428571,0.6685714285714286
f117,1,0.17846153846153845,0.3323076923076923,0.3390769230769231
f117,dataset,0.37,0.432,0.45439999999999997
f118,0,0.7142857142857143,0.7028571428571428,0.6719999999999999
f118,1,0.16,0.3769230769230769,0.35938461538461536
f118,dataset,0.354,0.491,0.4688
f119,0,0.6914285714285714,0.6885714285714286,0.6708571428571429
f119,1,0.15692307692307692,0.3707692307692308,0.34276923076923077
f119,dataset,0.344,0.482,0.4576
f12,0,0.6285714285714286,0.6514285714285715,0.6171428571428571
f12,1,0.16,0.3523076923076923,0.36
f12,dataset,0.324,0.457,0.45
f120,0,0.6914285714285714,0.6457142857142857,0.664
f120,1,0.16307692307692306,0.34923076923076923,0.3513846153846154
f120,dataset,0.348,0.453,0.4608
f121,0,0.68,0.6971428571428572,0.6594285714285715
f121,1,0.19076923076923077,0.37538461538461537,0.3636923076923077
f121,dataset,0.362,0.488,0.46720000000000006
f122,0,0.6457142857142857,0.6285714285714286,0.664
f122,1,0.1723076923076923,0.33692307692307694,0.3476923076923077
f122,dataset,0.338,0.439,0.45840000000000003
f123,0,0.6342857142857142,0.6628571428571428,0.6411428571428571
f123,1,0.20307692307692307,0.3569230769230769,0.34215384615384614
f123,dataset,0.354,0.464,0.44680000000000003
f124,0,0.6342857142857142,0.6628571428571428,0.6468571428571429
f124,1,0.16923076923076924,0.3569230769230769,0.3507692307692308
f124,dataset,0.332,0.464,0.4544000000000001
f125,0,0.6,0.6742857142857143,0.6525714285714286
f125,1,0.15076923076923077,0.36153846153846153,0.35323076923076924
f125,dataset,0.308,0.471,0.458
f126,0,0.7028571428571428,0.6342857142857142,0.6342857142857142
f126,1,0.18461538461538463,0.34307692307692306,0.3636923076923077
f126,dataset,0.366,0.445,0.45840000000000003
f127,0,0.6457142857142857,0.6742857142857143,0.6548571428571429
f127,1,0.16923076923076924,0.3646153846153846,0.34707692307692306
f127,dataset,0.336,0.473,0.45480000000000004
f128,0,0.7257142857142858,0.6685714285714286,0.6651428571428571
f128,1,0.23692307692307693,0.36,0.35938461538461536
f128,dataset,0.408,0.468,0.46640000000000004
f129,0,0.68,0.6514285714285715,0.6308571428571429
f129,1,0.13846153846153847,0.3523076923076923,0.3686153846153846
f129,dataset,0.328,0.457,0.4604
f13,0,0.7257142857142858,0.7085714285714285,0.6777142857142857
f13,1,0.1723076923076923,0.38,0.35938461538461536
f13,dataset,0.366,0.495,0.47080000000000005
f130,0,0.6628571428571428,0.6542857142857142,0.64
f130,1,0.16,0.3523076923076923,0.3513846153846154
f130,dataset,0.336,0.458,0.4524
f131,0,0.6285714285714286,0.6285714285714286,0.64
f131,1,0.1753846153846154,0.3384615384615385,0.33784615384615385
f131,dataset,0.334,0.44,0.44360000000000005
f132,0,0.6342857142857142,0.6171428571428571,0.6262857142857142
f132,1,0.13846153846153847,0.3323076923076923,0.33661538461538465
f132,dataset,0.312,0.432,0.438
f133,0,0.6171428571428571,0.6314285714285715,0.6251428571428572
f133,1,0.18461538461538463,0.34,0.3446153846153846
f133,dataset,0.336,0.442,0.4428
f134,0,0.64,0.6228571428571429,0.6582857142857143
f134,1,0.19384615384615383,0.3353846153846154,0.3292307692307692
f134,dataset,0.35,0.436,0.4444
