method,informative_total,caught_informative,recall_informative,extended_recall_informative,caught_redundant_linear,caught_redundant_nonlinear,caught_noise,redundant_f,redundant_f_%
mutual_info,150.0,76.0,0.5066666666666667,0.7333333333333333,23.0,25.0,26.0,12.0,0.08
f_classif,150.0,72.0,0.48,0.6466666666666666,23.0,19.0,36.0,15.0,0.1
rf,150.0,66.0,0.44,0.6533333333333333,25.0,22.0,37.0,10.0,0.06666666666666667
relief,150.0,54.0,0.36,0.5933333333333334,22.0,27.0,47.0,12.0,0.08
xgb,150.0,70.0,0.4666666666666667,0.72,30.0,22.0,28.0,10.0,0.06666666666666667
complexity_Hostility,150.0,74.0,0.49333333333333335,0.7733333333333333,23.0,29.0,24.0,6.0,0.04
complexity_N1,150.0,70.0,0.4666666666666667,0.7066666666666667,33.0,28.0,19.0,21.0,0.14
complexity_kDN,150.0,73.0,0.4866666666666667,0.7333333333333333,28.0,28.0,21.0,13.0,0.08666666666666667
