feature,level,Hostility,N1,kDN
f0,0,0.7302631578947368,0.6578947368421053,0.6881578947368422
f0,1,0.11206896551724138,0.2859195402298851,0.2971264367816092
f0,dataset,0.3,0.399,0.416
f1,0,0.8092105263157895,0.7039473684210527,0.6960526315789474
f1,1,0.13505747126436782,0.3089080459770115,0.31091954022988505
f1,dataset,0.34,0.429,0.428
f10,0,0.6776315789473685,0.694078947368421,0.6802631578947369
f10,1,0.14080459770114942,0.3031609195402299,0.3022988505747127
f10,dataset,0.304,0.422,0.4172
f100,0,0.7631578947368421,0.7072368421052632,0.6934210526315789
f100,1,0.1235632183908046,0.3089080459770115,0.3074712643678161
f100,dataset,0.318,0.43,0.42479999999999996
f101,0,0.756578947368421,0.7171052631578947,0.6921052631578948
f101,1,0.11781609195402298,0.3117816091954023,0.303448275862069
f101,dataset,0.312,0.435,0.42160000000000003
f102,0,0.7631578947368421,0.6578947368421053,0.6947368421052632
f102,1,0.08908045977011494,0.28735632183908044,0.3155172413793103
f102,dataset,0.294,0.4,0.4308
f103,0,0.75,0.6776315789473685,0.6486842105263158
f103,1,0.1235632183908046,0.29454022988505746,0.31896551724137934
f103,dataset,0.314,0.411,0.4192000000000001
f104,0,0.8092105263157895,0.7105263157894737,0.7105263157894737
f104,1,0.1235632183908046,0.3103448275862069,0.317816091954023
f104,dataset,0.332,0.432,0.4372
f105,0,0.6973684210526315,0.6381578947368421,0.6447368421052632
f105,1,0.1235632183908046,0.2801724137931034,0.2988505747126437
f105,dataset,0.298,0.389,0.404
f106,0,0.6447368421052632,0.6546052631578947,0.6868421052631579
f106,1,0.09482758620689655,0.2859195402298851,0.29022988505747127
f106,dataset,0.262,0.398,0.4108
f107,0,0.7302631578947368,0.6973684210526315,0.6868421052631579
f107,1,0.12643678160919541,0.3045977011494253,0.29540229885057473
f107,dataset,0.31,0.424,0.4144
f108,0,0.625,0.6578947368421053,0.65
f108,1,0.1206896551724138,0.28735632183908044,0.285632183908046
f108,dataset,0.274,0.4,0.3964000000000001
f109,0,0.7894736842105263,0.694078947368421,0.6723684210526316
f109,1,0.10344827586206896,0.3045977011494253,0.3235632183908046
f109,dataset,0.312,0.423,0.42960000000000004
f11,0,0.7763157894736842,0.7105263157894737,0.7026315789473684
f11,1,0.12643678160919541,0.3103448275862069,0.296551724137931
f11,dataset,0.324,0.432,0.42
f110,0,0.7828947368421053,0.7302631578947368,0.7236842105263158
f110,1,0.15229885057471265,0.3175287356321839,0.3103448275862069
f110,dataset,0.344,0.443,0.4360000000000001
