feature,level,Hostility,N1,kDN
f0,0,0.286,0.468,0.45080000000000003
f0,1,0.326,0.469,0.4516
f0,dataset,0.306,0.4685,0.45120000000000005
f1,0,0.306,0.454,0.454
f1,1,0.33,0.454,0.4504
f1,dataset,0.318,0.454,0.45220000000000005
f10,0,0.338,0.496,0.49960000000000004
f10,1,0.356,0.497,0.5184
f10,dataset,0.347,0.4965,0.509
f11,0,0.316,0.451,0.4492
f11,1,0.318,0.451,0.44680000000000003
f11,dataset,0.317,0.451,0.44800000000000006
f12,0,0.348,0.498,0.5044000000000001
f12,1,0.34,0.497,0.5032
f12,dataset,0.344,0.4975,0.5038
f13,0,0.334,0.484,0.47040000000000004
f13,1,0.308,0.484,0.48119999999999996
f13,dataset,0.321,0.484,0.47580000000000006
f14,0,0.274,0.508,0.496
f14,1,0.386,0.509,0.49
f14,dataset,0.33,0.5085,0.493
f15,0,0.392,0.511,0.4972
f15,1,0.326,0.512,0.5124
f15,dataset,0.359,0.5115,0.5048
f16,0,0.426,0.466,0.4776
f16,1,0.318,0.466,0.476
f16,dataset,0.372,0.466,0.4768
f17,0,0.352,0.421,0.42560000000000003
f17,1,0.236,0.422,0.428
f17,dataset,0.294,0.4215,0.42680000000000007
f18,0,0.356,0.508,0.4984
f18,1,0.308,0.509,0.498
f18,dataset,0.332,0.5085,0.49820000000000003
f19,0,0.344,0.5,0.502
f19,1,0.336,0.5,0.5044000000000001
f19,dataset,0.34,0.5,0.5032
f2,0,0.384,0.515,0.5144
f2,1,0.3,0.514,0.5104000000000001
f2,dataset,0.342,0.5145,0.5124
f20,0,0.35,0.514,0.5152
f20,1,0.328,0.516,0.49440000000000006
f20,dataset,0.339,0.515,0.5048
f21,0,0.348,0.467,0.49
f21,1,0.304,0.468,0.4752
f21,dataset,0.326,0.4675,0.48260000000000003
f22,0,0.342,0.5,0.4964
f22,1,0.342,0.4983333333333333,0.4984
f22,dataset,0.342,0.49916666666666665,0.49739999999999995
f23,0,0.29,0.447,0.484
f23,1,0.364,0.447,0.4656
f23,dataset,0.327,0.447,0.4748
f24,0,0.252,0.393,0.38880000000000003
f24,1,0.3,0.393,0.3748
f24,dataset,0.276,0.393,0.3818
f25,0,0.294,0.501,0.4972
f25,1,0.372,0.501,0.4992
f25,dataset,0.333,0.501,0.49820000000000003
f26,0,0.308,0.491,0.48319999999999996
f26,1,0.342,0.491,0.5036
f26,dataset,0.325,0.491,0.49340000000000006
f27,0,0.34,0.485,0.49319999999999997
f27,1,0.304,0.484,0.48640000000000005
f27,dataset,0.322,0.4845,0.4898
f28,0,0.328,0.489,0.48440000000000005
f28,1,0.334,0.489,0.48919999999999997
f28,dataset,0.331,0.489,0.4868
f29,0,0.462,0.507,0.5072
f29,1,0.388,0.508,0.49960000000000004
f29,dataset,0.425,0.5075,0.5034
f3,0,0.346,0.429,0.4344
f3,1,0.282,0.429,0.43560000000000004
f3,dataset,0.314,0.429,0.435
f30,0,0.334,0.494,0.49240000000000006
f30,1,0.334,0.493,0.4808
f30,dataset,0.334,0.4935,0.48660000000000003
f31,0,0.274,0.452,0.45640000000000003
f31,1,0.358,0.451,0.4452
f31,dataset,0.316,0.4515,0.45080000000000003
f32,0,0.382,0.504,0.5024000000000001
f32,1,0.288,0.502,0.5036
f32,dataset,0.335,0.503,0.5029999999999999
f33,0,0.262,0.44,0.46440000000000003
f33,1,0.358,0.441,0.44160000000000005
f33,dataset,0.31,0.4405,0.453
f34,0,0.274,0.458,0.4536
f34,1,0.364,0.459,0.4492
f34,dataset,0.319,0.4585,0.4514
f35,0,0.324,0.469,0.4588
f35,1,0.278,0.469,0.4496
f35,dataset,0.301,0.469,0.45420000000000005
f36,0,0.316,0.49,0.47440000000000004
f36,1,0.35,0.491,0.47440000000000004
f36,dataset,0.333,0.4905,0.4744
f37,0,0.408,0.465,0.48960000000000004
f37,1,0.25,0.465,0.4768
f37,dataset,0.329,0.465,0.4832
f38,0,0.34,0.496,0.5068
f38,1,0.35,0.497,0.5124
f38,dataset,0.345,0.4965,0.5096
f39,0,0.36,0.504,0.5116
f39,1,0.318,0.508,0.5167999999999999
f39,dataset,0.339,0.506,0.5142
f4,0,0.308,0.436,0.4372
f4,1,0.39,0.437,0.4444
f4,dataset,0.349,0.4365,0.4408
f40,0,0.362,0.5103333333333333,0.49240000000000006
f40,1,0.302,0.513,0.5008
f40,dataset,0.332,0.5116666666666666,0.49660000000000004
f41,0,0.358,0.496,0.49
f41,1,0.306,0.494,0.49760000000000004
f41,dataset,0.332,0.495,0.4938
f42,0,0.26,0.434,0.456
f42,1,0.372,0.435,0.4408
f42,dataset,0.316,0.4345,0.44839999999999997
f43,0,0.3,0.486,0.48919999999999997
f43,1,0.366,0.486,0.486
f43,dataset,0.333,0.486,0.48760000000000003
f44,0,0.366,0.473,0.4612
f44,1,0.294,0.473,0.47440000000000004
f44,dataset,0.33,0.473,0.4678
f5,0,0.37,0.442,0.44680000000000003
f5,1,0.272,0.441,0.45840000000000003
f5,dataset,0.321,0.4415,0.4526
f6,0,0.412,0.5,0.4908
f6,1,0.404,0.5,0.496
f6,dataset,0.408,0.5,0.49339999999999995
f7,0,0.34,0.456,0.45840000000000003
f7,1,0.306,0.455,0.458
f7,dataset,0.323,0.4555,0.45820000000000005
f8,0,0.336,0.425,0.43119999999999997
f8,1,0.254,0.426,0.43760000000000004
f8,dataset,0.295,0.4255,0.4344
f9,0,0.322,0.431,0.4288
f9,1,0.276,0.431,0.4364
f9,dataset,0.299,0.431,0.43260000000000004
