method,informative_total,caught_informative,recall_informative,extended_recall_informative,caught_redundant_linear,caught_redundant_nonlinear,caught_noise,redundant_f,redundant_f_%
mutual_info,70.0,32.0,0.45714285714285713,0.7285714285714285,9.0,10.0,19.0,1.0,0.014285714285714285
f_classif,70.0,18.0,0.2571428571428571,0.6,14.0,15.0,23.0,5.0,0.07142857142857142
rf,70.0,13.0,0.18571428571428572,0.5428571428571428,17.0,15.0,25.0,4.0,0.05714285714285714
relief,70.0,2.0,0.02857142857142857,0.5428571428571428,7.0,22.0,39.0,0.0,0.0
xgb,70.0,18.0,0.2571428571428571,0.6428571428571429,16.0,15.0,21.0,4.0,0.05714285714285714
complexity_Hostility,70.0,21.0,0.3,0.7857142857142857,15.0,21.0,13.0,2.0,0.02857142857142857
complexity_N1,70.0,30.0,0.42857142857142855,0.7714285714285715,13.0,15.0,12.0,5.0,0.07142857142857142
complexity_kDN,70.0,24.0,0.34285714285714286,0.7571428571428571,18.0,16.0,12.0,5.0,0.07142857142857142
