feature,level,Hostility,N1,kDN
f0,0,0.8654545454545455,0.7218181818181818,0.7483636363636365
f0,1,0.0910344827586207,0.27448275862068966,0.2775172413793104
f0,dataset,0.304,0.3975,0.407
f1,0,0.8654545454545455,0.7854545454545454,0.7687272727272727
f1,1,0.07448275862068965,0.29724137931034483,0.2868965517241379
f1,dataset,0.292,0.4315,0.4194000000000001
f10,0,0.8218181818181818,0.7236363636363636,0.7272727272727273
f10,1,0.10206896551724139,0.2751724137931034,0.2700689655172414
f10,dataset,0.3,0.3985,0.39580000000000004
f100,0,0.7854545454545454,0.7381818181818182,0.7301818181818183
f100,1,0.08551724137931034,0.2793103448275862,0.27227586206896554
f100,dataset,0.278,0.4055,0.39820000000000005
f101,0,0.7490909090909091,0.7018181818181818,0.7163636363636363
f101,1,0.09379310344827586,0.26620689655172414,0.27062068965517244
f101,dataset,0.274,0.386,0.39320000000000005
f102,0,0.7272727272727273,0.7127272727272728,0.7156363636363636
f102,1,0.09655172413793103,0.27034482758620687,0.27255172413793105
f102,dataset,0.27,0.392,0.3944
f103,0,0.7890909090909091,0.7109090909090909,0.7170909090909091
f103,1,0.08551724137931034,0.2696551724137931,0.26813793103448275
f103,dataset,0.279,0.391,0.3916
f104,0,0.7818181818181819,0.7254545454545455,0.7178181818181818
f104,1,0.09241379310344827,0.2751724137931034,0.27889655172413796
f104,dataset,0.282,0.399,0.3996
f105,0,0.84,0.7709090909090909,0.7490909090909091
f105,1,0.08551724137931034,0.29310344827586204,0.2857931034482759
f105,dataset,0.293,0.4245,0.41320000000000007
f106,0,0.8218181818181818,0.7454545454545455,0.746909090909091
f106,1,0.09655172413793103,0.2827586206896552,0.27255172413793105
f106,dataset,0.296,0.41,0.403
f107,0,0.8,0.7127272727272728,0.7287272727272728
f107,1,0.08551724137931034,0.2689655172413793,0.27889655172413796
f107,dataset,0.282,0.391,0.4026
f108,0,0.7672727272727272,0.7218181818181818,0.704
f108,1,0.09793103448275862,0.27448275862068966,0.2670344827586207
f108,dataset,0.282,0.3975,0.38720000000000004
f109,0,0.8145454545454546,0.6975757575757576,0.7185454545454545
f109,1,0.06482758620689655,0.26482758620689656,0.2755862068965517
f109,dataset,0.271,0.3838333333333333,0.39740000000000003
