feature,level,Hostility,N1,kDN
f0,0,0.6550724637681159,0.6550724637681159,0.6367149758454106
f0,1,0.1440203562340967,0.3450381679389313,0.33190839694656493
f0,dataset,0.32033333333333336,0.452,0.43706666666666666
f1,0,0.7497584541062802,0.6531400966183575,0.6571980676328503
f1,1,0.15165394402035623,0.34427480916030534,0.3497201017811705
f1,dataset,0.358,0.4508333333333333,0.45580000000000004
f10,0,0.7014492753623188,0.6492753623188405,0.65256038647343
f10,1,0.15776081424936386,0.3414758269720102,0.34513994910941476
f10,dataset,0.3453333333333333,0.44766666666666666,0.4512
f100,0,0.6830917874396135,0.6647342995169082,0.6585507246376812
f100,1,0.16946564885496182,0.35038167938931297,0.3468702290076336
f100,dataset,0.3466666666666667,0.4588333333333333,0.4544
f101,0,0.6985507246376812,0.672463768115942,0.6639613526570048
f101,1,0.1821882951653944,0.35436810856658185,0.3465648854961832
f101,dataset,0.36033333333333334,0.4641111111111111,0.4560666666666667
f102,0,0.663768115942029,0.6144927536231884,0.6444444444444445
f102,1,0.17099236641221374,0.3236641221374046,0.33994910941475825
f102,dataset,0.341,0.424,0.445
f103,0,0.6685990338164252,0.6386473429951691,0.6270531400966184
f103,1,0.15725190839694655,0.33689567430025447,0.3344529262086514
f103,dataset,0.33366666666666667,0.441,0.4354
f104,0,0.6985507246376812,0.652818035426731,0.6485024154589373
f104,1,0.13740458015267176,0.3440203562340967,0.3518575063613231
f104,dataset,0.331,0.4505555555555555,0.4542
f105,0,0.6830917874396135,0.6533011272141707,0.6371014492753623
f105,1,0.15725190839694655,0.3440203562340967,0.33781170483460565
f105,dataset,0.33866666666666667,0.4507222222222222,0.4410666666666666
f106,0,0.6859903381642513,0.6458937198067632,0.6479227053140096
f106,1,0.15674300254452928,0.34045801526717556,0.3388295165394402
f106,dataset,0.3393333333333333,0.44583333333333336,0.4454666666666667
f107,0,0.6685990338164252,0.6521739130434783,0.6411594202898551
f107,1,0.15216284987277354,0.34334181509754025,0.33994910941475825
f107,dataset,0.3303333333333333,0.4498888888888889,0.44386666666666663
f108,0,0.6946859903381642,0.6521739130434783,0.6647342995169082
f108,1,0.17404580152671756,0.3432569974554707,0.35287531806615774
f108,dataset,0.3536666666666667,0.4498333333333333,0.4604666666666667
f109,0,0.6908212560386473,0.6700483091787439,0.6618357487922706
f109,1,0.15267175572519084,0.3526717557251908,0.3489058524173028
f109,dataset,0.3383333333333333,0.46216666666666667,0.4568666666666667
f11,0,0.6908212560386473,0.6608695652173913,0.6570048309178744
f11,1,0.17150127226463105,0.34834605597964374,0.34208651399491097
f11,dataset,0.3506666666666667,0.45616666666666666,0.45073333333333343
f110,0,0.6753623188405797,0.6507246376811594,0.6653140096618357
f110,1,0.1475826972010178,0.3424936386768448,0.3465648854961832
f110,dataset,0.32966666666666666,0.4488333333333333,0.4565333333333333
f111,0,0.7207729468599033,0.6772946859903382,0.6832850241545895
f111,1,0.14707379134860052,0.3567430025445293,0.35837150127226464
f111,dataset,0.345,0.4673333333333333,0.4704666666666667
f112,0,0.7043478260869566,0.6632850241545893,0.6577777777777778
f112,1,0.1597964376590331,0.34936386768447836,0.3490076335877863
f112,dataset,0.3476666666666667,0.45766666666666667,0.4555333333333333
f113,0,0.6550724637681159,0.6516908212560386,0.6498550724637682
f113,1,0.15928753180661578,0.3432569974554707,0.34493638676844784
f113,dataset,0.3303333333333333,0.44966666666666666,0.4501333333333334
f114,0,0.6879227053140097,0.6647342995169082,0.6535265700483092
f114,1,0.13842239185750635,0.34978795589482614,0.34055979643765905
f114,dataset,0.328,0.45844444444444443,0.4485333333333333
f115,0,0.6753623188405797,0.6550724637681159,0.6454106280193237
f115,1,0.1643765903307888,0.34529262086513995,0.33659033078880407
f115,dataset,0.3406666666666667,0.45216666666666666,0.4431333333333334
f116,0,0.663768115942029,0.6541062801932367,0.6519806763285023
f116,1,0.17353689567430025,0.34427480916030534,0.3479898218829517
f116,dataset,0.3426666666666667,0.45116666666666666,0.45286666666666664
f117,0,0.6695652173913044,0.6434782608695652,0.6504347826086957
f117,1,0.17099236641221374,0.33893129770992364,0.3390330788804071
f117,dataset,0.343,0.444,0.4464666666666667
f118,0,0.6521739130434783,0.6613526570048309,0.6541062801932367
f118,1,0.15776081424936386,0.3480916030534351,0.3425954198473283
f118,dataset,0.3283333333333333,0.45616666666666666,0.4500666666666668
f119,0,0.7082125603864734,0.6347826086956522,0.6459903381642512
f119,1,0.13893129770992366,0.3342663273960984,0.343206106870229
f119,dataset,0.3353333333333333,0.4379444444444444,0.44766666666666666
f12,0,0.6618357487922706,0.663768115942029,0.6421256038647343
f12,1,0.15521628498727735,0.35012722646310435,0.33994910941475825
f12,dataset,0.33,0.4583333333333333,0.4442
f120,0,0.6763285024154589,0.6763285024154589,0.6546859903381643
f120,1,0.15368956743002546,0.3560644614079728,0.34208651399491097
f120,dataset,0.334,0.4665555555555555,0.4499333333333334
f121,0,0.6956521739130435,0.6531400966183575,0.6546859903381643
f121,1,0.19338422391857507,0.3440203562340967,0.3435114503816794
f121,dataset,0.36666666666666664,0.45066666666666666,0.45086666666666664
f122,0,0.6676328502415458,0.6589371980676328,0.6624154589371981
f122,1,0.17353689567430025,0.3473282442748092,0.3462595419847328
f122,dataset,0.344,0.4548333333333333,0.4553333333333333
f123,0,0.7130434782608696,0.6647342995169082,0.663768115942029
f123,1,0.1643765903307888,0.34970313825275656,0.34992366412213743
f123,dataset,0.3536666666666667,0.45838888888888885,0.4582
f124,0,0.7043478260869566,0.6685990338164252,0.659903381642512
f124,1,0.15267175572519084,0.3521628498727735,0.34513994910941476
f124,dataset,0.343,0.4613333333333333,0.45373333333333327
f125,0,0.6618357487922706,0.6159420289855072,0.6382608695652174
f125,1,0.1852417302798982,0.3244274809160305,0.3306870229007634
f125,dataset,0.3496666666666667,0.425,0.4368
f126,0,0.7275362318840579,0.6570048309178744,0.6514009661835749
f126,1,0.1440203562340967,0.3465648854961832,0.3476844783715013
f126,dataset,0.3453333333333333,0.45366666666666666,0.4524666666666667
f127,0,0.6908212560386473,0.6531400966183575,0.6510144927536232
f127,1,0.178117048346056,0.3440203562340967,0.3480916030534351
f127,dataset,0.355,0.45066666666666666,0.45260000000000006
f128,0,0.6512077294685991,0.6405797101449275,0.6413526570048309
f128,1,0.1623409669211196,0.3374045801526718,0.3417811704834606
f128,dataset,0.331,0.442,0.4451333333333334
f129,0,0.6685990338164252,0.6516908212560386,0.648888888888889
f129,1,0.1618320610687023,0.3435114503816794,0.34137404580152675
f129,dataset,0.33666666666666667,0.4498333333333333,0.4474666666666667
f13,0,0.6579710144927536,0.6347826086956522,0.6492753623188405
f13,1,0.17150127226463105,0.33392705682782015,0.34157760814249366
f13,dataset,0.3393333333333333,0.43772222222222223,0.44773333333333337
f130,0,0.6560386473429952,0.6608695652173913,0.6517874396135266
f130,1,0.15063613231552161,0.34834605597964374,0.3468702290076336
f130,dataset,0.325,0.45616666666666666,0.45206666666666667
f131,0,0.7304347826086957,0.6352657004830918,0.6529468599033817
f131,1,0.17608142493638676,0.3346055979643766,0.33893129770992364
f131,dataset,0.36733333333333335,0.43833333333333335,0.44726666666666665
f132,0,0.6473429951690821,0.6323671497584541,0.64
f132,1,0.15318066157760815,0.3333333333333333,0.3282442748091603
f132,dataset,0.32366666666666666,0.4365,0.4358
f133,0,0.7101449275362319,0.6695652173913044,0.6566183574879227
f133,1,0.17404580152671756,0.3524173027989822,0.3452417302798982
f133,dataset,0.359,0.4618333333333333,0.45266666666666666
f134,0,0.633816425120773,0.6367149758454106,0.6396135265700483
f134,1,0.16081424936386768,0.33536895674300254,0.3374045801526718
f134,dataset,0.324,0.43933333333333335,0.44166666666666665
f135,0,0.6512077294685991,0.6209339774557165,0.6367149758454106
f135,1,0.15521628498727735,0.3272264631043257,0.3295674300254453
f135,dataset,0.3263333333333333,0.4285555555555555,0.43553333333333333
f136,0,0.7111111111111111,0.6531400966183575,0.6620289855072464
f136,1,0.1638676844783715,0.3440203562340967,0.34483460559796436
f136,dataset,0.3526666666666667,0.45066666666666666,0.4542666666666667
f137,0,0.693719806763285,0.6695652173913044,0.6720772946859903
f137,1,0.13740458015267176,0.35284139100933,0.35104325699745553
f137,dataset,0.3293333333333333,0.4621111111111111,0.46180000000000004
f138,0,0.6995169082125604,0.6647342995169082,0.6577777777777778
f138,1,0.17964376590330788,0.35038167938931297,0.3439185750636133
f138,dataset,0.359,0.4588333333333333,0.45220000000000005
f139,0,0.6647342995169082,0.6454106280193237,0.6512077294685991
f139,1,0.17251908396946564,0.34020356234096694,0.343206106870229
f139,dataset,0.3423333333333333,0.4455,0.4494666666666667
f14,0,0.6705314009661836,0.644122383252818,0.6456038647342995
f14,1,0.16030534351145037,0.33944020356234095,0.3431043256997456
f14,dataset,0.3363333333333333,0.4445555555555556,0.4474666666666667
f15,0,0.6917874396135266,0.662157809983897,0.6531400966183575
f15,1,0.19236641221374046,0.34936386768447836,0.3446310432569975
f15,dataset,0.36466666666666664,0.4572777777777777,0.45106666666666667
f16,0,0.672463768115942,0.6695652173913044,0.6593236714975845
f16,1,0.17251908396946564,0.3524173027989822,0.3472773536895674
f16,dataset,0.345,0.4618333333333333,0.4549333333333333
f17,0,0.6367149758454106,0.6280193236714976,0.6318840579710145
f17,1,0.17506361323155217,0.33104325699745546,0.33872773536895673
f17,dataset,0.3343333333333333,0.4335,0.43986666666666663
f18,0,0.7072463768115942,0.6545893719806763,0.6635748792270532
f18,1,0.17302798982188294,0.344529262086514,0.3540966921119593
f18,dataset,0.35733333333333334,0.4515,0.46086666666666665
f19,0,0.6966183574879227,0.6657004830917874,0.6527536231884058
f19,1,0.1643765903307888,0.35038167938931297,0.3433078880407125
f19,dataset,0.348,0.45916666666666667,0.4500666666666668
f2,0,0.693719806763285,0.6521739130434783,0.6546859903381643
f2,1,0.17150127226463105,0.3435114503816794,0.3447328244274809
f2,dataset,0.3516666666666667,0.45,0.45166666666666666
f20,0,0.6753623188405797,0.6666666666666666,0.6457971014492754
f20,1,0.17201017811704836,0.3510602205258694,0.34982188295165395
f20,dataset,0.3456666666666667,0.45994444444444443,0.4519333333333334
f21,0,0.6695652173913044,0.6666666666666666,0.6564251207729468
f21,1,0.16590330788804072,0.3511450381679389,0.347175572519084
f21,dataset,0.3396666666666667,0.46,0.45386666666666664
f22,0,0.6898550724637681,0.6434782608695652,0.6442512077294686
f22,1,0.1628498727735369,0.33893129770992364,0.34982188295165395
f22,dataset,0.3446666666666667,0.444,0.4514
f23,0,0.6608695652173913,0.6512077294685991,0.6514009661835749
f23,1,0.17608142493638676,0.3427480916030534,0.3426972010178117
f23,dataset,0.3433333333333333,0.44916666666666666,0.44920000000000004
f24,0,0.6512077294685991,0.6400966183574879,0.6363285024154589
f24,1,0.1826972010178117,0.3371501272264631,0.33078880407124683
f24,dataset,0.3443333333333333,0.44166666666666665,0.4362
f25,0,0.6830917874396135,0.672463768115942,0.6558454106280193
f25,1,0.1460559796437659,0.35419847328244275,0.3519592875318066
f25,dataset,0.3313333333333333,0.464,0.45680000000000004
f26,0,0.6975845410628019,0.6628019323671498,0.6514009661835749
f26,1,0.16132315521628499,0.34910941475826973,0.34025445292620865
f26,dataset,0.3463333333333333,0.4573333333333333,0.4476
f27,0,0.6888888888888889,0.6618357487922706,0.6465700483091787
f27,1,0.16081424936386768,0.3486005089058524,0.3417811704834606
f27,dataset,0.343,0.45666666666666667,0.4469333333333333
f28,0,0.6850241545893719,0.6512077294685991,0.6483091787439613
f28,1,0.183206106870229,0.3430025445292621,0.3411704834605598
f28,dataset,0.35633333333333334,0.4493333333333333,0.4471333333333334
f29,0,0.7043478260869566,0.6521739130434783,0.6581642512077295
f29,1,0.16793893129770993,0.34376590330788803,0.3460559796437659
f29,dataset,0.353,0.45016666666666666,0.4537333333333333
f3,0,0.6376811594202898,0.6309178743961352,0.6378743961352658
f3,1,0.15928753180661578,0.3323155216284987,0.33944020356234095
f3,dataset,0.3243333333333333,0.43533333333333335,0.4424
f30,0,0.6985507246376812,0.659098228663446,0.6539130434782608
f30,1,0.16895674300254454,0.3474130619168787,0.347175572519084
f30,dataset,0.3516666666666667,0.4549444444444445,0.453
f31,0,0.659903381642512,0.6371980676328503,0.6494685990338165
f31,1,0.15470737913486005,0.33553859202714165,0.3447328244274809
f31,dataset,0.329,0.4396111111111112,0.44986666666666664
f32,0,0.7033816425120772,0.6753623188405797,0.6523671497584541
f32,1,0.1648854961832061,0.35564037319762515,0.34829516539440203
f32,dataset,0.3506666666666667,0.46594444444444444,0.45320000000000005
f33,0,0.6753623188405797,0.6463768115942029,0.6512077294685991
f33,1,0.1486005089058524,0.34045801526717556,0.3435114503816794
f33,dataset,0.3303333333333333,0.446,0.44966666666666666
f34,0,0.6772946859903382,0.6613526570048309,0.6585507246376812
f34,1,0.17913486005089058,0.3486005089058524,0.343206106870229
f34,dataset,0.351,0.4565,0.452
f35,0,0.6753623188405797,0.6439613526570048,0.6577777777777778
f35,1,0.15674300254452928,0.3391857506361323,0.3466666666666667
