feature,level,Hostility,N1,kDN
f0,0,0.7459239130434783,0.6963315217391305,0.6994565217391304
f0,1,0.1054421768707483,0.2904856386999244,0.2924603174603174
f0,dataset,0.294,0.4099666666666666,0.41228000000000004
f1,0,0.7302989130434783,0.6929347826086957,0.6987771739130434
f1,1,0.1130952380952381,0.2892573696145125,0.2945578231292517
f1,dataset,0.2948,0.4081,0.41356000000000004
f10,0,0.7832880434782609,0.7207880434782609,0.7105978260869565
f10,1,0.11196145124716553,0.3005952380952381,0.2977324263038549
f10,dataset,0.3096,0.4243,0.41928000000000004
f100,0,0.7629076086956522,0.7180706521739131,0.7176630434782609
f100,1,0.10884353741496598,0.2993669690098262,0.29693877551020414
f100,dataset,0.3014,0.4226333333333333,0.4208
f101,0,0.7554347826086957,0.7160326086956522,0.6990489130434783
f101,1,0.11621315192743764,0.2986111111111111,0.29336734693877553
f101,dataset,0.3044,0.4215,0.4128
f102,0,0.7846467391304348,0.7180706521739131,0.7126358695652174
f102,1,0.1102607709750567,0.2997448979591837,0.30000000000000004
f102,dataset,0.3088,0.4229,0.4214799999999999
f103,0,0.7561141304347826,0.6914628623188406,0.6971467391304348
f103,1,0.11876417233560091,0.2885487528344671,0.29263038548752834
f103,dataset,0.3064,0.4071666666666667,0.4117200000000001
f104,0,0.7506793478260869,0.7126358695652174,0.704483695652174
f104,1,0.10657596371882086,0.2973356009070295,0.2948979591836735
f104,dataset,0.2962,0.4196,0.41548
f105,0,0.7785326086956522,0.7194293478260869,0.7161684782608696
f105,1,0.10912698412698413,0.2998866213151927,0.295578231292517
f105,dataset,0.3062,0.4234,0.4194
f106,0,0.7404891304347826,0.6970108695652174,0.703125
f106,1,0.11422902494331066,0.2906746031746032,0.29591836734693877
f106,dataset,0.2986,0.4103,0.4158
f107,0,0.7425271739130435,0.6922554347826086,0.7067934782608696
f107,1,0.11564625850340136,0.28897392290249435,0.29319727891156466
f107,dataset,0.3002,0.4077,0.41496000000000005
f108,0,0.7364130434782609,0.6858016304347826,0.6976902173913043
f108,1,0.12074829931972789,0.28599773242630383,0.29024943310657597
f108,dataset,0.302,0.4037,0.4102
f109,0,0.8002717391304348,0.7051630434782609,0.7115489130434783
f109,1,0.11394557823129252,0.2942176870748299,0.29546485260770977
f109,dataset,0.316,0.4152,0.41796000000000005
f11,0,0.7635869565217391,0.7085597826086957,0.7105978260869565
f11,1,0.10459183673469388,0.2953514739229025,0.2947845804988662
f11,dataset,0.2986,0.417,0.4172
f110,0,0.7540760869565217,0.7072010869565217,0.6998641304347827
f110,1,0.11819727891156463,0.2953514739229025,0.29178004535147395
f110,dataset,0.3054,0.4166,0.41192
f111,0,0.7635869565217391,0.6936141304347826,0.6952445652173913
f111,1,0.11479591836734694,0.2891156462585034,0.28690476190476194
f111,dataset,0.3058,0.4082,0.4071200000000001
f112,0,0.765625,0.7065217391304348,0.7054347826086957
f112,1,0.10005668934240362,0.2945483749055178,0.29297052154195014
f112,dataset,0.296,0.4158333333333333,0.4144
f113,0,0.7921195652173914,0.7228260869565217,0.7035326086956522
f113,1,0.11819727891156463,0.30168178382464095,0.29625850340136056
f113,dataset,0.3166,0.4256666666666666,0.41616000000000003
f114,0,0.7316576086956522,0.6993885869565217,0.6971467391304348
f114,1,0.11054421768707483,0.29161942554799697,0.2917233560090703
f114,dataset,0.2934,0.4116666666666666,0.41108
f115,0,0.7880434782608695,0.6942934782608695,0.6976902173913043
f115,1,0.10147392290249434,0.2896825396825397,0.29075963718820863
f115,dataset,0.3036,0.4088,0.41056000000000004
f116,0,0.7567934782608695,0.7078804347826086,0.7027173913043478
f116,1,0.11281179138321995,0.2951152683295541,0.2968253968253968
f116,dataset,0.3024,0.4166333333333333,0.4163200000000001
f117,0,0.7744565217391305,0.6936141304347826,0.6989130434782609
f117,1,0.11082766439909297,0.2893990929705215,0.29370748299319727
f117,dataset,0.3062,0.4084,0.413
f118,0,0.764266304347826,0.7112771739130435,0.7089673913043477
f118,1,0.10402494331065759,0.2967687074829932,0.294671201814059
f118,dataset,0.2984,0.4188,0.41663999999999995
f119,0,0.7785326086956522,0.7139945652173914,0.6995923913043478
f119,1,0.09835600907029478,0.29790249433106575,0.29319727891156466
f119,dataset,0.2986,0.4204,0.41284000000000004
f12,0,0.779891304347826,0.7133152173913043,0.7161684782608696
f12,1,0.1159297052154195,0.2977607709750567,0.30192743764172336
f12,dataset,0.3114,0.4201,0.42388000000000003
f120,0,0.7309782608695652,0.717391304347826,0.7063858695652173
f120,1,0.11422902494331066,0.29917800453514737,0.29336734693877553
f120,dataset,0.2958,0.4223,0.41496000000000005
f121,0,0.7377717391304348,0.6854619565217391,0.6970108695652174
f121,1,0.1054421768707483,0.2858560090702948,0.28922902494331065
f121,dataset,0.2916,0.4035,0.40928000000000003
f122,0,0.7737771739130435,0.7112771739130435,0.7052989130434782
f122,1,0.1159297052154195,0.29662698412698413,0.2954081632653061
f122,dataset,0.3096,0.4187,0.4160800000000001
f123,0,0.7581521739130435,0.704483695652174,0.7004076086956522
f123,1,0.10572562358276644,0.2942176870748299,0.2956916099773243
f123,dataset,0.2978,0.415,0.41484
f124,0,0.7805706521739131,0.7065217391304348,0.7023097826086956
f124,1,0.10799319727891156,0.2947845804988662,0.29671201814058956
f124,dataset,0.306,0.416,0.41612000000000005
f125,0,0.7832880434782609,0.701766304347826,0.6972826086956523
f125,1,0.10090702947845805,0.2927059712773999,0.29002267573696144
f125,dataset,0.3018,0.4131333333333333,0.40992
f126,0,0.7527173913043478,0.7010869565217391,0.7036684782608695
f126,1,0.11763038548752834,0.29237528344671204,0.2938208616780046
f126,dataset,0.3046,0.4127,0.41448
f127,0,0.7466032608695652,0.7195425724637682,0.6991847826086957
f127,1,0.11791383219954649,0.30017006802721086,0.29331065759637187
f127,dataset,0.303,0.4236333333333333,0.4128
f128,0,0.7785326086956522,0.6940670289855072,0.6976902173913043
f128,1,0.11394557823129252,0.28996598639455784,0.2912698412698413
f128,dataset,0.3096,0.4089333333333333,0.41092
f129,0,0.7989130434782609,0.6997282608695652,0.7040760869565218
f129,1,0.09977324263038549,0.2919501133786848,0.2915532879818594
f129,dataset,0.3056,0.412,0.413
f13,0,0.7398097826086957,0.6905570652173914,0.6941576086956522
f13,1,0.1102607709750567,0.2881235827664399,0.29019274376417237
f13,dataset,0.2956,0.4066,0.40912
f130,0,0.7975543478260869,0.7075407608695652,0.7035326086956522
f130,1,0.10430839002267574,0.29502078609221466,0.28990929705215424
f130,dataset,0.3084,0.4164666666666666,0.41168000000000005
f131,0,0.7751358695652174,0.7078804347826086,0.7133152173913043
f131,1,0.10005668934240362,0.2953514739229025,0.29603174603174603
