pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
KC,2023-09-10,82.5,-1.96,6.09,"Cole, Gerrit",661388,543037,,ball,,,,,14.0,Ball,R,R,R,NYY,MIL,B,,,1,1,2023,0.53,-1.37,0.9,0.38,,,,1,1,Top,,,,,,,5.438561021536215,-119.83478237173878,-3.6342654838367343,3.78086852253306,28.07814499947784,-44.56288852735133,3.26,1.55,,,,81.5,2766.0,6.2,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.33,,,,,,,,2,3,Knuckle Curve,0,0,0,0,0,0,0,0,Strategic,Standard,32.0,-0.003,0.054,,,,-0.054,,0,0,0.523,0.477,32,25,33,26,1,0,5.0,1.0,5.0,1.0,4.79,-0.53,-0.53,43.8,,,,,
KC,2023-09-10,81.7,-2.11,6.09,"Cole, Gerrit",661388,543037,,called_strike,,,,,2.0,Called Strike,R,R,R,NYY,MIL,S,,,1,0,2023,0.84,-1.07,-0.06,2.78,,,,1,1,Top,,,,,,,2.986871955878348,-118.82317037361196,1.3000771146683388,7.16312554213646,26.73552956409293,-42.75420024123779,3.26,1.53,,,,80.9,2876.0,6.2,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.31,,,,,,,,2,2,Knuckle Curve,0,0,0,0,0,0,0,0,Standard,Standard,41.0,0.003,-0.05,,,,0.05,,0,0,0.52,0.48,32,25,33,26,1,0,5.0,1.0,5.0,1.0,4.54,-0.84,-0.84,46.6,,,,,
FF,2023-09-10,96.4,-2.27,6.04,"Cole, Gerrit",661388,543037,,ball,,,,,11.0,Ball,R,R,R,NYY,MIL,B,,,0,0,2023,-0.58,1.44,-1.0,4.13,,,,1,1,Top,,,,,,,4.713264609641307,-140.39451155031475,-2.7947652878107183,-8.76201444303188,32.61255116700825,-12.715692774232412,3.41,1.53,,,,96.4,2477.0,6.3,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.2,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208.0,-0.002,0.039,,,,-0.039,,0,0,0.522,0.478,32,25,33,26,1,0,5.0,1.0,5.0,1.0,1.01,0.58,0.58,42.1,,,,,
FF,2023-09-10,96.4,-2.12,6.06,"Cole, Gerrit",686217,543037,field_out,hit_into_play,,,,,11.0,Sal Frelick lines out to left fielder Everson Pereira.,R,L,R,NYY,MIL,X,7.0,line_drive,3,2,2023,-0.78,1.57,-0.49,2.99,,,,0,1,Top,73.3,104.61,,,,,6.118537525801997,-140.08656304760694,-6.115727112640015,-11.672267383650642,33.37829207013102,-10.343420299899991,2.82,1.3,270.0,87.4,18.0,96.5,2380.0,6.5,716646,666163,518934,650402,665828,683011,677592,643396,592450,53.97,0.826,0.78,0.0,1.0,0.0,0.0,4.0,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209.0,0.027,-0.353,66.1,6.3,0.951,0.353,88.0,0,0,0.495,0.505,32,23,33,23,1,0,5.0,1.0,5.0,1.0,0.9,0.78,-0.78,45.5,-0.8796499612789652,19.864335429207035,19.133502322389862,42.5148540213182,15.077470620224904
SL,2023-09-10,88.9,-2.18,6.1,"Cole, Gerrit",686217,543037,,ball,,,,,14.0,Ball,R,L,R,NYY,MIL,B,,,2,2,2023,0.31,0.15,1.14,1.07,,,,0,1,Top,,,,,,,7.451554361046189,-129.12113740915916,-6.584154112467244,1.8860665124604477,27.312179355930407,-29.228696750630807,2.77,1.27,,,,88.6,2590.0,6.3,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.23,,,,,,,,1,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,122.0,-0.007,0.115,,,,-0.115,,0,0,0.502,0.498,32,23,33,23,1,0,5.0,1.0,5.0,1.0,2.74,-0.31,0.31,43.7,,,,,
FF,2023-09-10,96.2,-2.15,6.12,"Cole, Gerrit",686217,543037,,ball,,,,,12.0,Ball,R,L,R,NYY,MIL,B,,,1,2,2023,-0.75,1.57,0.34,4.18,,,,0,1,Top,,,,,,,8.288309688040552,-139.77122096231355,-3.0619294407627144,-11.754377220438016,33.44577129638387,-11.135645831160089,2.85,1.33,,,,95.7,2355.0,6.2,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.28,,,,,,,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212.0,-0.004,0.046,,,,-0.046,,0,0,0.506,0.494,32,23,33,23,1,0,5.0,1.0,5.0,1.0,0.91,0.75,-0.75,46.1,,,,,
FF,2023-09-10,95.8,-2.18,6.07,"Cole, Gerrit",686217,543037,,foul,,,,,1.0,Foul,R,L,R,NYY,MIL,S,,,1,1,2023,-1.08,1.47,-0.52,2.7,,,,0,1,Top,,,,,,,6.83643492805876,-139.23316877973818,-6.582500849833304,-15.679024348131694,33.48252690343851,-11.79725686243718,2.82,1.3,156.0,78.9,66.0,95.6,2434.0,6.4,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.12,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,215.0,0.005,-0.061,65.1,6.9,,0.061,88.0,0,0,0.501,0.499,32,23,33,23,1,0,5.0,1.0,5.0,1.0,1.04,1.08,-1.08,42.7,5.341415359015171,9.29700015968484,21.592165530851403,44.25109632514433,20.454834900709752
FF,2023-09-10,95.9,-2.32,6.01,"Cole, Gerrit",686217,543037,,ball,,,,,11.0,Ball,R,L,R,NYY,MIL,B,,,0,1,2023,-1.06,1.41,-0.81,3.78,,,,0,1,Top,,,,,,,6.406905993249692,-139.43529399178382,-3.4673565128703907,-15.250880698764192,32.957893588804275,-13.196814249351451,2.82,1.33,,,,95.9,2375.0,6.4,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.05,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214.0,-0.002,0.031,,,,-0.031,,0,0,0.503,0.497,32,23,33,23,1,0,5.0,1.0,5.0,1.0,1.08,1.06,-1.06,39.8,,,,,
FF,2023-09-10,96.1,-2.22,6.08,"Cole, Gerrit",686217,543037,,swinging_strike,,,,,2.0,Swinging Strike,R,L,R,NYY,MIL,S,,,0,0,2023,-0.93,1.71,0.03,2.43,,,,0,1,Top,,,,,,,8.062022235543944,-139.4289203544772,-7.881724463160932,-13.96175108150835,34.111491806768875,-8.24538419726947,2.82,1.3,,,,95.8,2387.0,6.5,716646,666163,518934,650402,665828,683011,677592,643396,592450,54.05,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,211.0,0.003,-0.042,76.2,7.6,,0.042,,0,0,0.5,0.5,32,23,33,23,1,0,5.0,1.0,5.0,1.0,0.79,0.93,-0.93,41.6,16.23522641687294,-9.394147127548056,28.57427993436244,37.24624604628433,28.71985784725157
FF,2023-09-05,98.7,-2.22,5.93,"Cole, Gerrit",595879,543037,strikeout,swinging_strike,,,,,11.0,Javier Baez strikes out swinging.,R,R,R,NYY,DET,S,2.0,,2,2,2023,-0.67,1.43,-0.36,4.27,,,663527.0,2,6,Top,,,,,,,6.6801873450116975,-143.58275609245763,-2.3876888093314594,-10.888870214169945,35.049242226259786,-12.15796527963168,3.6,1.7,,,,99.4,2385.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.69,,0.0,0.0,1.0,0.0,0.0,,45,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,208.0,0.032,-0.239,70.8,7.5,,0.239,,0,0,0.544,0.4559999999999999,32,30,33,31,3,2,6.0,3.0,5.0,1.0,0.93,0.67,0.67,40.0,10.847323768809412,16.37561354757977,18.567250823918297,34.81991964976996,15.742879933862138
FF,2023-09-05,98.1,-2.08,5.98,"Cole, Gerrit",595879,543037,,foul,,,,,2.0,Foul,R,R,R,NYY,DET,S,,,2,1,2023,-0.59,1.66,-0.04,3.6,,,663527.0,2,6,Top,,,,,,,6.942384733296446,-142.61807011104028,-4.818697108473108,-9.627665820444328,34.079111571785134,-8.625197708577218,3.6,1.7,167.0,83.2,73.0,98.7,2413.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.74,,,,,,,,45,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,212.0,0.007,-0.063,74.2,8.5,,0.063,88.0,0,0,0.537,0.4629999999999999,32,30,33,31,3,2,6.0,3.0,5.0,1.0,0.72,0.59,0.59,44.0,22.31981402076308,0.1442702281814881,23.0782298906557,39.50264355336222,24.587752661039644
FC,2023-09-05,93.1,-2.2,5.83,"Cole, Gerrit",595879,543037,,blocked_ball,,,,,14.0,Ball In Dirt,R,R,R,NYY,DET,B,,,1,1,2023,0.38,0.66,1.68,0.23,,,663527.0,2,6,Top,,,,,,,9.184129371177928,-135.0443403628907,-10.122497474586693,2.709577951630819,28.30448586668169,-22.002179865323665,3.53,1.67,,,,93.9,2461.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.67,,,,,,,,45,3,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,197.0,-0.005,0.036,,,,-0.036,,0,0,0.542,0.4579999999999999,32,30,33,31,3,2,6.0,3.0,5.0,1.0,1.97,-0.38,-0.38,41.6,,,,,
SL,2023-09-05,90.0,-2.12,5.95,"Cole, Gerrit",595879,543037,,ball,,,,,14.0,Ball,R,R,R,NYY,DET,B,,,0,1,2023,0.14,0.26,1.38,0.88,,,663527.0,2,6,Top,,,,,,,8.344680109576478,-130.7627676778127,-7.1532814733490255,-0.0274576933082953,26.494234439844224,-27.915202218292187,3.6,1.72,,,,90.0,2411.0,6.3,716711,666163,518934,650402,672724,683011,677592,691176,592450,54.21,,,,,,,,45,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,141.0,-0.003,0.025,,,,-0.025,,0,0,0.545,0.4549999999999999,32,30,33,31,3,2,6.0,3.0,5.0,1.0,2.56,-0.14,-0.14,42.8,,,,,
SL,2023-09-05,90.0,-2.34,5.91,"Cole, Gerrit",595879,543037,,called_strike,,,,,7.0,Called Strike,R,R,R,NYY,DET,S,,,0,0,2023,0.4,0.43,-0.46,2.26,,,663527.0,2,6,Top,,,,,,,3.822753888368109,-131.16050600857668,-4.102418244203904,3.941601012499252,25.551928230369832,-26.520649270641147,3.72,1.77,,,,91.0,2352.0,6.7,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.84,,,,,,,,45,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,180.0,0.005,-0.045,,,,0.045,,0,0,0.54,0.4599999999999999,32,30,33,31,3,2,6.0,3.0,5.0,1.0,2.35,-0.4,-0.4,39.7,,,,,
SL,2023-09-05,90.5,-2.46,5.76,"Cole, Gerrit",678009,543037,strikeout,swinging_strike,,,,,14.0,Parker Meadows strikes out swinging.,R,L,R,NYY,DET,S,2.0,,2,2,2023,0.37,0.32,1.19,1.32,,,663527.0,1,6,Top,,,,,,,8.403127723250382,-131.5683060463639,-5.924039246605534,2.677648793783129,25.661400631385483,-27.434013657447625,3.45,1.63,,,,91.6,2477.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.68,,0.0,0.0,1.0,0.0,0.0,,44,8,Slider,1,1,1,1,1,1,1,1,Infield shade,Standard,118.0,0.039,-0.23,63.4,9.1,,0.23,,0,0,0.501,0.499,32,23,33,24,3,2,6.0,2.0,5.0,1.0,2.45,-0.37,0.37,38.8,30.375261817810195,-51.96439460410704,37.40455773217969,24.164588595487643,56.9428788605687
CH,2023-09-05,90.4,-2.4,5.62,"Cole, Gerrit",678009,543037,,ball,,,,,13.0,Ball,R,L,R,NYY,DET,B,,,1,2,2023,-1.34,0.74,-1.38,0.64,,,663527.0,1,6,Top,,,,,,,5.429663450949537,-131.43364785325048,-8.088622256766826,-16.737815842555683,27.790834435173768,-22.09885859936836,3.51,1.72,,,,91.0,1550.0,6.7,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.82,,,,,,,,44,7,Changeup,1,1,1,1,1,1,1,1,Strategic,Standard,239.0,-0.007,0.047,,,,-0.047,,0,0,0.508,0.492,32,23,33,24,3,2,6.0,2.0,5.0,1.0,2.06,1.34,-1.34,36.7,,,,,
KC,2023-09-05,84.6,-2.43,5.8,"Cole, Gerrit",678009,543037,,foul,,,,,14.0,Foul,R,L,R,NYY,DET,S,,,1,2,2023,1.05,-1.04,0.76,1.5,,,663527.0,1,6,Top,,,,,,,5.397898675755474,-123.01855812268238,-1.5505145490321206,9.416186607943557,26.43290568394762,-42.59583341976901,3.45,1.63,4.0,68.6,-25.0,84.9,2801.0,6.7,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.77,,,,,,,,44,6,Knuckle Curve,1,1,1,1,1,1,1,1,Strategic,Standard,37.0,0.0,0.0,65.6,8.0,,0.0,88.0,0,0,0.508,0.492,32,23,33,24,3,2,6.0,2.0,5.0,1.0,4.25,-1.05,1.05,39.5,17.236789591135285,-21.265309077308057,37.57566317074058,27.81739753151792,44.36620974717333
FF,2023-09-05,98.2,-2.35,5.76,"Cole, Gerrit",678009,543037,,foul,,,,,4.0,Foul,R,L,R,NYY,DET,S,,,1,2,2023,-0.64,1.52,-0.35,2.87,,,663527.0,1,6,Top,,,,,,,6.9186735885924495,-142.78076209461165,-5.905169711034173,-10.315746653630413,34.08972853423072,-10.183797795894144,3.45,1.63,210.0,73.4,48.0,98.5,2512.0,6.6,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.9,,,,,,,,44,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,216.0,0.0,0.0,70.3,7.0,,0.0,88.0,0,0,0.508,0.492,32,23,33,24,3,2,6.0,2.0,5.0,1.0,0.85,0.64,-0.64,36.5,-2.869650212824421,6.272145472121473,31.353198607258417,40.27538740116185,24.29245910999449
KC,2023-09-05,82.7,-2.22,6.03,"Cole, Gerrit",678009,543037,,foul,,,,,13.0,Foul,R,L,R,NYY,DET,S,,,1,2,2023,0.65,-1.22,-0.28,1.33,,,663527.0,1,6,Top,,,,,,,3.145192373782693,-120.49239875633096,-1.809134749672054,5.70593539182924,24.43766705361845,-43.914245453679214,3.45,1.63,1.0,46.0,-56.0,82.1,2779.0,5.9,716711,666163,518934,650402,672724,683011,677592,691176,592450,54.56,,,,,,,,44,4,Knuckle Curve,1,1,1,1,1,1,1,1,Standard,Standard,34.0,0.0,0.0,67.1,8.0,,0.0,88.0,0,0,0.508,0.492,32,23,33,24,3,2,6.0,2.0,5.0,1.0,4.56,-0.65,0.65,44.4,14.502014772626282,-12.889130153249273,36.28637615787678,39.30830882344327,43.63553265283189
FF,2023-09-05,97.3,-2.34,5.82,"Cole, Gerrit",678009,543037,,foul,,,,,3.0,Foul,R,L,R,NYY,DET,S,,,1,1,2023,-0.74,1.44,0.37,3.21,,,663527.0,1,6,Top,,,,,,,9.018212605652677,-141.34607856801898,-4.841013992261504,-11.89769870820045,31.246667297797483,-11.8789596296187,3.45,1.63,135.0,91.4,79.0,98.2,2295.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.7,,,,,,,,44,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,220.0,0.009,-0.055,74.6,7.8,,0.055,91.4,0,0,0.499,0.501,32,23,33,24,3,2,6.0,2.0,5.0,1.0,0.97,0.74,-0.74,39.0,14.611161349273408,-19.64421842648695,29.791304358829876,30.84250911649483,45.237019341951154
FF,2023-09-05,97.5,-2.2,5.91,"Cole, Gerrit",678009,543037,,foul,,,,,4.0,Foul,R,L,R,NYY,DET,S,,,1,0,2023,-0.81,1.64,-0.33,2.43,,,663527.0,1,6,Top,,,,,,,6.947091667009681,-141.60289106286734,-7.656638726159385,-12.450691449073329,32.858735607403375,-8.463981133239786,3.45,1.63,,,,98.1,2434.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.71,,,,,,,,44,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,210.0,0.007,-0.053,72.0,7.5,,0.053,,0,0,0.492,0.508,32,23,33,24,3,2,6.0,2.0,5.0,1.0,0.77,0.81,-0.81,42.9,3.063627423049964,-1.5765511669175023,34.50693208837308,39.371626790500606,28.450869257762744
SL,2023-09-05,90.6,-2.53,5.81,"Cole, Gerrit",678009,543037,,ball,,,,,11.0,Ball,R,L,R,NYY,DET,B,,,0,0,2023,0.49,0.17,-1.53,3.54,,,663527.0,1,6,Top,,,,,,,1.459966201895159,-132.0213519384341,-0.1235053742355928,5.381598914921412,27.47767929476085,-30.4005056083132,3.48,1.63,,,,90.8,2506.0,6.3,716711,666163,518934,650402,672724,683011,677592,691176,592450,54.22,,,,,,,,44,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,165.0,-0.005,0.036,,,,-0.036,,0,0,0.497,0.503,32,23,33,24,3,2,6.0,2.0,5.0,1.0,2.6,-0.49,0.49,37.5,,,,,
FF,2023-09-05,97.3,-2.32,5.94,"Cole, Gerrit",686531,543037,field_out,hit_into_play,,,,,1.0,Andre Lipcius flies out to second baseman Gleyber Torres in foul territory.,R,R,R,NYY,DET,X,4.0,fly_ball,3,2,2023,-0.7,1.51,-0.55,2.92,,,663527.0,0,6,Top,186.6,159.35,,,,,6.415293818029425,-141.49256302777866,-6.083656088710504,-10.887274351221816,32.40815762897821,-10.622274777131224,3.37,1.53,167.0,87.7,65.0,98.1,2348.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.69,0.005,0.005,0.0,1.0,0.0,0.0,3.0,43,7,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,212.0,0.061,-0.303,67.6,7.0,0.006,0.303,88.0,0,0,0.436,0.5640000000000001,32,25,33,25,3,2,6.0,3.0,5.0,1.0,0.9,0.7,0.7,41.0,17.630317148149675,-1.0586693186590947,34.81323876398434,32.67248592718369,31.57925592301124
FF,2023-09-05,98.1,-2.22,5.86,"Cole, Gerrit",686531,543037,,ball,,,,,11.0,Ball,R,R,R,NYY,DET,B,,,2,2,2023,-0.84,1.42,-0.56,3.81,,,663527.0,0,6,Top,,,,,,,6.475147102394107,-142.76476869584,-3.372062901558419,-13.038298608023396,33.15457443547833,-12.240603371989886,3.43,1.59,,,,98.5,2375.0,6.5,716711,666163,518934,650402,672724,683011,677592,691176,592450,54.0,,,,,,,,43,6,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,217.0,-0.016,0.088,,,,-0.088,,0,0,0.452,0.548,32,25,33,25,3,2,6.0,3.0,5.0,1.0,0.95,0.84,0.84,39.0,,,,,
FF,2023-09-05,97.4,-2.23,5.88,"Cole, Gerrit",686531,543037,,ball,,,,,11.0,Ball,R,R,R,NYY,DET,B,,,1,2,2023,-0.86,1.47,-0.55,4.66,,,663527.0,0,6,Top,,,,,,,6.505816655169785,-141.64088088814975,-1.0883439242796142,-13.146730835673516,34.59812561239145,-12.499184343147052,3.46,1.62,,,,97.4,2367.0,6.5,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.99,,,,,,,,43,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,217.0,-0.008,0.045,,,,-0.045,,0,0,0.46,0.54,32,25,33,25,3,2,6.0,3.0,5.0,1.0,0.95,0.86,0.86,43.5,,,,,
SL,2023-09-05,90.3,-2.25,5.9,"Cole, Gerrit",686531,543037,,foul,,,,,12.0,Foul,R,R,R,NYY,DET,S,,,1,2,2023,0.38,0.06,0.93,2.56,,,663527.0,0,6,Top,,,,,,,7.124530241614485,-131.43848576721953,-2.5402629581295844,3.0422119837662964,26.21066000924081,-31.125341964286275,3.37,1.53,204.0,76.6,22.0,91.0,2353.0,6.6,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.94,,,,,,,,43,4,Slider,1,1,1,1,1,1,1,1,Standard,Standard,151.0,0.0,0.0,61.3,7.1,,0.0,88.0,0,0,0.46,0.54,32,25,33,25,3,2,6.0,3.0,5.0,1.0,2.72,-0.38,-0.38,41.6,10.589179579862364,22.25122825066765,33.41936561328415,50.56294181794054,22.09372670048852
FF,2023-09-05,98.0,-1.99,5.94,"Cole, Gerrit",686531,543037,,foul,,,,,2.0,Foul,R,R,R,NYY,DET,S,,,1,1,2023,-0.56,1.54,0.01,2.93,,,663527.0,0,6,Top,,,,,,,6.72235386840214,-142.46111202067937,-6.210573232444777,-9.140159930527645,33.624634119920884,-10.02593178090547,3.37,1.53,189.0,85.0,63.0,98.4,2316.0,6.6,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.89,,,,,,,,43,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,211.0,0.011,-0.059,68.1,7.2,,0.059,88.0,0,0,0.449,0.5509999999999999,32,25,33,25,3,2,6.0,3.0,5.0,1.0,0.85,0.56,0.56,43.0,18.79688795414216,16.417291502501833,34.1114324077435,40.27790292529019,20.38719950467837
SL,2023-09-05,89.3,-2.27,5.83,"Cole, Gerrit",686531,543037,,ball,,,,,14.0,Ball,R,R,R,NYY,DET,B,,,0,1,2023,0.41,0.17,1.21,2.04,,,663527.0,0,6,Top,,,,,,,7.7565309704248175,-129.96692688234245,-3.7440910240713623,3.243086716354759,24.73558510005013,-29.68209630548129,3.48,1.59,,,,90.3,2527.0,6.7,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.82,,,,,,,,43,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,134.0,-0.006,0.024,,,,-0.024,,0,0,0.455,0.5449999999999999,32,25,33,25,3,2,6.0,3.0,5.0,1.0,2.66,-0.41,-0.41,41.6,,,,,
SL,2023-09-05,88.9,-2.3,5.94,"Cole, Gerrit",686531,543037,,swinging_strike,,,,,6.0,Swinging Strike,R,R,R,NYY,DET,S,,,0,0,2023,0.37,0.22,0.46,2.45,,,663527.0,0,6,Top,,,,,,,6.021573805104802,-129.48323268075058,-3.03494951840238,3.031216188517769,25.38969633816897,-29.260980361278545,3.37,1.53,,,,89.7,2462.0,6.6,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.93,,,,,,,,43,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,125.0,0.008,-0.036,65.2,8.5,,0.036,,0,0,0.447,0.5529999999999999,32,25,33,25,3,2,6.0,3.0,5.0,1.0,2.64,-0.37,-0.37,42.5,27.40780898399864,-29.231776081469864,35.29256983978037,43.72534220739901,44.33637404689996
FF,2023-09-05,96.7,-2.18,5.94,"Cole, Gerrit",408234,543037,single,hit_into_play,,,,,13.0,Miguel Cabrera singles on a ground ball to right fielder Aaron Judge.   Kerry Carpenter scores.,R,R,R,NYY,DET,X,9.0,ground_ball,1,0,2023,-0.83,1.55,-1.11,2.01,681481.0,,,0,6,Top,181.83,112.99,,,,,4.754871135994499,-140.58310984263323,-8.446423517646785,-12.06087338255504,32.44234880542376,-9.930565155977812,3.54,1.79,134.0,86.4,9.0,96.8,2348.0,6.5,716711,666163,518934,650402,672724,683011,677592,691176,592450,54.05,0.513,0.478,0.9,1.0,1.0,0.0,4.0,42,2,4-Seam Fastball,1,0,0,1,1,1,1,1,Strategic,Standard,207.0,-0.07,0.335,63.4,6.5,0.573,-0.335,88.0,1,-1,0.517,0.483,32,40,33,40,3,2,6.0,3.0,5.0,2.0,0.9,0.83,0.83,47.4,-7.373749794401626,18.07955460669699,45.85124549156132,26.958987464247198,19.58669162690655
FF,2023-09-05,98.2,-2.17,5.89,"Cole, Gerrit",408234,543037,,ball,,,,,9.0,Ball,R,R,R,NYY,DET,B,,,0,0,2023,-0.72,1.55,0.78,2.33,681481.0,,,0,6,Top,,,,,,,9.685611335339628,-142.4846967883305,-7.776651283188486,-12.03228182926058,32.946250512190886,-9.368924049442976,3.66,1.75,,,,98.5,2460.0,6.6,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.86,,,,,,,,42,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Strategic,Standard,211.0,-0.006,0.028,,,,-0.028,,1,-1,0.523,0.477,32,40,33,40,3,2,6.0,3.0,5.0,2.0,0.83,0.72,0.72,39.9,,,,,
FC,2023-09-05,92.0,-2.27,5.96,"Cole, Gerrit",681481,543037,triple,hit_into_play,,,,,3.0,Kerry Carpenter triples (2) on a line drive to right fielder Aaron Judge.,R,L,R,NYY,DET,X,9.0,line_drive,0,0,2023,0.21,0.93,0.58,3.26,,,,0,6,Top,207.24,124.03,,,,,6.781569781270333,-133.94878354593348,-3.0837915168183283,1.239931142734134,25.17538477382825,-20.506107347430007,3.31,1.57,204.0,78.1,23.0,92.4,2597.0,6.2,716711,666163,518934,650402,672724,683011,677592,691176,592450,54.28,0.776,0.723,1.6,1.0,1.0,2.0,4.0,41,1,Cutter,1,0,0,1,0,1,0,1,Infield shade,Standard,188.0,-0.137,0.991,71.4,7.1,0.862,-0.991,88.0,1,-1,0.66,0.3399999999999999,32,25,33,26,3,2,6.0,2.0,5.0,1.0,1.74,-0.21,0.21,38.7,19.96079239487501,-7.984150254703222,32.72932340542459,28.186548959197665,24.094312736525037
SL,2023-09-05,89.5,-2.42,5.75,"Cole, Gerrit",679529,543037,field_out,hit_into_play,,,,,9.0,Spencer Torkelson flies out to right fielder Aaron Judge.,R,R,R,NYY,DET,X,9.0,fly_ball,1,0,2023,0.38,0.18,0.68,1.99,,595879.0,668731.0,2,5,Top,153.4,98.04,,,,,6.921703313574684,-130.2291201393106,-3.751648500909321,2.9848968424855538,25.191393880001943,-29.511387533873467,3.38,1.56,261.0,80.1,42.0,90.7,2465.0,6.8,716711,666163,518934,650402,672724,683011,677592,691176,592450,53.68,0.039,0.043,0.0,1.0,0.0,0.0,3.0,37,2,Slider,1,0,0,1,0,1,0,1,Standard,Standard,135.0,0.067,-0.326,78.0,7.8,0.062,0.326,88.0,1,-1,0.641,0.359,32,23,33,24,3,2,6.0,2.0,5.0,1.0,2.64,-0.38,-0.38,37.9,9.01782021614916,-0.371085395990603,32.06812136232032,44.5833105501886,32.77441709970985
