pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
KC,2023-07-28,84.7,-2.2,5.97,"Cole, Gerrit",623993,543037,field_out,hit_into_play,,,,,8.0,"Anthony Santander grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",R,L,R,BAL,NYY,X,4.0,ground_ball,0,1,2023,0.96,-1.03,-0.01,1.7,,602104.0,,2,6,Bot,160.79,157.6,,,,,3.195848169672776,-123.32346867191944,-1.5977124627182016,9.132552524558903,24.379393724152024,-42.59275676257682,3.38,1.63,22.0,106.4,-4.0,84.7,2785.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.24,0.411,0.361,0.0,1.0,0.0,0.0,2.0,42,2,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,32.0,-0.046,-0.248,77.8,7.3,0.427,0.248,106.4,0,0,0.546,0.546,32,28,33,29,3,2,6.0,2.0,5.0,1.0,4.2,-0.96,0.96,43.5,2.680011081894526,-3.189224743370742,30.858424881881763,34.7485858762448,35.08680782610145
FF,2023-07-28,98.3,-2.18,5.99,"Cole, Gerrit",623993,543037,,called_strike,,,,,3.0,Called Strike,R,L,R,BAL,NYY,S,,,0,0,2023,-0.56,1.42,0.63,3.01,,602104.0,,2,6,Bot,,,,,,,8.90214928166272,-142.90292243153843,-5.952264355135377,-9.631051280172894,30.92151281640972,-11.480703922032893,3.27,1.57,,,,98.6,2517.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.12,,,,,,,,42,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,212.0,-0.008,-0.046,,,,0.046,,0,0,0.554,0.554,32,28,33,29,3,2,6.0,2.0,5.0,1.0,0.93,0.56,-0.56,44.5,,,,,
FC,2023-07-28,94.5,-2.45,5.75,"Cole, Gerrit",668939,543037,field_out,hit_into_play,,,,,6.0,"Adley Rutschman grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo. Ramon Urias to 2nd.",R,L,R,BAL,NYY,X,4.0,ground_ball,3,2,2023,0.3,0.96,0.81,2.31,,,602104.0,1,6,Bot,157.76,160.02,,,,,7.817477750369685,-137.39324094488123,-5.452818516966424,2.276736801068054,28.250586165513475,-19.01174636214417,3.3,1.62,64.0,58.3,8.0,95.0,2567.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.06,0.137,0.123,0.0,1.0,0.0,0.0,1.0,41,7,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,198.0,-0.032,-0.392,70.1,6.3,0.159,0.392,88.0,0,0,0.586,0.586,32,25,33,25,3,2,6.0,2.0,5.0,1.0,1.58,-0.3,0.3,39.4,1.011655470963974,0.1252926638644083,48.41889915607611,24.629163101579103,19.18800990191217
FF,2023-07-28,98.0,-2.14,5.91,"Cole, Gerrit",668939,543037,,foul,,,,,11.0,Foul,R,L,R,BAL,NYY,S,,,3,2,2023,-1.01,1.54,-0.99,2.76,,,602104.0,1,6,Bot,,,,,,,5.483587177117599,-142.49788512339904,-6.611657572235343,-15.07966156629405,32.58754359017299,-9.799902737342276,3.3,1.62,229.0,79.8,23.0,98.4,2525.0,6.6,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.95,,,,,,,,41,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,211.0,0.0,0.0,70.5,6.0,,0.0,88.0,0,0,0.586,0.586,32,25,33,25,3,2,6.0,2.0,5.0,1.0,0.83,1.01,-1.01,44.4,-7.616664709390671,25.99234202115545,33.2406127821021,46.69628812883792,5.831019429998462
KC,2023-07-28,83.8,-2.24,5.89,"Cole, Gerrit",668939,543037,,called_strike,,,,,7.0,Called Strike,R,L,R,BAL,NYY,S,,,3,1,2023,0.43,-1.01,-0.33,1.59,,,602104.0,1,6,Bot,,,,,,,3.569347599379126,-121.96651871609524,-1.4949523892751533,3.5406569593533423,25.020708116620995,-42.145873812571885,3.24,1.56,,,,83.6,2734.0,6.2,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.29,,,,,,,,41,5,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,41.0,-0.013,-0.069,,,,0.069,,0,0,0.599,0.599,32,25,33,25,3,2,6.0,2.0,5.0,1.0,4.27,-0.43,0.43,45.7,,,,,
CH,2023-07-28,89.8,-2.13,5.7,"Cole, Gerrit",668939,543037,,ball,,,,,13.0,Ball,R,L,R,BAL,NYY,B,,,2,1,2023,-1.12,0.95,-1.19,1.68,,,602104.0,1,6,Bot,,,,,,,4.711195109370933,-130.6752538288432,-6.056195592228888,-13.81586045570101,25.68272590636263,-20.254619993238343,3.3,1.62,,,,90.6,1667.0,6.6,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.87,,,,,,,,41,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,231.0,0.016,0.1,,,,-0.1,,0,0,0.583,0.583,32,25,33,25,3,2,6.0,2.0,5.0,1.0,1.86,1.12,-1.12,43.5,,,,,
FF,2023-07-28,97.3,-2.15,5.88,"Cole, Gerrit",668939,543037,,called_strike,,,,,4.0,Called Strike,R,L,R,BAL,NYY,S,,,2,0,2023,-0.81,1.56,-0.8,2.52,,,602104.0,1,6,Bot,,,,,,,5.480091755334991,-141.4600694178205,-7.044324116813136,-12.174810987885737,31.46105668133424,-9.841614442802236,3.35,1.62,,,,97.2,2520.0,6.2,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.25,,,,,,,,41,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,212.0,-0.011,-0.061,,,,0.061,,0,0,0.594,0.594,32,25,33,25,3,2,6.0,2.0,5.0,1.0,0.85,0.81,-0.81,46.0,,,,,
FC,2023-07-28,92.7,-2.46,5.73,"Cole, Gerrit",668939,543037,,ball,,,,,13.0,Ball,R,L,R,BAL,NYY,B,,,1,0,2023,0.12,0.68,-0.03,1.1,,,602104.0,1,6,Bot,,,,,,,5.951954422441214,-134.8605857981522,-7.563468785523776,0.2541872948163319,27.312607325958503,-22.45257234728785,3.32,1.62,,,,93.1,2513.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.09,,,,,,,,41,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,200.0,0.011,0.054,,,,-0.054,,0,0,0.583,0.583,32,25,33,25,3,2,6.0,2.0,5.0,1.0,1.96,-0.12,0.12,39.9,,,,,
FC,2023-07-28,91.7,-2.25,5.89,"Cole, Gerrit",668939,543037,,ball,,,,,14.0,Ball,R,L,R,BAL,NYY,B,,,0,0,2023,0.14,0.56,1.27,1.57,,,602104.0,1,6,Bot,,,,,,,8.609340651511626,-133.22415143455035,-6.286982684224019,-0.0510514573712558,26.98143193933756,-24.39705596564879,3.35,1.62,,,,92.0,2559.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.1,,,,,,,,41,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,177.0,0.005,0.036,,,,-0.036,,0,0,0.578,0.578,32,25,33,25,3,2,6.0,2.0,5.0,1.0,2.15,-0.14,0.14,44.5,,,,,
CH,2023-07-28,88.7,-2.23,5.61,"Cole, Gerrit",683002,543037,field_out,hit_into_play,,,,,8.0,Gunnar Henderson flies out to center fielder Harrison Bader.,R,L,R,BAL,NYY,X,8.0,fly_ball,1,2,2023,-0.85,1.08,-0.02,1.69,,,602104.0,0,6,Bot,111.58,76.73,,,,,7.227866440291215,-128.99244688276974,-5.869212328294148,-10.929698764083584,24.84266899957664,-19.088590550983184,3.7,1.76,305.0,97.2,42.0,89.5,1529.0,6.7,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.85,0.063,0.107,0.0,1.0,0.0,0.0,3.0,40,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,231.0,-0.036,-0.17,75.2,7.9,0.207,0.17,97.2,0,0,0.614,0.614,32,22,33,22,3,2,6.0,3.0,5.0,1.0,1.8,0.85,-0.85,41.3,15.618566384091684,-4.791673639533365,39.10191570271388,33.00512480977798,38.43879854582467
FC,2023-07-28,91.4,-2.46,5.57,"Cole, Gerrit",683002,543037,,blocked_ball,,,,,14.0,Ball In Dirt,R,L,R,BAL,NYY,B,,,0,2,2023,0.12,0.5,0.76,0.12,,,602104.0,0,6,Bot,,,,,,,7.873360114910149,-132.7405500762245,-9.015188208623812,-0.0259219585209404,24.85506926894484,-24.651317190813025,3.59,1.57,,,,92.1,2502.0,6.6,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.94,,,,,,,,40,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,185.0,0.005,0.008,,,,-0.008,,0,0,0.609,0.609,32,22,33,22,3,2,6.0,3.0,5.0,1.0,2.21,-0.12,0.12,36.6,,,,,
CH,2023-07-28,89.6,-2.24,5.62,"Cole, Gerrit",683002,543037,,foul,,,,,13.0,Foul,R,L,R,BAL,NYY,S,,,0,1,2023,-1.12,1.08,-0.19,1.27,,,602104.0,0,6,Bot,,,,,,,7.501332647260758,-130.22193705792768,-7.058981299507839,-14.317205954748855,27.16282313228347,-18.61885122467864,3.7,1.76,,,,90.3,1688.0,6.8,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.71,,,,,,,,40,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,233.0,-0.01,-0.043,39.4,7.1,,0.043,,0,0,0.619,0.619,32,22,33,22,3,2,6.0,3.0,5.0,1.0,1.77,1.12,-1.12,40.5,4.344320197140963,15.621242950253862,36.46643713782309,34.66864489191109,23.54050313542824
SL,2023-07-28,90.4,-2.46,5.83,"Cole, Gerrit",683002,543037,,called_strike,,,,,7.0,Called Strike,R,L,R,BAL,NYY,S,,,0,0,2023,0.34,0.44,-0.62,1.79,,,602104.0,0,6,Bot,,,,,,,3.85426404830162,-131.63518982119012,-5.08613030480321,3.172183911123489,27.140642548373517,-26.21099088869674,3.67,1.73,,,,90.6,2488.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.18,,,,,,,,40,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,158.0,-0.007,-0.036,,,,0.036,,0,0,0.626,0.626,32,22,33,22,3,2,6.0,3.0,5.0,1.0,2.34,-0.34,0.34,41.8,,,,,
SL,2023-07-28,88.9,-2.18,5.85,"Cole, Gerrit",602104,543037,single,hit_into_play,,,,,5.0,Ramon Urias singles on a sharp line drive to right fielder Giancarlo Stanton.,R,R,R,BAL,NYY,X,9.0,line_drive,1,2,2023,0.24,0.24,0.18,2.41,,,,0,6,Bot,166.0,78.58,,,,,5.296986006668957,-129.4171604998833,-2.893691778569954,1.5764013208533894,26.67769358699662,-29.12168743443112,3.12,1.48,250.0,100.6,13.0,89.2,2422.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.09,0.905,0.886,0.9,1.0,1.0,0.0,4.0,39,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,120.0,0.059,0.504,72.4,6.9,1.142,-0.504,100.6,0,0,0.567,0.567,32,29,33,29,2,1,6.0,2.0,5.0,1.0,2.64,-0.24,-0.24,40.3,-0.3298621934100232,14.102958368780277,22.098851708963693,41.01484800445469,26.244094817509836
FF,2023-07-28,95.8,-2.08,5.92,"Cole, Gerrit",602104,543037,,foul,,,,,2.0,Foul,R,R,R,BAL,NYY,S,,,1,1,2023,-0.53,1.62,0.09,2.98,,,,0,6,Bot,,,,,,,6.9327881117145225,-139.21972548326252,-5.810482758417862,-8.444139824613714,31.19473595997672,-9.92547789277358,3.12,1.48,219.0,81.3,59.0,95.8,2418.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.15,,,,,,,,39,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209.0,-0.007,-0.061,,,,0.061,88.0,0,0,0.574,0.574,32,29,33,29,2,1,6.0,2.0,5.0,1.0,0.87,0.53,0.53,44.4,,,,,
FC,2023-07-28,93.5,-2.16,5.88,"Cole, Gerrit",602104,543037,,called_strike,,,,,5.0,Called Strike,R,R,R,BAL,NYY,S,,,1,0,2023,0.28,1.15,0.23,2.2,,,,0,6,Bot,,,,,,,5.54118913251355,-136.09986239551728,-6.327620549172492,2.4041571500767644,26.76102672204453,-16.720334237541184,3.06,1.45,,,,93.8,2540.0,6.2,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.27,,,,,,,,39,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,203.0,-0.007,-0.052,,,,0.052,,0,0,0.581,0.581,32,29,33,29,2,1,6.0,2.0,5.0,1.0,1.44,-0.28,-0.28,43.2,,,,,
FF,2023-07-28,95.9,-2.06,5.98,"Cole, Gerrit",602104,543037,,ball,,,,,12.0,Ball,R,R,R,BAL,NYY,B,,,0,0,2023,-0.4,1.48,1.54,3.16,,,,0,6,Bot,,,,,,,10.427317564650988,-139.340984967336,-5.23001526199533,-7.4264707787326625,29.244388519497885,-11.81330302335132,3.09,1.48,,,,96.1,2502.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.14,,,,,,,,39,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,206.0,0.005,0.04,,,,-0.04,,0,0,0.576,0.576,32,29,33,29,2,1,6.0,2.0,5.0,1.0,0.99,0.4,0.4,44.5,,,,,
FF,2023-07-28,96.7,-2.15,5.97,"Cole, Gerrit",681297,543037,strikeout,swinging_strike,,,,,1.0,Colton Cowser strikes out swinging.,R,L,R,BAL,NYY,S,2.0,,2,2,2023,-0.29,1.49,-0.82,3.44,,,,2,5,Bot,,,,,,,4.213678819564495,-140.79617407304266,-4.586960905270436,-4.873880237325071,32.071429399607005,-11.506721344571211,3.61,1.76,,,,96.7,2357.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.21,,0.0,0.0,1.0,0.0,0.0,,34,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,206.0,-0.014,-0.233,63.9,5.6,,0.233,,0,0,0.514,0.514,32,23,33,23,2,1,6.0,3.0,5.0,1.0,0.94,0.29,-0.29,46.5,-11.89166169649376,38.34038677790252,31.359867484462008,48.23062514170596,6.975728773202912
CH,2023-07-28,90.0,-2.0,5.73,"Cole, Gerrit",681297,543037,,called_strike,,,,,8.0,Called Strike,R,L,R,BAL,NYY,S,,,2,1,2023,-0.96,1.17,0.27,1.67,,,,2,5,Bot,,,,,,,7.734142920403014,-130.824693390247,-6.639181431963226,-12.680813241256306,26.52033851223672,-17.50372184243701,3.48,1.63,,,,90.5,1621.0,6.6,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.91,,,,,,,,34,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,230.0,-0.003,-0.081,,,,0.081,,0,0,0.517,0.517,32,23,33,23,2,1,6.0,3.0,5.0,1.0,1.64,0.96,-0.96,45.6,,,,,
FF,2023-07-28,95.9,-1.98,5.94,"Cole, Gerrit",681297,543037,,swinging_strike,,,,,2.0,Swinging Strike,R,L,R,BAL,NYY,S,,,2,0,2023,-0.48,1.45,0.09,3.33,,,,2,5,Bot,,,,,,,6.542832778972566,-139.53434021763488,-4.582765300213392,-7.778590099298423,30.950429104230288,-12.33237991495866,3.61,1.76,,,,95.9,2345.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.23,,,,,,,,34,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,203.0,-0.003,-0.06,76.7,6.8,,0.06,,0,0,0.52,0.52,32,23,33,23,2,1,6.0,3.0,5.0,1.0,1.02,0.48,-0.48,45.2,14.529416954070944,2.265175624218724,35.50945993537704,38.24470139073378,27.2982590964255
FF,2023-07-28,94.0,-2.03,5.97,"Cole, Gerrit",681297,543037,,ball,,,,,11.0,Ball,R,L,R,BAL,NYY,B,,,1,0,2023,-0.54,1.45,-0.92,3.8,,,,2,5,Bot,,,,,,,4.068821400112705,-136.86521686371927,-3.116244470853798,-7.700411331888958,30.107035327118943,-13.449886459404471,3.48,1.65,,,,93.9,2327.0,6.2,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.3,,,,,,,,34,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,205.0,0.003,0.056,,,,-0.056,,0,0,0.517,0.517,32,23,33,23,2,1,6.0,3.0,5.0,1.0,1.12,0.54,-0.54,47.7,,,,,
SL,2023-07-28,88.1,-2.34,5.89,"Cole, Gerrit",681297,543037,,ball,,,,,11.0,Ball,R,L,R,BAL,NYY,B,,,0,0,2023,0.34,0.23,-1.0,2.83,,,,2,5,Bot,,,,,,,2.52479790267514,-128.32319921418477,-1.8398857647022449,3.304914525533251,25.52148699513217,-29.458001961372982,3.55,1.68,,,,88.3,2405.0,6.2,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.25,,,,,,,,34,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,133.0,0.002,0.043,,,,-0.043,,0,0,0.515,0.515,32,23,33,23,2,1,6.0,3.0,5.0,1.0,2.69,-0.34,0.34,42.6,,,,,
FC,2023-07-28,92.3,-2.2,5.85,"Cole, Gerrit",669720,543037,strikeout,called_strike,,,,,6.0,Austin Hays called out on strikes.,R,R,R,BAL,NYY,S,2.0,,2,2,2023,0.38,0.89,0.82,2.65,,,,1,5,Bot,,,,,,,6.841843534460175,-134.34593828887125,-4.323594889579515,3.266765630224429,27.462717211363294,-20.623901618095164,3.22,1.51,,,,92.6,2470.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.16,,0.0,0.0,1.0,0.0,0.0,,33,6,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,183.0,-0.02,-0.234,,,,0.234,,0,0,0.535,0.535,32,27,33,28,2,1,6.0,2.0,5.0,1.0,1.77,-0.38,-0.38,42.6,,,,,
FF,2023-07-28,97.1,-2.04,6.03,"Cole, Gerrit",669720,543037,,foul,,,,,5.0,Foul,R,R,R,BAL,NYY,S,,,2,2,2023,-0.82,1.16,0.01,2.69,,,,1,5,Bot,,,,,,,7.345068010313025,-141.29804975873586,-6.118508105314442,-12.587817215352889,28.567200652149964,-15.4704376586199,3.25,1.49,8.0,82.0,-19.0,97.5,2517.0,6.2,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.25,,,,,,,,33,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208.0,0.0,0.0,75.9,7.3,,0.0,88.0,0,0,0.535,0.535,32,27,33,28,2,1,6.0,2.0,5.0,1.0,1.24,0.82,0.82,45.6,15.048766472334291,-1.8671107984943096,21.67615775988156,40.53255534794542,29.667451042839996
SL,2023-07-28,88.0,-2.13,5.76,"Cole, Gerrit",669720,543037,,ball,,,,,14.0,Ball,R,R,R,BAL,NYY,B,,,1,2,2023,0.33,0.15,0.79,1.02,,,,1,5,Bot,,,,,,,6.392285523084476,-128.07490849912227,-5.785146898289419,2.508814150542899,23.580538124274163,-29.564592546634103,3.25,1.49,,,,88.6,2467.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.08,,,,,,,,33,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,106.0,0.003,0.045,,,,-0.045,,0,0,0.532,0.532,32,27,33,28,2,1,6.0,2.0,5.0,1.0,2.76,-0.33,-0.33,41.0,,,,,
FF,2023-07-28,97.5,-2.08,5.84,"Cole, Gerrit",669720,543037,,foul,,,,,8.0,Foul,R,R,R,BAL,NYY,S,,,1,1,2023,-0.74,1.5,-0.01,1.7,,,,1,5,Bot,,,,,,,7.263094959766718,-141.57680857652554,-9.034927229344706,-11.60883755228691,32.17343227267506,-10.081293135154736,3.25,1.49,234.0,82.0,52.0,97.5,2363.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.1,,,,,,,,33,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210.0,-0.004,-0.068,63.3,7.1,,0.068,88.0,0,0,0.536,0.536,32,27,33,28,2,1,6.0,2.0,5.0,1.0,0.91,0.74,0.74,44.7,2.651134262103703,9.478699202232445,34.406470008672066,41.23844587651055,23.04074077867294
FF,2023-07-28,97.8,-2.03,6.03,"Cole, Gerrit",669720,543037,,ball,,,,,11.0,Ball,R,R,R,BAL,NYY,B,,,0,1,2023,-0.73,1.39,-0.68,3.89,,,,1,5,Bot,,,,,,,5.314909460728457,-142.2969252705277,-3.4802640940893435,-11.136118599412336,32.49467764789405,-12.66214657844868,3.14,1.51,,,,97.7,2368.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.25,,,,,,,,33,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207.0,0.002,0.03,,,,-0.03,,0,0,0.534,0.534,32,27,33,28,2,1,6.0,2.0,5.0,1.0,0.99,0.73,0.73,45.3,,,,,
SL,2023-07-28,91.2,-2.26,5.91,"Cole, Gerrit",669720,543037,,foul,,,,,3.0,Foul,R,R,R,BAL,NYY,S,,,0,0,2023,0.51,0.42,0.29,2.88,,,,1,5,Bot,,,,,,,5.289628559928227,-132.74214842804756,-2.657936472911775,5.0275706257834845,27.041052045242537,-26.80292212110688,3.25,1.49,184.0,76.6,65.0,91.5,2587.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.17,,,,,,,,33,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,167.0,-0.003,-0.041,72.9,7.0,,0.041,88.0,0,0,0.537,0.537,32,27,33,28,2,1,6.0,2.0,5.0,1.0,2.3,-0.51,-0.51,41.7,9.6037552421316,3.5626721107015427,24.19437711926303,43.71480609447126,29.51293115915783
FF,2023-07-28,95.1,-2.14,5.93,"Cole, Gerrit",624428,543037,field_out,hit_into_play,,,,,6.0,Adam Frazier flies out to right fielder Giancarlo Stanton.,R,L,R,BAL,NYY,X,9.0,fly_ball,1,1,2023,-0.87,1.3,0.35,2.42,,,,0,5,Bot,191.68,71.45,,,,,8.473989555428751,-138.09120875461733,-6.447601723724605,-12.978363986736682,31.035568180146853,-14.241800371721103,3.15,1.44,353.0,97.9,40.0,95.0,2373.0,6.4,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.12,0.097,0.172,0.0,1.0,0.0,0.0,3.0,32,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,212.0,-0.029,-0.254,70.6,7.2,0.337,0.254,97.9,0,0,0.566,0.566,32,31,33,32,2,1,6.0,3.0,5.0,1.0,1.23,0.87,-0.87,43.8,17.92584109397969,-10.318221535781223,38.10725764737677,27.022472489882936,31.31206737736496
KC,2023-07-28,81.5,-2.34,5.88,"Cole, Gerrit",624428,543037,,ball,,,,,13.0,Ball,R,L,R,BAL,NYY,B,,,0,1,2023,0.84,-1.21,-1.2,1.66,,,,0,5,Bot,,,,,,,0.9332886641541784,-118.63082936892854,-0.5097334187579481,7.646356121800879,25.158731639904783,-43.61546638514673,3.04,1.41,,,,80.8,2707.0,6.1,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.45,,,,,,,,32,2,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,39.0,0.004,0.031,,,,-0.031,,0,0,0.562,0.562,32,31,33,32,2,1,6.0,3.0,5.0,1.0,4.67,-0.84,0.84,43.8,,,,,
SL,2023-07-28,90.9,-2.35,5.85,"Cole, Gerrit",624428,543037,,called_strike,,,,,1.0,Called Strike,R,L,R,BAL,NYY,S,,,0,0,2023,0.47,0.84,-0.57,2.76,,,,0,5,Bot,,,,,,,3.4493894666694493,-132.35344799256674,-3.679993577588041,4.874459123714906,26.548525114573096,-21.69110778818375,3.04,1.44,,,,91.2,2515.0,6.3,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.19,,,,,,,,32,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,180.0,-0.005,-0.042,,,,0.042,,0,0,0.567,0.567,32,31,33,32,2,1,6.0,3.0,5.0,1.0,1.9,-0.47,0.47,39.5,,,,,
SL,2023-07-28,91.1,-2.39,5.8,"Cole, Gerrit",663624,543037,force_out,hit_into_play,,,,,6.0,"Ryan Mountcastle grounds into a force out, shortstop Anthony Volpe to second baseman Gleyber Torres. Ryan O'Hearn out at 2nd.",R,R,R,BAL,NYY,X,6.0,ground_ball,0,0,2023,0.72,0.73,0.46,2.53,,,656811.0,2,4,Bot,115.38,150.94,,,,,5.661457128693129,-132.67926257586498,-3.9227917566172654,7.333773039426467,27.254689307184968,-22.873024267053086,3.67,1.82,6.0,73.1,-24.0,91.7,2409.0,6.5,717237,666163,519203,650402,518934,683011,641856,664056,519317,54.01,0.042,0.046,0.0,1.0,0.0,0.0,2.0,27,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,186.0,-0.028,-0.286,79.3,7.2,0.047,0.286,88.0,0,0,0.528,0.528,32,26,33,26,2,1,6.0,2.0,5.0,1.0,2.0,-0.72,-0.72,40.4,1.7645189708932074,5.799069405464334,34.807455939029325,45.10304971224591,21.41838561056527
CH,2023-07-28,88.9,-2.35,5.6,"Cole, Gerrit",656811,543037,force_out,hit_into_play,,,,,4.0,"Ryan O'Hearn grounds into a force out, first baseman Anthony Rizzo to shortstop Anthony Volpe. Adley Rutschman out at 2nd. Ryan O'Hearn to 1st.",R,L,R,BAL,NYY,X,3.0,ground_ball,0,2,2023,-1.24,0.9,-0.63,2.34,,,668939.0,1,4,Bot,145.77,177.07,,,,,6.829875455381047,-129.36024180113446,-3.8557724585598296,-15.297288261723322,26.51394609543658,-21.487374744927564,3.4,1.65,5.0,64.4,-25.0,89.5,1697.0,6.6,717237,666163,519203,650402,518934,683011,641856,664056,519317,53.91,0.032,0.051,0.0,1.0,0.0,0.0,2.0,26,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,238.0,-0.023,-0.238,73.7,7.5,0.032,0.238,88.0,0,0,0.551,0.551,32,29,33,30,2,1,6.0,2.0,5.0,1.0,1.98,1.24,-1.24,39.1,14.997821094594851,-4.041150459935021,29.456067697227446,46.25897099711858,28.29013660241997
