dataset,CLD_mean,DCP_mean,F1_mean,F2_mean,F3_mean,F4_mean,Hostility_mean,L1_mean,LSC_mean,N1_mean,N2_mean,TD_U_mean,kDN_mean
bodyfat,0.9045697293658704,0.8629819346219313,0.8763928433550474,0.8101103824969575,0.8850854309523328,0.069755852142766,0.8805123824051564,-0.6596826543487494,0.8734582914688445,0.8900094412816939,0.8591263221785438,-0.7451494312854461,0.892283413403905
boston,0.6005062413536494,0.7307200251415853,-0.2495709320781519,0.3227509166703521,-0.47002248522035456,-0.7210330720775591,0.7658570980871565,-0.5812612599824328,0.7824528812144047,0.8970319224327458,-0.31598425264375496,-0.5347480244370382,0.8744770075433906
cleve,0.7356296149994096,0.6608850452629216,0.17488129692006782,0.247191520618016,0.21684246548928066,-0.20013096949476739,0.723405964421159,-0.6745196578698341,0.7028606673957886,0.7815041043045104,0.3176492004319735,-0.1765914703288377,0.7995778698879275
heart-statlog,0.9122485878061878,0.7584608481809506,0.2529716447525581,0.13719711208683538,0.27372955220402256,-0.12810821608811057,0.7782168168943454,-0.8292694686155658,0.7984380704843712,0.8148950751076441,0.41059411065810725,-0.15033192568707288,0.8958888096660298
vehicle2,0.4919375536904352,0.5438519137688852,-0.1625665097988252,0.44619261436677055,0.06889319662171729,-0.46486102698675746,0.7368273379378422,0.2193307331237617,0.48225298699198854,0.7272952706795378,0.19323092515514897,-0.43984693117530904,0.6985665534770135
zoo,0.873227439898375,0.8310074010327264,0.08271910855441089,0.030316886523553025,-0.11568876442115834,-0.00645545108984445,0.7738003012297061,-0.6817454411875835,0.7251586310230229,0.7218471523016715,0.3576020117623332,-0.8497011976525751,0.8246775198257679
