Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset18,all,0.284,0.42480000000000007,0.4549999999999999,0.7061666666666666,0.4509251785286017,0.4102768398268398,0.4970958199437431,0.9943733503618561,0.9863473684210529,0.6391778673949533,190.0,0.6134999999999999,0.658,0.045679004242336854,0.37242002084519243,0.5094772998654601,0.13238474765947655,0.2452205882352941,0.3944444444444444,0.13861481581278687,0.8116950757575758,0.981534090909091,0.13819571237973705
ArtificialDataset18,informative,0.344,0.414,0.4549999999999999,0.6142666666666666,0.44683622349270175,0.3922328664799253,0.49582038796342637,0.9939919114516815,0.9860285714285715,0.5775916882820604,70.0,0.6287499999999999,0.6799999999999999,0.0430672232014755,0.44477257061613434,0.5252209711785041,0.08879280157011653,0.28394607843137254,0.38169934640522873,0.1028481991593778,0.8140151515151515,0.9571022727272727,0.10934249835678765
ArtificialDataset18,informative+redundant,0.318,0.41880000000000006,0.4549999999999999,0.5461428571428572,0.45441768837411234,0.4038017697988286,0.4952992034217236,0.9939220945083014,0.9859454545454546,0.5990841294343398,110.0,0.632,0.6719999999999999,0.039045760699100596,0.4549408637981497,0.5219612430805531,0.07365729295710853,0.29350490196078427,0.41045751633986927,0.10832552575611791,0.8144057765151516,0.9568181818181818,0.10976011332685863
ArtificialDataset18,informative+redundant_nonLinear,0.316,0.4144000000000001,0.4549999999999999,0.6650666666666666,0.449021638124045,0.4091394993894994,0.49666587138017965,0.9942203065134099,0.9865454545454545,0.728513207828742,110.0,0.62525,0.6639999999999999,0.03854403789359457,0.40062378311255653,0.5379704406347208,0.1294534755729059,0.25674019607843135,0.39477124183006534,0.12702518563877638,0.8237689393939395,0.9631628787878789,0.11507239953819581
ArtificialDataset18,informative+noise,0.302,0.41320000000000007,0.4549999999999999,0.6717333333333333,0.4435827688796419,0.38219365079365075,0.4970631905294637,0.9940832269050659,0.9861454545454544,0.5901384073872701,110.0,0.619,0.6639999999999999,0.0334493220089308,0.40722780894545585,0.5185369415260893,0.15602840191603237,0.27818627450980393,0.3944444444444445,0.14053707070076804,0.8020241477272727,0.9631628787878789,0.11418095220421356
ArtificialDataset18,informative+rand_extra,0.282,0.408,0.4549999999999999,0.6135999999999999,0.4503217158479367,0.3933403570114096,0.4954468072319358,0.9939057045551298,0.9861095890410959,0.6835551074335067,73.0,0.63275,0.678,0.041042660732462224,0.45252426164871545,0.5271274626661728,0.08760212105771005,0.2884803921568628,0.37647058823529417,0.10066007442734844,0.8177083333333333,0.9598484848484847,0.10463467278168667
ArtificialDataset18,mutual_info_top70,0.332,0.44360000000000005,0.4549999999999999,0.6142857142857142,0.4565480395345088,0.4394028138528138,0.49735475423121145,0.9948448275862068,0.9857714285714286,0.686089565415582,70.0,0.598,0.662,0.09705374063594133,0.39542312783304456,0.5338401521158711,0.1471529829060323,0.36094771241830065,0.9712418300653594,0.2674979262999031,0.7257339015151515,0.9414772727272727,0.2897194000583341
ArtificialDataset18,f_classif_top70,0.316,0.4156,0.4549999999999999,0.7108333333333332,0.4483458106011252,0.4037111493082081,0.49610531612148073,0.9939063431247339,0.9849142857142857,0.8129514449280418,70.0,0.64975,0.666,0.022256620202922604,0.4482509760537878,0.5660499593928126,0.1228122324959062,0.2872140522875817,0.41601307189542486,0.12521226096675253,0.8442471590909091,0.9691287878787879,0.08606744890097752
ArtificialDataset18,rf_top70,0.312,0.4096000000000001,0.4549999999999999,0.7258181818181818,0.4166964967325339,0.40521087246087245,0.4964847866629998,0.9940327799063431,0.9870285714285715,0.6556255165830988,70.0,0.65225,0.6900000000000001,0.0337289616967801,0.46653949808321377,0.532308289655878,0.06151094525106882,0.283047385620915,0.38954248366013067,0.0904803834477286,0.8514559659090909,0.9539772727272726,0.09155728534803395
ArtificialDataset18,relief_top70,0.282,0.39880000000000004,0.4549999999999999,0.6849230769230769,0.4420953688181552,0.43366447245564893,0.4942169574676756,0.9931096211153683,0.9876000000000001,0.7331983019368263,70.0,0.63525,0.69,0.04176037082484508,0.42042199140514736,0.514998989163255,0.07653429080829954,0.24689542483660132,0.3879084967320261,0.09609272174065751,0.8443655303030303,0.9535984848484848,0.105998310013408
ArtificialDataset18,xgb_top70,0.31,0.40320000000000006,0.4549999999999999,0.6426666666666665,0.44886015473751234,0.403444227994228,0.4946790971438484,0.9933965517241378,0.9864571428571429,0.6996485415187537,70.0,0.6275,0.666,0.03567712352274416,0.4161884708681892,0.49861291498228716,0.07365663770307622,0.2698529411764706,0.40816993464052287,0.10779173576253769,0.8200520833333333,0.9631628787878789,0.10751308534190006
