Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,n_features,mean_acc_mean,mean_acc_max,mean_acc_std,mean_gps_mean,mean_gps_max,mean_gps_std,mean_acc_class_0_mean,mean_acc_class_0_max,mean_acc_class_0_std,mean_acc_class_1_mean,mean_acc_class_1_max,mean_acc_class_1_std
ArtificialDataset13,all,0.20833333333333334,0.2994,0.282408127402332,0.6160701754385965,0.46112464137904924,0.2713843337218337,0.4890507307755085,0.9978816598774268,0.9978057971014495,0.3867553861861711,115.0,0.7244583333333333,0.8396666666666667,0.0897354024915332,0.7066852249837521,0.831162744874753,0.09418746263502055,0.6665887096774193,0.8371741935483872,0.11221372786990785,0.765268262987013,0.8891266233766235,0.1584120923086989
ArtificialDataset13,informative,0.15466666666666667,0.2582,0.3212035787377623,0.590859649122807,0.4527127887555586,0.23228731361231358,0.4772668666649759,0.9973676318397005,0.99792,0.37041873648217066,25.0,0.7542083333333334,0.8743333333333332,0.08960104476077396,0.7345109173883833,0.8689333768985292,0.10127263818966215,0.6495725806451613,0.8291548387096774,0.136097569507126,0.82802637987013,0.9061883116883118,0.06560644423848258
ArtificialDataset13,informative+redundant,0.17166666666666666,0.27480000000000004,0.31586914124299637,0.58225,0.4432398362546897,0.25341341801473377,0.47893892766075297,0.9975152580522832,0.9976666666666667,0.20142075255402844,55.0,0.747375,0.8710000000000001,0.088970199665795,0.7300374404203268,0.8653707949113976,0.09835979131144902,0.6592217741935484,0.8235290322580646,0.12525934583334172,0.8095470779220779,0.904477272727273,0.08110622956978036
ArtificialDataset13,informative+redundant_nonLinear,0.182,0.28273333333333334,0.2923406852319916,0.5072898550724637,0.4691001145746107,0.2466604293854294,0.48058593977811886,0.9976688685823334,0.9978727272727272,0.31259248989140664,55.0,0.7281666666666666,0.8553333333333333,0.11042515241426783,0.7057186288123306,0.848328886194,0.12594796021277246,0.6822040322580645,0.8653741935483872,0.12482861498082808,0.7605669642857142,0.8965194805194805,0.2016576702357803
ArtificialDataset13,informative+noise,0.24033333333333334,0.36413333333333336,0.30521073892577,0.5623833333333333,0.45504250727916873,0.3313382258465076,0.49372336748109213,0.9986318926076798,0.9979818181818182,0.38561636574933494,55.0,0.7177916666666666,0.8106666666666668,0.061600334337373455,0.6947681933548848,0.7992357171349316,0.0684227946526974,0.5957862903225806,0.7219741935483871,0.08521273187560054,0.803862012987013,0.8936883116883116,0.06212218009002819
ArtificialDataset13,informative+rand_extra,0.16433333333333333,0.27066666666666667,0.31122274804760053,0.5245757575757576,0.4530213180711273,0.24425286128416931,0.48060211681402876,0.997584911678716,0.9979642857142857,0.3766666245469965,28.0,0.7514583333333333,0.8710000000000001,0.08825826774527605,0.7314891893576545,0.8654116629386335,0.0997548543523176,0.6447483870967742,0.8251161290322582,0.13258884677559424,0.8267459415584416,0.903344155844156,0.06647899239690282
ArtificialDataset13,mutual_info_top25,0.23733333333333334,0.36033333333333334,0.40823895029144236,0.5023333333333334,0.43804589554674,0.3356056277056277,0.48550857216337273,0.9984151207383757,0.9974533333333334,0.4823187912478767,25.0,0.6939166666666666,0.7936666666666665,0.06567059451632047,0.667965798563914,0.7809753605961867,0.07675386917916373,0.5851080645161291,0.703458064516129,0.11361796610088057,0.7706688311688312,0.8572857142857142,0.08770981207788127
ArtificialDataset13,f_classif_top25,0.242,0.3664,0.41541545538564273,0.547984126984127,0.43135532398386583,0.35405042735042735,0.48453577285685073,0.998376089948255,0.9974266666666667,0.5609976229899908,25.0,0.6949583333333333,0.7666666666666666,0.049241690137718085,0.6750275990831882,0.7530100580103584,0.053249176812735784,0.5983145161290323,0.6793096774193548,0.06632527283441911,0.7631444805194805,0.8283051948051947,0.059824286665537074
ArtificialDataset13,rf_top25,0.24066666666666667,0.3534,0.4074692044205203,0.5164861111111112,0.44764806599374873,0.3289989417989418,0.48209723364958545,0.998275768529732,0.9975733333333334,0.3086544230024884,25.0,0.6951666666666667,0.784,0.07789288534456523,0.6704844956079041,0.7719586674645177,0.09069654516384804,0.6435233870967741,0.8895741935483871,0.13531296015796224,0.7315767045454545,0.8413863636363637,0.17153681498182408
ArtificialDataset13,relief_top25,0.22666666666666666,0.3307333333333333,0.3382554865765086,0.5192575757575757,0.430872777525711,0.31011944444444445,0.4805349689512732,0.99806368337676,0.9977466666666668,0.50265760056048,25.0,0.724125,0.8230000000000001,0.06686872652669251,0.7054098240493104,0.8141994444236461,0.07446452015502567,0.6317306451612903,0.7598387096774193,0.1000810883215772,0.7893011363636364,0.867538961038961,0.06791494027150623
ArtificialDataset13,xgb_top25,0.20166666666666666,0.3154666666666667,0.4045889667668077,0.5782539682539682,0.4393608594347308,0.284234126984127,0.4797435885458931,0.9979740501180471,0.9974,0.34893283433464256,25.0,0.7317083333333333,0.833,0.07120514461081881,0.7052723443346024,0.8248450663702502,0.08852360590758472,0.616624193548387,0.7711354838709676,0.12697399715540078,0.8128823051948052,0.8766331168831168,0.05122876302518694
