dataset,subset,model,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,std_acc_class_0,mean_acc_class_1,std_acc_class_1
ArtificialDataset12,all,LogReg,0.7963333333333333,0.01662995957768855,0.7838916435665649,0.01794129627091669,0.6961079365079365,0.028940042622971368,0.8686206896551724,0.021959023444535132
ArtificialDataset12,all,SVM-linear,0.8016666666666667,0.01674979270186815,0.7878908606955648,0.018730548824320462,0.6857587301587301,0.028882358236195862,0.8852577996715926,0.018300867645393525
ArtificialDataset12,all,SVM-rbf,0.8720000000000001,0.01384035966135114,0.8660202404565804,0.01466226808615655,0.8066857142857143,0.028375853382367686,0.9190837438423646,0.017962202772146763
ArtificialDataset12,all,RandomForest,0.843,0.01911660127858623,0.8335756104892804,0.020815831219254625,0.7478095238095237,0.03724200036357978,0.9116157635467982,0.02207866434974676
ArtificialDataset12,all,KNN,0.827,0.016696639715157606,0.81917911640806,0.017732516420065663,0.7629015873015873,0.03050548922348108,0.8732052545155995,0.019801525707643403
ArtificialDataset12,all,NaiveBayes,0.7106666666666667,0.017562586496425985,0.6844846156459752,0.03014148570896914,0.5824634920634921,0.10987036150212996,0.8032709359605912,0.06100609892953515
ArtificialDataset12,all,DecisionTree,0.692,0.009568466729604883,0.680281988832473,0.010088838479226935,0.6388190476190476,0.033064862311485595,0.730328407224959,0.02583846708897055
ArtificialDataset12,all,XGBoost,0.8446666666666667,0.0095684667296049,0.8367821485422035,0.010604505089067393,0.7684888888888889,0.026245119331748466,0.8995894909688014,0.014190264901681404
ArtificialDataset12,informative,LogReg,0.8099999999999999,0.01725623880739305,0.7986687164847874,0.017799370755459003,0.7120253968253968,0.02134147992600556,0.8806568144499177,0.024454627408552115
ArtificialDataset12,informative,SVM-linear,0.8113333333333334,0.018147543451754924,0.7980588415089264,0.019540677635229504,0.6937587301587301,0.029974724214090077,0.8961280788177339,0.023822237475329654
ArtificialDataset12,informative,SVM-rbf,0.8863333333333333,0.012948616399703333,0.8816561658001335,0.013183043344918677,0.8345333333333332,0.019958848063557858,0.9236683087027915,0.01999663502582333
ArtificialDataset12,informative,RandomForest,0.8546666666666667,0.015216949614017775,0.8465150808009241,0.01686062011398212,0.7684888888888889,0.03564724063200742,0.9167881773399016,0.015986253838786747
ArtificialDataset12,informative,KNN,0.86,0.013662601021279457,0.8537189174255586,0.014310785533936641,0.7978984126984127,0.023084695351812977,0.9047454844006568,0.017350908645016993
ArtificialDataset12,informative,NaiveBayes,0.7416666666666666,0.014472195564061608,0.7260866430370302,0.01780135081208957,0.643511111111111,0.04019320485232965,0.8123908045977013,0.020385329527369465
ArtificialDataset12,informative,DecisionTree,0.7123333333333334,0.0178916492004262,0.7022763692400309,0.018869335666949903,0.6666666666666666,0.030501960004595523,0.7452479474548441,0.021726578135200098
ArtificialDataset12,informative,XGBoost,0.85,0.011450376024878434,0.842830426595563,0.012065966308726347,0.7812126984126984,0.02983425044089625,0.8995730706075535,0.021016948862128113
ArtificialDataset12,informative+redundant,LogReg,0.8083333333333332,0.013844373104863455,0.7967002876032665,0.014905298381673895,0.7088380952380953,0.024016233696763846,0.8800853858784894,0.017301814168783933
ArtificialDataset12,informative+redundant,SVM-linear,0.8123333333333334,0.015351438586225941,0.79928026759017,0.01664695560508313,0.6961333333333333,0.02662752153314753,0.8961444991789819,0.02043619977708933
ArtificialDataset12,informative+redundant,SVM-rbf,0.884,0.014282856857085708,0.879135228572052,0.014758255820047812,0.8305523809523809,0.024318501366086803,0.9225221674876847,0.020021126618995633
ArtificialDataset12,informative+redundant,RandomForest,0.8560000000000001,0.014282856857085705,0.8477295044653432,0.015407958187179799,0.766095238095238,0.030902468507204246,0.9208013136288999,0.020595486166552678
ArtificialDataset12,informative+redundant,KNN,0.8543333333333333,0.015132745950421547,0.8476079947353912,0.015924366588219094,0.7891492063492064,0.02756762883778669,0.9013004926108374,0.018763277146946235
ArtificialDataset12,informative+redundant,NaiveBayes,0.7363333333333333,0.01433333333333334,0.725240076140031,0.014272215700102934,0.6745777777777777,0.02554660910147415,0.7808210180623973,0.0278829995804188
ArtificialDataset12,informative+redundant,DecisionTree,0.7110000000000001,0.021962088546705522,0.699811530400511,0.02256560921174656,0.6564,0.036095113009513666,0.7504072249589491,0.02995319628815075
ArtificialDataset12,informative+redundant,XGBoost,0.8566666666666667,0.013498971154211063,0.8498899154739824,0.01413994677995974,0.7891619047619047,0.02880597975489997,0.9052939244663383,0.02121142479500548
ArtificialDataset12,informative+redundant_nonLinear,LogReg,0.8059999999999998,0.014437605218471795,0.7941844383610076,0.01577686036556978,0.706463492063492,0.0280564495939811,0.8778029556650246,0.018989200092495332
