dataset,subset,model,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,std_acc_class_0,mean_acc_class_1,std_acc_class_1
ArtificialDataset4,all,LogReg,0.9527999999999999,0.007652450587883604,0.9527900675984009,0.007654337148118481,0.962,0.013885243966167813,0.9436,0.012191800523302508
ArtificialDataset4,all,SVM-linear,0.9528000000000001,0.010476640682967024,0.9527805375580275,0.010480973754841368,0.9692000000000001,0.015497096502248401,0.9364000000000001,0.014582180906846518
ArtificialDataset4,all,SVM-rbf,0.9833999999999999,0.0031048349392520077,0.9833996220189183,0.003104736269897287,0.9863999999999999,0.005425863986500219,0.9804,0.004543126676640223
ArtificialDataset4,all,RandomForest,0.9742000000000001,0.003515679166249392,0.9741976801913605,0.0035164513786022154,0.9792000000000002,0.00754718490564529,0.9692000000000001,0.009303762679690413
ArtificialDataset4,all,KNN,0.9628,0.005670978751503135,0.9627962560764015,0.005670260799169201,0.9551999999999999,0.006645299090334466,0.9704,0.01030727898138011
ArtificialDataset4,all,NaiveBayes,0.9202,0.01201499063670048,0.9201845658172385,0.012022055707813896,0.93,0.012165525060596412,0.9104000000000001,0.016989408465276235
ArtificialDataset4,all,DecisionTree,0.9148000000000002,0.008400000000000008,0.9147827438295698,0.008392619356610722,0.9184000000000001,0.014108153670838706,0.9112000000000002,0.01759999999999999
ArtificialDataset4,all,XGBoost,0.9812,0.003600000000000003,0.9811992934641124,0.0036001035198020854,0.984,0.006449806198638846,0.9784,0.006499230723708773
ArtificialDataset4,informative,LogReg,0.9523999999999999,0.00818779579618347,0.9523908402950851,0.008189393411282466,0.9624,0.012289833196589757,0.9423999999999999,0.0120266371026983
ArtificialDataset4,informative,SVM-linear,0.9544,0.010111379727811617,0.9543823067465944,0.010112987265497635,0.9708,0.015393505123915076,0.938,0.013535139452550877
ArtificialDataset4,informative,SVM-rbf,0.9922000000000001,0.0022715633383201114,0.9921998604316833,0.0022715965041568715,0.9940000000000001,0.004472135954999583,0.9904,0.004454211490264022
ArtificialDataset4,informative,RandomForest,0.9773999999999999,0.0039038442591886307,0.9773993804656745,0.003904230293572288,0.9788,0.007600000000000006,0.9759999999999998,0.004381780460041333
ArtificialDataset4,informative,KNN,0.9888,0.0033704599092705466,0.9887998283357519,0.0033705001591107526,0.9875999999999999,0.004543126676640224,0.9899999999999999,0.005440588203494183
ArtificialDataset4,informative,NaiveBayes,0.9258,0.010599999999999977,0.9257941054263631,0.010597328942381794,0.9232000000000001,0.010399999999999993,0.9284000000000001,0.016243152403397534
ArtificialDataset4,informative,DecisionTree,0.9156000000000001,0.011993331480451948,0.9155772226435316,0.011993646519463315,0.9052000000000001,0.016785708206685845,0.9259999999999999,0.016899704139422052
ArtificialDataset4,informative,XGBoost,0.984,0.005291502622129186,0.9839995949016048,0.005291841003456262,0.9847999999999999,0.006881860213634109,0.9832000000000001,0.006881860213634107
