y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,L1,level,subset
0,0.4835680751173709,0.4779342723004695,0.5740000000000001,0.4025821596244131,0.5730562958097162,0.45820563435000056,0.4998522752087049,0.9973267053300193,0.9268460093896714,2.789016277146268,class,f_classif_top5000
1,0.15853658536585366,0.3128919860627178,0.42600000000000005,0.6170150987224158,0.4228883689647528,0.29043880911940584,0.49892612164392086,0.9960352931876365,0.926891637630662,2.461350451310637,class,f_classif_top5000
dataset,0.297,0.38320000000000004,0.48904800000000004,0.5256666666666667,0.4868599058007072,0.3619074766676392,0.4993206630625189,0.9965854347602916,0.9268722,2.6009360931166157,class,f_classif_top5000
1,0.1875,0.4,0.42600000000000005,1.0,0.42547172303634617,0.0,0.4984126648099686,0.9947643979057592,0.9274,2.4491687559159963,instance,f_classif_top5000
0,0.0,0.4,0.5740000000000001,0.3333333333333333,0.5359821305593009,1.0,0.5006947883860702,1.0,0.9254,2.581461471571393,instance,f_classif_top5000
0,0.5217391304347826,0.2,0.5740000000000001,0.5555555555555556,0.5745282769636538,0.0,0.49782341704131083,0.9905882352941177,0.9266,2.5901675581683254,instance,f_classif_top5000
0,0.5294117647058824,0.8,0.5740000000000001,0.4444444444444444,0.5745282769636538,0.5714285714285714,0.5034011868344885,1.0,0.9262,2.4535041339685693,instance,f_classif_top5000
0,0.4426229508196722,0.2,0.5740000000000001,0.3888888888888889,0.5359821305593009,0.0,0.4979113286065072,0.9905882352941177,0.9206,2.36132151346352,instance,f_classif_top5000
0,0.0,0.0,0.5740000000000001,0.2777777777777778,0.5745282769636538,0.0,0.4960354874353484,0.9835294117647059,0.9254,2.4972848428387255,instance,f_classif_top5000
0,0.0,0.4,0.5740000000000001,0.3888888888888889,0.5359821305593009,1.0,0.5008791726642543,1.0,0.9238,2.6962311345418364,instance,f_classif_top5000
0,0.65,0.6,0.5740000000000001,0.7222222222222222,0.5745282769636538,0.0,0.49982076734815417,0.9976470588235294,0.9268,2.5806885864952585,instance,f_classif_top5000
0,0.5294117647058824,0.2,0.5740000000000001,0.3333333333333333,0.5745282769636538,0.0,0.49830766059372256,0.9952941176470588,0.9262,2.4142898441921097,instance,f_classif_top5000
0,0.34883720930232553,0.6,0.5740000000000001,0.3333333333333333,0.5359821305593009,0.5,0.49752558334100316,0.9976470588235294,0.9276,2.7018478801051136,instance,f_classif_top5000
0,0.2727272727272727,0.6,0.5740000000000001,0.3333333333333333,0.5745282769636538,0.0,0.4994935058779171,0.9976470588235294,0.9258,2.495563912001476,instance,f_classif_top5000
0,0.5,0.4,0.5740000000000001,0.8333333333333334,0.5745282769636538,0.0,0.49907652431855376,0.9976470588235294,0.9266,2.478946594801359,instance,f_classif_top5000
0,0.34883720930232553,0.4,0.5740000000000001,0.2777777777777778,0.5359821305593009,0.0,0.49993262206205435,0.9976470588235294,0.925,2.2053107418692206,instance,f_classif_top5000
1,0.5573770491803278,0.4,0.42600000000000005,0.5,0.3792816064898573,1.0,0.5006001336218573,1.0,0.926,2.2127479939049906,instance,f_classif_top5000
0,0.65,0.6,0.5740000000000001,0.2777777777777778,0.5745282769636538,0.0,0.49971262506656156,0.9976470588235294,0.927,3.5867597595268723,instance,f_classif_top5000
1,0.5573770491803278,0.6,0.42600000000000005,1.0,0.3868049291647258,1.0,0.5009693417168106,1.0,0.9272,2.3870613344470866,instance,f_classif_top5000
0,0.4444444444444444,0.2,0.5740000000000001,0.5555555555555556,0.5359821305593009,0.125,0.4981164114176534,0.9905882352941177,0.9294,2.678914660430662,instance,f_classif_top5000
0,0.4571428571428572,0.8,0.5740000000000001,0.3333333333333333,0.5745282769636538,1.0,0.5018146163523787,1.0,0.9274,2.673568325947024,instance,f_classif_top5000
0,0.4,0.2,0.5740000000000001,0.3888888888888889,0.5745282769636538,0.0,0.49776059114935933,0.9952941176470588,0.928,2.6116851746600442,instance,f_classif_top5000
0,0.16666666666666663,0.2,0.5740000000000001,0.6111111111111112,0.5745282769636538,0.0,0.49800256729325965,0.9976470588235294,0.9258,2.6440846964684734,instance,f_classif_top5000
0,0.0,0.4,0.5740000000000001,0.5,0.5359821305593009,0.0,0.4963068615342797,0.9952941176470588,0.9258,3.720410799767042,instance,f_classif_top5000
0,0.4426229508196722,0.8,0.5740000000000001,0.3888888888888889,0.5745282769636538,0.3333333333333333,0.5001898304001369,1.0,0.927,2.584326771765173,instance,f_classif_top5000
0,0.631578947368421,0.8,0.5740000000000001,0.3333333333333333,0.5745282769636538,1.0,0.5009959927564613,1.0,0.9264,2.510794508180681,instance,f_classif_top5000
0,0.4426229508196722,0.6,0.5740000000000001,0.2777777777777778,0.5359821305593009,0.0,0.4973051032705793,0.9952941176470588,0.926,2.6838524246012043,instance,f_classif_top5000
0,0.6086956521739131,0.6,0.5740000000000001,0.3888888888888889,0.5359821305593009,1.0,0.5008217244727711,1.0,0.9282,2.689215633596761,instance,f_classif_top5000
0,0.1333333333333333,0.2,0.5740000000000001,0.5,0.5745282769636538,0.0,0.49587162552212194,0.9905882352941177,0.927,3.0827489776649544,instance,f_classif_top5000
0,0.0,0.4,0.5740000000000001,0.3888888888888889,0.5359821305593009,0.0,0.4993996949653646,0.9976470588235294,0.9264,2.707297970460428,instance,f_classif_top5000
0,0.75,0.6,0.5740000000000001,0.3888888888888889,0.5745282769636538,0.0,0.49853879502833953,0.9952941176470588,0.9258,3.7763157111562085,instance,f_classif_top5000
0,0.5625,0.2,0.5740000000000001,0.6111111111111112,0.5745282769636538,0.0,0.4979749858752186,0.9976470588235294,0.9244,3.8619015964027406,instance,f_classif_top5000
0,0.4426229508196722,0.4,0.5740000000000001,0.3333333333333333,0.5745282769636538,0.5,0.501880552391046,1.0,0.9258,2.375917692065901,instance,f_classif_top5000
0,0.6875,0.4,0.5740000000000001,0.3333333333333333,0.5745282769636538,1.0,0.5031333524423276,1.0,0.926,2.5681131740874226,instance,f_classif_top5000
0,0.6206896551724138,0.6,0.5740000000000001,0.2777777777777778,0.5745282769636538,0.0,0.49745687913146264,0.9976470588235294,0.9244,2.58229167623491,instance,f_classif_top5000
0,0.34883720930232553,0.8,0.5740000000000001,0.4444444444444444,0.5745282769636538,1.0,0.5045090650979545,1.0,0.9268,2.565085743123288,instance,f_classif_top5000
0,0.4426229508196722,0.4,0.5740000000000001,0.3333333333333333,0.5745282769636538,0.0,0.49967632710372956,0.9976470588235294,0.925,2.7055253211390133,instance,f_classif_top5000
0,0.4444444444444444,0.4,0.5740000000000001,0.2777777777777778,0.5745282769636538,0.3333333333333333,0.5003418280515931,1.0,0.9256,2.6159323328055315,instance,f_classif_top5000
0,0.34883720930232553,0.4,0.5740000000000001,0.4444444444444444,0.5359821305593009,0.0,0.49921838754054426,0.9952941176470588,0.9272,2.55458368090698,instance,f_classif_top5000
